ProductID,ProductNo,ProductName,DocketName,Barcode,SKU,Unit,DefaultSize,SellPriceIncTax,SellTaxCode,CostPriceIncTax,CostTaxCode,IsModifier,PrintDocket,Tags,CategoryNames,SellAccount,BuyAccount,InventoryAccount,ImageUrl,ReportingGroup,FriendlyName,ShowOnline,OnlineDescription,InventoryType,PurchaseFormat,PurchaseQty,Container,VariableQtyPrompt
21941381,,"Hanky Panky",,,,unit,1,21,GST,0.0000,GST,0,1,,COCKTAILS,,,,,"Cocktails - Classic",,1,,,,,UNIT,
21897133,,"Laphraoig 10yr Old Fash.",,,,unit,1,32,GST,0.0000,GST,0,1,,COCKTAILS,,,,,"Cocktails - Classic",,1,,,,1,UNIT,
21897129,,"Macallan Sherry Oak 12yr Old Fash.",,,,unit,1,42,GST,0.0000,GST,0,1,,COCKTAILS,,,,,"Cocktails - Classic",,1,,,,1,UNIT,
21897126,,"Yamazaki Old Fash.",,,,unit,1,79,GST,0.0000,GST,0,1,,COCKTAILS,,,,,"Cocktails - Classic",,1,,,,1,UNIT,
22038326,,"Beef Burger [no chips] Solo Combo",,,,unit,1,20,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038327,,"Chicken Burger [no chips] Solo Combo",,,,unit,1,20,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038331,,"Regular Little Italy Solo Combo",,,,unit,1,20,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038332,,"Regular No Chorizo No Cry Solo Combo",,,,unit,1,20,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038333,,"Regular Paddock Solo Combo",,,,unit,1,20,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038334,,"Regular Sanchez Solo Combo",,,,unit,1,20,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038330,,"Vegan Burger [no chips] Solo Combo",,,,unit,1,20,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22001021,,"Year Wines Fiano - Bottle",,,,ml,750,71,GST,16.5642,GST,0,1,,WINE,,,,,"White Wine",,1,,1,Crates,12,UNIT,
22001020,,"Year Wines Fiano - Large",,,,unit,1,27,GST,0.0000,GST,0,1,,WINE,,,,,"White Wine",,1,,,Individual,1,UNIT,
22001019,,"Year Wines Fiano - Regular",,,,unit,1,18,GST,0.0000,GST,0,1,,WINE,,,,,"White Wine",,1,,,,,UNIT,
22038343,,"Regular BBQ Chicken Solo Combo",,,,unit,1,20,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,,UNIT,
22038341,,"Regular Bubba Gump Solo Combo",,,,unit,1,20,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038345,,"Regular Cosmo Solo Combo",,,,unit,1,20,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038337,,"Regular El Patron Solo Combo",,,,unit,1,20,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038335,,"Regular Hail Africa Solo Combo",,,,unit,1,20,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038336,,"Regular Jimmy Jury Solo Combo",,,,unit,1,20,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038339,,"Regular New Yorker Solo Combo",,,,unit,1,20,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038338,,"Regular Sorrento Solo Combo",,,,unit,1,20,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038342,,"Regular Super House Special Solo Combo",,,,unit,1,20,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038340,,"Regular Tandoori Chicken Solo Combo",,,,unit,1,20,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038366,,".Coke Zero Can",,,,unit,1,0,FRE,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038365,,".Sprite Can",,,,unit,1,0,FRE,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038351,,"Regular Hawaiian Solo Combo",,,,unit,1,20,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038350,,"Regular Margherita Solo Combo",,,,unit,1,20,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038346,,"Regular Meatlovers Solo Combo",,,,unit,1,20,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038353,,"Regular Pepperoni Solo Combo",,,,unit,1,20,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038348,,"Regular Roma Special Solo Combo",,,,unit,1,20,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038347,,"Regular Truffalo Soldier Solo Combo",,,,unit,1,20,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038349,,"Regular Uber Margherita Solo Combo",,,,unit,1,20,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038352,,"Regular Vegetarian Solo Combo",,,,unit,1,20,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038367,,".Coke Can",,,,unit,1,0,FRE,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038539,,"Gluten-free El Patron",,,,unit,1,24,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038550,,"Gluten-free Jimmy Jury",,,,unit,1,24,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038540,,"Large El Patron",,,,unit,1,27,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038549,,"Large Jimmy Jury",,,,unit,1,27,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038538,,"Regular El Patron",,,,unit,1,19.5,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22038548,,"Regular Jimmy Jury",,,,unit,1,19.5,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22045943,,"Gluten-free Jimmy Jury [Dine-in]",,,,unit,1,32,GST,0.0000,GST,0,1,,"STOW PIZZAS",,,,,"Dine-in Pizza",,1,,,,1,UNIT,
22045974,,"Regular El Patron [Dine-in]",,,,unit,1,26,GST,0.0000,GST,0,1,,"STOW PIZZAS",,,,,"Dine-in Pizza",,1,,,,1,UNIT,
22045942,,"Regular Jimmy Jury [Dine-in]",,,,unit,1,27,GST,0.0000,GST,0,1,,"STOW PIZZAS",,,,,"Dine-in Pizza",,1,,,,1,UNIT,
22052107,,"Large Little Italy.",,,,unit,1,30,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22052108,,"Large No Chorizo No Cry.",,,,unit,1,30,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22046212,,"No Aioli",,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22046210,,"No cap",,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22046198,,"Remove Baby Spinach",,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22046201,,"Remove Capsicum",,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22046195,,"Remove Chicken",,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22046202,,"Remove Onion",,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22046204,,"Remove Sour Cream",,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22045975,,"Gluten-free El Patron [Dine-in]",,,,unit,1,31,GST,0.0000,GST,0,1,,"STOW PIZZAS",,,,,"Dine-in Pizza",,1,,,,1,UNIT,
22052119,,"Large Bubba Gump.",,,,unit,1,30,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22052113,,"Large El Patron.",,,,unit,1,30,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,,UNIT,
22052111,,"Large Hail Africa.",,,,unit,1,30,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22052112,,"Large Jimmy Jury.",,,,unit,1,30,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22052116,,"Large New Yorker.",,,,unit,1,30,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
