"ID","ProductName","Cost","Qty","Counted","Variance","CostVariance","CostCounted"
20484751,"Buffalo Trace Bourbon [Bottle]",53.48,2.41,1.95,-0.46,-24.68,104.45
20485266,"Bundaberg Ginger Beer [750ml]",3.58,15.53,15.5,-0.03,-0.12,55.49
20485273,"Bunnahabhain 12yr [Bottle]",122.14,0.9,1,0.1,12.21,122.14
20484753,"Campari [Bottle]",41.8,4.84,4.65,-0.19,-8.01,194.33
20710102,"Canadian Club [Bottle]",43.99,1.05,1.01,-0.04,-1.76,44.43
20483609,"Carpano Classico [750ml]",23.17,1.53,1.37,-0.16,-3.67,31.72
20728902,"Casa Gheller Prosecco - Bottle",16.73,26.35,27.35,1,16.73,457.57
20485738,"Casamigos Reposado Tequila [Bottle]",95.07,1.01,1,-0.01,-0.67,95.07
20487243,"Cazcabel Reposado Tequila [Bottle]",64.44,0.45,0.4,-0.05,-3.22,25.78
20492707,"Chambord [Bottle]",57.24,0.41,0.33,-0.08,-4.83,18.89
20492640,"Chartreuse Yellow [Bottle]",106.85,0.6,0.6,0,0,64.11
20710041,"Cherry Heering [Bottle]",43.71,0.45,0.45,0,0,19.67
20487234,"Cocchi Americano [Bottle]",44.62,1,1.4,0.4,17.85,62.47
20492757,"Cointreau [Bottle]",56.91,0.95,1,0.05,2.85,56.91
20459552,"Coke 1.25L",3.69,10,10,0,0,36.9
20459560,"Coke Can",1.89,58,124,66,124.74,234.36
20459553,"Coke Zero 1.25L",3.97,9,7,-2,-7.94,27.79
20459561,"Coke Zero Can",1.89,46,15,-31,-58.59,28.35
20445701,"Corona",2.57,30,30,0,0,77.1
20645869,"Crankshaft IPA [Keg]",377.3,1.25,1.29,0.05,17.28,487.47
20485056,"Cri De Couer Pinot Noir - Bottle",62.15,4.45,2.4,-2.05,-127.41,149.16
20485015,"Cynar [Bottle]",36.78,1,0.95,-0.05,-1.84,34.94
20464486,"Das Juice Pink Pet Nat - Bottle",16.5,7,6.9,-0.1,-1.65,113.85
20487328,"De Bortoli Gold Seal Dry Red [15L]",56.27,0.06,0.41,0.35,19.48,22.9
20727954,"De Kuyper Butterscotch Schnapps [Bottle]",43.15,0.45,0.45,0,0,19.42
20727968,"De Kuyper Peach Schnapps [Bottle]",42.91,0.8,0.85,0.05,2.15,36.47
21150832,"Diplomatico Mantuano [Bottle]",62.59,0,0.05,0.05,3.13,3.13
20492688,"Disaronno [Bottle]",49.87,1.2,1.3,0.1,4.99,64.83
20484692,"Dolin Blanc Vermouth [Bottle]",25.02,1.2,0.19,-1.01,-25.37,4.68
22442023,"Dolin Rouge Vermouth [Bottle]",26.77,0.5,1.9,1.4,37.48,50.86
20487238,"Dom Benedictine [Bottle]",62.44,0.8,0.85,0.05,3.12,53.07
20445737,"Dom Pérignon Champagne - Bottle",387.81,1,1,0,0,387.81
20492689,"Domaine de Canton Ginger Liqueur [Bottle]",71.26,1,1,0,0,71.26
20484905,"Don Julio 1942 Añejo [Bottle]",244.78,1.25,1.35,0.1,24.48,330.45
22575957,"Don Julio Blanco [Bottle]",74.48,0.65,0.55,-0.1,-7.45,40.96
20487805,"Fee Bros Black Walnut Bitters [150ml]",22.51,1.7,2.65,0.96,21.5,59.74
20445711,"Fellr Watermelon Seltzer Tin",3.4,10,10,0,0,34
20487274,"Fernet Branca [Bottle]",72.41,1.5,1.55,0.05,3.62,112.24
20484956,"Fever-Tree Mediterannean Tonic [Bottle]",4.31,6.37,4.4,-1.97,-8.49,18.96
20484784,"Fever-Tree Naturally Light Tonic [Bottle]",4.11,7.55,4.6,-2.95,-12.12,18.91
20710120,"Fireball [Bottle]",44.76,0.96,1.8,0.84,37.73,80.57
20487276,"Flor De Caña 12yr [Bottle]",71.59,0.1,0.1,0,0,7.16
20487280,"Flor De Caña 4 Extra Seco [Bottle]",57.77,0.4,0.4,0,0,23.11
22614115,"Fortaleza Añejo [Bottle]",182.67,0.35,0.4,0.05,9.13,73.07
20487283,"Fortaleza Reposado [Bottle]",170,1.23,1.35,0.12,19.89,229.5
20487286,"Four Pillars Bloody Shiraz [Bottle]",66.22,1.16,1.15,-0.01,-0.47,76.15
20487289,"Four Pillars Olive Leaf [Bottle]",80.5,1.8,1.85,0.05,4.03,148.93
20487294,"Four Pillars Rare Dry [Bottle]",57.27,1.11,1,-0.11,-6.13,57.27
20710023,"Frangelico [Bottle]",42.69,0.45,0.72,0.26,11.24,30.61
20655236,"Geppetto Pinot Noir - Bottle",17.56,21.27,18.4,-2.87,-50.34,323.1
20512408,"Germano Caetano Cachaça [Bottle]",74.18,2.23,2.18,-0.05,-3.71,161.34
20464656,"Glaetzer Anaperenna Shiraz Cab - Bottle",37.5,0.85,0.7,-0.15,-5.63,26.25
20487322,"Glendronach 12yr [Bottle]",103.47,1.61,1.65,0.04,3.7,170.73
20487325,"Glenmorangie Signet [Bottle]",284.45,0.7,0.6,-0.1,-28.45,170.67
20645919,"Gosling's Black Rum [700ml]",63.48,0.55,0.45,-0.1,-6.35,28.57
20487331,"Gospel Solera Rye [Bottle]",78.8,0.65,0.5,-0.15,-11.82,39.4
20487225,"Grand Marnier [Bottle]",48.86,2.12,2.13,0.01,0.64,104.07
20709997,"Grey Goose [Bottle]",62.51,1.54,1.33,-0.21,-12.86,83.14
20445709,"Grifter Big Sur IPA Tin",3.65,2,2,0,0,7.3
20445710,"Grifter Omen Stout Tin",3.5,16,15,-1,-3.5,52.5
20487426,"Grifter Pale [Keg]",292.05,1.22,1.25,0.03,7.3,364.19
20445708,"Grifter Pink Galah Tin",3.5,7,7,0,0,24.5
20488066,"Grifter Serpents Kiss Can",3.18,3,3,0,0,9.54
23216243,"Guinness [Keg]",413,0.65,0.63,-0.02,-7.97,259.36
22931792,"Hahn Super Dry GF",2.7,24,24,0,0,64.8
20487441,"Hakushu 12yr [Bottle]",294.78,0.31,0.3,-0.01,-4.22,88.43
20487447,"Hartshorn Sheep Whey Vodka [Bottle]",72.01,0.5,0.5,0,0,36.01
20487459,"Harveys Bristol Cream Sherry [Bottle]",14.59,0.02,0.24,0.22,3.28,3.52
21999746,"Havana 3yr [700ml]",29.09,1.46,1.4,-0.06,-1.87,40.73
20445707,"Heaps Normal Tin",2.66,8,11,3,7.98,29.26
20487472,"Hendrick's Gin [Bottle]",62.7,0.83,1.9,1.07,67.2,119.13
20487484,"Herradura Plata [Bottle]",79.21,2.1,2.1,0,0,166.34
22169779,"Hine Rare VSOP Cognac [700ml]",118.94,0.8,0.6,-0.2,-23.79,71.36
20487488,"Illegal Reposado Mezcal [Bottle]",127.44,0.7,0.75,0.05,6.37,95.58
20492690,"Italicus Bergamot Liqueur [Bottle]",64.76,0.8,0.8,0,0,51.81
20487490,"Jack Daniels [Bottle]",52.72,0.57,0.55,-0.02,-1.12,29
20445706,"James Boags Light",2.24,14,10,-4,-8.96,22.4
20487512,"Jameson Irish Whiskey [Bottle]",52.8,0.29,0.15,-0.14,-7.55,7.92
20492716,"John D. Taylor's Velvet Falernum [Bottle]",36.74,0.45,0.45,0,0,16.53
20487523,"Johnnie Walker Black [Bottle]",54.67,0.41,0.45,0.04,2.35,24.6
20512418,"Joseph Cartron Apricot Brandy [Bottle]",49.96,1.5,1.5,0,0,74.94
20484934,"Kahlua [1L]",47.99,3.2,3.19,-0.01,-0.5,152.99
20786711,"Kirin [Keg]",441.54,1.56,1.63,0.07,31.44,721.48
20487531,"Kraken Rum [Bottle]",49.43,0.07,0.05,-0.02,-1.06,2.47
20464670,"Kuku Sauvignon Blanc - Bottle",14.57,23.08,22.9,-0.18,-2.68,333.65
23120129,"La Petite Mort Albarino 2025 - Bottle",22.89,3,3,0,0,68.67
23120216,"La Petite Mort Rosso 2025 - Bottle",22.89,0.8,0.8,0,0,18.31
20487534,"Lagavulin 16yr [Bottle]",175.02,0.86,0.8,-0.06,-9.99,140.02
20487538,"Laphroaig 10yr [Bottle]",102.12,0.61,0.65,0.04,4.38,66.38
21939293,"Little Dragon Can",3.53,5,4,-1,-3.53,14.12
20512320,"Luxardo Maraschino [Bottle]",51.42,0.75,0.6,-0.15,-7.71,30.85
20492685,"Lyre's Italian Spritz [Bottle]",36.77,0.33,0.4,0.07,2.63,14.71
20487567,"Macallan Sherry Oak 12yr [Bottle]",126.1,0.54,0.5,-0.04,-4.5,63.05
20487793,"Massenez Black Cacao [5L]",299.08,0.96,1.03,0.07,21.09,307.45
20492692,"Massenez Cacao Blanc [750ml]",48.91,0.94,1.06,0.13,6.14,51.99
21150705,"Massenez Creme de Cassis [750ml]",0,0.1,0.05,-0.05,-0,0
21150706,"Massenez Creme de Mure [750ml]",41.82,0.35,0.33,-0.02,-0.84,13.8
22684315,"Massenez Elderflower [5L]",237.95,0.52,0.37,-0.15,-35.98,87.33
20729559,"Massenez Framboise Raspberry [750ml]",41.82,0.9,0.9,0,0,37.64
20487547,"Massenez Lychee [5L]",290.62,2.41,2.42,0.01,3.49,702.72
22873696,"Massenez Mango Liqueur [5L Cask]",320.99,0.85,0.87,0.02,5.01,279.26
20483413,"Massenez Triple Sec [5L]",337.64,2.85,2.9,0.05,15.73,978.82
20492642,"Massenez Wild Strawberry [750ml]",43.91,0.55,0.6,0.05,2.2,26.35
20487836,"Monkey Shoulder Scotch [Bottle]",62.07,1.33,0.9,-0.43,-26.69,55.86
20445714,"Monteith's Apple Cider Bottle",3.11,14,14,0,0,43.54
20464685,"Mother's Milk Shiraz - Bottle",16.08,6.87,5.5,-1.37,-21.98,88.44
20487788,"Mr Black Coffee Liqueur [Bottle]",38.29,0.8,0.8,0,0,30.63
20487812,"Myer's Jamaican Rum [Bottle]",61.06,0.99,1.17,0.18,11.05,71.26
20487829,"Never Never Oyster Shell Gin [Bottle]",69.5,0.46,0.4,-0.06,-4.17,27.8
20487319,"Noilly Prat Dry Vermouth [Bottle]",35.69,0.69,1.15,0.46,16.29,41.04
20464651,"Ottelia Cab Sav - Bottle",23.03,5.97,5.75,-0.22,-4.99,132.42
20464694,"Ottelia Chardonnay - Bottle",17.29,11.13,10.7,-0.43,-7.49,185
20464662,"Padrillos Malbec - Bottle",19.33,7.48,6.15,-1.33,-25.77,118.88
20487923,"Patron Reposado [Bottle]",88.23,1.24,1.25,0.01,1.26,110.29
20487926,"Patron Silver [Bottle]",76.52,0.92,0.8,-0.12,-9.31,61.22
20512432,"Pernod Absinthe [Bottle]",0,0.35,0.3,-0.05,-0,0
20445700,"Peroni",2.55,33,32,-1,-2.55,81.6
21999769,"Peroni 0%",1.85,8,8,0,0,14.8
20466106,"Petits Detours Rosé Mediterranee - Bottle",16.28,22.61,23.35,0.74,11.98,380.14
20487938,"Philter XPA [Keg]",263.12,1.29,1.3,0.01,2,341.27
20727759,"Pierre Ferrand Dry Curacao [Bottle]",71.39,0.95,0.9,-0.05,-3.57,64.25
20512724,"Pimm's Aperitif [Bottle]",44.92,1,1,0,0,44.92
20487946,"Plantation 3 Stars White Rum [Bottle]",60.83,0.38,0.18,-0.2,-12.11,10.83
22442475,"Plantation Original Dark",2.53,0.25,0.05,-0.2,-0.51,0.13
20487958,"Poor Tom's Strawberry Gin [Bottle]",69.16,1.39,1.3,-0.09,-5.93,89.91
22169473,"R de Ruinart Brut Champagne",0,2,2,0,0,0
20466083,"Ravensworth Skins Gris - Bottle",20.19,1.6,1.7,0.1,2.02,34.32
20484763,"Regal Rogue Bold Red Vermouth [5L]",157.75,0.64,0.64,0,0.27,101.59
20483410,"Rooster Rojo Blanco Tequila [Bottle]",54.87,30.98,25.15,-5.82,-319.59,1380.2
20484932,"Sailor Jerry [700ml]",44.61,-0.2,4.16,4.37,194.74,185.67
23358932,"San Giorgio Ciampoleto Rosso di Montalcino 2023 - Bottle",40.7,0,2,2,81.4,81.4
20445897,"San Pellegrino 500ml",2.34,31,25,-6,-14.04,58.5
20488033,"Seadrift Coast [Bottle]",37.5,0.32,0.19,-0.13,-4.93,7.13
20487241,"Select Aperitivo [Bottle]",29.01,1.7,1.75,0.05,1.45,50.77
23217497,"Seppeltsfield Para Grand 10yo Tawny [Bottle]",31.37,1.85,0.8,-1.05,-32.94,25.1
20728346,"Sibiliana Nero D'Avola - Bottle",16.34,10.9,10.8,-0.1,-1.63,176.47
20466100,"Sigurd GSM Red Blend - Bottle",23.1,15.8,14.7,-1.1,-25.41,339.57
20466095,"Sigurd White Blend - Bottle",23.1,11.6,11.5,-0.1,-2.31,265.65
20459554,"Solo 1.25L",3.58,6,4,-2,-7.16,14.32
20459555,"Sprite 1.25L",4.26,20,20,0,0,85.2
20459564,"Sprite Can",1.89,20,42,22,41.58,79.38
20727873,"St. Felix Bitter Aperitivo [Bottle]",37.28,0.7,0.75,0.05,1.86,27.96
20459532,"Status Quo Can D",3.69,17,17,0,0,62.73
20492634,"Status Quo [Keg]",365.2,1.19,1.34,0.15,55.58,490.83
20492637,"Stone & Wood [Keg]",382.04,2.2,2.25,0.04,16.35,858.06
20459557,"Sunkist 1.25L",2.04,12,12,0,0,24.48
20492694,"Tanqueray 10 [Bottle]",81.83,0.8,0.8,0,0,65.46
20710158,"Tempus Fugit Creme de Banane [Bottle]",59.34,1.43,1.57,0.13,7.96,92.99
20512316,"Tempus Fugit Violette [Bottle]",71.03,0.55,0.5,-0.05,-3.55,35.52
20492697,"Tequila Ocho Anejo [Bottle]",99,0.15,0.1,-0.05,-4.95,9.9
20492699,"Tilde Raw Vodka [Bottle]",59,0.33,0.25,-0.08,-4.72,14.75
20492701,"Tito's Vodka [Bottle]",68.62,0.28,0.25,-0.03,-1.96,17.16
23358952,"Tiziano Grasso Barolo Briccolina 2019 - Bottle",154,0,2.7,2.7,415.8,415.8
20645912,"Travelling While Standing Still Gin [700ml]",90,0.5,0.5,0,0,45
20466112,"Trentham Estate Rosé - Bottle",10.55,4.33,3.3,-1.03,-10.9,34.82
20464635,"Trutta Streamside Shiraz [Chilled] - Bottle",19.84,12.2,11.45,-0.75,-14.88,227.17
20445703,"Two Bays Pale Ale Can",5.41,1,2,1,5.41,10.82
20645902,"Unico Zelo Terra Cotta - Bottle",21.89,7.5,6.2,-1.3,-28.46,135.72
20445704,"VB Tinnie",2.33,44,44,0,0,102.52
20466120,"Version Two Pinot Grigio - Bottle",8.83,8.98,7,-1.98,-17.49,61.81
20466130,"Version Two Sparkling - Bottle",8.83,9.25,11.15,1.9,16.78,98.45
20645881,"Veuve Clicquot Yellow Label - Bottle",80.76,3.3,3.45,0.15,12.11,278.62
20466168,"Villa Fresco Sangiovese - Bottle",12.06,17.04,14.5,-2.54,-30.63,174.87
20492687,"Vinada Sparking Rosé [Bottle]",15.23,4.56,4.7,0.14,2.13,71.58
21749602,"Whispering Angel Rosé - Bottle",34.6,6.7,6.65,-0.05,-1.73,230.09
20484930,"White Light Vodka [20L]",1012.78,1.12,1.05,-0.07,-70.69,1059.37
20492747,"Wolf Lane Navy Gin [Bottle]",85.14,1.01,0.9,-0.11,-9.71,76.63
20492750,"Wray & Nephew's OR Rumbar OP Rum [Bottle]",95.39,0.85,0.9,0.05,4.77,85.85
23253690,"Xocolatl Mole Bitters [Bottle]",27.22,0.95,2.51,1.56,42.39,68.24
20492751,"Yamazaki 12yr [Bottle]",290.09,1.2,1,-0.2,-58.02,290.09
22001021,"Year Wines Fiano - Bottle",21.36,1.75,1.6,-0.15,-3.2,34.18
20445713,"Young Henrys Cloudy Cider Can",2.82,23,23,0,0,64.86
20488005,"Zacapa Centenario 23yr [Bottle]",107.59,0.94,0.92,-0.02,-1.94,98.98
