"ID","ProductName","Cost","Qty","Counted","Variance","CostVariance","CostCounted"
20459447,"4 Pines Kolsch Bottle D",2.65,51,50,-1,-2.65,132.5
20467569,"A. Rodda Chardonnay - Bottle",31.68,13.67,12,-1.67,-52.8,380.16
20464467,"A. Rodda Tempranillo - Bottle",27.85,13.07,13,-0.07,-1.86,362.05
20487313,"Alehouse Summer Mid [Keg]",176,2.07,1.8,-0.27,-47.12,316.8
20487298,"Alehouse Draught Lager [Keg]",203.5,0.96,1.9,0.94,192.08,386.65
20484279,"Amaro Montenegro [Bottle]",49.76,1.08,1.2,0.12,5.97,59.71
20484285,"Antica Formula Rosso Vermouth [Bottle]",63.37,2.49,2.3,-0.19,-11.76,145.75
20484286,"Aperol [Bottle]",28.85,5.89,6.46,0.57,16.57,186.37
20487949,"Appleton Rum [Bottle]",52.61,1.61,1.45,-0.16,-8.64,76.28
20484292,"Archie Rose Signature Gin [Bottle]",63.72,0.96,0.8,-0.16,-10.44,50.98
20445705,"Asahi 3.5%",2.36,33,41,8,18.88,96.76
20484304,"Bacardi Blanca [700ml]",48.79,4.41,1,-3.41,-166.51,48.79
20484685,"Bailey's Irish Cream 1L [Bottle]",52.87,1.55,0.9,-0.65,-34.37,47.58
20484935,"Barrel One Coffee Concentrate [Bottle]",13.88,12.38,6.2,-6.18,-85.78,86.06
20512731,"Barsol Pisco [Bottle]",77.32,1.49,1.5,0.01,0.59,115.98
20484721,"Belvedere Vodka [Bottle]",58.28,1.21,1.05,-0.16,-9.53,61.19
20445702,"Better Beer Tin",2.39,24,24,0,0,57.36
20483544,"Bombay Dry [Bottle]",46.28,8.48,7.6,-0.88,-40.81,351.73
20484744,"Bombay Sapphire [Bottle]",54.75,0.64,0.45,-0.19,-10.55,24.64
20484772,"Braulio [Bottle]",39.94,1,1,0,0,39.94
20484781,"Brookie's Byron Dry [Bottle]",64.98,1.47,1.3,-0.17,-11.13,84.47
20487456,"Brookie's Mac. Liqueur [Bottle]",54.79,1.2,1.2,0,0,65.75
20484751,"Buffalo Trace Bourbon [Bottle]",53.1,4.05,4,-0.05,-2.68,212.4
20485266,"Bundaberg Ginger Beer [750ml]",3.35,19.17,17.25,-1.92,-6.42,57.79
22442211,"Café Patron [Bottle]",76.43,1,0.75,-0.25,-19.11,57.32
20484753,"Campari [Bottle]",40.48,5.52,5.6,0.08,3.12,226.69
20483609,"Carpano Classico [750ml]",23.81,2.36,1.94,-0.42,-9.96,46.19
20728902,"Casa Gheller Prosecco - Bottle",17.11,21,19,-2,-34.22,325.09
20492757,"Cointreau [Bottle]",56.91,1.3,1.25,-0.05,-2.85,71.14
20459552,"Coke 1.25L",3.14,20,19,-1,-3.14,59.66
20459560,"Coke Can",1.4,19,7,-12,-16.8,9.8
20459553,"Coke Zero 1.25L",3.12,18,14,-4,-12.48,43.68
20459561,"Coke Zero Can",1.4,30,41,11,15.4,57.4
20445701,"Corona",2.44,40,62,22,53.68,151.28
20645869,"Crankshaft IPA [Keg]",309,0.98,0.75,-0.23,-70.42,231.75
20485056,"Cri De Couer Pinot Noir - Bottle",62.15,7.25,7.15,-0.1,-6.21,444.37
20464486,"Das Juice Pink Pet Nat - Bottle",10.04,17,14.6,-2.4,-24.1,146.58
20655376,"De La Grosse Beaujolais - Bottle",34.58,3.1,3.1,0,0,107.2
21150832,"Diplomatico Mantuano [Bottle]",62.59,1.25,1,-0.25,-15.65,62.59
20492688,"Disaronno [Bottle]",48.27,2.61,2.25,-0.36,-17.38,108.61
20464635,"Disco Volante Pinot Noir [Chilled] - Bottle",20.55,13.33,13,-0.33,-6.85,267.15
20484692,"Dolin Blanc Vermouth [Bottle]",18.32,4.51,1.1,-3.41,-62.43,20.15
20492689,"Domaine de Canton Ginger Liqueur [Bottle]",73.91,0.61,0.5,-0.11,-8.12,36.96
20464639,"Domaine Gueguen Chablis - Bottle",40.69,7,7.85,0.85,34.59,319.42
20464644,"Dormilona Chenin Blanc - Bottle",22.38,0.85,2.65,1.8,40.28,59.31
20645909,"Dragonfly Grenache - Bottle",17.3,11.47,10,-1.47,-25.37,173
20445711,"Fellr Watermelon Seltzer Tin",3.24,26,21,-5,-16.2,68.04
20484956,"Fever-Tree Mediterannean Tonic [Bottle]",3.74,10.81,4.8,-6.01,-22.48,17.95
20484784,"Fever-Tree Naturally Light Tonic [Bottle]",3.91,9.66,2.65,-7.01,-27.41,10.36
20710120,"Fireball [Bottle]",44.41,2.67,2.6,-0.07,-3.17,115.47
20487286,"Four Pillars Bloody Shiraz [Bottle]",66,2.28,2.4,0.12,8.01,158.4
20487289,"Four Pillars Olive Leaf [Bottle]",81.98,1.88,1.85,-0.03,-2.34,151.66
20487294,"Four Pillars Rare Dry [Bottle]",57.27,2.29,2.3,0.01,0.41,131.72
20655236,"Geppetto Pinot Noir - Bottle",17.56,23.88,23,-0.88,-15.51,403.88
20512408,"Germano Caetano Cachaça [Bottle]",62.94,3.08,3.15,0.07,4.41,198.26
20464656,"Glaetzer Anaperenna Shiraz Cab - Bottle",37.5,7.12,7,-0.12,-4.38,262.5
20709997,"Grey Goose [Bottle]",67.35,1.43,1,-0.43,-28.79,67.35
20445709,"Grifter Big Sur IPA Tin",4,13,8,-5,-20,32
20445710,"Grifter Omen Stout Tin",3.34,26,22,-4,-13.36,73.48
20459505,"Grifter Pale Ale Cans D",2.74,46,39,-7,-19.18,106.86
20487426,"Grifter Pale [Keg]",250.32,3.04,2.75,-0.29,-72.07,688.38
20445708,"Grifter Pink Galah Tin",3.49,12,12,0,0,41.88
21999746,"Havana 3yr [700ml]",56.03,1.54,2,0.46,26.01,112.06
20445707,"Heaps Normal Tin",2.59,30,30,0,0,77.7
20487472,"Hendrick's Gin [Bottle]",65.36,1.38,1.3,-0.08,-5.09,84.97
22296524,"Hyoketsu Lemon [Keg]",207.49,0.92,0.9,-0.02,-5.06,186.74
20492690,"Italicus Bergamot Liqueur [Bottle]",64.71,1,1.05,0.05,3.24,67.95
20487490,"Jack Daniels [Bottle]",49.43,1.92,1.85,-0.07,-3.53,91.45
20445706,"James Boags Light",2.24,19,20,1,2.24,44.8
20487512,"Jameson Irish Whiskey [Bottle]",50.52,2.07,0.75,-1.32,-66.75,37.89
20484689,"Joseph Cartron Mango [Bottle]",46.5,0.87,0.65,-0.22,-10.37,30.23
20484934,"Kahlua [1L]",46.12,4.37,4.25,-0.12,-5.44,196.01
20786711,"Kirin [Keg]",311.59,0.56,0.3,-0.26,-80.83,93.48
20487531,"Kraken Rum [Bottle]",54.81,1.46,1,-0.46,-25.44,54.81
20464670,"Kuku Sauvignon Blanc - Bottle",14.57,27.33,24.6,-2.73,-39.83,358.42
21939293,"Little Dragon Can",3.52,-23,6,29,102.08,21.12
20487546,"Lost Explorer Espadín Mezcal [Bottle]",64.67,1.46,0.75,-0.71,-46.19,48.5
20487547,"Massenez Lychee [5L]",280.2,2.25,2.19,-0.06,-17.37,613.64
20483413,"Massenez Triple Sec [5L]",330.71,1.85,1.55,-0.3,-100.21,512.6
20487836,"Monkey Shoulder Scotch [Bottle]",58.64,2,1.6,-0.4,-23.46,93.82
20445714,"Monteith's Apple Cider Bottle",3,33,13,-20,-60,39
20464685,"Mother's Milk Shiraz - Bottle",16.08,31.37,28,-3.37,-54.14,450.24
20487319,"Noilly Prat Dry Vermouth [Bottle]",27.96,1.85,2,0.15,4.28,55.92
20464651,"Ottelia Cab Sav - Bottle",21.87,10.85,10.3,-0.55,-12.03,225.26
20464694,"Ottelia Chardonnay - Bottle",17.29,28.18,26.6,-1.58,-27.38,459.91
20464662,"Padrillos Malbec - Bottle",21.58,9.88,9.75,-0.13,-2.88,210.41
20487923,"Patron Reposado [Bottle]",80.25,0.33,1.25,0.92,73.95,100.31
20445700,"Peroni",2.49,24,29,5,12.45,72.21
21999769,"Peroni 0%",1.79,38,26,-12,-21.48,46.54
20466106,"Petits Detours Rosé Mediterranee - Bottle",19.6,44.69,55.6,10.91,213.92,1089.76
20487938,"Philter XPA [Keg]",279.57,1.71,1.35,-0.36,-100.76,377.42
20464707,"Poacher's Riesling - Bottle",19.84,11.8,12,0.2,3.96,238.08
20487958,"Poor Tom's Strawberry Gin [Bottle]",60.04,1.35,1.5,0.15,9.01,90.06
20466083,"Ravensworth Skins Gris - Bottle",20.19,13,11.8,-1.2,-24.23,238.24
20484763,"Regal Rogue Bold Red Vermouth [5L]",157.75,1.12,1.1,-0.02,-2.82,173.53
20483410,"Rooster Rojo Blanco Tequila [Bottle]",50.59,58.2,45.34,-12.86,-650.55,2293.75
20484932,"Sailor Jerry [700ml]",43.03,5.54,3.2,-2.34,-100.71,137.7
20466090,"Scout Pinot Gris - Bottle",20.35,19.77,19.25,-0.52,-10.52,391.74
20488033,"Seadrift Coast [Bottle]",41.25,1.36,1.55,0.19,7.96,63.94
20488066,"Grifter Serpents Kiss Can",3.18,26,23,-3,-9.54,73.14
20728346,"Sibiliana Nero D'Avola - Bottle",19.33,13.3,12.85,-0.45,-8.7,248.39
20466100,"Sigurd GSM Red Blend - Bottle",19.67,18.5,19.2,0.7,13.77,377.66
20466095,"Sigurd White Blend - Bottle",16.28,10.65,9.45,-1.2,-19.54,153.85
20459554,"Solo 1.25L",3.16,15,16,1,3.16,50.56
20459555,"Sprite 1.25L",4.07,20,21,1,4.07,85.47
20459564,"Sprite Can",1.73,39,29,-10,-17.3,50.17
20492630,"St. Germain Elderflower Liqueur [Bottle]",52.93,2.04,1.4,-0.64,-33.72,74.1
20459532,"Status Quo Can D",3.69,6,5,-1,-3.69,18.45
20492634,"Status Quo [Keg]",352.33,1.46,1,-0.46,-162.18,352.33
20492637,"Stone & Wood [Keg]",342.37,1.42,1.2,-0.22,-76.14,410.84
20459557,"Sunkist 1.25L",3.03,9,8,-1,-3.03,24.24
20492694,"Tanqueray 10 [Bottle]",81.83,0.79,1.75,0.96,78.91,143.2
20466112,"Trentham Estate Rosé - Bottle",10.9,42.5,40.5,-2,-21.8,441.45
20445703,"Two Bays Pale Ale Can",5.23,32,20,-12,-62.76,104.6
20645902,"Unico Zelo Terra Cotta - Bottle",19.9,7.3,7,-0.3,-5.97,139.3
20445704,"VB Tinnie",2.2,25,23,-2,-4.4,50.6
20466120,"Version Two Pinot Grigio - Bottle",8.83,44.58,32.65,-11.93,-105.37,288.3
20466130,"Version Two Sparkling - Bottle",8.83,37.9,46.05,8.15,71.96,406.62
20645881,"Veuve Clicquot Yellow Label - Bottle",72.12,9.75,8.85,-0.9,-64.91,638.26
20466168,"Villa Fresco Sangiovese - Bottle",11.05,36.63,31,-5.63,-62.25,342.55
20492687,"Vinada Sparking Rosé [Bottle]",15.57,2.42,0.9,-1.52,-23.67,14.01
21749602,"Whispering Angel Rosé - Bottle",33.57,5.67,3.9,-1.77,-59.31,130.92
20484930,"White Light Vodka [20L]",1002.75,1.34,1.3,-0.04,-41.81,1303.58
20492747,"Wolf Lane Navy Gin [Bottle]",85.14,1.22,1.2,-0.02,-1.82,102.17
20492750,"Wray & Nephew's OR Rumbar OP Rum [Bottle]",95.39,1.1,1.05,-0.05,-4.77,100.16
20467573,"Year Wines 'Zagara' Orange - Bottle",19.33,9.8,9.1,-0.7,-13.53,175.9
22001021,"Year Wines Fiano - Bottle",21.36,17,13,-4,-85.44,277.68
20445713,"Young Henrys Cloudy Cider Can",2.78,27,22,-5,-13.9,61.16
20488005,"Zacapa Centenario 23yr [Bottle]",107.59,1.51,1.5,-0.01,-0.76,161.39
