"ID","ProductName","Cost","Qty","Counted","Variance","CostVariance","CostCounted"
20459447,"4 Pines Kolsch Bottle D",2.65,49,49,0,0,129.85
20467569,"A. Rodda Chardonnay - Bottle",31.68,6.67,10.75,4.08,129.36,340.56
20464467,"A. Rodda Tempranillo - Bottle",27.85,11.47,9.25,-2.22,-61.74,257.61
20487298,"Alehouse Draught Lager [Keg]",203.5,-0.19,0.25,0.44,89.21,50.88
20487313,"Alehouse Summer Mid [Keg]",176,1.87,2.25,0.38,67.6,396
20484279,"Amaro Montenegro [Bottle]",49.76,1.04,0.6,-0.44,-21.89,29.86
20487270,"Angostura Bitters [200ml]",20.89,4.22,2,-2.22,-46.38,41.78
20484285,"Antica Formula Rosso Vermouth [Bottle]",63.37,1.71,1.34,-0.37,-23.29,84.92
20484286,"Aperol [Bottle]",28.77,9.99,7.9,-2.09,-60.16,227.28
20487949,"Appleton Rum [Bottle]",51.29,2.02,1.35,-0.67,-34.44,69.24
20484292,"Archie Rose Signature Gin [Bottle]",59.16,1.07,1.05,-0.02,-1.25,62.12
20445705,"Asahi 3.5%",2.36,23,44,21,49.56,103.84
20484304,"Bacardi Blanca [700ml]",48.79,4.24,6.4,2.16,105.55,312.26
20484685,"Bailey's Irish Cream 1L [Bottle]",42.34,1.81,1.75,-0.06,-2.54,74.1
20484935,"Barrel One Coffee Concentrate [Bottle]",13.88,8.88,2.85,-6.03,-83.7,39.56
20512731,"Barsol Pisco [Bottle]",38.66,0.7,2,1.3,50.27,77.32
20484721,"Belvedere Vodka [Bottle]",59.83,0.88,1.1,0.22,13.26,65.81
20445702,"Better Beer Tin",2.39,11,11,0,0,26.29
20483544,"Bombay Dry [Bottle]",46.92,12.24,9.97,-2.27,-106.35,467.79
20484744,"Bombay Sapphire [Bottle]",54.75,1.06,0.9,-0.16,-9,49.28
20484781,"Brookie's Byron Dry [Bottle]",65.92,0.18,1.4,1.22,80.53,92.29
20487456,"Brookie's Mac. Liqueur [Bottle]",54.79,1.2,1.25,0.05,2.74,68.49
20484751,"Buffalo Trace Bourbon [Bottle]",53.08,2.94,2.1,-0.84,-44.74,111.47
20485266,"Bundaberg Ginger Beer [750ml]",3.2,19.28,18.3,-0.98,-3.15,58.56
22442211,"Café Patron [Bottle]",76.43,0.41,0.2,-0.21,-15.83,15.29
20484753,"Campari [Bottle]",40.67,5.7,3.32,-2.38,-96.92,135.02
20710102,"Canadian Club [Bottle]",43.35,1.68,1.7,0.02,0.93,73.7
20483609,"Carpano Classico [750ml]",25.74,2.19,1.71,-0.48,-12.38,44.02
20728902,"Casa Gheller Prosecco - Bottle",17.11,18.6,20.8,2.2,37.64,355.89
20459552,"Coke 1.25L",2.88,17,21,4,11.52,60.48
20459560,"Coke Can",1.51,39,28,-11,-16.61,42.28
20459553,"Coke Zero 1.25L",2.95,27,24,-3,-8.85,70.8
20459561,"Coke Zero Can",1.55,40,22,-18,-27.9,34.1
20445701,"Corona",2.5,13,31,18,45,77.5
20645869,"Crankshaft IPA [Keg]",309,0.63,0.8,0.17,52.34,247.2
20485056,"Cri De Couer Pinot Noir - Bottle",62.15,4.95,4,-0.95,-59.04,248.6
20485015,"Cynar [Bottle]",38.78,0.86,0.7,-0.16,-6.2,27.15
20464486,"Das Juice Pink Pet Nat - Bottle",10.04,3.9,2.4,-1.5,-15.06,24.1
20655376,"De La Grosse Beaujolais - Bottle",34.58,2.9,1.8,-1.1,-38.04,62.24
20492688,"Disaronno [Bottle]",48.27,2.61,2.6,-0.01,-0.48,125.5
20464635,"Disco Volante Pinot Noir [Chilled] - Bottle",20.55,14.33,13.8,-0.53,-10.96,283.59
20484692,"Dolin Blanc Vermouth [Bottle]",18.32,2.2,2.2,0,0.03,40.3
20464639,"Domaine Gueguen Chablis - Bottle",39.44,0.85,3.35,2.5,98.6,132.12
20484905,"Don Julio 1942 Añejo [Bottle]",234.93,0.51,0.55,0.04,8.39,129.21
20464644,"Dormilona Chenin Blanc - Bottle",20.35,10.32,10.1,-0.22,-4.41,205.54
20645909,"Dragonfly Grenache - Bottle",17.3,4.6,4.2,-0.4,-6.92,72.66
20445711,"Fellr Watermelon Seltzer Tin",3.24,15,18,3,9.72,58.32
20484956,"Fever-Tree Mediterannean Tonic [Bottle]",3.74,7.94,2.8,-5.14,-19.22,10.47
20484784,"Fever-Tree Naturally Light Tonic [Bottle]",3.74,9.42,3.45,-5.97,-22.33,12.9
20710120,"Fireball [Bottle]",44.41,2.26,2.1,-0.16,-6.98,93.26
20487283,"Fortaleza Reposado [Bottle]",140.18,0.28,1.25,0.97,136.21,175.23
20487286,"Four Pillars Bloody Shiraz [Bottle]",65.26,2.61,1.6,-1.01,-65.7,104.42
20487289,"Four Pillars Olive Leaf [Bottle]",81.98,1.21,0.95,-0.26,-21.66,77.88
20487294,"Four Pillars Rare Dry [Bottle]",60.58,1.76,1.65,-0.11,-6.9,99.96
20710023,"Frangelico [Bottle]",35.98,1.33,1.3,-0.03,-1.15,46.77
20655236,"Geppetto Pinot Noir - Bottle",15.15,34.67,30.4,-4.27,-64.64,460.56
20512408,"Germano Caetano Cachaça [Bottle]",62.94,2.03,2.9,0.88,55.07,182.53
20464656,"Glaetzer Anaperenna Shiraz Cab - Bottle",37.5,5.93,6,0.07,2.5,225
20709997,"Grey Goose [Bottle]",64.35,2.16,1.7,-0.46,-29.38,109.4
20445709,"Grifter Big Sur IPA Tin",3.63,22,18,-4,-14.52,65.34
20445710,"Grifter Omen Stout Tin",3.34,16,20,4,13.36,66.8
20459505,"Grifter Pale Ale Cans D",2.74,20,22,2,5.48,60.28
20487426,"Grifter Pale [Keg]",292.05,2.71,2.4,-0.31,-91.65,700.92
20445708,"Grifter Pink Galah Tin",3.5,32,32,0,0,112
20488066,"Grifter Serpents Kiss Can",3.18,22,22,0,0,69.96
21999746,"Havana 3yr [700ml]",56.03,1.67,2,0.33,18.41,112.06
20445707,"Heaps Normal Tin",2.59,35,34,-1,-2.59,88.06
20487472,"Hendrick's Gin [Bottle]",64.18,1.49,1.3,-0.19,-12.32,83.43
22604996,"Hyoketsu Lemon Can",0,0,6,6,0,0
20487490,"Jack Daniels [Bottle]",49.43,1.04,1,-0.04,-1.76,49.43
20445706,"James Boags Light",2.24,16,16,0,0,35.84
20487512,"Jameson Irish Whiskey [Bottle]",50.34,1.28,2.15,0.87,43.89,108.23
20484689,"Joseph Cartron Mango [Bottle]",45.2,0.83,3,2.17,98.09,135.6
20484934,"Kahlua [1L]",45.1,3.62,1.78,-1.84,-83.07,80.28
20786711,"Kirin [Keg]",287.1,2.48,1.95,-0.53,-150.81,559.85
20464670,"Kuku Sauvignon Blanc - Bottle",14.57,31.53,29.3,-2.23,-32.54,426.9
21939293,"Little Dragon Can",3.52,27,53,26,91.52,186.56
21299452,"Little Dragon Ginger Beer [Keg]",334.4,2,0.9,-1.1,-367.84,300.96
20487546,"Lost Explorer Espadín Mezcal [Bottle]",64.67,1.56,1.8,0.24,15.25,116.41
20492685,"Lyre's Italian Spritz [Bottle]",35.75,1.89,1.9,0.01,0.5,67.93
20487547,"Massenez Lychee [5L]",280.2,1.24,1.38,0.14,39.23,386.68
20483413,"Massenez Triple Sec [5L]",333.29,2.17,1.39,-0.78,-259.3,463.27
20487836,"Monkey Shoulder Scotch [Bottle]",58.64,1.6,1,-0.6,-35.18,58.64
20445714,"Monteith's Apple Cider Bottle",2.88,12,1,-11,-31.68,2.88
20464685,"Mother's Milk Shiraz - Bottle",16.08,22.53,22.3,-0.23,-3.75,358.58
20487319,"Noilly Prat Dry Vermouth [Bottle]",27.96,1.32,1.5,0.18,5.02,41.94
20464651,"Ottelia Cab Sav - Bottle",21.87,1.23,4.2,2.97,64.88,91.85
20464694,"Ottelia Chardonnay - Bottle",17.29,13.67,9.3,-4.37,-75.5,160.8
20464662,"Padrillos Malbec - Bottle",21.58,5.35,4.3,-1.05,-22.66,92.79
20487923,"Patron Reposado [Bottle]",80.25,1.08,1,-0.08,-6.31,80.25
20487926,"Patron Silver [Bottle]",71.47,1.31,1.25,-0.06,-4.54,89.34
20445700,"Peroni",2.35,49,49,0,0,115.15
21999769,"Peroni 0%",0.89,14,14,0,0,12.46
20466106,"Petits Detours Rosé Mediterranee - Bottle",20.57,45.46,43.9,-1.56,-32.02,903.02
20487938,"Philter XPA [Keg]",279.57,1.42,0.1,-1.32,-367.8,27.96
20487958,"Poor Tom's Strawberry Gin [Bottle]",66.61,1.86,1.55,-0.31,-20.46,103.25
20466083,"Ravensworth Skins Gris - Bottle",20.19,9.2,9,-0.2,-4.04,181.71
20484763,"Regal Rogue Bold Red Vermouth [5L]",157.75,0.99,0.92,-0.07,-10.74,145.13
20483410,"Rooster Rojo Blanco Tequila [Bottle]",50.59,48.65,38.25,-10.4,-526.31,1935.07
20484932,"Sailor Jerry [700ml]",47.64,4.19,4.95,0.76,36.22,235.82
20445897,"San Pellegrino 500ml",2.18,40,12,-28,-61.04,26.16
20466090,"Scout Pinot Gris - Bottle",19.8,10.05,8.6,-1.45,-28.71,170.28
20488033,"Seadrift Coast [Bottle]",41.25,0.71,1.7,0.99,40.66,70.13
20487241,"Select Aperitivo [Bottle]",29.01,1.8,0.8,-1,-28.91,23.21
20728346,"Sibiliana Nero D'Avola - Bottle",19.33,10.45,10.6,0.15,2.9,204.9
20466100,"Sigurd GSM Red Blend - Bottle",19.67,15.6,13.4,-2.2,-43.27,263.58
20466095,"Sigurd White Blend - Bottle",16.28,5.18,5,-0.18,-2.99,81.4
20459554,"Solo 1.25L",3.16,15,15,0,0,47.4
20459555,"Sprite 1.25L",2.76,25,21,-4,-11.04,57.96
20459564,"Sprite Can",1.47,27,11,-16,-23.52,16.17
20492630,"St. Germain Elderflower Liqueur [Bottle]",52.93,1.08,1.95,0.87,46.03,103.21
20459532,"Status Quo Can D",3.69,5,5,0,0,18.45
20492634,"Status Quo [Keg]",352.33,0.83,1.6,0.77,269.57,563.73
20492637,"Stone & Wood [Keg]",342.37,3.39,3.3,-0.09,-30.68,1129.82
20459557,"Sunkist 1.25L",3.03,5,3,-2,-6.06,9.09
20466112,"Trentham Estate Rosé - Bottle",10.14,42.96,43,0.04,0.4,436.02
20445703,"Two Bays Pale Ale Can",4.97,7,12,5,24.85,59.64
20645902,"Unico Zelo Terra Cotta - Bottle",17.91,15,14.3,-0.7,-12.54,256.11
20445704,"VB Tinnie",2.2,35,37,2,4.4,81.4
20466120,"Version Two Pinot Grigio - Bottle",8.83,40.38,39.1,-1.28,-11.33,345.25
20466130,"Version Two Sparkling - Bottle",8.83,40.05,34.4,-5.65,-49.89,303.75
20645881,"Veuve Clicquot Yellow Label - Bottle",72.12,2.45,6.5,4.05,292.09,468.78
20466168,"Villa Fresco Sangiovese - Bottle",12.06,51.07,37.9,-13.17,-158.79,457.07
20492687,"Vinada Sparking Rosé [Bottle]",12.56,2.54,10.8,8.26,103.75,135.65
21749602,"Whispering Angel Rosé - Bottle",33.57,1.63,0.9,-0.73,-24.62,30.21
20484930,"White Light Vodka [20L]",1002.75,0.93,0.65,-0.28,-281.47,651.79
20467573,"Year Wines 'Zagara' Orange - Bottle",19.33,3.37,3.35,-0.02,-0.32,64.76
22001021,"Year Wines Fiano - Bottle",21.36,10,10.6,0.6,12.82,226.42
20445713,"Young Henrys Cloudy Cider Can",2.58,25,20,-5,-12.9,51.6
