"ID","ProductName","Cost","Qty","Counted","Variance","CostVariance","CostCounted"
20467569,"A. Rodda Chardonnay - Bottle",37.7,1.7,2.7,1,37.7,101.79
20464467,"A. Rodda Tempranillo - Bottle",27.85,0.68,0.7,0.02,0.46,19.5
20487298,"Alehouse Draught Lager [Keg]",212.44,1.94,0.23,-1.71,-363.89,48.44
20487313,"Alehouse Summer Mid [Keg]",184.94,1.24,1.33,0.09,16.2,245.6
22865362,"Ancho Reyes Chilli Liqueur [Bottle]",68.67,0.15,0.14,-0.01,-0.89,9.34
20487270,"Angostura Bitters [200ml]",20.34,1.34,0.09,-1.25,-25.34,1.81
20484285,"Antica Formula Rosso Vermouth [Bottle]",64.14,2.39,2.34,-0.05,-3.43,150.09
20484286,"Aperol [Bottle]",29.08,3.56,2.75,-0.81,-23.7,79.97
20487949,"Appleton Rum [Bottle]",51.78,1.68,0.49,-1.19,-61.51,25.53
20445705,"Asahi 3.5%",2.54,16,14,-2,-5.08,35.56
20484304,"Bacardi Blanca [700ml]",49.85,-2.68,1.27,3.95,196.8,63.41
20484685,"Bailey's Irish Cream 1L [Bottle]",42.34,1.24,1.2,-0.04,-1.69,50.81
20484935,"Barrel One Coffee Concentrate [Bottle]",15.26,15.51,0.4,-15.11,-230.59,6.04
20445702,"Better Beer Tin",2.5,20,21,1,2.5,52.5
20727774,"Bittermen's Burlesque Bitters",29.21,-0.03,0.04,0.07,2.07,1.26
20727779,"Bittermen's Tiki Bitters [Bottle]",29.44,-0.01,0.03,0.04,1.07,0.91
20483544,"Bombay Dry [Bottle]",50.98,13.22,7,-6.22,-316.89,356.86
20484751,"Buffalo Trace Bourbon [Bottle]",53.24,2.59,2.45,-0.14,-7.39,130.44
20484753,"Campari [Bottle]",41.79,4.92,3.88,-1.05,-43.69,162.06
20483609,"Carpano Classico [750ml]",23.17,1.9,1.87,-0.03,-0.79,43.3
20728902,"Casa Gheller Prosecco - Bottle",16.73,26.95,26.8,-0.15,-2.51,448.36
20445701,"Corona",2.57,47,69,22,56.54,177.33
20645869,"Crankshaft IPA [Keg]",377.3,0.61,0.57,-0.04,-15.62,214.31
20485056,"Cri De Couer Pinot Noir - Bottle",62.15,13.67,13.6,-0.07,-4.15,845.24
20484692,"Dolin Blanc Vermouth [Bottle]",25.02,0.26,0.41,0.15,3.68,10.26
20464639,"Domaine Gueguen Chablis - Bottle",44.73,-1.85,11,12.85,574.78,492.03
20464644,"Dormilona Chenin Blanc - Bottle",20.35,10.48,9.2,-1.28,-26.12,187.22
20445711,"Fellr Watermelon Seltzer Tin",3.4,19,24,5,17,81.6
20710120,"Fireball [Bottle]",44.76,1.11,1.15,0.04,1.6,51.47
20710023,"Frangelico [Bottle]",42.69,0.62,0.07,-0.55,-23.3,3.07
20655236,"Geppetto Pinot Noir - Bottle",17.56,20.8,18.7,-2.1,-36.88,328.37
20464656,"Glaetzer Anaperenna Shiraz Cab - Bottle",34.82,4.7,4.7,0,0,163.65
20445709,"Grifter Big Sur IPA Tin",4,25,2,-23,-92,8
20445710,"Grifter Omen Stout Tin",3.5,11,11,0,0,38.5
20487426,"Grifter Pale [Keg]",292.05,0.7,0.42,-0.28,-82.04,123.54
20445708,"Grifter Pink Galah Tin",3.5,7,7,0,0,24.5
20488066,"Grifter Serpents Kiss Can",3.18,2,2,0,0,6.36
23216243,"Guinness [Keg]",416.58,0.8,0.81,0.01,5.54,338.26
22931792,"Hahn Super Dry GF",2.7,21,21,0,0,56.7
20487459,"Harveys Bristol Cream Sherry [Bottle]",14.59,0.2,0.28,0.07,1.04,4.01
20445707,"Heaps Normal Tin",2.66,16,15,-1,-2.66,39.9
20445706,"James Boags Light",2.24,7,9,2,4.48,20.16
20484934,"Kahlua [1L]",47.9,1.46,2.35,0.89,42.7,112.76
20786711,"Kirin [Keg]",442.58,1.12,1.07,-0.06,-25.54,471.35
20464670,"Kuku Sauvignon Blanc - Bottle",14.57,24.9,35.9,11,160.27,523.06
23120129,"La Petite Mort Albarino 2025 - Bottle",22.89,2.8,3,0.2,4.58,68.67
21939293,"Little Dragon Can",3.47,60,54,-6,-20.82,187.38
20492692,"Massenez Cacao Blanc [750ml]",48.91,0.98,0.09,-0.89,-43.34,4.4
22684315,"Massenez Elderflower [5L]",253,1.34,0.19,-1.15,-291.63,46.81
20487547,"Massenez Lychee [5L]",253.91,3.2,1.23,-1.97,-498.93,312.56
22873696,"Massenez Mango Liqueur [5L Cask]",320.99,0.59,0.05,-0.54,-174.88,15.41
20483413,"Massenez Triple Sec [5L]",337.64,2.22,0.92,-1.31,-441.06,309.62
20445714,"Monteith's Apple Cider Bottle",3.11,20,19,-1,-3.11,59.09
20464685,"Mother's Milk Shiraz - Bottle",16.08,25.03,22.5,-2.53,-40.74,361.8
20487812,"Myer's Jamaican Rum [Bottle]",61.06,1.05,0.19,-0.86,-52.45,11.48
20464651,"Ottelia Cab Sav - Bottle",23.03,8.48,5.3,-3.18,-73.31,122.06
20464694,"Ottelia Chardonnay - Bottle",17.29,4.6,1.7,-2.9,-50.14,29.39
20464662,"Padrillos Malbec - Bottle",19.33,-0.78,11,11.78,227.77,212.63
20445700,"Peroni",2.55,29,23,-6,-15.3,58.65
21999769,"Peroni 0%",1.85,3,6,3,5.55,11.1
20466106,"Petits Detours Rosé Mediterranee - Bottle",16.17,11.28,8.25,-3.03,-48.97,133.4
20487938,"Philter XPA [Keg]",263.12,0.67,0.53,-0.13,-35.44,140.51
20466083,"Ravensworth Skins Gris - Bottle",18.36,10.5,9,-1.5,-27.54,165.24
20484763,"Regal Rogue Bold Red Vermouth [5L]",157.75,0.57,0.44,-0.14,-21.66,68.94
20483410,"Rooster Rojo Blanco Tequila [Bottle]",51.66,31.42,30.54,-0.89,-45.85,1577.49
20484932,"Sailor Jerry [700ml]",44.52,0.05,3.15,3.1,137.95,140.02
20728346,"Sibiliana Nero D'Avola - Bottle",16.34,15.4,15.4,0,0,251.64
