"ID","ProductName","Cost","Qty","Counted","Variance","CostVariance","CostCounted"
20484243,"1800 Coconut [Bottle]",66.22,1.22,1.25,0.03,1.9,82.78
20459447,"4 Pines Kolsch Bottle D",2.65,58,47,-11,-29.15,124.55
20467569,"A. Rodda Chardonnay - Bottle",31.13,6.37,4.9,-1.47,-45.66,152.54
20464467,"A. Rodda Tempranillo - Bottle",30.11,11.62,9.5,-2.12,-63.73,286.05
20487298,"Alehouse Draught Lager [Keg]",203.5,4.06,2.75,-1.31,-266.61,559.63
20487313,"Alehouse Summer Mid [Keg]",176,2.79,2.75,-0.04,-7.76,484
20484279,"Amaro Montenegro [Bottle]",49.76,1.01,0.85,-0.16,-7.96,42.3
20484282,"Angel's Envy Bourbon [Bottle]",89.14,0.47,0.55,0.08,7.01,49.03
20487270,"Angostura Bitters [200ml]",20.89,4.47,1,-3.47,-72.49,20.89
20484285,"Antica Formula Rosso Vermouth [Bottle]",63.37,2.74,1.51,-1.23,-77.73,95.69
20484286,"Aperol [Bottle]",26.31,20.19,17.52,-2.67,-70.2,460.95
20487949,"Appleton Rum [Bottle]",52.61,1.69,0.8,-0.89,-46.61,42.09
20484292,"Archie Rose Signature Gin [Bottle]",63.72,1.26,0.3,-0.96,-60.97,19.12
20445705,"Asahi 3.5%",2.36,37,65,28,66.08,153.4
20484304,"Bacardi Blanca [700ml]",49.16,2.8,1.15,-1.65,-81.2,56.53
20484685,"Bailey's Irish Cream 1L [Bottle]",52.87,1.92,1.9,-0.02,-0.79,100.45
20484688,"Balvenie 14yr Caribbean Cask [Bottle]",128.45,1.2,1.2,0,0,154.14
20484935,"Barrel One Coffee Concentrate [Bottle]",13.88,19.97,11.1,-8.87,-123.12,154.07
20512731,"Barsol Pisco [Bottle]",77.32,1.52,1.35,-0.17,-13.25,104.38
20484721,"Belvedere Vodka [Bottle]",59.83,0.99,0.95,-0.04,-2.54,56.84
20445702,"Better Beer Tin",2.76,20,21,1,2.76,57.96
20727770,"Bickfords Raspberry Cordial [Bottle]",4.68,1.04,0.5,-0.54,-2.53,2.34
20483544,"Bombay Dry [Bottle]",46.92,11.07,7.3,-3.77,-176.84,342.52
20484744,"Bombay Sapphire [Bottle]",54.75,2.28,1.25,-1.03,-56.31,68.44
20484772,"Braulio [Bottle]",40.42,0.32,0.1,-0.22,-8.89,4.04
20484781,"Brookie's Byron Dry [Bottle]",64.05,1.79,1.65,-0.14,-8.69,105.68
20487456,"Brookie's Mac. Liqueur [Bottle]",54.79,1.31,1.25,-0.06,-3.13,68.49
20512419,"Brookie's Slow Gin [Bottle]",57.94,0.7,0.65,-0.05,-2.9,37.66
20470926,"Brooky Ginger Beer Bottle",3.38,49,35,-14,-47.32,118.3
20484751,"Buffalo Trace Bourbon [Bottle]",52.44,5.53,5.05,-0.48,-25.08,264.82
20485266,"Bundaberg Ginger Beer [750ml]",3.48,21.32,4.3,-17.02,-59.22,14.96
