"ID","ProductName","Cost","Qty","Counted","Variance","CostVariance","CostCounted"
20484243,"1800 Coconut [Bottle]",72.1,0.05,0.05,0,0,3.61
20459447,"4 Pines Kolsch Bottle D",2.65,67,67,0,0,177.55
20467569,"A. Rodda Chardonnay - Bottle",30.72,11.17,11.8,0.63,19.45,362.5
20464467,"A. Rodda Tempranillo - Bottle",27.6,12.58,10.3,-2.28,-63.02,284.28
20487298,"Alehouse Draught Lager [Keg]",206.41,1.41,1.75,0.34,70.41,361.22
20487313,"Alehouse Summer Mid [Keg]",176,1.85,1.6,-0.25,-43.84,281.6
20484279,"Amaro Montenegro [Bottle]",48.39,0.95,0.8,-0.15,-7.26,38.71
20484282,"Angel's Envy Bourbon [Bottle]",89.14,0.65,0.6,-0.05,-4.46,53.48
20487270,"Angostura Bitters [200ml]",21.31,3.68,2,-1.68,-35.69,42.62
20484285,"Antica Formula Rosso Vermouth [Bottle]",60.68,1.96,1.51,-0.45,-27.16,91.63
20484286,"Aperol [Bottle]",28.96,16.6,13.3,-3.3,-95.6,385.17
20487949,"Appleton Rum [Bottle]",354.05,2.14,2.35,0.21,73.32,832.02
20484292,"Archie Rose Signature Gin [Bottle]",63.68,1.1,0.95,-0.15,-9.55,60.5
20445705,"Asahi 3.5%",2.33,31,25,-6,-13.98,58.25
20484304,"Bacardi Blanca [700ml]",47.36,1.71,2.3,0.59,28.17,108.93
20484685,"Bailey's Irish Cream 1L [Bottle]",53.06,1.44,1.2,-0.24,-12.73,63.67
20484688,"Balvenie 14yr Caribbean Cask [Bottle]",128.45,1.58,1.5,-0.08,-10.08,192.68
20484935,"Barrel One Coffee Concentrate [Bottle]",15.26,15.82,14.35,-1.47,-22.43,218.98
20484721,"Belvedere Vodka [Bottle]",60.26,1.45,1.45,0,0,87.38
20445702,"Better Beer Tin",2.09,21,21,0,0,43.89
20727770,"Bickfords Raspberry Cordial [Bottle]",5.13,0.44,0.5,0.06,0.31,2.57
20484732,"Big Sur IPA [Keg]",351,1,1,0,0,351
20483544,"Bombay Dry [Bottle]",46.41,9.41,9.18,-0.23,-10.63,426.04
20484744,"Bombay Sapphire [Bottle]",48.19,1.25,1.25,0,0,60.24
20484772,"Braulio [Bottle]",40.42,0.91,0.85,-0.06,-2.43,34.36
20484779,"Brix White Rum [Bottle]",58.02,0.65,0.65,0,0,37.71
20484781,"Brookie's Byron Dry [Bottle]",65.89,2.11,2,-0.11,-7.52,131.78
20487456,"Brookie's Mac. Liqueur [Bottle]",54.79,1.36,1.4,0.04,2.35,76.71
20512419,"Brookie's Slow Gin [Bottle]",57.94,0.7,0.7,0,0,40.56
20470926,"Brooky Ginger Beer Bottle",3.09,22,24,2,6.18,74.16
