"ID","ProductName","Cost","Qty","Counted","Variance","CostVariance","CostCounted"
20459555,"Sprite 1.25L",2.87,21,20,-1,-2.87,57.4
20459564,"Sprite Can",1.62,38,36,-2,-3.24,58.32
20492630,"St. Germain Elderflower Liqueur [Bottle]",52.92,2.45,2.35,-0.1,-5.5,124.36
20459532,"Status Quo Can D",3.69,18,18,0,0,66.42
20492634,"Status Quo [Keg]",352.33,1.5,1.6,0.1,34.53,563.73
20492637,"Stone & Wood [Keg]",342.37,3.03,3.4,0.37,128.05,1164.06
20459557,"Sunkist 1.25L",3.45,11,11,0,0,37.95
20492694,"Tanqueray 10 [Bottle]",81.83,1.48,1.35,-0.13,-10.52,110.47
20466106,"Petits Detours Rosé Mediterranee - Bottle",24.12,48.51,47.4,-1.11,-26.7,1143.29
20466112,"Trentham Estate Rosé - Bottle",10.55,56.33,54.5,-1.83,-19.34,574.98
20445703,"Two Bays Pale Ale Can",5.23,20,15,-5,-26.15,78.45
20645902,"Unico Zelo Terra Cotta - Bottle",21.07,13.4,11.6,-1.8,-37.93,244.41
20445704,"VB Tinnie",2.19,33,32,-1,-2.19,70.08
20466120,"Version Two Pinot Grigio - Bottle",8.83,40.98,38.4,-2.58,-22.81,339.07
20466130,"Version Two Sparkling - Bottle",8.83,45.95,45.55,-0.4,-3.53,402.21
20645881,"Veuve Clicquot Yellow Label - Bottle",75.95,12.7,13.7,1,75.95,1040.52
20466168,"Villa Fresco Sangiovese - Bottle",12.06,43.8,39.9,-3.9,-47.04,481.19
20492687,"Vinada Sparking Rosé [Bottle]",15.57,8.45,7,-1.45,-22.58,108.99
21749602,"Whispering Angel Rosé - Bottle",33.57,8.8,7.7,-1.1,-36.93,258.49
20484930,"White Light Vodka [20L]",1002.75,1.08,1.19,0.11,112.51,1193.27
20492750,"Wray & Nephew's OR Rumbar OP Rum [Bottle]",87.65,0.8,0.5,-0.3,-25.96,43.83
20467573,"Year Wines 'Zagara' Orange - Bottle",18.82,7.85,7.1,-0.75,-14.12,133.62
22001021,"Year Wines Fiano - Bottle",21.36,0,11.5,11.5,245.64,245.64
20445713,"Young Henrys Cloudy Cider Can",2.78,35,35,0,0,97.3
20488005,"Zacapa Centenario 23yr [Bottle]",97.15,0.89,0.9,0.01,0.69,87.44
