ts,venue,item_id,qty_base,base_unit,direction,reason,source_ref,actor,note
2026-03-21,stow,foodlink:102700,1200.0,g,in,receive,invoice:foodlink:SI4255606,invoice-pipeline,SQUID WHOLE CLEANED LOLIGO
2026-03-26,stow,be-foods:10258,5000.00,g,in,receive,invoice:be_foods:6460344,invoice-pipeline,CHICKEN THIGH (F) S/OFF
2026-03-26,stow,be-foods:10663,62500.000,g,in,receive,invoice:be_foods:6460344,invoice-pipeline,FLOUR - PIZZA FLOUR 12.5KG
2026-03-26,stow,be-foods:10716,5000.00,g,in,receive,invoice:be_foods:6460344,invoice-pipeline,CHICKEN WING 5KG BAG
2026-03-26,stow,be-foods:10796,2000.00,g,in,receive,invoice:be_foods:6460344,invoice-pipeline,PROSCIUTTO SLICED 500G #
2026-03-26,stow,be-foods:11592,1.00,each,in,receive,invoice:be_foods:6460344,invoice-pipeline,ANTIPASTO - BASIL PESTO
2026-03-26,stow,be-foods:11605,1.00,each,in,receive,invoice:be_foods:6460344,invoice-pipeline,ANTIPASTO - CHARGRILLED
2026-03-26,stow,be-foods:12776,5000.00,g,in,receive,invoice:be_foods:6460344,invoice-pipeline,CHICKEN BREAST (F) SLICE
2026-03-26,stow,be-foods:13466,10000.00,g,in,receive,invoice:be_foods:6460344,invoice-pipeline,BACON - CAFE BACON HALF
2026-03-26,stow,be-foods:18264,3.00,each,in,receive,invoice:be_foods:6460344,invoice-pipeline,OIL - CANOLA OIL SPRAY
2026-03-26,stow,be-foods:18809,1.00,each,in,receive,invoice:be_foods:6460344,invoice-pipeline,TOMATOES - TOMATO PASTE
2026-03-26,stow,be-foods:19941,1.00,each,in,receive,invoice:be_foods:6460344,invoice-pipeline,FZ VEGETABLES - IQF CORN
2026-03-26,stow,foodlink:101871,6000,g,in,receive,invoice:foodlink:SI4263274,invoice-pipeline,OLIVES PITTED GREEN 2KG Riviana
2026-03-26,stow,foodlink:102872,1250.00,g,in,receive,invoice:foodlink:SI4263274,invoice-pipeline,TEMPEH 250GM Nutrisoy
2026-03-26,stow,foodlink:103153,2000,g,in,receive,invoice:foodlink:SI4263274,invoice-pipeline,YEAST FRESH 1KG
2026-03-26,stow,gulli:CALABRESE/CASTLE-UC4,4000.000,g,in,receive,invoice:gulli:CI-366411,invoice-pipeline,KRC- Sliced Calabrese Mild Salami 1kg
2026-03-26,stow,gulli:ITAHAMPRSLI5KG-B,1000.000,g,in,receive,invoice:gulli:CI-366411,invoice-pipeline,Italia- Sliced Leg Ham 1kg x 5
2026-03-26,stow,gulli:PB-WSO4-U,1.000,each,in,receive,invoice:gulli:CI-366411,invoice-pipeline,Garlic Bread Bags x 500
2026-03-26,stow,gulli:PIZZABASE-GF-11-B,3.000,each,in,receive,invoice:gulli:CI-366411,invoice-pipeline,"Julian's- Gluten Free Base 11"" x 15"
2026-03-26,stow,gulli:SAPPOL10-B,30000.000,g,in,receive,invoice:gulli:CI-366411,invoice-pipeline,Sapore- Italian Crushed Tomato Polpa Fine Bib 10kg
2026-03-26,stow,gulli:SAUCEHICKORYBBQ-,3.000,each,in,receive,invoice:gulli:CI-366411,invoice-pipeline,Sweet Baby Rays Hickory & Brown Sugar Barbeque
2026-03-26,stow,ilg:395-1021P,700.000,ml,in,receive,invoice:ilg:03666774,invoice-pipeline,CAMPARI APERITIF 25%
2026-03-26,stow,ilg:460-6046,15000.00,ml,in,receive,invoice:ilg:03666774,invoice-pipeline,SOLO 1.25LT
2026-03-26,stow,jun-pacific:BF912590,7,each,in,receive,invoice:jun_pacific:NB10482429,invoice-pipeline,Fresh Ramen Frozen (150gx12pcs) R8
2026-03-26,stow,jun-pacific:HA8204606,3,each,in,receive,invoice:jun_pacific:NB10482429,invoice-pipeline,“S&B” EX Torokeru Curry Flake (Mild)
2026-03-26,stow,jun-pacific:HA8204612,2000,g,in,receive,invoice:jun_pacific:NB10482429,invoice-pipeline,"""S&B"" EX Golden Curry Mid Hot (1kg)"
2026-03-26,stow,jun-pacific:QB8514617,15,each,in,receive,invoice:jun_pacific:NB10482429,invoice-pipeline,“Jun” Marumatsu Vegetable Dumpling 39-41pcs (Vegetable
2026-03-26,stow,jun-pacific:SA81476,2,each,in,receive,invoice:jun_pacific:NB10482429,invoice-pipeline,"""Takaokaya"" 50P (Gold) Roasted Seaweed (Yaki Nori)"
2026-03-26,stow,lightspeed:20445569,2000,g,in,receive,invoice:foodlink:SI4263274,invoice-pipeline,BOCCONCINI TRADITIONAL 1KG
2026-03-26,stow,lightspeed:20445811,4200.000,ml,in,receive,invoice:ilg:03666774,invoice-pipeline,BOMBAY DRY GIN
2026-03-26,stow,lightspeed:20467596,80.000,each,in,receive,invoice:gulli:CI-366411,invoice-pipeline,"Australian Garlic Bread- 9"" x 40"
2026-03-26,stow,lightspeed:22479979,40000.000,g,in,receive,invoice:gulli:CI-366411,invoice-pipeline,Big Cheese- Shredded Mozzarella 2kg
2026-03-26,stow,lightspeed:22873831,150.000,each,in,receive,invoice:gulli:CI-366411,invoice-pipeline,"B Flute Lock Top 11"" Pizza Boxes x 50"
2026-03-26,stow,lightspeed:22873851,200.000,each,in,receive,invoice:gulli:CI-366411,invoice-pipeline,"B Flute Lock Top 13"" Pizza Boxes x 50"
2026-03-28,hg,foodlink:100755,1000,ml,in,receive,invoice:foodlink:SI4267834,invoice-pipeline,COCONUT CREAM 1LT Kara
2026-03-28,hg,foodlink:100757,560.00,ml,in,receive,invoice:foodlink:SI4267834,invoice-pipeline,COCONUT CREAM 560ML Mae Ploy
2026-03-28,hg,foodlink:101012,240.00,g,in,receive,invoice:foodlink:SI4267834,invoice-pipeline,SHRIMP PASTE DRIED 240GM
2026-03-28,hg,foodlink:101282,5000,ml,in,receive,invoice:foodlink:SI4267834,invoice-pipeline,HANDWASH SOAP 5LT Global
2026-03-28,hg,foodlink:101786,1000,g,in,receive,invoice:foodlink:SI4267834,invoice-pipeline,NOODLES FRESH RICE CUT 1KG
2026-03-28,hg,foodlink:102380,5000,ml,in,receive,invoice:foodlink:SI4267834,invoice-pipeline,RINSE AID 5LT Reliance Chemicals
2026-03-28,hg,foodlink:107707,1,each,in,receive,invoice:foodlink:SI4267834,invoice-pipeline,KOREAN CHILLI POWDER COARSE
2026-03-28,hg,foodlink:108713,850.00,g,in,receive,invoice:foodlink:SI4267834,invoice-pipeline,CURRY PASTE LAKSA 850GM Ayam
2026-03-28,hg,foodlink:108989,1,each,in,receive,invoice:foodlink:SI4267834,invoice-pipeline,EVAPORATED MILK CARNATION
2026-03-28,hg,lightspeed:22888667,1000,g,in,receive,invoice:foodlink:SI4267834,invoice-pipeline,SUGAR BROWN 1KG CSR
2026-03-28,stow,be-foods:10737,15000.00,g,in,receive,invoice:be_foods:6471193,invoice-pipeline,CHICKEN WING NIBBLE 15KG
2026-03-28,stow,be-foods:17027,15400.00,g,in,receive,invoice:be_foods:6471193,invoice-pipeline,BEEF DICED - BRISKET NAVEL
2026-03-28,stow,foodlink:105844,3000,g,in,receive,invoice:foodlink:SI4267827,invoice-pipeline,BUTTER UNSALTED 1KG Devondale
2026-03-28,stow,lightspeed:22888733,3000,g,in,receive,invoice:foodlink:SI4267827,invoice-pipeline,CHOCOLATE DARK 1KG Natures
2026-03-31,stow,lightspeed:20483413,5000,ml,in,receive,invoice:paramount:5198837,invoice-pipeline,MASSENEZ TRIPLE SEC LIQUEUR 35% BIB 2PACK
2026-03-31,stow,lightspeed:20484930,20000,ml,in,receive,invoice:paramount:5198837,invoice-pipeline,WHITE LIGHT VODKA ORIGINAL : 20000ml
2026-03-31,stow,lightspeed:20492637,49500.0,ml,in,receive,invoice:lion:94598907,invoice-pipeline,S & W Pacific Ale 49.5L KEG
2026-04-01,hg,foodlink:100179,1050.00,g,in,receive,invoice:foodlink:SI4274123,invoice-pipeline,BEANS EDAMAME SOY 350GM
2026-04-01,hg,foodlink:101299,9080.00,g,in,receive,invoice:foodlink:SI4274123,invoice-pipeline,HOI SIN SAUCE 5LB 2.27KG LKK
2026-04-01,hg,foodlink:101841,2000,ml,in,receive,invoice:foodlink:SI4274123,invoice-pipeline,OIL SESAME 2LT Heaven Dragon
2026-04-01,hg,foodlink:102678,1,each,in,receive,invoice:foodlink:SI4274123,invoice-pipeline,SPRING ROLL MEDIUM VEGETABLE
2026-04-01,hg,foodlink:102904,1800.0,g,in,receive,invoice:foodlink:SI4274123,invoice-pipeline,TOFU HARD 600GM Soya king
2026-04-01,hg,foodlink:102905,600.0,g,in,receive,invoice:foodlink:SI4274123,invoice-pipeline,TOFU PUFF DEEP FRIED 200GM
2026-04-01,hg,foodlink:105062,4,each,in,receive,invoice:foodlink:SI4274123,invoice-pipeline,CHILLI SAUCE ORIGINAL SAMBAL
2026-04-01,hg,foodlink:107922,20000,ml,in,receive,invoice:foodlink:SI4274123,invoice-pipeline,OIL CANOLA 20LT Trading
2026-04-01,hg,foodlink:110118,5,each,in,receive,invoice:foodlink:SI4274123,invoice-pipeline,BAMBOO WOODEN BOATS
2026-04-01,hg,lightspeed:22888642,9000,g,in,receive,invoice:foodlink:SI4274123,invoice-pipeline,HONEY PURE 3KG Wild Flower
2026-04-01,hg,lightspeed:22888647,1000,g,in,receive,invoice:foodlink:SI4274123,invoice-pipeline,MAYONNAISE MILD JAPANESE 1KG
2026-04-01,stow,be-foods:10595,10000.00,g,in,receive,invoice:be_foods:6483924,invoice-pipeline,CHICKEN THIGH (F) STRIP
2026-04-01,stow,be-foods:10677,2.00,each,in,receive,invoice:be_foods:6483943,invoice-pipeline,CHICKEN - WHOLE BIRD NO.8
2026-04-01,stow,be-foods:10716,5000.00,g,in,receive,invoice:be_foods:6473800,invoice-pipeline,CHICKEN WING 5KG BAG
2026-04-01,stow,be-foods:10737,30000.00,g,in,receive,invoice:be_foods:6483924,invoice-pipeline,CHICKEN WING NIBBLE 15KG
2026-04-01,stow,be-foods:12382,12000.00,g,in,receive,invoice:be_foods:6483924,invoice-pipeline,CHICKEN BREAST SCHNITZEL
2026-04-01,stow,be-foods:12459,1.00,each,in,receive,invoice:be_foods:6483924,invoice-pipeline,CHEMICAL - DISHWASHING
2026-04-01,stow,be-foods:14127,3.00,each,in,receive,invoice:be_foods:6483943,invoice-pipeline,OIL - WHITE TRUFFLE OIL
2026-04-01,stow,be-foods:16632,6000.00,g,in,receive,invoice:be_foods:6473800,invoice-pipeline,CHICKEN BREAST SCHNITZEL
2026-04-01,stow,be-foods:16787,23000.00,g,in,receive,invoice:be_foods:6483924,invoice-pipeline,LAMB - LEG ROLLED &
2026-04-01,stow,be-foods:17693,1.00,each,in,receive,invoice:be_foods:6483924,invoice-pipeline,CHEESE - PARMESAN
2026-04-01,stow,be-foods:20152,5000.00,g,in,receive,invoice:be_foods:6473800,invoice-pipeline,CHICKEN MARYLAND (F) DICE
2026-04-01,stow,be-foods:28294,15200.00,g,in,receive,invoice:be_foods:6483924,invoice-pipeline,BEEF DICED - BRISKET NAVEL
2026-04-01,stow,foodlink:100190,3000,ml,in,receive,invoice:foodlink:SI4274125,invoice-pipeline,STOCK LIQUID BEEF 1LT Campbells
2026-04-01,stow,foodlink:100648,150.00,g,in,receive,invoice:foodlink:SI4274125,invoice-pipeline,CHILLIS WHOLE DRIED 150GM Chefs
2026-04-01,stow,foodlink:100649,1,each,in,receive,invoice:foodlink:SI4274125,invoice-pipeline,COOKING WINE CHINESE
2026-04-01,stow,foodlink:100726,200.0,g,in,receive,invoice:foodlink:SI4274125,invoice-pipeline,CINNAMON QUILL 200GM Chefs
2026-04-01,stow,foodlink:100944,1,each,in,receive,invoice:foodlink:SI4274125,invoice-pipeline,DARIOLE MOULDS 50'S Nestle
2026-04-01,stow,foodlink:100996,20000,ml,in,receive,invoice:foodlink:SI4274139,invoice-pipeline,DISHWASHING LIQUID 20LT Reliance
2026-04-01,stow,foodlink:101148,2000,ml,in,receive,invoice:foodlink:SI4274125,invoice-pipeline,CREAM PURE FRESH 2LT Norco
2026-04-01,stow,foodlink:101180,1000,g,in,receive,invoice:foodlink:SI4274125,invoice-pipeline,GELATINE SHEETS 1KG Gelita
2026-04-01,stow,foodlink:101516,2,each,in,receive,invoice:foodlink:SI4274125,invoice-pipeline,SOY SAUCE LIGHT PRB SUPERIOR
2026-04-01,stow,foodlink:101846,250.00,ml,in,receive,invoice:foodlink:SI4274125,invoice-pipeline,OIL TRUFFLE BLACK 250ML La
2026-04-01,stow,foodlink:102649,1,each,in,receive,invoice:foodlink:SI4274125,invoice-pipeline,SOY SAUCE DARK SUPERIOR
2026-04-01,stow,foodlink:102791,250.00,g,in,receive,invoice:foodlink:SI4274125,invoice-pipeline,SZECHUAN PEPPER WHOLE 250GM
2026-04-01,stow,foodlink:103153,2000,g,in,receive,invoice:foodlink:SI4274139,invoice-pipeline,YEAST FRESH 1KG
2026-04-01,stow,foodlink:103157,800.0,g,in,receive,invoice:foodlink:SI4274125,invoice-pipeline,SUGAR YELLOW ROCK 400GM Osha
2026-04-01,stow,foodlink:104085,1,each,in,receive,invoice:foodlink:SI4274125,invoice-pipeline,CHILLI BEAN SAUCE (TOBAN)
2026-04-01,stow,foodlink:105223,1,each,in,receive,invoice:foodlink:SI4274125,invoice-pipeline,VANILLA BEAN PASTE ORGANIC
2026-04-01,stow,foodlink:105644,1,each,in,receive,invoice:foodlink:SI4274125,invoice-pipeline,ICE CREAM GOLD LABEL VANILLA
2026-04-01,stow,foodlink:107923,20000,ml,in,receive,invoice:foodlink:SI4274139,invoice-pipeline,OIL VEGETABLE 20LT Trading
2026-04-01,stow,ilg:115-1844,7920.000,ml,in,receive,invoice:ilg:03670302,invoice-pipeline,ASAHI SUPER DRY 3.5%
2026-04-01,stow,ilg:330-2358,700.000,ml,in,receive,invoice:ilg:03670302,invoice-pipeline,BELVEDERE VODKA R
2026-04-01,stow,ilg:390-0210,200.000,ml,in,receive,invoice:ilg:03670302,invoice-pipeline,ANGOSTURA BITTERS 200ML 12PK R
2026-04-01,stow,ilg:395-1021P,2100.000,ml,in,receive,invoice:ilg:03670302,invoice-pipeline,CAMPARI APERITIF 25%
2026-04-01,stow,ilg:440-2140P,9000.000,ml,in,receive,invoice:ilg:03670302,invoice-pipeline,YOUNG HENRYS CLOUDY CIDER
2026-04-01,stow,ilg:440-7225,7920.000,ml,in,receive,invoice:ilg:03670302,invoice-pipeline,MONTEITHS CRUSHED A.CIDER 4.5%
2026-04-01,stow,lightspeed:20445569,3000,g,in,receive,invoice:foodlink:SI4274139,invoice-pipeline,BOCCONCINI TRADITIONAL 1KG
2026-04-01,stow,lightspeed:20445811,4200.000,ml,in,receive,invoice:ilg:03670302,invoice-pipeline,BOMBAY DRY GIN
2026-04-01,stow,lightspeed:20445833,25200.000,ml,in,receive,invoice:ilg:03670302,invoice-pipeline,ROOSTER ROJO TEQUILA BLANCO
2026-04-01,stow,lightspeed:20445855,700.000,ml,in,receive,invoice:ilg:03670302,invoice-pipeline,MONKEY SHOULDER SCOTCH WHISKEY
2026-04-01,stow,lightspeed:20445890,1000,ml,in,receive,invoice:ilg:03670302,invoice-pipeline,ANTICA FORMULA
2026-04-01,stow,lightspeed:20459560,9000.000,ml,in,receive,invoice:ilg:03670302,invoice-pipeline,COCA COLA CAN CUBES
2026-04-01,stow,lightspeed:20484784,4000.000,ml,in,receive,invoice:ilg:03670302,invoice-pipeline,FEVER TREE LIGHT TONIC
2026-04-01,stow,lightspeed:20484934,1000,ml,in,receive,invoice:ilg:03670302,invoice-pipeline,KAHLUA 1 LTR 6PK
2026-04-01,stow,lightspeed:20487319,750.000,ml,in,receive,invoice:ilg:03670302,invoice-pipeline,NOILLY PRAT DRY VERMOUTH
2026-04-01,stow,lightspeed:20645881,4500.000,ml,in,receive,invoice:ilg:03670302,invoice-pipeline,VEUVE CLICQUOT Y/LAB NV R
2026-04-01,stow,lightspeed:22920840,200.0,g,in,receive,invoice:foodlink:SI4274125,invoice-pipeline,STAR ANISE WHOLE 200GM Chefs
2026-04-02,stow,be-foods:10663,112500.000,g,in,receive,invoice:be_foods:6488996,invoice-pipeline,FLOUR - PIZZA FLOUR 12.5KG
2026-04-02,stow,be-foods:10796,4500.00,g,in,receive,invoice:be_foods:6488996,invoice-pipeline,PROSCIUTTO SLICED 500G #
2026-04-02,stow,be-foods:11988,1.00,each,in,receive,invoice:be_foods:6488996,invoice-pipeline,PEPPERS - ROASTED RED
2026-04-02,stow,be-foods:12776,5000.00,g,in,receive,invoice:be_foods:6488996,invoice-pipeline,CHICKEN BREAST (F) SLICE
2026-04-02,stow,be-foods:14048,1000.00,g,in,receive,invoice:be_foods:6488996,invoice-pipeline,SALAMI - HALAL PEPPERONI
2026-04-02,stow,be-foods:17483,2.00,each,in,receive,invoice:be_foods:6488996,invoice-pipeline,DRY HERBS - PURE GREEK
2026-04-02,stow,be-foods:17569,4.00,each,in,receive,invoice:be_foods:6488996,invoice-pipeline,CHEESE - MOZZARELLA
2026-04-02,stow,be-foods:17723,2000.00,g,in,receive,invoice:be_foods:6488996,invoice-pipeline,YOGHURT - GREEK 2KG
2026-04-02,stow,be-foods:18310,3.00,each,in,receive,invoice:be_foods:6488996,invoice-pipeline,CANNED - PINEAPPLE PIZZA
2026-04-02,stow,be-foods:18484,2.00,each,in,receive,invoice:be_foods:6488996,invoice-pipeline,CANNED - ANCHOVY FILLETS
2026-04-02,stow,be-foods:19941,1.00,each,in,receive,invoice:be_foods:6488996,invoice-pipeline,FZ VEGETABLES - IQF CORN
2026-04-02,stow,be-foods:27544,1.00,each,in,receive,invoice:be_foods:6488996,invoice-pipeline,HAM - SOCCERBALL SLICED
2026-04-02,stow,foodlink:100873,2,each,in,receive,invoice:foodlink:SI4276777,invoice-pipeline,CREAM BULB 10'S Mosa
2026-04-02,stow,gulli:7STAR_71023-UC5,2600.0000,g,in,receive,invoice:gulli:CI-371124,invoice-pipeline,7 Star Beef Lasagne 2.6kg
2026-04-02,stow,gulli:CALABRESE/CASTLE-UC4,2000.000,g,in,receive,invoice:gulli:CI-371124,invoice-pipeline,KRC- Sliced Calabrese Mild Salami 1kg
2026-04-02,stow,gulli:ITAHAMPRSLI5KG-B,1000.000,g,in,receive,invoice:gulli:CI-371124,invoice-pipeline,Italia- Sliced Leg Ham 1kg x 5
2026-04-02,stow,gulli:ZAMSALPEPSLI-UC5,9000.000,g,in,receive,invoice:gulli:CI-371124,invoice-pipeline,Zammit- Sliced Pepperoni Salami 3kg
2026-04-02,stow,jun-pacific:BF912590,4,each,in,receive,invoice:jun_pacific:NB10485259,invoice-pipeline,Fresh Ramen Frozen (150gx12pcs) R8
2026-04-02,stow,jun-pacific:EZ9523255,1,each,in,receive,invoice:jun_pacific:NB10485259,invoice-pipeline,“Sempio” Gochujang Korean Chilli Paste
2026-04-02,stow,jun-pacific:KF8524001,3,each,in,receive,invoice:jun_pacific:NB10485259,invoice-pipeline,“Jun” Frozen Soybean (Edamame)
2026-04-02,stow,jun-pacific:QB8514617,15,each,in,receive,invoice:jun_pacific:NB10485259,invoice-pipeline,“Jun” Marumatsu Vegetable Dumpling 39-41pcs (Vegetable
2026-04-02,stow,lightspeed:20467596,80.000,each,in,receive,invoice:gulli:CI-371124,invoice-pipeline,"Australian Garlic Bread- 9"" x 40"
2026-04-02,stow,lightspeed:22479979,68000.000,g,in,receive,invoice:gulli:CI-371124,invoice-pipeline,Big Cheese- Shredded Mozzarella 2kg
2026-04-02,stow,lightspeed:22873831,200.000,each,in,receive,invoice:gulli:CI-371124,invoice-pipeline,"B Flute Lock Top 11"" Pizza Boxes x 50"
2026-04-02,stow,lightspeed:22873851,300.000,each,in,receive,invoice:gulli:CI-371124,invoice-pipeline,"B Flute Lock Top 13"" Pizza Boxes x 50"
2026-04-04,hg,foodlink:101027,1,each,in,receive,invoice:foodlink:SI4279379,invoice-pipeline,EASY BAKE PAPER ROLL
2026-04-04,hg,foodlink:101149,1000,g,in,receive,invoice:foodlink:SI4279378,invoice-pipeline,ONION FRIED 1KG Heaven Dragon
2026-04-04,hg,foodlink:101392,1840.00,g,in,receive,invoice:foodlink:SI4279378,invoice-pipeline,JAM THAI SWEET CHILLI 920GM
2026-04-04,hg,foodlink:101670,1800.0,ml,in,receive,invoice:foodlink:SI4279378,invoice-pipeline,MIZKAN SEASONING PONZU 1.8L
2026-04-04,hg,foodlink:102069,1,each,in,receive,invoice:foodlink:SI4279378,invoice-pipeline,PEPPER CORNS BLACK WHOLE
2026-04-04,hg,foodlink:102475,1050.00,g,in,receive,invoice:foodlink:SI4279378,invoice-pipeline,GARLIC CHILLI SAUCE 1.05KG Lee
2026-04-04,hg,lightspeed:22888667,1000,g,in,receive,invoice:foodlink:SI4279378,invoice-pipeline,SUGAR BROWN 1KG CSR
2026-04-04,stow,be-foods:10258,5000.00,g,in,receive,invoice:be_foods:6498790,invoice-pipeline,CHICKEN THIGH (F) S/OFF
2026-04-04,stow,be-foods:10737,45000.00,g,in,receive,invoice:be_foods:6498790,invoice-pipeline,CHICKEN WING NIBBLE 15KG
2026-04-04,stow,be-foods:10796,1500.00,g,in,receive,invoice:be_foods:6499537,invoice-pipeline,PROSCIUTTO SLICED 500G #
2026-04-04,stow,be-foods:12382,12000.00,g,in,receive,invoice:be_foods:6498790,invoice-pipeline,CHICKEN BREAST SCHNITZEL
2026-04-04,stow,be-foods:12874,1000.00,g,in,receive,invoice:be_foods:6499889,invoice-pipeline,MSG 1KG (20)
2026-04-04,stow,be-foods:13998,4000.00,ml,in,receive,invoice:be_foods:6499889,invoice-pipeline,SAUCE - TOMATO SAUCE 4L
2026-04-04,stow,be-foods:14132,1.00,each,in,receive,invoice:be_foods:6498790,invoice-pipeline,FRESH CREAM - COOKING
2026-04-04,stow,be-foods:14141,900.000,g,in,receive,invoice:be_foods:6499889,invoice-pipeline,FRESH - SLICED KIMCHI 900G
2026-04-04,stow,be-foods:14867,1000.00,g,in,receive,invoice:be_foods:6499889,invoice-pipeline,DRY - FRIED GARLIC 1KG (10)
2026-04-04,stow,be-foods:19626,1000.00,g,in,receive,invoice:be_foods:6499589,invoice-pipeline,SAUSAGE - MILD SPANISH
2026-04-04,stow,be-foods:20152,10000.00,g,in,receive,invoice:be_foods:6499889,invoice-pipeline,CHICKEN MARYLAND (F) DICE
2026-04-04,stow,be-foods:27794,2.00,each,in,receive,invoice:be_foods:6498790,invoice-pipeline,FZ SQUID - PINEAPPLE CUT
2026-04-04,stow,be-foods:28470,20000.00,g,in,receive,invoice:be_foods:6499889,invoice-pipeline,RICE - THAI JASMINE 20KG
2026-04-04,stow,be-foods:71323,4.00,each,in,receive,invoice:be_foods:6499889,invoice-pipeline,WIPES - BLUE HEAVY DUTY 90
2026-04-04,stow,foodlink:100463,15000,g,in,receive,invoice:foodlink:SI4279328,invoice-pipeline,SUGAR CASTER 15KG Bundaberg
2026-04-04,stow,foodlink:101149,1000,g,in,receive,invoice:foodlink:SI4279328,invoice-pipeline,ONION FRIED 1KG Heaven Dragon
2026-04-04,stow,foodlink:102872,1250.00,g,in,receive,invoice:foodlink:SI4279328,invoice-pipeline,TEMPEH 250GM Nutrisoy
2026-04-04,stow,foodlink:108058,1,each,in,receive,invoice:foodlink:SI4279328,invoice-pipeline,FRANK'S HOT SAUCE (BUFFALO)
2026-04-04,stow,foodlink:109803,1,each,in,receive,invoice:foodlink:SI4279328,invoice-pipeline,CHEESE CHEDDAR SLICED VEGAN
2026-04-04,stow,lightspeed:20445569,3000,g,in,receive,invoice:foodlink:SI4279347,invoice-pipeline,BOCCONCINI TRADITIONAL 1KG
2026-04-07,stow,gulli:PAEBOC1-UC6,2000.000,g,in,receive,invoice:gulli:CI-371746,invoice-pipeline,Paesanella- Bocconcini 1kg
2026-04-07,stow,gulli:TANDOORI-UC4,1250.00000,g,in,receive,invoice:gulli:CI-371746,invoice-pipeline,Sharwood- Tandoori Paste 1.25kg
2026-04-07,stow,gulli:ZAMSALPEPSLI-UC5,9000.000,g,in,receive,invoice:gulli:CI-371746,invoice-pipeline,Zammit- Sliced Pepperoni Salami 3kg
2026-04-07,stow,lightspeed:22479979,12000.000,g,in,receive,invoice:gulli:CI-371746,invoice-pipeline,Big Cheese- Shredded Mozzarella 2kg
2026-04-07,stow,lightspeed:22873831,100.000,each,in,receive,invoice:gulli:CI-371746,invoice-pipeline,"B Flute Lock Top 11"" Pizza Boxes x 50"
2026-04-07,stow,lightspeed:22873851,100.000,each,in,receive,invoice:gulli:CI-371746,invoice-pipeline,"B Flute Lock Top 13"" Pizza Boxes x 50"
2026-04-08,hg,fresh-fruit-team:BROCE,2,each,in,receive,invoice:fresh_fruit_team:INB00099549,invoice-pipeline,Broccolini
2026-04-08,hg,fresh-fruit-team:CBSPACK,4,each,in,receive,invoice:fresh_fruit_team:INB00099549,invoice-pipeline,Corn Baby Sweet
2026-04-08,hg,fresh-fruit-team:KITCARSHKG,1000,g,in,receive,invoice:fresh_fruit_team:INB00099549,invoice-pipeline,Carrot Shredded
2026-04-08,hg,fresh-fruit-team:LCBTPEA,2,each,in,receive,invoice:fresh_fruit_team:INB00099549,invoice-pipeline,Lettuce Cos Baby Twin Pack
2026-04-08,hg,fresh-fruit-team:MKB500PUNN,800.0,g,in,receive,invoice:fresh_fruit_team:INB00099549,invoice-pipeline,Punnet) 8 x 100g packs supplied for
2026-04-08,stow,be-foods:10677,3.00,each,in,receive,invoice:be_foods:6507862,invoice-pipeline,CHICKEN - WHOLE BIRD NO.8
2026-04-08,stow,be-foods:10716,5000.00,g,in,receive,invoice:be_foods:6500889,invoice-pipeline,CHICKEN WING 5KG BAG
2026-04-08,stow,be-foods:10796,5000.00,g,in,receive,invoice:be_foods:6501748,invoice-pipeline,PROSCIUTTO SLICED 500G #
2026-04-08,stow,be-foods:11602,1.00,each,in,receive,invoice:be_foods:6501748,invoice-pipeline,ANTIPASTO - SUNDRIED
2026-04-08,stow,be-foods:12349,1.00,each,in,receive,invoice:be_foods:6500889,invoice-pipeline,RICE VERMICELLI NOODLES
2026-04-08,stow,be-foods:12382,6000.00,g,in,receive,invoice:be_foods:6507862,invoice-pipeline,CHICKEN BREAST SCHNITZEL
2026-04-08,stow,be-foods:12776,10000.00,g,in,receive,invoice:be_foods:6501748,invoice-pipeline,CHICKEN BREAST (F) SLICE
2026-04-08,stow,be-foods:13903,1.00,each,in,receive,invoice:be_foods:6500889,invoice-pipeline,OIL - CANOLA OIL
2026-04-08,stow,be-foods:14005,2.00,each,in,receive,invoice:be_foods:6501748,invoice-pipeline,SAUCE - SMOKEY HICKORY
2026-04-08,stow,be-foods:14368,1.00,each,in,receive,invoice:be_foods:6507862,invoice-pipeline,CONCENTRATED LIQUID
2026-04-08,stow,be-foods:16632,6000.00,g,in,receive,invoice:be_foods:6500889,invoice-pipeline,CHICKEN BREAST SCHNITZEL
2026-04-08,stow,be-foods:17042,3050.00,g,in,receive,invoice:be_foods:6500889,invoice-pipeline,PORK BELLY COOKED ROAST
2026-04-08,stow,be-foods:17250,2.00,each,in,receive,invoice:be_foods:6501748,invoice-pipeline,PEPPERS - JALAPENO
2026-04-08,stow,be-foods:17670,14450.00,g,in,receive,invoice:be_foods:6507862,invoice-pipeline,FRESH PORK - LEG ROAST
2026-04-08,stow,be-foods:17723,2000.00,g,in,receive,invoice:be_foods:6501748,invoice-pipeline,YOGHURT - GREEK 2KG
2026-04-08,stow,be-foods:18310,6.00,each,in,receive,invoice:be_foods:6501748,invoice-pipeline,CANNED - PINEAPPLE PIZZA
2026-04-08,stow,be-foods:19941,1.00,each,in,receive,invoice:be_foods:6501748,invoice-pipeline,FZ VEGETABLES - IQF CORN
2026-04-08,stow,be-foods:28087,1.00,each,in,receive,invoice:be_foods:6501748,invoice-pipeline,CHILLI - FLAKE / CRUSHED
