Position,Product Number,Product,Quantity,Percent of Quantity,Sale Amount,Percent of Sale Amount,Cost,Percent of Gross Profit
1,,$2 BBQ Wing,68,5,103.44,1,0,100
2,,Fresh is Best Lager - Schooner,33,3,266.81,2,57.66,78
3,,Classic Margarita,32,2,509.85,3,118.42,77
4,,Aioli Dipping Sauce,30,2,2.04,0,0,100
5,,Kirin - Schooner,24,2,253.39,2,68.05,73
6,,Espresso Martini,21,2,345.8,2,66.98,81
7,,White Light Pure Vodka [House],20,2,194.85,1,30.08,85
8,,Stone & Wood - Schooner,19,1,207.98,1,55.29,73
9,,American Standard Burger,19,1,332.63,2,1.28,100
10,,Aperol Spritz,18,1,325.22,2,63.48,80
11,,Grifter Pale - Schooner,17.7,1,169.19,1,35.95,79
12,,Tomato Dipping Sauce,17,1,0.51,0,0,100
13,,Garlic Bread,17,1,80.09,1,24.14,70
14,,Kirin - Pint,17,1,250.5,2,64.65,74
15,,Fresh is Best Lager - Pint,15,1,167.83,1,35.15,79
16,,Stone & Wood - Pint,15,1,225.54,1,58.55,74
17,,Petits Detours Rosé - Regular,14,1,224,1,51.13,77
18,,Fresh is Best Summer Lager - Schooner,14,1,107.67,1,21.16,80
19,,Lime,13,1,0,0,0,0
20,,Fresh Lime Soda,12,1,35.75,0,0,100
21,,Jalapeño Marg,12,1,249.18,2,44.5,82
22,,Scorched As,12,1,255.94,2,0,100
23,,Large Super House Special,11,1,285.85,2,82.02,71
24,,Chicken Burrito,11,1,286.94,2,0,100
25,,Pepsi Max Glass,11,1,44.42,0,0,100
26,,Hyoketsu Lemon - Schooner,10,1,115.6,1,17.64,85
27,,On The Rocks,10,1,0,0,0,0
28,,Chicken Shindig Burger,10,1,174.03,1,0,100
29,,Frozen Marg,10,1,188.62,1,32.62,83
30,,Holy Guacamole,10,1,162.77,1,0,100
31,,Coco Salt,10,1,0,0,0,0
32,,Tommy's Margarita,9,1,179.02,1,40.31,77
33,,Large Little Italy,9,1,250.84,2,67.61,73
34,,Version Two Sparkling - Regular,9,1,99.6,1,15.9,84
35,,Rosemary Salted Fries,9,1,84.6,1,0,100
36,,Ottelia Chardonnay - Regular,9,1,142.4,1,31.14,78
37,,Fish Tacos,9,1,182.41,1,0,100
38,,Lemon Meringue Martini,8,1,158.7,1,27.71,83
39,,Send Kids Food ASAP,8,1,0,0,0,0
40,,Beef Burrito,8,1,184.2,1,0,100
