Position,Product Number,Product,Quantity,Percent of Quantity,Sale Amount,Percent of Sale Amount,Cost,Percent of Gross Profit
1,,$2 BBQ Wing,69,5,104.18,1,0,100
2,,Aioli Dipping Sauce,55,4,5.07,0,0,100
3,,Fresh is Best Lager - Schooner,42,3,364.73,2,73.38,80
4,,Classic Margarita,41,3,712.63,4,150.18,79
5,,Jalapeño Marg,36,3,764.27,4,132.14,83
6,,Grifter Pale - Pint,34,2,336.55,2,111.91,67
7,,American Standard Burger,30,2,554.76,3,0,100
8,,Fresh is Best Lager - Pint,27,2,312.6,2,63.27,80
9,,Villa Fresco Sangiovese - Regular,23,2,229,1,55.48,76
10,,Trentham Estate Rosé - Regular,23,2,211.24,1,45.71,78
11,,Tomato Dipping Sauce,22,2,2.02,0,0,100
12,,Mulled Wine,22,2,310.16,2,43.43,86
13,,Stone & Wood - Schooner,20,1,230.99,1,58.2,75
14,,White Light Pure Vodka [House],18,1,179.34,1,27.07,85
15,,Geppetto Pinot Noir - Regular,16,1,241.29,1,55.05,77
16,,Stone & Wood - Pint,16,1,240,1,62.45,74
17,,Garlic Bread,16,1,80.88,0,0,100
18,,Rosemary Salted Fries,14,1,169.21,1,0,100
19,,Chicken Shindig Burger,14,1,257.85,1,0,100
20,,Fresh is Best Summer Lager - Schooner,14,1,110.24,1,21.16,81
21,,Espresso Martini,13,1,244.17,1,40.68,83
22,,Philter XPA - Schooner,12,1,114.63,1,28.52,75
23,,Version Two Pinot Grigio - Regular,12,1,120.02,1,21.2,82
24,,Kirin - Schooner,11,1,126.34,1,26.84,79
25,,BBQ Dipping Sauce,11,1,0.51,0,0,100
26,,Petits Detours Rosé - Regular,11,1,176.28,1,55.57,68
27,,Delivery Fee [Me&U],11,1,44.78,0,0,100
28,,Aperol Spritz,10,1,163.1,1,35.31,78
29,,Higher Than Highball,10,1,212.52,1,39.06,82
30,,Holy Guacamole,10,1,161.63,1,0,100
31,,Buffalo Wings,10,1,161.89,1,0,100
32,,Lychee Martini,10,1,191.3,1,35.73,81
33,,Grifter Pale - Schooner,9,1,79.45,0,22.09,72
34,,Truffle Fries,9,1,137.33,1,0,100
35,,Sweet Potato Fries,9,1,118.78,1,0,100
36,,Kuku Sauvignon Blanc - Regular,8,1,104.23,1,23.32,78
37,,Stow Schnitty,8,1,210.24,1,0,100
38,,On The Rocks,8,1,0,0,0,0
39,,Brownie,8,1,96.2,1,0,100
40,,Sensei Calamari,8,1,146.17,1,0,100
41,,Philter XPA - Pint,8,1,77,0,25.5,67
42,,Bombay Dry [House],7,1,52,0,13.93,73
43,,Fresh Lime Soda,7,1,21.15,0,0,100
44,,Regular Margherita,7,1,100.44,1,0,100
45,,Fireball,7,1,77,0,13.26,83
46,,Soda [mixer],7,1,0,0,0,0
47,,Heaps Normal Tin,7,1,73.86,0,18.1,75
48,,Hendrick's Gin,6,0,73,0,16.46,77
49,,Large Pepperoni,6,0,134,1,0,100
50,,Puerto Sunset,6,0,128.12,1,23.34,82
51,,Add Bacon,6,0,16.15,0,0,100
52,,Cucumber,6,0,0,0,0,0
53,,Hot Choc - 2min microwave,6,0,78.68,0,0,100
54,,Kirin - Pint,6,0,90,1,19.64,78
55,,Regular Little Italy [Dine-in],6,0,133.48,1,0,100
