Position,Product Number,Product,Quantity,Percent of Quantity,Sale Amount,Percent of Sale Amount,Cost,Percent of Gross Profit
1,,Pork Roast,52,7,1741.79,15,256.2,85
2,,Mulled Wine,30,4,500.94,4,61.43,88
3,,Fresh is Best Lager - Pint,23,3,299.69,3,56.26,81
4,,Extra Gravy,19,3,42.7,0,6.4,85
5,,Guinness Draught - Pint,18,2,325.91,3,92.12,72
6,,Cauliflower Cheese,15,2,109.15,1,1.02,99
7,,Extra Yorkshire Pudding,14,2,31.14,0,0,100
8,,Fresh is Best Lager - Schooner,13,2,131.64,1,23.71,82
9,,Fresh Lime Soda,13,2,50.06,0,0,100
10,,Pepsi Max Glass,13,2,64.84,1,0,100
11,,Villa Fresco Sangiovese - Regular,11,1,142.56,1,26.6,81
12,,"Lemon, Lime & Bitters",11,1,61.41,1,0,100
13,,Stone & Wood - Schooner,11,1,156.34,1,36.01,77
14,,Classic Margarita,10,1,213.35,2,38.9,82
15,,Chicken Roast,10,1,337.59,3,45.89,86
16,,Arancini Balls [5pc],10,1,223.38,2,0,100
17,,Grifter Pale - Pint,10,1,166.08,1,33.71,80
18,,Garlic Bread,9,1,54.69,0,12.78,77
19,,American Standard Burger,9,1,255.41,2,52.6,79
20,,Large Margherita,8,1,180.46,2,18.38,90
21,,Pepsi Glass,8,1,39.77,0,0,100
22,,Beetle Juice,7,1,167,1,25.6,85
23,,Nut Roast,7,1,237.48,2,37.35,84
24,,Send Kids Food ASAP,7,1,0,0,0,0
25,,Fresh is Best Summer Lager - Schooner,7,1,66.37,1,11.12,83
26,,Villa Fresco Sangiovese - Large,7,1,146.99,1,28.22,81
27,,Stone & Wood - Pint,6.3,1,114.07,1,27.66,76
28,,Jalapeño Marg,6,1,124.74,1,4.86,96
29,,Kids Nuggets & Chips,6,1,71.97,1,13.47,81
30,,Large Super House Special,6,1,192.69,2,44.28,77
31,,Side Aioli,6,1,3.36,0,0,100
32,,Sensei Calamari,6,1,126.51,1,13.83,89
33,,Brownie,5,1,61.58,1,14.12,77
34,,Bang Bang Cauli,5,1,85.63,1,13.81,84
35,,Sweet Potato Fries,5,1,73.85,1,12.64,83
36,,Caffé Crema,5,1,119.29,1,12.15,90
37,,Rosemary Salted Fries,5,1,66.43,1,9.28,86
38,,Grifter Pale - Schooner,5,1,58.6,0,12.57,79
39,,Extra Veg,5,1,17.05,0,0,100
40,,Trutta Streamside Shiraz [Chilled] - Regular,4,1,79.85,1,14.96,81
41,,Buffalo Wings D,4,1,65.6,1,15.61,76
42,,Guinness Draught - Schooner,4,1,48.01,0,15.26,68
43,,Fancy Pants Parmy - Classic,4,1,131.79,1,32.42,75
44,,Fresh is Best Summer Lager - Pint,4,1,54.52,0,8.52,84
45,,Cheesy Garlic Bread,4,1,29.42,0,7.09,76
46,,Side Tomato Sauce,4,1,0,0,0,0
47,,Crankshaft IPA - Schooner,4,1,59.4,1,11.67,80
48,,Pie,4,1,138.62,1,0,100
49,,Stow's Irish Coffee,4,1,53.23,0,3.66,93
50,,Version Two Sparkling - Regular,4,1,52.8,0,6.58,88
51,,Regular Cosmopolitan,4,1,101.1,1,19.36,81
52,,Beef Cheek,4,1,148.68,1,0,100
53,,Lychee Martini,4,1,90.88,1,13.61,85
54,,Casa Gheller Prosecco - Glass,4,1,70.4,1,13.79,80
55,,White Light Pure Vodka [House],4,1,43.56,0,6.08,86
56,,Lemonade Glass,4,1,19.8,0,0,100
57,,Kirin - Schooner,3.5,0,53.9,0,13.23,75
58,,Scorched As,3,0,55.44,0,12.45,78
59,,Fish Tacos,3,0,53.52,0,6.55,88
60,,Buffalo Wings,3,0,50.44,0,11.71,77
