Position,Product Number,Product,Quantity,Percent of Quantity,Sale Amount,Percent of Sale Amount,Cost,Percent of Gross Profit
1,,Stone & Wood - Schooner,60.7,5,702.2,4,158.32,77
2,,Fresh is Best Lager - Pint,39,3,471.47,3,86.59,82
3,,Classic Margarita,37,3,660.6,4,58.44,91
4,,Jalapeño Marg,36,3,762.8,4,113.72,85
5,,Fresh is Best Lager - Schooner,29,2,254.7,1,48.01,81
6,,Grifter Pale - Schooner,23,2,198.23,1,51.03,74
7,,Aioli Dipping Sauce,23,2,2.55,0,0,100
8,,$2 BBQ Wing,19,1,19.11,0,0,100
9,,Garlic Bread,19,1,95.75,1,0,100
10,,Lime,19,1,0,0,0,0
11,,Fresh is Best Summer Lager - Schooner,18,1,146.96,1,25.91,82
12,,Espresso Martini,18,1,329.49,2,51.78,84
13,,On The Rocks,18,1,0,0,0,0
14,,Stone & Wood - Pint,17,1,257.05,2,59.47,77
15,,Kirin - Schooner,16.7,1,168,1,40.88,76
16,,Coconut Margarita,16,1,341,2,0,100
17,,Holy Guacamole,16,1,258.97,2,0,100
18,,Sensei Calamari,15,1,274.06,2,0,100
19,,Fish Tacos,15,1,303.83,2,0,100
20,,Bombay Dry [House],14,1,139.85,1,25.34,82
21,,Casa Gheller Prosecco - Glass,13,1,208,1,46.54,78
22,,Cheesy Garlic Bread,13,1,78.89,0,0,100
23,,Hard Yuzu Solo,13,1,158.63,1,0,100
24,,Status Quo - Schooner,12,1,144.82,1,32.67,77
25,,Staff Dinner $5,12,1,60,0,0,100
26,,Fresh is Best Summer Lager - Pint,12,1,145.01,1,23.16,84
27,,Sweet Potato Fries,12,1,158.65,1,0,100
28,,Beetle Juice,12,1,253.44,1,0,100
29,,Stow Spritz,12,1,194.43,1,0,100
30,,Version Two Sparkling - Regular,9,1,90.3,1,15.18,83
31,,Version Two Pinot Grigio - Regular,9,1,96.2,1,14.82,85
32,,Tonic [mixer],9,1,0,0,0,0
33,,Old Fashioned,9,1,177.02,1,0,100
34,,Petits Detours Rosé - Regular,8,1,128.54,1,37.59,71
35,,BBQ Dipping Sauce,8,1,1.02,0,0,100
36,,Regular Margherita,8,1,74.22,0,0,100
37,,Tuckerbush Margie,8,1,161.39,1,0,100
38,,Grifter Pale - Pint,8,1,100.87,1,23.8,76
39,,Geppetto Pinot Noir - Regular,8,1,121.3,1,0,100
40,,BBQ Wings D,8,1,105.58,1,0,100
41,,Kuku Sauvignon Blanc - Regular,8,1,99.02,1,20.77,79
42,,Hill People Oat Cream - Schooner,7.4,1,103.6,1,25.15,76
43,,Buffalo Wings D,7,1,98.97,1,0,100
44,,Rooster Rojo Blanco Tequila [House],7,1,70,0,0,100
45,,Rosemary Salted Fries,7,1,85.43,1,0,100
46,,Large Margherita,7,1,138.31,1,0,100
47,,Late Night Dial,7,1,155.49,1,0,100
48,,Puerto Sunset,7,1,148.43,1,0,100
49,,Beef Burrito,7,1,185.08,1,0,100
50,,Aperol Spritz,7,1,134.6,1,21.55,84
51,,Delivery Fee [Me&U],7,1,28.46,0,0,100
52,,White Light Pure Vodka [House],7,1,70.68,0,9.29,87
53,,Hill People Oat Cream - Pint,7,1,126,1,31.91,75
54,,Bang Bang Cauli,6,0,97.4,1,0,100
55,,Mother's Milk Shiraz - Regular,6,0,90.52,1,17.54,81
