Position,Product Number,Product,Quantity,Percent of Quantity,Sale Amount,Percent of Sale Amount,Cost,Percent of Gross Profit
1,,Fancy Pants Parmy,26,4,473.58,6,0,100
2,,Philter XPA - Schooner,26,4,232.35,3,56.17,76
3,,Fresh is Best Lager - Pint,23,3,270.24,3,54.61,80
4,,Stow Schnitty,21,3,340.14,4,0,100
5,,Fresh is Best Lager - Schooner,18,2,155.25,2,31.83,79
6,,Aioli Dipping Sauce,15,2,3.06,0,0,100
7,,Grifter Pale - Schooner,15,2,140.88,2,36.61,74
8,,Heaps Normal Tin,11,1,116.4,1,27.06,77
9,,"Lemon, Lime & Bitters",10,1,45.54,1,0,100
10,,Fresh Lime Soda,10,1,29.8,0,0,100
11,,Petits Detours Rosé - Regular,10,1,160.27,2,46.99,71
12,,Status Quo - Schooner,10,1,116.4,1,27.23,77
13,,Version Two Pinot Grigio - Regular,10,1,116.4,1,17.67,85
14,,Kuku Sauvignon Blanc - Regular,9,1,117.66,1,25.69,78
15,,Stone & Wood - Pint,9,1,135.78,2,35.13,74
16,,Eggplant Parmy,9,1,163.25,2,0,100
17,,Hill People Oat Cream - Schooner,9,1,126.24,1,29.98,76
18,,Villa Fresco Sangiovese - Regular,9,1,91.2,1,19.9,78
19,,Hendrick's Gin,8,1,96,1,22.82,76
20,,Stone & Wood - Schooner,8,1,92.77,1,23.28,75
21,,Chicken Burrito,8,1,211.1,2,0,100
22,,Status Quo - Pint,8,1,128.81,2,29.21,77
23,,Garlic Bread,8,1,40,0,0,100
24,,Jalapeño Marg,8,1,169.48,2,29.46,83
25,,Buffalo Wings,8,1,130.17,2,0,100
26,,Swap Fries for Sweet Potato Fries,7,1,14.14,0,0,100
27,,Grifter Pale - Pint,6,1,78.48,1,19.64,75
28,,Classic Margarita,6,1,107,1,22.05,79
29,,Olive,6,1,0,0,0,0
30,,Dirty,6,1,0,0,0,0
31,,Vodka Martini,6,1,114,1,17.02,85
32,,Extra Blue Cheese Dip,6,1,6.12,0,0,100
33,,Fish Tacos,6,1,121.36,1,0,100
34,,Dark & Stormy,6,1,114.64,1,21.36,81
35,,Tomato Dipping Sauce,5,1,1.02,0,0,100
36,,Sensei Calamari,5,1,91.23,1,0,100
37,,Lime,5,1,0,0,0,0
38,,Stow Spritz,5,1,77.02,1,12.04,84
39,,Holy Guacamole,5,1,81.1,1,0,100
40,,Sweet Potato Fries,5,1,65.67,1,0,100
41,,Fish Burrito,5,1,131.32,2,0,100
42,,White Light Pure Vodka [House],5,1,49.17,1,7.08,86
43,,On The Rocks,4,1,0,0,0,0
44,,Large Super House Special,4,1,96,1,0,100
45,,Eggplant Schnitty,4,1,65.08,1,0,100
46,,Four Pillars Bloody Shiraz Gin,4,1,54.92,1,10.87,80
47,,No Beans,4,1,0,0,0,0
48,,Tonic [mixer],4,1,0,0,0,0
49,,Rosemary Salted Fries,4,1,48.81,1,0,100
50,,Corona,4,1,44,1,10.62,76
51,,Staff Dinner $5,4,1,20,0,0,100
52,,Aperol Spritz,4,1,74.1,1,13.29,82
53,,No Salad,4,1,0,0,0,0
54,,Truffle Fries,4,1,60.78,1,0,100
55,,Philter XPA - Pint,4,1,30,0,11.59,61
56,,Orange,4,1,0,0,0,0
57,,American Standard Burger,4,1,105.32,1,0,100
58,,"Regular No Chorizo, No Cry [Dine-in]",4,1,92.78,1,0,100
59,,Dressing on the Side,4,1,0,0,0,0
60,,Negroni,4,1,81.02,1,14.14,83
61,,Monteith's Apple Cider Bottle,3,0,30.63,0,8.28,73
