Position,Product Number,Product,Quantity,Percent of Quantity,Sale Amount,Percent of Sale Amount,Cost,Percent of Gross Profit
1,,Stone & Wood - Pint,27,3,456.16,3,117.57,74
2,,Fresh is Best Lager - Schooner,23,2,183.02,1,42.05,77
3,,Stone & Wood - Schooner,23,2,301.56,2,74.67,75
4,,Grifter Pale - Pint,23,2,257.32,2,76.58,70
5,,Guinness Draught - Pint,22,2,386.14,3,103.8,73
6,,Classic Margarita,18,2,327.29,2,72.44,78
7,,Version Two Pinot Grigio - Regular,18,2,181.39,1,31.8,82
8,,American Standard Burger,18,2,415.46,3,105.19,75
9,,Mulled Wine,17,2,258.92,2,35.13,86
10,,Mother's Milk Shiraz - Regular,16,2,239.48,2,51.46,79
11,,White Light Pure Vodka [House],16,2,173.08,1,24.31,86
12,,Kirin - Schooner,16,2,224,2,60.11,73
13,,Petits Detours Rosé - Regular,15,2,238.4,2,52.45,78
14,,Side Aioli,14,1,6.68,0,0,100
15,,$2 Buffalo Wing,14,1,28.27,0,6.83,76
16,,Status Quo - Schooner,12,1,161.53,1,37.25,77
17,,Rosemary Salted Fries,12,1,144.85,1,22.26,85
18,,Fresh is Best Lager - Pint,11,1,134.41,1,26.97,80
19,,Trentham Estate Rosé - Regular,11,1,99.51,1,23.21,77
20,,Villa Fresco Sangiovese - Regular,11,1,133.58,1,26.53,80
21,,Sweet Potato Fries,11,1,146.85,1,27.81,81
22,,Online Surcharge,11,1,13.05,0,0,100
23,,Side Tomato Sauce,10,1,0,0,0,0
24,,Jalapeño Marg,10,1,211.79,2,7.61,96
25,,Espresso Martini,9,1,163.78,1,29.12,82
26,,Kuku Sauvignon Blanc - Regular,9,1,126.46,1,26.23,79
27,,Fresh Lime Soda,9,1,30.97,0,0,100
28,,Arancini Balls [5pc],8,1,180.23,1,0,100
29,,Sensei Calamari,8,1,160.52,1,18.44,89
30,,Garlic Bread,8,1,38.27,0,11.36,70
31,,Philter XPA - Schooner,8,1,73.4,1,17.89,76
32,,"Lemon, Lime & Bitters",8,1,41.32,0,0,100
