Position,Product Number,Product,Quantity,Percent of Quantity,Sale Amount,Percent of Sale Amount,Cost,Percent of Gross Profit
1,,$2 BBQ Wing,53,4,80.31,0,0,100
2,,Aioli Dipping Sauce,48,3,3.06,0,0,100
3,,Fresh is Best Lager - Schooner,45,3,378.01,2,78.62,79
4,,Fresh is Best Lager - Pint,44,3,520.62,3,103.11,80
5,,Aperol Spritz,41,3,727.41,4,144.59,80
6,,Classic Margarita,40,3,730.41,4,148.02,80
7,,Stone & Wood - Schooner,26,2,296.58,2,75.67,74
8,,American Standard Burger,24,2,483.7,3,1.62,100
9,,Fresh is Best Summer Lager - Schooner,23,2,181.66,1,34.76,81
10,,Espresso Martini,23,2,379.72,2,73.35,81
11,,Stone & Wood - Pint,19,1,286.78,2,74.16,74
12,,White Light Pure Vodka [House],18,1,169.3,1,27.07,84
13,,Rosemary Salted Fries,18,1,218.23,1,0,100
14,,Grifter Pale - Schooner,18,1,170.3,1,36.56,79
15,,Holy Guacamole,17,1,273.7,2,0,100
16,,Corona,16,1,169.8,1,40.15,76
17,,Grifter Pale - Pint,16,1,181.6,1,43.58,76
18,,On The Rocks,15,1,0,0,0,0
19,,Sensei Calamari,15,1,274.03,2,0,100
20,,Jack Daniels,13,1,143,1,27.54,81
21,,Kirin - Pint,13,1,195.26,1,49.44,75
22,,Tomato Dipping Sauce,13,1,0,0,0,0
23,,Philter XPA - Schooner,13,1,137.94,1,30.89,78
24,,Garlic Bread,12,1,60.26,0,17.04,72
25,,Chicken Shindig Burger,10,1,196.6,1,0,100
26,,Kuku Sauvignon Blanc - Regular,10,1,128.28,1,29.15,77
27,,Little Dragon - Schooner,10,1,110.38,1,0,100
28,,Buffalo Wings,10,1,162.48,1,0,100
29,,Pisco Sour,10,1,200,1,33.14,83
30,,Version Two Pinot Grigio - Regular,10,1,95.6,1,17.67,82
31,,Large Super House Special,10,1,260,1,74.57,71
32,,+$3 Premium Spirit,10,1,30,0,0,100
33,,Lychee Martini,9,1,156.97,1,32.21,79
34,,Trentham Estate Rosé - Regular,9,1,108.61,1,19.47,82
35,,"Lemon, Lime & Bitters",9,1,40.98,0,0,100
36,,Status Quo - Pint,9,1,144.83,1,36.15,75
37,,Hugo Spritz,9,1,191.14,1,47.66,75
38,,Sweet Potato Fries,9,1,118.34,1,0,100
39,,Regular Little Italy [Dine-in],9,1,200.99,1,0,100
40,,Fresh is Best Summer Lager - Pint,9,1,93.18,1,18.24,80
41,,Trutta Streamside Shiraz [Chilled] - Regular,9,1,146.43,1,37,75
42,,Petits Detours Rosé - Regular,8,1,129.08,1,29.22,77
43,,Status Quo - Schooner,8,1,99.39,1,23.96,76
44,,Bad Bitch Martini,8,1,161.05,1,25.34,84
45,,Petits Detours Rosé Mediterranee - Bottle,7,0,454.6,3,119.31,74
46,,Kirin - Schooner,7,0,81.11,0,19.85,76
47,,Staff Dinner $5,7,0,35,0,0,100
48,,Casa Gheller Prosecco - Glass,7,0,113.08,1,23.97,79
49,,Large Pepperoni,7,0,152.68,1,0,100
