Position,Product Number,Product,Quantity,Percent of Quantity,Sale Amount,Percent of Sale Amount,Cost,Percent of Gross Profit
1,,Fancy Pants Parmy,32,5,645.78,9,0,100
2,,Fresh is Best Summer Lager - Schooner,18,3,145.53,2,27.2,81
3,,Stow Schnitty,16,3,290.46,4,0,100
4,,Fresh is Best Lager - Schooner,15,3,125.8,2,26.21,79
5,,Aioli Dipping Sauce,14,2,3.04,0,0,100
6,,Version Two Pinot Grigio - Regular,13,2,131.4,2,22.55,83
7,,Sapporo - Schooner,12,2,138,2,0,100
8,,Stone & Wood - Pint,12,2,179.27,2,44.82,75
9,,Crankshaft IPA - Pint,11,2,188.16,2,38.75,79
10,,Version Two Sparkling - Regular,10,2,85.56,1,17.47,80
11,,Fresh is Best Summer Lager - Pint,9,2,102,1,18.24,82
12,,Grifter Pale - Pint,9,2,111.24,1,29.96,73
13,,Sapporo - Pint,8,1,119.02,2,0,100
14,,Fresh is Best Lager - Pint,8,1,93.2,1,18.75,80
15,,Beef Burrito,7,1,157.32,2,0,100
16,,Aperol Spritz,6,1,114.96,2,21.1,82
17,,Heaps Normal Tin,6,1,63.36,1,15.57,75
18,,Tommy's Margarita,6,1,120,2,26.88,78
19,,Philter XPA - Pint,6,1,64.24,1,19.12,70
20,,White Light Pure Vodka [House],6,1,53,1,9.02,83
21,,Make It A Burrito Bowl [gluten-free],6,1,0,0,0,0
22,,Mother's Milk Shiraz - Regular,6,1,91.03,1,19.3,79
23,,Grifter Pale - Schooner,6,1,60.04,1,14.89,75
24,,Geppetto Pinot Noir - Regular,6,1,90.52,1,21.07,77
25,,Stone & Wood - Schooner,5,1,57.5,1,13.92,76
26,,Eggplant Parmy,5,1,96.68,1,0,100
27,,Regular Pepperoni,5,1,92.67,1,0,100
28,,Classic Margarita,5,1,85.65,1,18.48,78
29,,Fish Tacos,5,1,101.02,1,0,100
30,,Tomato Dipping Sauce,5,1,0.51,0,0,100
31,,Regular Margherita,5,1,81.19,1,0,100
32,,Pepsi Glass,4,1,16.21,0,0,100
33,,Delivery Fee - Freshwater / Queenscliff,4,1,16,0,0,100
34,,Dragonfly Grenache - Regular,4,1,64.81,1,13.84,79
35,,Sweet Potato Fries,4,1,52.44,1,0,100
36,,Pepsi Max Glass,4,1,16,0,0,100
37,,Espresso Martini,4,1,66,1,12.47,81
38,,Side Spicy Salsa,3,1,2.02,0,0,100
39,,No Onion,3,1,0,0,0,0
40,,Ice,3,1,0,0,0,0
41,,Little Dragon Can,3,1,38.14,1,10.56,72
42,,Philter XPA - Schooner,3,1,28.36,0,7.13,75
43,,Super House Special.,3,1,0,0,0,0
44,,Large Vegetarian,3,1,60,1,0,100
45,,United States of Dumplings,3,1,48.54,1,0,100
46,,Lime Wedge,3,1,0,0,0,0
47,,Trentham Estate Rosé - Regular,3,1,36.4,0,6.33,83
48,,Holy Guacamole,3,1,48.56,1,0,100
49,,Villa Fresco Sangiovese - Regular,3,1,33.6,0,6.03,82
50,,Large Super House Special,3,1,75,1,0,100
51,,Staff Dinner $5,3,1,15,0,0,100
52,,BBQ Wings,3,1,45.51,1,0,100
53,,Fresh Lime Soda,3,1,9,0,0,100
54,,Bad Bitch Martini,3,1,45.34,1,9.56,79
55,,Kuku Sauvignon Blanc - Regular,3,1,39,1,8.74,78
56,,Large Tandoori Chicken,3,1,81,1,0,100
57,,Regular Meatlovers,3,1,63.36,1,0,100
58,,Bang Bang Cauli,3,1,48.27,1,0,100
59,,"Lemon, Lime & Bitters",3,1,13.5,0,0,100
60,,Chicken Burrito D,2,0,50.41,1,0,100
61,,Meatlovers.,2,0,0,0,0,0
62,,Vinada Sparkling Rose,2,0,24.42,0,6.23,74
63,,Lemon Meringue Martini,2,0,46.78,1,6.93,85
64,,Jalapeño Edamame,2,0,24.43,0,0,100
65,,Coke Zero 1.25L,2,0,12,0,6.25,48
66,,Corona,2,0,22,0,4.85,78
67,,Feast Deal Pizzas,2,0,90,1,0,100
68,,Regular Truffalo Soldier [Dine-in],2,0,44.37,1,0,100
69,,Petits Detours Rosé - Large,2,0,50.43,1,15.94,68
70,,Chicken Shindig Burger,2,0,52.44,1,0,100
71,,Peroni,2,0,20,0,4.79,76
72,,Regular Little Italy,2,0,46,1,0,100
73,,American Standard Burger,2,0,52.88,1,0,100
74,,Casa Gheller Prosecco - Glass,2,0,32.27,0,6.69,79
75,,Jalapeño Marg,2,0,42.36,1,7.41,83
76,,Banquet Deal Pizzas,2,0,120,2,0,100
77,,Swap Fries for Sweet Potato Fries,2,0,4.03,0,0,100
78,,Lychee Martini,2,0,38.65,1,7.16,81
79,,Side Guac,2,0,2.04,0,0,100
80,,Regular Cosmopolitan,2,0,42,1,0,100
81,,Corn Star,2,0,32.54,0,0,100
82,,Garlic  Bread,2,0,0,0,0,0
83,,Regular Little Italy [Dine-in],2,0,44.37,1,0,100
84,,Sour Cream,2,0,2.04,0,0,100
85,,Buffalo Wings D,2,0,32,0,0,100
86,,Add Anchovies,2,0,2,0,0,100
87,,Vegilante Vegan Burger,2,0,52.88,1,0,100
88,,Sensei Calamari,2,0,36.31,0,0,100
89,,Garlic Bread,2,0,10,0,0,100
90,,Large Hawaiian,2,0,43,1,0,100
91,,Buffalo Wings,2,0,32.54,0,0,100
92,,BBQ Dipping Sauce,2,0,0.51,0,0,100
93,,"Regular No Chorizo, No Cry [Dine-in]",2,0,46.39,1,0,100
94,,Brooky Ginger Beer Bottle,2,0,28.24,0,6.77,76
95,,Buffalo Trace Bourbon [House],2,0,14,0,4.55,68
96,,Oceanside,2,0,40,1,6.63,83
97,,Ottelia Cab Sav - Regular,2,0,34,0,8.75,74
98,,Swap Gravy for Aioli,2,0,0,0,0,0
99,,Choc  Brownie,2,0,0,0,0,0
100,,Coconut Margarita,2,0,42.35,1,8.06,81
101,,Two Tonne Riesling - Large,2,0,50.86,1,13.23,74
102,,Tofu San Dumplings,2,0,32.55,0,0,100
103,,Pink Lemonade Glass,2,0,9.15,0,0.27,97
104,,Delivery Fee [Me&U],2,0,8.13,0,0,100
105,,Large Bubba Gump,2,0,52,1,0,100
106,,Status Quo - Schooner,2,0,25.21,0,5.99,76
107,,Status Quo - Pint,2,0,32.27,0,8.03,75
108,,Regular Hawaiian,2,0,33.27,0,0,100
109,,Fries D,2,0,25,0,0,100
110,,.Garlic Bread,2,0,0,0,0,0
111,,Rocket Man D,2,0,30,0,0,100
112,,Add Pepperoni,2,0,4.03,0,0,100
113,,Cheesy Garlic Bread,2,0,12,0,0,100
114,,Regular Sanchez [Dine-in],2,0,46.78,1,0,100
115,,Large Sorrento,2,0,56,1,0,100
116,,BBQ Chicken.,1,0,0,0,0,0
117,,Extra Blue Cheese Dip,1,0,1.02,0,0,100
118,,Large BBQ Chicken Wings Deal,1,0,30.53,0,0,100
119,,No Beans,1,0,0,0,0,0
120,,Trentham Estate Rosé D,1,0,25.45,0,10.55,59
121,,Add Ham,1,0,1.07,0,0,100
122,,Regular Super House Special,1,0,21,0,0,100
123,,Add Spanish Onion,1,0,1.07,0,0,100
124,,Regular Uber Margherita [Dine-in],1,0,20,0,0,100
125,,BBQ  Wings [Deal],1,0,0,0,0,0
126,,Sigurd GSM Red Blend - Regular,1,0,19,0,3.94,79
127,,Brownie,1,0,12.2,0,0,100
128,,Regular Truffalo Soldier,1,0,21,0,0,100
129,,Fish Burrito D,1,0,26,0,0,100
130,,Swap Gravy for Tomato Sauce,1,0,0,0,0,0
131,,2 Glasses,1,0,0,0,0,0
132,,Spaghetti Bolognese D,1,0,12.5,0,0,100
133,,"No Chorizo, No Cry.",1,0,0,0,0,0
134,,San Pellegrino 500ml,1,0,6.1,0,2.2,64
135,,Extra Taco,1,0,7.12,0,0,100
136,,Delivery Fee - Curl Curl / Manly / Dee Why,1,0,5.5,0,0,100
137,,Cri De Couer Pinot Noir - Regular,1,0,28.48,0,12.43,56
138,,Add Mushrooms,1,0,0,0,0,0
139,,Cauliflower Tacos,1,0,20.34,0,0,100
140,,Queso Dip,1,0,1,0,0,100
141,,Year Wines 'Zagara' Orange - Regular,1,0,15.26,0,3.87,75
142,,Add Cherry Tomatoes,1,0,1,0,0,100
143,,Geppetto Pinot Noir - Large Glass,1,0,24.41,0,5.85,76
144,,Chicken Burrito,1,0,26.44,0,0,100
145,,Extra Mozzarella,1,0,2,0,0,100
146,,Sibiliana Nero D'Avola - Bottle,1,0,56.7,1,16.34,71
147,,Large Hail Africa,1,0,29,0,0,100
148,,Gluten-free Jimmy Jury,1,0,27,0,0,100
149,,Eggplant Schnitty,1,0,18.31,0,0,100
150,,Send Kids Food With Mains,1,0,0,0,0,0
151,,Regular Napoletana,1,0,16,0,0,100
152,,Extra Corn Chips,1,0,3.05,0,0,100
153,,Chipotle Mayo Dipping Sauce,1,0,1,0,0,100
154,,On The Rocks,1,0,0,0,0,0
155,,Hills Cider - Schooner,1,0,10.5,0,2.66,75
156,,No Capsicum,1,0,0,0,0,0
157,,Add Olives,1,0,1,0,0,100
158,,Add Grilled Fish,1,0,5,0,0,100
159,,BBQ Wings D,1,0,16,0,0,100
160,,No Salt,1,0,0,0,0,0
161,,Large Little Italy,1,0,29,0,0,100
162,,No Rice,1,0,0,0,0,0
163,,No Vegan Cheese,1,0,0,0,0,0
164,,Add Chilli,1,0,0.5,0,0,100
165,,Rosemary Salted Fries,1,0,12,0,0,100
166,,Swap Tartar for Aioli,1,0,0,0,0,0
167,,Garlic Bread.,1,0,0,0,0,0
168,,Large Sanchez,1,0,29,0,0,100
169,,Crankshaft IPA - Schooner,1,0,13,0,2.63,80
170,,Hills Cider - Pint,1,0,14.24,0,3.57,75
171,,Kids Hawaiian Pizza,1,0,13,0,0,100
172,,Brownie D,1,0,10,0,0,100
173,,Young Henrys Cloudy Cider Can,1,0,12.2,0,2.79,77
174,,Kids Nuggets & Chips,1,0,13,0,0,100
175,,Jalapeños Inside Burrito,1,0,0,0,0,0
176,,.1.25L Coke,1,0,0,0,3.15,0
177,,No Chilli,1,0,0,0,0,0
178,,.1.25L Sprite,1,0,0,0,4.08,0
179,,.BBQ Wings.,1,0,0,0,0,0
180,,Regular Hail Africa,1,0,23,0,0,100
181,,Staff Pizza $5,1,0,5,0,0,100
182,,Cosmopolitan.,1,0,0,0,0,0
183,,Regular Bubba Gump [Dine-in],1,0,20,0,0,100
184,,Brookie's Byron Dry Gin Tonica,1,0,21,0,5.23,75
185,,Padrillos Malbec - Regular,1,0,18,0,4.32,76
186,,Make it Vegan [use vegan cheese],1,0,0,0,0,0
187,,Add Side Salad,1,0,3,0,0,100
188,,Margy Jar,1,0,23.41,0,8.9,62
189,,Chicken Parmy D,1,0,27,0,0,100
190,,Large Meatlovers,1,0,25,0,0,100
191,,Regular El Patron [Dine-in],1,0,23.39,0,0,100
192,,Large Tandoori Chicken Wings Deal,1,0,30,0,0,100
193,,James Boags Light,1,0,8.65,0,2.25,74
194,,Add Prosciutto,1,0,2.03,0,0,100
195,,Regular Hawaiian [Dine-in],1,0,19,0,0,100
196,,Regular Uber Margherita,1,0,21.36,0,0,100
197,,No Pico de Gallo,1,0,0,0,0,0
198,,Bang Bang Cauli D,1,0,17,0,0,100
199,,Add Pineapple,1,0,1,0,0,100
200,,Beef Burrito D,1,0,26,0,0,100
201,,Jimmy Jury.,1,0,0,0,0,0
202,,Down The Garden Path,1,0,21,0,4.14,80
203,,Petits Detours Rosé - Regular,1,0,16.27,0,4.78,71
204,,Regular Cosmopolitan [Dine-in],1,0,21,0,0,100
205,,Two Tonne Riesling - Regular,1,0,17.29,0,3.97,77
206,,Trentham Estate Rosé - Large,1,0,19,0,3.52,81
207,,Beetle Juice,1,0,21.36,0,3.55,83
208,,Cauliflower Burrito,1,0,26.44,0,0,100
209,,Send Kids Food ASAP,1,0,0,0,0,0
210,,Garlic  Bread.,1,0,0,0,0,0
211,,Fizz 'N' Chips,1,0,26.49,0,0,100
212,,Fish Burrito,1,0,26.48,0,0,100
213,,Lemonade Glass,1,0,4,0,0,100
214,,No Ice,1,0,0,0,0,0
215,,Ottelia Chardonnay - Regular,1,0,16,0,3.36,79
216,,Hail Africa.,1,0,0,0,0,0
217,,Large Margherita,1,0,20,0,0,100
218,,Bry Ol San Pell,1,0,0.05,0,2.2,-4294
219,,Rooster Rojo Blanco Tequila [House],1,0,7,0,2.17,69
