Position,Product Number,Product,Quantity,Percent of Quantity,Sale Amount,Percent of Sale Amount,Cost,Percent of Gross Profit
1,,Fresh is Best Lager - Pint,40.5,4,462.24,4,94.9,79
2,,Corona,25,2,256.2,2,63.29,75
3,,Classic Margarita,23,2,426.4,3,85.88,80
4,,Philter XPA - Schooner,23,2,213.56,2,54.65,74
5,,Aioli Dipping Sauce,21,2,2.01,0,0,100
6,,Fish Tacos,19,2,381.52,3,0,100
7,,Fresh is Best Lager - Schooner,19,2,162.41,1,33.2,80
8,,Aperol Spritz,19,2,362.29,3,68.34,81
9,,Stone & Wood - Schooner,16,2,182.28,1,46.56,74
10,,Petits Detours Rosé - Regular,15,1,240.27,2,58.84,76
11,,Jalapeño Marg,14,1,297.2,2,52.38,82
12,,White Light Pure Vodka [House],14,1,122.24,1,21.06,83
13,,Version Two Pinot Grigio - Regular,14,1,137.22,1,24.73,82
14,,Fresh is Best Summer Lager - Schooner,13,1,100.09,1,19.64,80
15,,Kirin - Pint,13,1,190.5,1,42.55,78
16,,Lime,12,1,0,0,0,0
17,,Large Hawaiian,12,1,252.34,2,44.16,83
18,,Large Margherita,12,1,250,2,24.4,90
19,,Garlic Bread,12,1,60.33,0,17.04,72
20,,Soda [mixer],11,1,0,0,0,0
21,,Grifter Pale - Schooner,11,1,101.88,1,27.31,73
22,,Large Pepperoni,10,1,224,2,0,100
23,,Regular Little Italy [Dine-in],10,1,237.15,2,0,100
24,,Coconut Margarita,10,1,190.99,1,40.66,79
25,,American Standard Burger,9,1,231.93,2,0.61,100
26,,Caffé Crema,9,1,191.87,1,21.1,89
27,,Regular Margherita,9,1,144.27,1,0,100
28,,Bombay Dry [House],8,1,78,1,16.09,79
29,,Large Super House Special,8,1,206.88,2,61.55,70
30,,Buffalo Wings,8,1,130.16,1,0,100
31,,Version Two Sparkling - Regular,8,1,61,0,14.13,77
32,,Grifter Pale - Pint,8,1,102,1,26.64,74
33,,Add Mushrooms,7,1,5,0,0,100
34,,BBQ Wings,7,1,103.56,1,0,100
35,,Regular Super House Special,7,1,147.72,1,0,100
36,,Regular Little Italy,7,1,161,1,0,100
37,,No Pineapple,7,1,0,0,0,0
38,,Holy Guacamole,7,1,113.66,1,0,100
39,,Kuku Sauvignon Blanc - Regular,7,1,91.22,1,20.4,78
40,,Casa Gheller Prosecco - Glass,7,1,112.27,1,24.24,78
41,,Sweet Potato Fries,7,1,92.15,1,0,100
42,,Bad Bitch Martini,7,1,140.04,1,22.38,84
43,,Add Olives,6,1,6.02,0,0,100
44,,Bang Bang Cauli,6,1,94.18,1,0,100
45,,Status Quo - Pint,6,1,96.27,1,24.1,75
46,,Tomato Dipping Sauce,6,1,0,0,0,0
47,,❄️Frozen❄️,6,1,0,0,0,0
48,,Ottelia Chardonnay - Regular,6,1,97.1,1,19.5,80
49,,Monkey Shoulder Scotch [House],6,1,48.82,0,0,100
50,,Crankshaft IPA - Pint,6,1,95.2,1,21.14,78
51,,Sensei Calamari,5,0,91.24,1,0,100
52,,Rosemary Salted Fries,5,0,60.81,0,0,100
53,,Pepsi Max Glass,5,0,19.41,0,0,100
54,,Large Cosmopolitan,5,0,129,1,30.09,77
55,,Delivery Fee [Me&U],5,0,20.34,0,0,100
56,,Add Chilli,5,0,2.52,0,0,100
57,,Hugo Spritz,4,0,85.45,1,5.45,94
58,,Regular Hawaiian,4,0,65.27,1,0,100
59,,Large Jimmy Jury,4,0,108.46,1,21.42,80
60,,Oceanside,4,0,84.72,1,13.41,84
61,,Corn Star,4,0,59.77,0,0,100
62,,Frozen Marg,4,0,74.75,1,13.17,82
63,,Scorched As,4,0,74.8,1,13.17,82
64,,Stow Schnitty,4,0,104.46,1,0,100
65,,Regular Roma Special,4,0,84.37,1,0,100
66,,Staff Dinner $5,4,0,20,0,0,100
67,,Truffle Fries,4,0,61.05,0,0,100
68,,BBQ Wings D,4,0,64,0,0,100
69,,Coke Can,4,0,16,0,6.53,59
