Position,Product Number,Product,Quantity,Percent of Quantity,Sale Amount,Percent of Sale Amount,Cost,Percent of Gross Profit
1,,Version Two Pinot Grigio - Regular,31.7,3,260.3,2,56,78
2,,Mulled Wine,30,3,456.35,3,61.13,87
3,,Online Surcharge,30,3,37.93,0,0,100
4,,Fresh is Best Lager - Pint,26,2,278.94,2,63.73,77
5,,Fresh is Best Lager - Schooner,24,2,199.16,1,43.86,78
6,,Philter XPA - Schooner,22,2,213.26,1,49.2,77
7,,Philter XPA - Pint,21,2,252.55,2,62.99,75
8,,Classic Margarita,21,2,335.32,2,85.55,74
9,,White Light Pure Vodka [House],19,2,188.26,1,28.86,85
10,,Guinness Draught - Pint,18,2,312.07,2,84.75,73
11,,Stone & Wood - Pint,16,1,276.53,2,69.68,75
12,,Fresh is Best Summer Lager - Schooner,15,1,113.43,1,23.82,79
13,,Tommy's Margarita,15,1,317.09,2,74.59,76
14,,Stone & Wood - Schooner,14,1,185.39,1,45.46,75
15,,Grifter Pale - Pint,14,1,199.5,1,46.61,77
16,,Grifter Pale - Schooner,12,1,121.51,1,29.79,75
17,,Geppetto Pinot Noir - Regular,12,1,180.95,1,42.15,77
18,,Side Aioli,11,1,5.66,0,0,100
19,,Large Super House Special,11,1,266,2,84.93,68
20,,Trentham Estate Rosé - Regular,11,1,93.24,1,23.21,75
21,,Casa Gheller Prosecco - Glass,11,1,177.06,1,36.81,79
22,,Rosemary Salted Fries,11,1,145.27,1,20.41,86
23,,Flower Child,11,1,240.13,1,31.5,87
24,,BBQ Wings D,11,1,112,1,34.55,69
25,,Villa Fresco Sangiovese - Regular,10.4,1,91.25,1,25.08,73
26,,Arancini Balls [5pc],10,1,224.06,1,0,100
27,,Version Two Sparkling - Regular,10,1,75.23,0,17.67,77
28,,Jalapeño Marg,10,1,167.76,1,8.1,95
29,,Fish Tacos,10,1,205.29,1,21.85,89
30,,On The Rocks,10,1,0,0,0,0
31,,Status Quo - Schooner,10,1,135,1,31.04,77
32,,Garlic Bread,9,1,24.5,0,12.78,48
33,,Brownie D,9,1,13,0,17.52,-35
34,,Online Discount,9,1,-88.5,-1,0,-100
35,,Beef Cheek,9,1,366.96,2,0,100
36,,Kirin - Schooner,9,1,125.99,1,33.78,73
37,,Sweet Potato Fries,8,1,106.99,1,20.22,81
38,,Ottelia Chardonnay - Regular,7,1,112,1,24.21,78
39,,Cheesy Garlic Bread,7,1,52,0,12.41,76
40,,Soda [mixer],7,1,0,0,0,0
41,,Status Quo - Pint,7,1,122.5,1,29.14,76
42,,Large Margherita,7,1,152,1,16.08,89
43,,Side Tomato Sauce,7,1,0,0,0,0
44,,Hendrick's Gin,7,1,98.46,1,18.81,81
45,,Large Hawaiian,7,1,152,1,22.84,85
46,,Buffalo Wings D,7,1,113.5,1,27.31,76
47,,Kirin - Pint,7,1,130.75,1,35.24,73
48,,Fancy Pants Parmy - Classic,6,1,178.8,1,48.63,73
49,,Regular Pepperoni,6,1,90,1,12.77,86
50,,Regular Little Italy [Dine-in],6,1,161.19,1,28.83,82
51,,Bombay Dry [House],6,1,54,0,12.71,76
52,,Kuku Sauvignon Blanc - Regular,6,1,83.04,1,17.49,79
53,,Unico Zelo Terra Cotta - Regular,6,1,114,1,26.27,77
54,,Large Pepperoni,6,1,116,1,27.39,76
55,,Add Anchovies,6,1,12,0,0,100
56,,Beef Burrito,6,1,129.05,1,40.63,69
57,,Baked Camembert,6,1,154.33,1,0,100
58,,Aperol Spritz,6,1,116.43,1,21.32,82
59,,Lychee Martini,6,1,110.63,1,21.74,80
60,,Beetle Juice,6,1,136.32,1,22.02,84
61,,Beef Burger D,6,1,144,1,0,100
62,,Large Bubba Gump,5,0,120,1,27.67,77
63,,Vodka Martini,5,0,110,1,15.04,86
64,,Filthy,5,0,0,0,0,0
65,,Petits Detours Rosé - Regular,5,0,80.53,0,17.39,78
66,,Ottelia Cab Sav - Regular,5,0,83.85,1,23.04,73
67,,Negroni,5,0,107.76,1,19.35,82
68,,Espresso Martini,5,0,101.96,1,16.18,84
69,,Buffalo Wings,5,0,89.21,1,19.51,78
70,,Coconut Margarita,5,0,103.57,1,20.74,80
71,,Regular Hawaiian,5,0,89,1,6.24,93
72,,Mother's Milk Shiraz - Regular,5,0,75,0,16.08,79
73,,"Lemon, Lime & Bitters",4,0,20.49,0,0,100
74,,Add Chilli,4,0,4,0,0,100
75,,Version Two Pinot Grigio - Large,4,0,67.24,0,11.78,82
76,,Sensei Calamari,4,0,79.94,0,9.22,88
77,,Sibiliana Nero D'Avola - Regular,4,0,72.59,0,13.07,82
78,,No Salt,4,0,0,0,0,0
79,,Lemon Meringue Martini,4,0,96,1,14.03,85
80,,Chicken Burrito,4,0,118.48,1,27.19,77
81,,Regular Margherita,4,0,62,0,4.92,92
