Position,Product Number,Product,Quantity,Percent of Quantity,Sale Amount,Percent of Sale Amount,Cost,Percent of Gross Profit
1,,$2 BBQ Wing,102,7,102.97,1,0,100
2,,Classic Margarita,48,3,799.85,5,177.6,78
3,,White Light Pure Vodka [House],40,3,390,2,60.16,85
4,,Stone & Wood - Schooner,36,2,414.6,2,104.77,75
5,,Grifter Pale - Pint,33,2,414.67,2,108.01,74
6,,Fresh is Best Lager - Pint,33,2,381.03,2,80.39,79
7,,Aioli Dipping Sauce,30,2,1.51,0,0,100
8,,Stone & Wood - Pint,30,2,452.32,3,117.09,74
9,,Fresh is Best Lager - Schooner,26,2,209.53,1,47.23,77
10,,American Standard Burger,25,2,489.26,3,0,100
11,,Philter XPA - Schooner,19,1,148.1,1,45.15,70
12,,Garlic Bread,19,1,95.33,1,0,100
13,,Bombay Dry [House],19,1,182.1,1,38.17,79
14,,Jalapeño Marg,16,1,337.43,2,59.32,82
15,,Hill People Oat Cream - Schooner,16,1,168.54,1,36.19,79
16,,Fresh is Best Summer Lager - Schooner,15.4,1,106.8,1,24.32,77
17,,Hendrick's Gin,15,1,181.6,1,41.5,77
18,,Grifter Pale - Schooner,15,1,140.85,1,36.61,74
19,,Aperol Spritz,14,1,218.43,1,48.79,78
20,,Heaps Normal Tin,14,1,147.54,1,37.61,75
21,,No Dipping Sauce,14,1,0,0,0,0
22,,Mulled Wine,14,1,169.43,1,28.05,83
23,,Philter XPA - Pint,13,1,134.28,1,41.43,69
24,,Ottelia Chardonnay - Regular,12,1,180.51,1,43.2,76
25,,Version Two Pinot Grigio - Regular,12,1,114.2,1,19.66,83
26,,Chicken Shindig Burger,12,1,215.16,1,0,100
27,,Villa Fresco Sangiovese - Regular,11,1,78.62,0,26.54,66
28,,Version Two Sparkling - Regular,11,1,114,1,18.84,83
29,,Negroni,11,1,200.68,1,42.27,79
30,,Holy Guacamole,10,1,162.71,1,0,100
31,,Kuku Sauvignon Blanc - Regular,10,1,131.1,1,26.48,80
32,,Fish Tacos,10,1,202.78,1,0,100
33,,BBQ Dipping Sauce,10,1,0.51,0,0,100
34,,Fresh Lime Soda,10,1,30.2,0,0,100
35,,Espresso Martini,10,1,156.61,1,31.45,80
36,,Cheesy Garlic Bread,9,1,54.54,0,0,100
37,,Delivery Fee [Me&U],9,1,36.63,0,0,100
38,,Truffle Fries,9,1,137.36,1,0,100
39,,Fresh is Best Summer Lager - Pint,9,1,104.55,1,19.06,82
40,,Petits Detours Rosé - Regular,9,1,144.27,1,45.99,68
41,,On The Rocks,9,1,0,0,0,0
42,,Tonic [mixer],9,1,0,0,0,0
43,,Chicken Burrito,8,1,199.38,1,0,100
44,,Cucumber,8,1,0,0,0,0
45,,Higher Than Highball,8,1,161.7,1,31.61,80
46,,Regular Margherita,8,1,116.44,1,0,100
47,,Bang Bang Cauli,8,1,129.63,1,0,100
48,,Hill People Oat Cream - Pint,7,0,28,0,21.23,24
49,,Beetle Juice,7,0,147.72,1,29.64,80
50,,Sensei Calamari,7,0,127.24,1,0,100
51,,Olive,7,0,0,0,0,0
52,,Sigurd GSM Red Blend - Regular,7,0,126.31,1,32.34,74
53,,Tomato Dipping Sauce,7,0,0,0,0,0
54,,Rosemary Salted Fries,7,0,85,0,0,100
55,,Casa Gheller Prosecco - Glass,7,0,112,1,27.56,75
56,,Das Juice Pink Pet Nat - Regular,7,0,112.57,1,17.91,84
57,,Crankshaft IPA - Pint,7,0,119.58,1,24.66,79
58,,+$3 Premium Spirit,7,0,21,0,0,100
59,,No Sugar,6,0,0,0,0,0
60,,United States of Dumplings,6,0,97.35,1,0,100
61,,Kids Nuggets D,6,0,69.39,0,0,100
62,,Trentham Estate Rosé - Regular,6,0,72,0,12.17,83
63,,Mother's Milk Shiraz - Regular,6,0,90.51,1,18.6,79
64,,Staff Dinner $5,6,0,30,0,0,100
65,,Oceanside,6,0,91.84,1,30,67
66,,Brewed & Banoffee'd,6,0,133.86,1,21.75,84
67,,Add Mushrooms,6,0,0,0,0,0
68,,Large Super House Special,6,0,138.37,1,0,100
69,,Regular Super House Special,5,0,87.59,0,0,100
70,,Vodka Martini,5,0,95.96,1,14.42,85
71,,Regular Hawaiian,5,0,79.48,0,0,100
72,,Family Hawaiian,5,0,124.42,1,0,100
73,,Swap for Sweet Potato Fries,5,0,9.23,0,0,100
74,,Family Meatlovers,5,0,140.48,1,0,100
75,,Old Fashioned,5,0,100.34,1,23.98,76
76,,Buffalo Wings,5,0,80.56,0,0,100
77,,No Onion,5,0,0,0,0,0
78,,Braulio,5,0,0,0,8.08,0
79,,BBQ Wings D,5,0,65.45,0,0,100
80,,Dirty,5,0,0,0,0,0
81,,Regular New Yorker [Dine-in],5,0,101.4,1,0,100
82,,Regular Meatlovers,5,0,85.88,0,0,100
83,,Fries D,5,0,61.83,0,0,100
84,,Staff Pizza $5,5,0,25,0,0,100
85,,Kuku Sauvignon Blanc - Large,5,0,106.11,1,22.06,79
86,,Geppetto Pinot Noir - Bottle,5,0,301.02,2,83.02,72
87,,Stow Schnitty,5,0,132.22,1,0,100
88,,Petits Detours Rosé - Large,4,0,101.71,1,34.07,67
89,,Sweet Potato Fries,4,0,52.67,0,0,100
90,,"Lemon, Lime & Bitters",4,0,18.16,0,0,100
91,,Large House Special,4,0,87.74,0,0,100
92,,Geppetto Pinot Noir - Regular,4,0,60,0,13.28,78
93,,Status Quo - Pint,4,0,64,0,14.61,77
94,,Little Dragon - Pint,4,0,64,0,0,100
95,,Virgin Margy,4,0,48.81,0,0,100
96,,"Regular No Chorizo, No Cry [Dine-in]",4,0,93.17,1,0,100
97,,Family Margherita,4,0,92.78,1,0,100
98,,Add Onion,4,0,0,0,0,0
99,,Large Meatlovers,4,0,89.78,1,0,100
100,,Peroni,4,0,40,0,9.25,77
101,,Corona,4,0,44,0,10.71,76
102,,Brownie D,4,0,32.42,0,0,100
103,,Bad Bitch Martini,4,0,81.36,0,13.12,84
104,,Coconut Margarita,4,0,84.36,0,15.33,82
105,,Lychee Martini,4,0,77.29,0,13.99,82
106,,Add Anchovies,4,0,4.02,0,0,100
107,,Old Panther - Schooner,4,0,46.58,0,10.4,78
108,,Regular Bubba Gump,4,0,68.29,0,0,100
109,,Totem Totin',3,0,67.12,0,11.68,83
110,,Villa Fresco Sangiovese - Large,3,0,57.97,0,12.06,79
111,,Large Margherita,3,0,66,0,0,100
112,,Status Quo - Schooner,3,0,37.93,0,8.17,78
113,,Fizz 'N' Chips,3,0,84.48,0,0,100
114,,Regular Pepperoni,3,0,54,0,0,100
115,,Regular Little Italy,3,0,57.32,0,0,100
116,,Vegan Cheese [Pizza],3,0,9.1,0,0,100
117,,Large Super Veg,3,0,68,0,0,100
118,,Family Super House Special,3,0,86.72,0,0,100
119,,Family BBQ Chicken Pizza,3,0,84.47,0,0,100
120,,Spaghetti Bolognese D,3,0,34.4,0,0,100
121,,Delivery Fee - Freshwater / Queenscliff,3,0,12,0,0,100
122,,No Cheese [dairy-free],3,0,0,0,0,0
123,,Lime,3,0,0,0,0,0
124,,Petits Detours Rosé Mediterranee - Bottle,3,0,192,1,71.55,63
125,,Beef Burrito D,3,0,70.23,0,0,100
126,,Pepsi Max Glass,3,0,12.07,0,0,100
127,,Coke Can,3,0,12,0,5.13,57
128,,No Garnish,3,0,0,0,0,0
129,,One Ice Block,3,0,0,0,0,0
130,,Coke 1.25L,3,0,16.5,0,9.64,42
131,,Vegilante Vegan Burger,3,0,45.52,0,0,100
132,,Coke Zero Can,3,0,12.07,0,5.13,58
133,,No Chilli,3,0,0,0,0,0
134,,Limoncello Spritz,3,0,57,0,15.88,72
135,,Side Gravy,3,0,3.04,0,0,100
136,,Extra Blue Cheese Dip,3,0,3.04,0,0,100
137,,Add Pineapple,3,0,3.02,0,0,100
138,,Large Bubba Gump,3,0,67.78,0,0,100
139,,Padrillos Malbec - Regular,3,0,54,0,13.43,75
140,,Apple Juice Glass,3,0,12,0,0,100
141,,Buffalo Wings D,3,0,42,0,0,100
142,,Brownie,3,0,36.61,0,0,100
143,,Young Henrys Cloudy Cider Can,3,0,36,0,8.37,77
144,,Crankshaft IPA - Schooner,3,0,39.44,0,7.88,80
145,,Corn Star,3,0,48.82,0,0,100
146,,Rocket Man D,3,0,39.44,0,0,100
147,,Macallan Sherry Oak 12yr,3,0,70.25,0,16.21,77
148,,2 Glasses,3,0,0,0,0,0
149,,Rocket Man,3,0,54.62,0,0,100
