Position,Product Number,Product,Quantity,Percent of Quantity,Sale Amount,Percent of Sale Amount,Cost,Percent of Gross Profit
1,,Grifter Pale - Pint,39,3,504.72,3,130.89,74
2,,Fresh is Best Lager - Pint,38,3,414.04,3,92.96,78
3,,Villa Fresco Sangiovese - Regular,30.8,3,278.44,2,66.41,76
4,,Stone & Wood - Pint,29,2,496.9,3,127.39,74
5,,Classic Margarita,25,2,397.77,2,92.67,77
6,,Fresh is Best Lager - Schooner,25,2,207.18,1,45.6,78
7,,Espresso Martini,24,2,409.17,3,76.6,81
8,,Stone & Wood - Schooner,22,2,278.07,2,72.06,74
9,,Jalapeño Marg,20,2,379.07,2,13.5,96
10,,Side Aioli,17,1,8.74,0,0,100
11,,Side Tomato Sauce,17,1,0.3,0,0,100
12,,Sweet Potato Fries,16,1,214.38,1,40.44,81
13,,Version Two Pinot Grigio - Regular,16,1,171.82,1,26.8,84
14,,Fresh is Best Summer Lager - Schooner,15,1,105.05,1,23.43,78
15,,Kirin - Pint,14,1,259.61,2,70.54,73
16,,Rosemary Salted Fries,14,1,171.14,1,25.97,85
17,,Mother's Milk Shiraz - Regular,13,1,197.95,1,41.81,79
18,,Mulled Wine,13,1,196.96,1,26.42,87
19,,Grifter Pale - Schooner,13,1,143.23,1,32.53,77
20,,Caffé Crema,13,1,281.28,2,31.33,89
21,,Philter XPA - Schooner,13,1,111.22,1,29.8,73
22,,Trentham Estate Rosé - Regular,12,1,125.02,1,24.67,80
23,,Large Meatlovers,12,1,364.78,2,87.01,76
24,,On The Rocks,11,1,0,0,0,0
25,,Petits Detours Rosé - Regular,11,1,178.12,1,38.63,78
26,,Brownie D,10,1,0,0,19.47,0
27,,Garlic Bread,10,1,57.66,0,14.2,75
28,,Side BBQ Sauce,10,1,0,0,0,0
29,,Lemon Meringue Martini,10,1,235.28,1,35.73,85
30,,Holy Guacamole,9,1,148.23,1,33.04,78
31,,Geppetto Pinot Noir - Regular,9,1,136.47,1,29.44,78
32,,Kirin - Schooner,9,1,126,1,33.81,73
33,,Status Quo - Schooner,9,1,117.9,1,27.94,76
34,,Fish Tacos,9,1,164.61,1,19.66,88
35,,Delivery Fee [Me&U],9,1,37.15,0,0,100
36,,Large Super House Special,9,1,266.73,2,66.42,75
37,,Sensei Calamari,8,1,148.11,1,18.44,88
38,,White Light Pure Vodka [House],8,1,80.72,0,12.15,85
39,,Large Pepperoni,8,1,194.58,1,36.52,81
40,,American Standard Burger,8,1,214.8,1,46.75,78
41,,Philter XPA - Pint,8,1,115.96,1,24.6,79
42,,Negroni,8,1,133.69,1,29.95,78
43,,BBQ Wings D,7,1,113.57,1,21.99,81
44,,"Regular No Chorizo, No Cry [Dine-in]",7,1,163.28,1,20.38,88
45,,Status Quo - Pint,7,1,122.5,1,29.14,76
46,,Version Two Pinot Grigio - Large,7,1,136.74,1,19.54,86
47,,Regular Pepperoni,7,1,148,1,14.89,90
48,,Aperol Spritz,7,1,143.29,1,25.74,82
49,,Trutta Streamside Shiraz [Chilled] - Regular,7,1,129.54,1,26.18,80
50,,Lime,6,1,0,0,0,0
51,,Pepsi Max Glass,6,1,26.85,0,0,100
52,,Cheesy Garlic Bread,6,1,46,0,10.64,77
53,,Buffalo Wings D,6,1,96.52,1,23.41,76
54,,Fresh Lime Soda,6,1,21.11,0,0,100
55,,One Ice Cube,6,1,0,0,0,0
56,,Large Tandoori Chicken,5,0,145.82,1,16.51,89
57,,Large Bubba Gump,5,0,152.82,1,29,81
58,,Version Two Sparkling - Regular,5,0,50.63,0,8.35,84
59,,Cauliflower Tacos,5,0,99.31,1,0,100
60,,"Lemon, Lime & Bitters",5,0,25.64,0,0,100
61,,Regular Super House Special,5,0,115.4,1,26.42,77
62,,Sprite Can,5,0,8,0,7.35,8
63,,Bombay Dry [House],5,0,39.36,0,10.22,74
64,,Regular Hail Africa [Dine-in],5,0,134.25,1,14.56,89
65,,Chicken Burrito,5,0,143.67,1,33.99,76
66,,Regular Hawaiian,5,0,98.5,1,6.24,94
67,,Gluten-free [Corn Tortillas],4,0,0,0,0,0
68,,Dormilona Chenin Blanc - Regular,4,0,85.38,1,17.91,79
69,,Coke Can,4,0,4,0,6.72,-68
70,,Regular Uber Margherita [Dine-in],4,0,93.52,1,12.77,86
71,,Delivery Fee - Freshwater / Queenscliff,4,0,20.5,0,0,100
72,,Side Gravy,4,0,4.55,0,1.35,70
73,,Large Margherita,4,0,86.64,1,9.19,89
74,,Side Chipotle Mayo,4,0,4.06,0,0,100
75,,Ottelia Chardonnay - Regular,4,0,64.54,0,13.83,79
76,,Corn Star,4,0,66.1,0,10.21,85
77,,Bang Bang Cauli,4,0,66.11,0,11.04,83
78,,Frozen Marg - Classic,4,0,81.97,1,14.2,83
79,,Lychee Martini,4,0,75.32,0,13.61,82
80,,Fancy Pants Parmy - Classic,4,0,119.8,1,32.42,73
81,,Regular Margherita,4,0,68,0,4.92,93
82,,Young Henrys Cloudy Cider Can,4,0,48,0,11.08,77
83,,BBQ Wings,4,0,61.47,0,12.56,80
84,,Regular BBQ Chicken Pizza,4,0,94.5,1,13.36,86
85,,Hyoketsu Lemon Can,4,0,39.2,0,0,100
86,,Fish Tacos D,4,0,78,0,8.74,89
87,,Coke Zero Can,4,0,12.13,0,6.72,45
88,,Large Hail Africa,4,0,110.64,1,24.97,77
89,,Add Olives,4,0,6.05,0,0,100
90,,Regular New Yorker [Dine-in],4,0,95.03,1,14.34,85
91,,Fries D,4,0,52,0,0,100
92,,Brownie,4,0,49.19,0,11.29,77
93,,Add Prawns,4,0,16.39,0,0,100
94,,Buffalo Wings,3,0,49.58,0,11.71,76
95,,Beef Burrito,3,0,68.12,0,20.31,70
96,,"Grifter - ""Omen"" Nitro Stout - Pint",3,0,49.05,0,11.68,76
97,,Heaps Normal Tin,3,0,32.18,0,7.85,76
98,,Sweet Potato Fries D,3,0,40.41,0,7.58,81
99,,Rocket Man D,3,0,44.46,0,0,100
100,,Large BBQ Chicken Pizza,3,0,88.5,1,13.99,84
101,,Ottelia Cab Sav - Regular,3,0,51,0,9.99,80
102,,Large Jimmy Jury,3,0,84.88,1,18.56,78
103,,Stow Soda - Passionfruit,3,0,27.9,0,0,100
104,,Crankshaft IPA - Pint,3,0,35,0,11.74,66
105,,Ottelia Chardonnay - Large,3,0,75,0,17.29,77
106,,Version Two Sparkling - Bottle,3,0,147,1,25.05,83
107,,Crankshaft IPA - Schooner,3,0,40.94,0,8.75,79
108,,Large Hawaiian,3,0,68,0,9.79,86
109,,Large Little Italy,3,0,86.77,1,25.75,70
110,,Ottelia Cab Sav - Large,3,0,81,0,16.65,79
111,,Add Bacon,3,0,10.53,0,0,100
112,,Add Chilli,3,0,3,0,0,100
113,,Stow Schnitty,3,0,80.56,0,15.98,80
114,,Kids Nuggets & Chips,3,0,40.27,0,6.74,83
115,,Regular Little Italy,3,0,71.73,0,14.41,80
116,,No Onion,3,0,0,0,0,0
117,,Regular Truffalo Soldier [Dine-in],3,0,73.57,0,9.8,87
118,,San Pellegrino 500ml,3,0,0,0,6.57,0
119,,Soda [mixer],3,0,0,0,0,0
120,,Add Anchovies,3,0,6.06,0,0,100
121,,Send Kids Food ASAP,3,0,0,0,0,0
122,,Gluten-free New Yorker,2,0,60,0,15.37,74
123,,Garlic  Bread.,2,0,0,0,0,0
124,,Large Sanchez,2,0,54.89,0,10.98,80
125,,Regular Garlic Cheese Pizza,2,0,23.46,0,2.78,88
126,,Add Chicken,2,0,8.13,0,0,100
127,,Chicken Shindig Burger,2,0,53.7,0,9.53,82
128,,Coconut Margarita,2,0,44,0,7.56,83
129,,Large El Patron,2,0,62,0,11.71,81
130,,Add Garlic,2,0,3,0,0,100
131,,Beetle Juice,2,0,38.22,0,7.28,81
132,,Easy Sauce,2,0,0,0,0,0
133,,Stow Soda - Grapefruit,2,0,18.6,0,0.17,99
134,,Regular Bubba Gump,2,0,47,0,8.31,82
135,,Regular Roma Special,2,0,48,0,8.91,81
136,,Little Dragon Can,2,0,25,0,4.65,81
137,,Chicken Burrito D,2,0,33.6,0,13.6,60
138,,Regular Sanchez [Dine-in],2,0,51.66,0,6.79,87
139,,Temple Parmy.,2,0,57.83,0,10.89,81
140,,Add Mushrooms,2,0,3.05,0,0,100
141,,Regular Jimmy Jury [Dine-in],2,0,51.64,0,6.67,87
142,,Patron Silver,2,0,30.99,0,6.43,79
143,,"Regular No Chorizo, No Cry",2,0,46,0,5.82,87
144,,Fresh is Best Summer Lager - Pint,2,0,21.4,0,4.19,80
145,,Fish Burrito,2,0,56.92,0,11.34,80
146,,Side Queso Dip,2,0,2.06,0,0,100
147,,"Grifter - ""Omen"" Nitro Stout - Schooner",2,0,24.39,0,5.81,76
148,,Old Fashioned,2,0,43.41,0,9.45,78
149,,Tommy's Margarita,2,0,37.68,0,9.25,75
150,,Villa Fresco Sangiovese - Large,2,0,35.28,0,7.19,80
151,,Lemonade Glass,2,0,9.16,0,0,100
152,,Swap Gravy for Tomato Sauce,2,0,0,0,0,0
153,,Make it Vegan [use vegan cheese],2,0,0,0,0,0
154,,Add Jalapenos,2,0,0.9,0,0,100
155,,Philter Red - Schooner,2,0,17.96,0,4.94,73
156,,Swap Fries for Sweet Potato Fries,2,0,4.14,0,0,100
157,,Tonic [mixer],2,0,0,0,0,0
158,,Regular Little Italy [Dine-in],2,0,51.64,0,9.61,81
159,,Mother's Milk Shiraz - Bottle,2,0,119.93,1,32.16,73
160,,Pepperoni.,2,0,0,0,0,0
161,,Virgin Margy,2,0,26.84,0,0,100
162,,Large Roma Special,2,0,60,0,12.44,79
163,,Two Bays Pale Ale Can,2,0,28.92,0,10.82,63
164,,Extra Cheese,2,0,3.27,0,0,100
165,,BBQ  Wings [Deal],2,0,0,0,4.07,0
166,,Rocket Man,2,0,37.18,0,6.39,83
167,,Under the Bridge Pizza,2,0,49.57,0,8.51,83
168,,Regular Meatlovers,2,0,46,0,10.38,77
169,,Trutta Streamside Shiraz [Chilled]- Large,2,0,55.77,0,12.47,78
170,,No Chilli,2,0,0,0,0,0
171,,Boulevardier,2,0,36.22,0,6.91,81
172,,Extra Sauce,2,0,0,0,0,0
173,,Coke 1.25L,1,0,7,0,3.42,51
174,,Make It A Burrito Bowl [gluten-free],1,0,0,0,0,0
175,,No Tomato,1,0,0,0,0,0
176,,Tonkotsu,1,0,10.4,0,0,100
177,,No Anchovies,1,0,0,0,0,0
178,,Add Side Guac,1,0,1.03,0,0,100
179,,Pepsi Max [mixer],1,0,0,0,0,0
180,,No Glasses Needed,1,0,0,0,0,0
181,,Large Uber Margherita,1,0,25.81,0,4.46,83
182,,Gluten-free Little Italy,1,0,28,0,10.24,63
183,,Roma Special.,1,0,0,0,0,0
184,,No Chipotle Mayo,1,0,0,0,0,0
185,,Large Sorrento,1,0,27,0,7.17,73
186,,Patron Silver Margarita,1,0,24.78,0,4.83,81
187,,Jalapeños,1,0,1,0,0,100
188,,"Large No Chorizo, No Cry",1,0,27.91,0,6.31,77
189,,Eggplant Schnitty,1,0,25.82,0,4.27,83
190,,Jug of Water,1,0,0,0,0,0
191,,Large Super House Special Wings Deal,1,0,30,0,7.38,75
192,,Side Blue Cheese Dip,1,0,1,0,0,100
193,,Choc  Brownie,1,0,0,0,1.95,0
194,,Bloody Mary,1,0,23,0,3.04,87
195,,2 Glasses,1,0,0,0,0,0
196,,No Cherry Tomatoes,1,0,0,0,0,0
197,,Gluten-free Hail Africa,1,0,31,0,8.57,72
198,,Feast Deal Pizzas,1,0,45,0,0,100
199,,Regular El Patron,1,0,25,0,3.64,85
200,,Large Paddock,1,0,31,0,5.28,83
201,,Pink Lemonade Glass,1,0,4.65,0,0.14,97
202,,Scorched As,1,0,21.69,0,3.99,82
203,,Add Ham,1,0,3.1,0,0,100
204,,Regular Vegetarian,1,0,16,0,2.37,85
205,,Cri De Couer Pinot Noir - Regular,1,0,30,0,12.43,59
206,,Add Pineapple,1,0,1.5,0,0,100
207,,No Salad,1,0,0,0,0,0
208,,Orange Juice Glass,1,0,5.16,0,0.48,91
209,,La Petite Mort Rosso 2025 - Bottle,1,0,29.4,0,22.89,22
210,,Petits Detours Rosé - Large,1,0,25,0,5.85,77
211,,Lemonade [mixer],1,0,0,0,0,0
212,,Regular El Patron [Dine-in],1,0,25.82,0,3.64,86
213,,❄️Frozen❄️,1,0,0,0,0,0
214,,Dressing on the Side,1,0,0,0,0,0
