Position,Product Number,Product,Quantity,Percent of Quantity,Sale Amount,Percent of Sale Amount,Cost,Percent of Gross Profit
1,,Stone & Wood - Schooner,32,3,366.29,2,93.13,75
2,,Classic Margarita,31,3,521.97,4,111.91,79
3,,Fresh is Best Lager - Pint,28,2,280.2,2,63.48,77
4,,Fresh is Best Summer Lager - Schooner,26.4,2,186.92,1,38.3,80
5,,Fresh is Best Lager - Schooner,24,2,191.53,1,40.57,79
6,,Grifter Pale - Schooner,24,2,192.62,1,57.01,70
7,,Aioli Dipping Sauce,21,2,2.53,0,0,100
8,,Stone & Wood - Pint,20,2,300.51,2,78.06,74
9,,Mulled Wine,19,2,266.72,2,36.66,86
10,,Grifter Pale - Pint,18,2,187.39,1,57.34,69
11,,Philter XPA - Pint,18,2,212,1,53.2,75
12,,Kirin - Schooner,17,1,195.7,1,41.49,79
13,,Garlic Bread,17,1,78.66,1,0,100
14,,Mother's Milk Shiraz - Regular,16,1,238.03,2,55.56,77
15,,Jalapeño Marg,16,1,340.1,2,57.88,83
16,,Holy Guacamole,14,1,227.3,2,0,100
17,,Kuku Sauvignon Blanc - Regular,13,1,170.32,1,37.89,78
18,,Version Two Pinot Grigio - Regular,12,1,125.21,1,21.01,83
19,,On The Rocks,12,1,0,0,0,0
20,,Trentham Estate Rosé - Regular,11,1,102.4,1,21.41,79
21,,Sensei Calamari,10,1,181.88,1,0,100
22,,Version Two Sparkling - Regular,10,1,80,1,17.13,79
23,,Kirin - Pint,10,1,149.02,1,32.73,78
24,,Bang Bang Cauli,10,1,161.66,1,0,100
25,,Negroni,10,1,186.38,1,36.87,80
26,,White Lies Negroni,10,1,223.74,2,45.6,80
27,,Fancy Pants Parmy,9,1,264.96,2,0,100
28,,White Light Pure Vodka [House],9,1,83.17,1,13.54,84
29,,Stow Schnitty,8,1,211.11,1,0,100
30,,Philter Red - Pint,8,1,111.6,1,31.35,72
31,,United States of Dumplings,8,1,129.62,1,0,100
32,,Large Margherita,8,1,153.54,1,0,100
33,,Rosemary Salted Fries,8,1,97.61,1,0,100
