Position,Product Number,Product,Quantity,Percent of Quantity,Sale Amount,Percent of Sale Amount,Cost,Percent of Gross Profit
1,,Fresh is Best Lager - Schooner,40,6,384.56,4,72.36,81
2,,Meat Roast,30,4,926.19,9,0,100
3,,Fresh is Best Summer Lager - Schooner,25,3,230.1,2,39.2,83
4,,Philter XPA - Schooner,19,3,165.39,2,43.38,74
5,,Stone & Wood - Schooner,17,2,236,2,55.88,76
6,,Fresh is Best Lager - Pint,15,2,183.76,2,36.39,80
7,,Stone & Wood - Pint,15,2,275.23,3,66.13,76
8,,Buffalo Wings,13,2,222.81,2,0,100
9,,Classic Margarita,12,2,255.77,2,53.1,79
10,,Holy Guacamole,11,2,189.42,2,0,100
11,,Grifter Pale - Schooner,10,1,127.74,1,24.82,81
12,,Side Aioli,10,1,5.18,0,0,100
13,,Garlic Bread,9,1,54.04,1,12.78,76
14,,Pepsi Max Glass,9,1,44.04,0,0,100
15,,Scorched As,9,1,171.7,2,38.05,78
16,,Aperol Spritz,9,1,156.19,1,30.9,80
17,,Fresh is Best Summer Lager - Pint,8.5,1,107.81,1,17.87,83
18,,Kirin - Schooner,8,1,96.7,1,30.41,69
19,,Brownie D,8,1,0,0,0,0
20,,Large Meatlovers,8,1,236.68,2,61.54,74
21,,Cauliflower Cheese,8,1,58.35,1,0,100
22,,Little Dragon - Schooner,7,1,103.41,1,24.12,77
23,,Stow Schnitty,7,1,203.94,2,0,100
24,,Jalapeño Marg,7,1,153.98,1,10.38,93
25,,On The Rocks,7,1,0,0,0,0
26,,Regular Hawaiian,7,1,149.6,1,8.28,94
27,,Petits Detours Rosé - Regular,6,1,105.6,1,21.21,80
28,,Chicken Leek Pie,6,1,127.47,1,0,100
29,,Lime Wedge,6,1,0,0,0,0
30,,Sensei Calamari,6,1,122.05,1,0,100
31,,Extra Gravy,6,1,11.14,0,0,100
32,,"Lemon, Lime & Bitters",6,1,29.18,0,0,100
33,,Large Super House Special,5,1,145,1,39.11,73
34,,Regular Little Italy [Dine-in],5,1,141.1,1,23.71,83
35,,Casa Gheller Prosecco - Glass,5,1,88,1,16.73,81
36,,Pepsi Glass,5,1,25.07,0,0,100
37,,White Light Pure Vodka [House],5,1,54.45,1,7.52,86
38,,Negroni,5,1,118.54,1,19.39,84
39,,Grifter Pale - Pint,5,1,83.58,1,16.65,80
40,,Version Two Pinot Grigio - Regular,5,1,65.1,1,8.74,87
41,,Fish Tacos,5,1,111.44,1,0,100
42,,Rosemary Salted Fries,5,1,60.27,1,0,100
43,,Sweet Potato Fries,5,1,72.92,1,0,100
44,,Philter XPA - Pint,5,1,82.5,1,15.31,81
45,,Fresh Lime Soda,5,1,19.51,0,0,100
46,,Extra Yorkshire Pudding,5,1,11.07,0,0,100
47,,Peroni 0%,4,1,40.58,0,7.32,82
48,,Fancy Pants Parmy - Classic,4,1,130.75,1,0,100
49,,Ice,4,1,0,0,0,0
50,,Nut Roast,4,1,131.96,1,0,100
51,,Regular Pepperoni,4,1,83.6,1,8.29,90
52,,Geppetto Pinot Noir - Regular,4,1,59.4,1,14.05,76
53,,Add Chilli,4,1,4.44,0,0,100
54,,Grifter Omen Stout Tin,4,1,45.76,0,12.76,72
55,,Add Mushrooms,4,1,6.65,0,0,100
56,,Bombay Dry [House],4,1,48.4,0,8.46,83
57,,Kirin - Pint,4,1,54.45,1,20.39,63
58,,Status Quo - Schooner,4,1,41.58,0,12.09,71
59,,Kuku Sauvignon Blanc - Large,3,0,75.9,1,14.04,81
60,,Delivery Fee [Me&U],3,0,12.39,0,0,100
61,,Trentham Estate Rosé - Regular,3,0,40.03,0,6.33,84
62,,Whispering Angel Rosé - Regular,3,0,92.4,1,20.69,78
63,,Little Dragon - Pint,3,0,59.01,1,13.86,77
64,,Side Tomato Sauce,3,0,0,0,0,0
65,,American Standard Burger,3,0,65.94,1,0.2,100
66,,Corona,3,0,35.03,0,7.82,78
67,,"Regular No Chorizo, No Cry [Dine-in]",3,0,84.3,1,8.55,90
68,,Truffle Fries,3,0,37.5,0,0,100
69,,Rocket Man,3,0,58.72,1,0,100
70,,BBQ Wings,3,0,50.57,0,0,100
71,,Buffalo Wings D,3,0,51.2,0,0,100
72,,No Ice,3,0,0,0,0,0
73,,Regular Tandoori Chicken,3,0,73,1,5.59,92
74,,Caffé Crema,3,0,27.72,0,5.57,80
75,,Bang Bang Cauli,3,0,46.92,0,0,100
76,,Kuku Sauvignon Blanc - Bottle,3,0,184.8,2,42.13,77
77,,Lemonade Glass,3,0,15.17,0,0,100
78,,Coke Zero Can,2,0,8,0,3.74,53
79,,Bad Bitch Martini,2,0,27.72,0,7.53,73
80,,Monteith's Apple Cider Bottle,2,0,23.49,0,6.2,74
81,,Regular Margherita,2,0,34.6,0,2.78,92
82,,Fancy Pants Parmy - Mexicali,2,0,79.52,1,0,100
83,,Ottelia Chardonnay - Regular,2,0,35.2,0,7.02,80
84,,Add Prawns,2,0,8.8,0,0,100
85,,Four Pillars Olive Leaf Gin Tonica,2,0,48.4,0,10.6,78
86,,Status Quo - Pint,2,0,30.8,0,8.11,74
87,,Four Pillars Bloody Shiraz Gin Tonica,2,0,47.71,0,10.37,78
88,,Brownie,2,0,26.83,0,22,18
89,,Large Tandoori Chicken,2,0,58.38,1,5.21,91
90,,Villa Fresco Sangiovese - Regular,2,0,26.4,0,4.82,82
91,,Delivery Fee - Freshwater / Queenscliff,2,0,11,0,0,100
92,,Large Sorrento,2,0,60.67,1,12.93,79
93,,Ginger Ale,2,0,9.08,0,0,100
94,,Large Pepperoni,2,0,50,0,7.73,85
95,,Large El Patron,2,0,61.33,1,10.3,83
96,,Regular New Yorker [Dine-in],2,0,51.42,0,6.17,88
97,,Lychee Martini,2,0,45.44,0,6.84,85
98,,Side Chipotle Mayo,2,0,2.28,0,0,100
99,,Stow Soda - Grapefruit,2,0,20.12,0,0,100
100,,Regular Meatlovers,2,0,48.1,0,11.02,77
101,,Regular Sorrento,2,0,50.13,0,9.26,82
102,,Corn Star,2,0,36.34,0,0,100
103,,Large Hawaiian,2,0,44.72,0,7.62,83
104,,Large Roma Special,2,0,55.9,1,11.04,80
105,,Pineapple Juice Glass,2,0,11.36,0,1.39,88
106,,Kuku Sauvignon Blanc - Regular,2,0,30.8,0,5.72,81
107,,Coconut Margarita,2,0,39.53,0,2.89,93
108,,Petits Detours Rosé - Large,2,0,55,1,11.78,79
109,,Large Cosmopolitan,2,0,55.9,1,12.26,78
