Position,Product Number,Product,Quantity,Percent of Quantity,Sale Amount,Percent of Sale Amount,Cost,Percent of Gross Profit
1,,Unlimited Dumplings,66,20,1297.77,27,0,100
2,,Fresh is Best Lager - Pint,14,4,166,3,32.81,80
3,,Kirin - Pint,10,3,144,3,32.73,77
4,,Mie Goreng,10,3,223.36,5,0,100
5,,Pepsi Max Glass,10,3,40.35,1,0,100
6,,Fresh is Best Lager - Schooner,9,3,69.4,1,15.72,77
7,,Outback Prawn Toast,7,2,99.22,2,0,100
8,,Sticky Chicken Wings,7,2,92.33,2,0,100
9,,Dumplings - Prawn Har Gow [GF],6,2,71.2,1,0,100
10,,Popcorn Cauliflower,6,2,73.21,2,0,100
11,,Katsu Curry,6,2,157.77,3,0,100
12,,Stone & Wood - Schooner,6,2,68.25,1,17.46,74
13,,Grifter Pale - Pint,6,2,64,1,19.98,69
14,,Duck Spring Rolls,6,2,79.33,2,0,100
15,,Chicken,5,2,20.35,0,0,100
16,,Fresh is Best Summer Lager - Schooner,5,2,39.78,1,7.56,81
17,,Philter XPA - Schooner,5,2,52.86,1,11.88,78
18,,BBQ Pork Buns,5,2,70.98,1,0,100
19,,Tommy's Margarita,5,2,100,2,22.4,78
20,,Dumplings - Beef & Cabbage,5,2,61.03,1,0,100
21,,Grifter Pale - Schooner,5,2,49,1,12.41,75
22,,Fried Rice,4,1,89.48,2,0,100
23,,"Lemon, Lime & Bitters",4,1,18.31,0,0,100
24,,Aperol Spritz,4,1,76,2,14.11,81
25,,Crankshaft IPA - Pint,4,1,68.3,1,14.09,79
26,,Kirin - Schooner,3,1,34.9,1,7.32,79
27,,Little Dragon - Pint,3,1,45,1,0,100
28,,Petits Detours Rosé - Regular,3,1,48,1,12.7,74
29,,Philter XPA - Pint,3,1,42.25,1,9.56,77
30,,White Light Pure Vodka [House],3,1,30,1,4.51,85
31,,Trentham Estate Rosé - Regular,3,1,36,1,5.96,83
32,,Shredded Beef,3,1,73.23,2,0,100
33,,Heaps Normal Tin,3,1,31.5,1,7.78,75
34,,Poor Tom's Strawberry Gin Tonica,3,1,63.36,1,12.85,80
35,,Unico Zelo Terra Cotta - Regular,3,1,48,1,10.75,78
36,,Stone & Wood - Pint,3,1,45.26,1,11.71,74
37,,Fresh Lime Soda,2,1,6.1,0,0,100
38,,Vegetarian Option,2,1,0,0,0,0
39,,Tofu,2,1,8.14,0,0,100
40,,Archie Rose Signature Gin,2,1,24.2,1,5.07,79
41,,Pink Lemonade Glass,2,1,9.16,0,0.27,97
42,,Trutta Streamside Shiraz [Chilled] - Regular,2,1,32.27,1,8.22,75
43,,Edamame,2,1,26.22,1,0,100
44,,Coconut Margarita,2,1,37.28,1,8.1,78
45,,Kuku Sauvignon Blanc - Large,2,1,42.36,1,9.72,77
46,,Pepsi Glass,2,1,8.14,0,0,100
47,,Casa Gheller Prosecco - Glass,2,1,32,1,6.69,79
48,,Amarretto Sour,2,1,40,1,7.93,80
49,,Little Dragon - Schooner,2,1,22,0,0,100
50,,Kuku Sauvignon Blanc - Regular,2,1,26.44,1,5.83,78
51,,Lemonade Glass,2,1,6.47,0,0,100
52,,Veg Spring Rolls,2,1,26,1,0,100
53,,Two Tonne Riesling - Regular,2,1,34.29,1,7.94,77
54,,Dumplings - Veg Gyoza,2,1,24.41,1,0,100
55,,Rooster Rojo Blanco Tequila [House],2,1,17,0,4.34,74
56,,Jug of Water,1,0,0,0,0,0
57,,Chashu Pork Belly,1,0,0,0,0,0
58,,Dormilona Chenin Blanc - Bottle,1,0,75.26,2,20.35,73
59,,Corona,1,0,10.5,0,2.53,76
60,,Scorched As,1,0,21,0,3.28,84
61,,Tonic [mixer],1,0,0,0,0,0
62,,Gluten-free,1,0,0,0,0,0
63,,Puerto Sunset,1,0,21,0,4.26,80
64,,Hugo Spritz,1,0,21.36,0,5.29,75
65,,Kids Shoyu,1,0,12.2,0,0,100
66,,Young Henrys Cloudy Cider Can,1,0,12.2,0,3.03,75
67,,White Lies Negroni,1,0,21.36,0,4.31,80
68,,Brownie,1,0,12,0,11,8
69,,Lychee Martini,1,0,19.32,0,3.66,81
70,,Trutta Streamside Shiraz [Chilled]- Large,1,0,24,1,6.85,71
71,,Caffé Crema,1,0,21,0,2.36,89
72,,Year Wines 'Zagara' Orange - Regular,1,0,15,0,3.87,74
73,,Scout Pinot Gris - Regular,1,0,18.31,0,3.96,78
74,,Jasmine Rice,1,0,4,0,0,100
75,,Fried Egg,1,0,4.07,0,0,100
76,,❄️Frozen❄️,1,0,0,0,0,0
77,,Petits Detours Rosé Mediterranee - Bottle,1,0,64,1,19.75,69
78,,Kids Mie Goreng,1,0,12.2,0,0,100
79,,Bundaberg Ginger Beer,1,0,4.58,0,0.85,81
80,,Limoncello Spritz,1,0,21.36,0,5.32,75
81,,Kids Tonkotsu,1,0,12.2,0,0,100
82,,3 Glasses,1,0,0,0,0,0
83,,No Garnish,1,0,0,0,0,0
84,,Ottelia Cab Sav - Regular,1,0,17,0,4.38,74
85,,Fresh is Best Summer Lager - Pint,1,0,12.2,0,2.03,83
86,,Monteith's Apple Cider Bottle,1,0,10.5,0,3.01,71
87,,Marinated Tofu,1,0,0,0,0,0
88,,Cri De Couer Pinot Noir - Regular,1,0,28,1,12.43,56
89,,Frozen Marg,1,0,19,0,3.28,83
90,,1x Soft-boiled Egg,1,0,2.54,0,0,100
91,,Status Quo - Schooner,1,0,12.5,0,2.99,76
92,,Version Two Pinot Grigio - Regular,1,0,7,0,1.77,75
