Position,Product Number,Product,Quantity,Percent of Quantity,Sale Amount,Percent of Sale Amount,Cost,Percent of Gross Profit
1,,Stone & Wood - Pint,23,6,389.3,8,101.05,74
2,,Stow Schnitty,21,5,445.8,9,111.84,75
3,,Grifter Pale - Pint,14,4,178.02,4,46.86,74
4,,Philter XPA - Schooner,12.7,3,126.79,3,29,77
5,,Villa Fresco Sangiovese - Regular,11,3,128.39,3,23.72,82
6,,Side Aioli,10,3,5.12,0,0,100
7,,Fancy Pants Parmy - Classic,10,3,244.75,5,81.06,67
8,,Fresh is Best Lager - Schooner,9,2,61.85,1,16.42,73
9,,Side Tomato Sauce,8,2,0,0,0,0
10,,Fresh is Best Lager - Pint,7,2,78.23,2,17.12,78
11,,Regular Pepperoni,6,2,104.4,2,12.77,88
12,,Version Two Pinot Grigio - Regular,6,2,62.78,1,10.19,84
13,,Mother's Milk Shiraz - Regular,6,2,91.98,2,19.3,79
14,,American Standard Burger,5,1,131.7,3,29.22,78
15,,Fresh is Best Summer Lager - Pint,5,1,50,1,10.52,79
16,,Status Quo - Pint,5,1,87.5,2,20.82,76
17,,Trentham Estate Rosé - Regular,5,1,56.42,1,9.32,83
18,,Fresh is Best Summer Lager - Schooner,5,1,38.08,1,7.84,79
19,,Pepsi Max Glass,4,1,18.59,0,0,100
20,,Eggplant Schnitty,4,1,86.74,2,17.06,80
21,,White Light Pure Vodka [House],4,1,42.9,1,6.08,86
22,,Rosemary Salted Fries,4,1,49.17,1,7.42,85
23,,Two Tonne Riesling - Regular,4,1,80,2,15.87,80
24,,Fresh Lime Soda,4,1,14.23,0,0,100
25,,Frozen Marg - Classic,4,1,80,2,13.81,83
26,,Tonkotsu,4,1,31.2,1,0,100
27,,Monkey Shoulder Scotch [House],3,1,28.6,1,0,100
28,,"Lemon, Lime & Bitters",3,1,15,0,0,100
29,,Sensei Calamari,3,1,54,1,6.92,87
30,,Version Two Pinot Grigio - Large,3,1,58.88,1,8.49,86
31,,Kirin - Pint,3,1,57,1,15.1,74
32,,Stone & Wood - Schooner,3,1,39,1,9.83,75
33,,Bang Bang Cauli,3,1,49.58,1,8.28,83
34,,Beetle Juice,3,1,65.06,1,10.77,83
35,,Chashu Pork Belly,3,1,0,0,0,0
36,,Kirin - Schooner,3,1,42.92,1,11.26,74
37,,Aperol Spritz,3,1,42.91,1,11.36,74
38,,Brownie,2,1,24.39,0,5.65,77
39,,Olive,2,1,0,0,0,0
40,,Das Juice Pink Pet Nat - Regular,2,1,32.53,1,6.6,80
41,,Tommy's Margarita,2,1,43.38,1,9.29,79
42,,No Salad,2,1,0,0,0,0
43,,Casa Gheller Prosecco - Glass,2,1,32,1,7.16,78
44,,Mulled Wine,2,1,30,1,4.03,87
45,,Send Kids Food ASAP,2,1,0,0,0,0
46,,Coke 1.25L,2,1,14,0,6.56,53
47,,Fish Tacos,2,1,41.34,1,4.37,89
48,,Grifter Pale Ale Cans D,2,1,8.4,0,6.18,26
49,,Fish Burrito,2,1,57.84,1,11.34,80
50,,Pink Lemonade Glass,2,1,9.3,0,0.27,97
51,,Regular Margherita,2,1,34,1,2.46,93
52,,Two Bays Pale Ale Can,2,1,28.92,1,10.03,65
53,,Kids Hawaiian Pizza,2,1,26,1,0,100
54,,Chicken Burrito,2,1,57.84,1,13.6,76
55,,Dirty,2,1,0,0,0,0
56,,Beef Burger [no chips] Solo Combo,2,1,40,1,0,100
57,,Crankshaft IPA - Pint,2,1,35,1,8.6,75
58,,1x Soft-boiled Egg,2,1,1,0,0,100
59,,Gin Martini,2,1,42,1,7.55,82
60,,Swap Gravy for Aioli,2,1,0,0,0,0
61,,Pepsi Glass,2,1,9,0,0,100
62,,Send Kids Food With Mains,2,1,0,0,0,0
63,,Add Side Guac,2,1,2.06,0,0,100
64,,No Onion,2,1,0,0,0,0
65,,Regular Hail Africa [Dine-in],2,1,53.7,1,5.82,89
66,,Regular Super House Special,1,0,22,0,5.28,76
67,,No Pico de Gallo,1,0,0,0,0,0
68,,Bombay Dry [House],1,0,11.36,0,2.04,82
69,,Add Side Queso Dip,1,0,1.03,0,0,100
70,,Add Sour Cream,1,0,1.5,0,0,100
71,,Swap Fries for Sweet Potato Fries,1,0,2.07,0,0,100
72,,Easy Sauce,1,0,0,0,0,0
73,,Young Henrys Cloudy Cider Can,1,0,12,0,2.77,77
74,,Regular Bubba Gump,1,0,26,1,4.15,84
75,,Rocket Man,1,0,18.61,0,3.2,83
76,,Brownie D,1,0,0,0,1.95,0
77,,Buffalo Wings D,1,0,16,0,3.9,76
78,,Status Quo - Schooner,1,0,13.5,0,3.1,77
79,,Side Guac,1,0,1.03,0,0,100
80,,2x Soft-boiled Eggs,1,0,1.6,0,0,100
81,,Regular BBQ Chicken Pizza,1,0,24.5,0,3.34,86
82,,Delivery Fee [Me&U],1,0,4.13,0,0,100
83,,Btl Villa Fresco Sangiovese D,1,0,25,0,10.78,57
84,,Ottelia Cab Sav - Large,1,0,27,1,5.55,79
85,,Gluten-free Hawaiian,1,0,21,0,7.04,66
86,,Lemon,1,0,0,0,0,0
87,,Buffalo Wings,1,0,16,0,3.9,76
88,,Regular Super House Special [Dine-in],1,0,25,0,5.28,79
89,,Meatlovers.,1,0,0,0,0,0
90,,Swap Gravy for Tomato Sauce,1,0,0,0,0,0
91,,Side Blue Cheese Dip,1,0,1.03,0,0,100
92,,Add Chilli,1,0,1,0,0,100
93,,Sweet Potato Fries D,1,0,14,0,2.53,82
94,,Add Calabrese,1,0,4,0,0,100
95,,Jug of Water,1,0,0,0,0,0
96,,Less Cheese,1,0,0,0,0,0
97,,Regular Vegetarian,1,0,16,0,2.37,85
98,,VB Tinnie,1,0,9.3,0,1.96,79
99,,Vegan Aioli,1,0,0,0,0,0
100,,No Salt,1,0,0,0,0,0
101,,Corn Star,1,0,16,0,2.55,84
102,,Add Mushrooms,1,0,1.5,0,0,100
103,,Side Gravy,1,0,1.55,0,0.34,78
104,,Sorrento.,1,0,0,0,0,0
105,,No Pineapple,1,0,0,0,0,0
106,,Oceanside,1,0,21,0,3.41,84
107,,Padrillos Malbec - Regular,1,0,18,0,4.48,75
108,,Sigurd GSM Red Blend - Regular,1,0,20,0,4.62,77
109,,Large Paddock,1,0,27,1,5.28,80
110,,Kids Nuggets & Chips,1,0,13,0,2.25,83
111,,Glass of Ice on the Side,1,0,0,0,0,0
112,,Frozen Marg - Jalapeño,1,0,22,0,3.45,84
113,,"Regular No Chorizo, No Cry [Dine-in]",1,0,25.82,1,2.91,89
114,,Philter XPA - Pint,1,0,15,0,3.06,80
115,,Vegilante Vegan Burger,1,0,26,1,7.42,71
116,,Large Pepperoni,1,0,28,1,4.56,84
117,,1.25L Coke.,1,0,0,0,3.28,0
118,,Ottelia Chardonnay - Large,1,0,25.82,1,5.85,77
119,,Villa Fresco Sangiovese - Bottle,1,0,29.4,1,10.78,63
120,,Beef Burrito,1,0,28.91,1,6.77,77
121,,Grifter Pale - Schooner,1,0,7,0,2.5,64
122,,Add Prawns,1,0,4,0,0,100
123,,Tonic [mixer],1,0,0,0,0,0
124,,Fancy Pants Parmy - Mexicali,1,0,30.99,1,0,100
125,,Petits Detours Rosé - Regular,1,0,14.4,0,3.54,75
126,,Cheesy Garlic Bread,1,0,8,0,1.77,78
127,,Regular Sanchez,1,0,23.73,0,3.39,86
128,,Daiquiri,1,0,21,0,4.92,77
129,,Lemonade Glass,1,0,4.65,0,0,100
130,,Cri De Couer Pinot Noir - Regular,1,0,30,1,12.43,59
131,,Add Prosciutto,1,0,4,0,0,100
132,,Side BBQ Sauce,1,0,0,0,0,0
133,,Delivery Fee - Freshwater / Queenscliff,1,0,5,0,0,100
134,,Solo 1.25L,1,0,3.6,0,3.55,1
135,,BBQ Wings,1,0,15,0,3.14,79
136,,Large New Yorker,1,0,27.85,1,5.01,82
137,,Gluten-free [Rice Noodles],1,0,0,0,0,0
138,,Large Little Italy,1,0,27,1,8.58,68
139,,Temple Parmy.,1,0,24,0,5.44,77
140,,Vegan,1,0,0,0,0,0
141,,Gluten-free [Corn Tortillas],1,0,0,0,0,0
142,,BBQ Wings D,1,0,16,0,3.14,80
143,,Ginger Ale,1,0,4.13,0,0,100
