Position,Product Number,Product,Quantity,Percent of Quantity,Sale Amount,Percent of Sale Amount,Cost,Percent of Gross Profit
1,,Classic Margarita,22,5,328.98,5,85.59,74
2,,Grifter Pale - Pint,19,4,253.8,4,63.56,75
3,,Stone & Wood - Schooner,15,3,195.41,3,49.1,75
4,,Jalapeño Marg,11,2,186.05,3,8.91,95
5,,Lychee Martini,9,2,133.83,2,30.63,77
6,,Version Two Pinot Grigio - Regular,9,2,68.23,1,15.36,77
7,,Mulled Wine,7,1,105.99,2,14.39,86
8,,Coconut Margarita,7,1,122.39,2,27.7,77
9,,Grifter Pale - Schooner,7,1,76.23,1,17.46,77
10,,Side Tomato Sauce,7,1,0,0,0,0
11,,Side Aioli,7,1,3.64,0,0,100
12,,Kirin - Schooner,6.4,1,90.98,1,24.19,73
13,,No Salt,6,1,0,0,0,0
14,,Casa Gheller Prosecco - Glass,6,1,97.05,2,20.08,79
15,,Fresh is Best Summer Lager - Schooner,6,1,44.43,1,9.53,79
16,,Fresh is Best Lager - Schooner,6,1,47,1,10.94,77
17,,Beef Burrito,6,1,128.12,2,40.63,68
18,,Philter XPA - Schooner,6,1,64.88,1,13.83,79
19,,Villa Fresco Sangiovese - Regular,5,1,50.4,1,12.09,76
20,,Fish Tacos,5,1,101.99,2,10.92,89
21,,Rosemary Salted Fries,5,1,66.61,1,9.28,86
22,,Crankshaft IPA - Pint,5,1,88.69,1,19.56,78
23,,On The Rocks,5,1,0,0,0,0
24,,American Standard Burger,5,1,138.93,2,29.22,79
25,,Geppetto Pinot Noir - Regular,5,1,77.46,1,16.69,78
26,,Version Two Sparkling - Regular,4,1,33.46,1,6.75,80
27,,Kuku Sauvignon Blanc - Regular,4,1,55.07,1,11.4,79
28,,Trentham Estate Rosé - Large,4,1,77.25,1,14.07,82
29,,Fancy Pants Parmy - Classic,4,1,119.8,2,32.42,73
30,,Fresh is Best Lager - Pint,4,1,40,1,9.79,76
31,,"Lemon, Lime & Bitters",4,1,20.48,0,0,100
32,,Pepsi Max Glass,4,1,18.6,0,0,100
33,,Stow Schnitty,4,1,111.12,2,21.3,81
34,,Trutta Streamside Shiraz [Chilled] - Regular,4,1,72,1,14.96,79
35,,Status Quo - Pint,4,1,68.25,1,16.36,76
36,,Brownie D,3,1,0,0,5.84,0
37,,❄️Frozen❄️,3,1,0,0,0,0
38,,Mother's Milk Shiraz - Regular,3,1,45.49,1,9.65,79
39,,Chicken Burrito D,3,1,77,1,20.4,74
40,,1 Glass,3,1,0,0,0,0
41,,Flower Child,3,1,66,1,8.72,87
42,,Old Fashioned,3,1,66,1,14.27,78
43,,Regular Truffalo Soldier [Dine-in],3,1,78.85,1,9.8,88
44,,Sensei Calamari,3,1,59.15,1,6.92,88
45,,Beef Cheek,3,1,123.62,2,0,100
46,,Large Hawaiian,3,1,84,1,9.79,88
47,,Send Kids Food ASAP,3,1,0,0,0,0
48,,San Pellegrino 500ml,3,1,27.9,0,6.96,75
49,,Delivery Fee - Freshwater / Queenscliff,3,1,15,0,0,100
50,,Make It A Burrito Bowl [gluten-free],3,1,0,0,0,0
51,,Regular Jimmy Jury [Dine-in],3,1,81.9,1,10.01,88
52,,Regular Hail Africa [Dine-in],3,1,83.66,1,8.74,90
53,,Negroni,3,1,45.49,1,11.6,75
54,,Petits Detours Rosé - Large,3,1,77.46,1,17.5,77
55,,Arancini Balls [5pc],3,1,76.33,1,0,100
56,,Under the Bridge Pizza,2,0,52.85,1,8.51,84
57,,Onion Rings,2,0,24.39,0,0,100
58,,Eggplant Schnitty,2,0,53.72,1,8.53,84
59,,Hugo Spritz,2,0,35.12,1,2.59,93
60,,Cauliflower Tacos,2,0,41.32,1,0,100
61,,Side Chipotle Mayo,2,0,2.06,0,0,100
62,,"No Chorizo, No Cry.",2,0,0,0,0,0
63,,Caramelised Onion Jam,2,0,6.2,0,0,100
64,,Eggplant Parmy,2,0,59.93,1,0,100
65,,Jug of Water,2,0,0,0,0,0
66,,Heaps Normal Tin,2,0,22,0,5.34,76
67,,Kids Hawaiian Pizza,2,0,26.87,0,0,100
68,,BBQ Wings [Wings Deal],2,0,0,0,0,0
69,,Garlic Bread,2,0,11.5,0,2.84,75
70,,Fries D,2,0,26,0,0,100
71,,Better Beer Tin,2,0,21,0,5,76
72,,Sweet Potato Fries,2,0,26.86,0,5.06,81
73,,Add Jalapenos,2,0,2.58,0,0,100
74,,Pink Lemonade Glass,2,0,9.3,0,0.27,97
75,,Swap Fries for Sweet Potato Fries,2,0,4.14,0,0,100
76,,BBQ Wings,2,0,32.67,1,6.28,81
77,,Rocket Man,2,0,36,1,6.39,82
78,,Two Tonne Riesling - Regular,2,0,40,1,8.54,79
79,,Scorched As,2,0,35.13,1,8.3,76
80,,Garlic  Bread.,2,0,0,0,0,0
81,,Pepperoni.,2,0,0,0,0,0
82,,Rooster Rojo Blanco Tequila [House],2,0,22,0,4.43,80
83,,Macallan Sherry Oak 12yr,2,0,52,1,10.81,79
84,,Aperol Spritz,2,0,30.98,0,7.01,77
85,,Lepinja Bread,2,0,20.34,0,0,100
86,,Petits Detours Rosé - Regular,2,0,32,0,7,78
87,,Espresso Martini,2,0,30.49,0,6.47,79
88,,Philter Red - Schooner,2,0,20.9,0,5.07,76
89,,Kirin - Pint,2,0,27.75,0,10.14,63
90,,Baked Camembert,2,0,51.42,1,0,100
91,,Regular Sanchez [Dine-in],2,0,53.7,1,6.79,87
92,,White Light Pure Vodka [House],2,0,16.9,0,3.04,82
93,,Bundaberg Ginger Beer,2,0,10.17,0,1.91,81
94,,Quiet Riot Negroni,2,0,33,1,8.73,74
95,,Unico Zelo Terra Cotta - Regular,2,0,38.64,1,8.76,77
96,,Beef Burrito D,2,0,55,1,13.54,75
97,,Regular Uber Margherita [Dine-in],2,0,46.76,1,6.39,86
98,,Whispering Angel Rosé - Regular,2,0,56,1,13.1,77
99,,BBQ Wings D,1,0,16,0,3.14,80
100,,BBQ Chicken.,1,0,0,0,0,0
101,,Chicken.,1,0,2.07,0,0,100
102,,Regular Bubba Gump,1,0,26,0,4.15,84
103,,Add Prawns,1,0,3,0,0,100
104,,.Garlic Bread,1,0,0,0,1.42,0
105,,Kids Fried Rice,1,0,13.43,0,0,100
106,,No Slaw,1,0,0,0,0,0
107,,Crankshaft IPA - Schooner,1,0,12.15,0,2.92,76
108,,Add Pepperoni,1,0,2,0,0,100
109,,Choc  Brownie,1,0,0,0,1.95,0
110,,Add Anchovies,1,0,1,0,0,100
111,,Fresh Lime Soda,1,0,3.5,0,0,100
112,,Queso Dip,1,0,1.03,0,0.52,50
113,,Side BBQ Sauce,1,0,0,0,0,0
114,,Status Quo - Schooner,1,0,13.94,0,3.05,78
115,,Brownie,1,0,12.39,0,2.82,77
116,,Gluten-free Sanchez,1,0,30.5,0,8.03,74
117,,Coke 1.25L,1,0,7,0,3.69,47
118,,Add Cherry Tomatoes,1,0,1.55,0,0,100
119,,Onion Rings D,1,0,12.9,0,0,100
120,,Add Chicken,1,0,4,0,0,100
121,,Mother's Milk Shiraz - Bottle,1,0,64,1,16.08,75
122,,Dark & Stormy,1,0,15,0,3.77,75
123,,Asahi 3.5%,1,0,10.5,0,2.47,76
124,,Swap for Sweet Potato Fries,1,0,2.07,0,0,100
125,,Rocket Man D,1,0,15,0,0,100
126,,2x Aioli,1,0,1.03,0,0,100
127,,Large Bubba Gump,1,0,25,0,5.8,77
128,,Four Pillars Rare Dry,1,0,14.98,0,2.45,84
129,,Regular New Yorker [Dine-in],1,0,24.79,0,3.59,86
130,,Tonic Glass,1,0,4.13,0,0,100
131,,No Buffalo Aioli,1,0,0,0,0,0
132,,.1.25L Coke,1,0,0,0,3.69,0
133,,Philter XPA - Pint,1,0,15,0,3.09,79
134,,Pineapple Juice Glass,1,0,5.17,0,0.69,87
135,,Extra Taco,1,0,7.23,0,1.09,85
136,,400 Conejos Margarita,1,0,22,0,5.13,77
137,,Apple Juice Glass,1,0,5,0,0.66,87
138,,Add Pineapple,1,0,1.5,0,0,100
139,,Large Pepperoni,1,0,28,0,4.56,84
140,,Coke Zero 1.25L,1,0,7,0,3.67,48
141,,Trentham Estate Rosé - Regular,1,0,7,0,2.14,69
142,,Feast Deal Pizzas,1,0,45,1,0,100
143,,Regular Little Italy,1,0,25,0,4.8,81
144,,Lemon Meringue Martini,1,0,17.55,0,3.49,80
145,,No Mayo,1,0,0,0,0,0
146,,Extra Sauce,1,0,0,0,0,0
147,,Island Time,1,0,24,0,4.2,82
148,,Jalapeños Inside Burrito,1,0,0,0,0,0
149,,Hendrick's Gin,1,0,14,0,2.68,81
150,,Add BBQ Sauce,1,0,1.5,0,0,100
151,,Regular BBQ Chicken Pizza [Dine-in],1,0,26,0,3.34,87
152,,No Guac,1,0,0,0,0,0
153,,Regular Margherita,1,0,17,0,1.23,93
154,,Side Blue Cheese Dip,1,0,1.03,0,0,100
155,,Large Meatlovers Wings Deal,1,0,30,0,7.25,76
156,,Buffalo Wings,1,0,18.09,0,3.9,78
157,,Trutta Streamside Shiraz [Chilled] - Bottle,1,0,32,0,18.7,42
158,,Side Gravy,1,0,1,0,0.34,66
159,,Chicken Shindig Burger,1,0,27.8,0,4.77,83
160,,No Sugar,1,0,0,0,0,0
161,,Large Sanchez VEGAN,1,0,27,0,4.22,84
162,,Kids Nuggets D,1,0,13,0,2.25,83
163,,Large Pepperoni Wings Deal,1,0,30,0,4.56,85
164,,Sibiliana Nero D'Avola - Regular,1,0,18.59,0,3.27,82
165,,Banquet Deal Pizzas,1,0,60,1,0,100
166,,Make it Gluten-free [gf/vg bun w sweet pot. fries],1,0,2.07,0,0,100
167,,Kids Margherita Pizza,1,0,13.43,0,0,100
168,,Add Side Guac,1,0,1.03,0,0,100
169,,Cauliflower Burrito,1,0,28.9,0,5.14,82
170,,Regular Little Italy [Dine-in],1,0,26.87,0,4.8,82
171,,Philter Red - Pint,1,0,7.5,0,3.4,55
172,,Side Sour Cream,1,0,1.03,0,0,100
173,,Large Meatlovers,1,0,31,0,7.25,77
174,,Regular El Patron [Dine-in],1,0,26,0,3.64,86
175,,Fever-Tree Light Tonic [mixer],1,0,1.03,0,0,100
176,,Pepsi Glass,1,0,4.5,0,0,100
177,,Lime,1,0,0,0,0,0
178,,No Spiced Sour Cream,1,0,0,0,0,0
179,,Sour Cream,1,0,1.03,0,0,100
180,,Version Two Pinot Grigio - Large,1,0,19,0,2.84,85
181,,Garlic  Bread,1,0,0,0,1.42,0
182,,Frozen Marg - Classic,1,0,14.46,0,3.72,74
183,,Bad Bitch Martini,1,0,15.3,0,4.09,73
184,,Pie,1,0,33.98,1,0,100
185,,Large Margherita,1,0,23,0,2.3,90
186,,Side Spicy Salsa,1,0,0,0,0,0
187,,Mini Pretzels [bar],1,0,4.65,0,0,100
188,,Bombay Sapphire,1,0,14,0,2.41,83
189,,Amalfi Olives,1,0,11.88,0,0,100
