Position,Product Number,Product,Quantity,Percent of Quantity,Sale Amount,Percent of Sale Amount,Cost,Percent of Gross Profit
1,,Unlimited Dumplings,115,22,2328.78,32,0,100
2,,Grifter Pale - Pint,19,4,256.73,4,51.76,80
3,,"Lemon, Lime & Bitters",17,3,77.44,1,0,100
4,,Pepsi Max Glass,17,3,68.7,1,0,100
5,,Classic Margarita,11,2,195.74,3,40.71,79
6,,Status Quo - Schooner,11,2,137.92,2,32.94,76
7,,Fresh is Best Lager - Pint,11,2,123.12,2,25.78,79
8,,Outback Prawn Toast,11,2,156.7,2,0,100
9,,Aperol Spritz,10,2,192.56,3,35.29,82
10,,Stone & Wood - Schooner,10,2,115.4,2,29.1,75
11,,Fresh is Best Lager - Schooner,10,2,90.77,1,17.47,81
12,,Jalapeño Marg,9,2,191.91,3,33.37,83
13,,Status Quo - Pint,8,2,128.54,2,32.13,75
14,,Sticky Chicken Wings,7,1,92.57,1,0,100
15,,Fresh is Best Summer Lager - Schooner,7,1,45.66,1,10.58,77
16,,Kuku Sauvignon Blanc - Regular,6,1,78.66,1,17.49,78
17,,White Light Pure Vodka [House],6,1,52.14,1,9.02,83
18,,Scorched As,6,1,120.48,2,0,100
19,,Chicken,6,1,24.42,0,0,100
20,,Kirin - Pint,6,1,90.77,1,24.41,73
21,,Mie Goreng,5,1,111.48,2,0,100
22,,On The Rocks,5,1,0,0,0,0
23,,Lemonade Glass,5,1,20.21,0,0,100
24,,Little Dragon Can,5,1,62.5,1,17.61,72
25,,Soda [mixer],5,1,0,0,0,0
26,,Fresh is Best Summer Lager - Pint,5,1,60.21,1,10.13,83
27,,1800 Coconut,5,1,61.03,1,13.49,78
28,,Duck Spring Rolls,5,1,66.14,1,0,100
29,,Petits Detours Rosé - Regular,5,1,81.08,1,18.26,77
30,,Fried Rice,5,1,111.89,2,0,100
31,,Lime,5,1,0,0,0,0
32,,Fresh Lime Soda,5,1,15.2,0,0,100
33,,Glass of Ice on the Side,5,1,0,0,0,0
34,,Jug of Water,5,1,0,0,0,0
35,,Katsu Curry,4,1,79.37,1,0,100
36,,Popcorn Cauliflower,4,1,48.83,1,0,100
37,,Tajin Salt,4,1,0,0,0,0
38,,Trade Winds,4,1,52.89,1,0,100
39,,Trentham Estate Rosé - Regular,4,1,48.42,1,8.65,82
40,,Pink Lemonade Glass,4,1,18.32,0,0.55,97
41,,Samba Ramba,3,1,28.24,0,0,100
42,,BBQ Pork Buns,3,1,42.74,1,0,100
43,,Version Two Pinot Grigio - Regular,3,1,26,0,5.3,80
44,,❄️Frozen❄️,3,1,0,0,0,0
45,,Dormilona Chenin Blanc - Regular,3,1,57.32,1,12.21,79
46,,Villa Fresco Sangiovese - Regular,3,1,33.6,0,7.24,78
47,,Espresso Martini,3,1,43.32,1,9.53,78
48,,Edamame,3,1,39.44,1,0,100
49,,Grifter Pale - Schooner,3,1,31.5,0,6.09,81
50,,Philter XPA - Pint,3,1,25.8,0,9.56,63
51,,Peroni,3,1,32.04,0,7.48,77
52,,2 Glasses,3,1,0,0,0,0
53,,Dragonfly Grenache - Regular,3,1,48.54,1,10.38,79
54,,Shredded Beef,3,1,72.43,1,0,100
55,,Coco Salt,2,0,0,0,0,0
56,,Ginger Ale,2,0,8,0,0,100
57,,Veg Spring Rolls,2,0,26.44,0,0,100
58,,Open Price,2,0,200,3,0,100
59,,Negroni,2,0,36.34,1,7.54,79
60,,Kuku Sauvignon Blanc - Bottle,2,0,102.87,1,29.15,72
61,,Lemon Meringue Martini,2,0,46.78,1,6.93,85
62,,Peroni 0%,2,0,18.31,0,1.79,90
63,,Pineapple Juice Glass,2,0,8.07,0,0,100
64,,Kirin - Schooner,2,0,11.5,0,6.07,47
65,,Old Fashioned,2,0,40,1,9.52,76
66,,Dumplings - Beef & Cabbage,2,0,24.46,0,0,100
67,,Frozen Marg,2,0,38.65,1,6.52,83
68,,Jasmine Rice,2,0,8.14,0,0,100
69,,Dumplings - Prawn Har Gow [GF],2,0,28.52,0,0,100
70,,Das Juice Pink Pet Nat - Regular,2,0,32.27,0,4.02,88
71,,Apple Juice Glass,2,0,8.14,0,0,100
72,,Stow Soda - Passionfruit,2,0,18.3,0,0,100
73,,Mother's Milk Shiraz - Regular,1,0,15,0,3.22,79
74,,Trutta Streamside Shiraz [Chilled]- Large,1,0,24.41,0,6.85,72
75,,Grifter Citra Paradisi IPA - Schooner,1,0,13.22,0,0,100
76,,Hyoketsu Lemon - Schooner,1,0,11.5,0,1.76,85
77,,Velvet Revolver,1,0,21.36,0,3.13,85
78,,Campari,1,0,9,0,0,100
79,,Oceanside,1,0,20.34,0,3.35,84
80,,Chicken.,1,0,2.03,0,0,100
81,,Kids Dumplings - Veg,1,0,8.14,0,0,100
82,,Kids Mie Goreng,1,0,12.2,0,0,100
83,,Stone & Wood - Pint,1,0,15.25,0,3.9,74
84,,Limoncello Spritz,1,0,21.36,0,5.32,75
85,,Bundaberg Ginger Beer,1,0,4.58,0,0.85,81
86,,Domaine Gueguen Chablis - Bottle,1,0,110.02,2,39.44,64
87,,San Pellegrino 500ml,1,0,6.11,0,2.2,64
88,,Deep Fried Ice Cream,1,0,12,0,0,100
89,,Scout Pinot Gris - Regular,1,0,18,0,3.96,78
90,,3 Glasses,1,0,0,0,0,0
91,,Casa Gheller Prosecco - Glass,1,0,16,0,3.42,79
92,,Kuku Sauvignon Blanc - Large,1,0,21.36,0,4.86,77
93,,Trentham Estate Rosé - Large,1,0,19,0,3.61,81
94,,Daiquiri,1,0,20.34,0,4.8,76
95,,Beetle Juice,1,0,21.36,0,3.54,83
96,,Geppetto Pinot Noir - Regular,1,0,15,0,3.03,80
97,,Serpents Kiss - Pint,1,0,14,0,3.72,73
98,,Tuckerbush Margie,1,0,21.36,0,4.02,81
99,,Serpents Kiss - Schooner,1,0,10.68,0,2.77,74
100,,Dumplings - Veg Gyoza,1,0,12.22,0,0,100
101,,Brookie's Byron Dry Gin Tonica,1,0,21.36,0,5.25,75
102,,Pepsi Glass,1,0,4.07,0,0,100
103,,Tommy's Margarita,1,0,20.34,0,4.48,78
104,,Grifter Citra Paradisi IPA - Pint,1,0,16.78,0,0,100
105,,Bad Bitch Martini,1,0,20.34,0,3.17,84
106,,Grifter Big Sur IPA Tin,1,0,14,0,3.64,74
107,,Ottelia Cab Sav - Bottle,1,0,71.19,1,21.88,69
108,,Young Henrys Cloudy Cider Can,1,0,12.2,0,2.58,79
109,,Lychee Martini,1,0,14,0,3.58,74
110,,Bry Ol San Pell,1,0,0.05,0,2.2,-4294
