Position,Product Number,Product,Quantity,Percent of Quantity,Sale Amount,Percent of Sale Amount,Cost,Percent of Gross Profit
1,,Rooster Rojo Blanco Tequila [House],40,8,0,0,86.75,0
2,,Bacardi Blanca [House],24,5,0,0,48.71,0
3,,Fancy Pants Parmy,23,5,465.45,9,0,100
4,,Stow Schnitty,17,4,309.42,6,0,100
5,,Grifter Pale - Pint,14,3,156,3,44.67,71
6,,Mulled Wine,11,2,149.96,3,19.57,87
7,,Fresh is Best Lager - Schooner,11,2,83.45,2,19.3,77
8,,Aioli Dipping Sauce,11,2,3.56,0,0,100
9,,Philter XPA - Pint,10,2,125,2,30.42,76
10,,Grifter Pale - Schooner,9,2,95.24,2,21.41,78
11,,Fresh is Best Summer Lager - Schooner,8,2,63.61,1,11.97,81
12,,Classic Margarita,7,1,129.28,3,25.82,80
13,,Stone & Wood - Schooner,6,1,69.39,1,17.46,75
14,,White Light Pure Vodka [House],6,1,40,1,9.02,77
15,,Status Quo - Schooner,6,1,75.85,1,16.34,78
16,,Fresh is Best Lager - Pint,6,1,68.93,1,14.12,80
17,,Tomato Dipping Sauce,6,1,1.02,0,0,100
18,,Pepsi Glass,5,1,20.21,0,0,100
19,,Version Two Pinot Grigio - Regular,5,1,50.21,1,8.74,83
20,,Eggplant Parmy,5,1,101.02,2,0,100
21,,Status Quo - Pint,5,1,80.6,2,18.26,77
22,,Swap Fries for Sweet Potato Fries,4,1,8.12,0,0,100
23,,Ottelia Cab Sav - Regular,4,1,16,0,14.65,8
24,,Peroni,4,1,40.34,1,9.25,77
25,,Rosemary Salted Fries,4,1,48.62,1,0,100
26,,Buffalo Wings,4,1,64.82,1,0,100
27,,Villa Fresco Sangiovese - Regular,4,1,48.4,1,9.01,81
28,,Domaine Gueguen Chablis - Large,4,1,158.66,3,277.93,-75
29,,Corona,4,1,44,1,10.04,77
30,,Jalapeño Marg,4,1,84.72,2,14.78,83
31,,Version Two Sparkling - Regular,4,1,33,1,6.85,79
32,,"Lemon, Lime & Bitters",4,1,18.08,0,0,100
33,,BBQ Wings,4,1,60.79,1,0,100
34,,Holy Guacamole,4,1,64.81,1,0,100
35,,Beef Burrito,3,1,78.88,2,0,100
36,,Delivery Fee - Freshwater / Queenscliff,3,1,12,0,0,100
37,,Heaps Normal Tin,3,1,31.5,1,7.86,75
38,,Philter Red - Schooner,3,1,34.69,1,8.77,75
39,,Stow's Irish Coffee,3,1,0,0,2.75,0
40,,Lemonade Glass,3,1,12.07,0,0,100
41,,Family Pepperoni,3,1,62.4,1,0,100
42,,BBQ Dipping Sauce,3,1,1.02,0,0,100
43,,Fellr Watermelon Seltzer Tin,3,1,36.41,1,9.5,74
44,,Add Pepperoni,3,1,6,0,0,100
45,,Make It A Burrito Bowl [gluten-free],3,1,0,0,0,0
46,,Fresh is Best Summer Lager - Pint,3,1,23.76,0,6.02,75
47,,American Standard Burger,3,1,79.36,2,0,100
48,,Spaghetti Bolognese D,3,1,34,1,0,100
49,,Stone & Wood - Pint,3,1,45.26,1,11.71,74
50,,Villa Fresco Sangiovese - Bottle,2.7,1,58.1,1,30.39,48
51,,Delivery Fee [Me&U],2,0,8.16,0,0,100
52,,Cranberry Juice Glass,2,0,8.14,0,0,100
53,,Old Fashioned,2,0,40,1,9.32,77
54,,Add Jalapenos,2,0,2,0,0,100
55,,On The Rocks,2,0,0,0,0,0
56,,Trade Winds,2,0,13,0,0,100
57,,Bombay Dry [House],2,0,0,0,3.98,0
