Position,Product Number,Product,Quantity,Percent of Quantity,Sale Amount,Percent of Sale Amount,Cost,Percent of Gross Profit
1,,Classic Margarita,66,4,1211.04,6,240.72,80
2,,$2 BBQ Wing,48,3,57.2,0,0,100
3,,Fresh is Best Lager - Pint,48,3,558.01,3,112.48,80
4,,Philter XPA - Schooner,45,3,421.35,2,106.93,75
5,,Fresh is Best Summer Lager - Schooner,37.7,3,292.44,2,56.97,81
6,,Stone & Wood - Pint,37,2,553.03,3,144.41,74
7,,Stone & Wood - Schooner,34.7,2,398.34,2,100.98,75
8,,On The Rocks,34,2,0,0,0,0
9,,Aioli Dipping Sauce,31,2,1.02,0,0,100
10,,Fresh is Best Lager - Schooner,27,2,220.65,1,47.17,79
11,,Version Two Pinot Grigio - Regular,25,2,236.32,1,44.17,81
12,,Jalapeño Marg,24,2,506.88,3,87.72,83
13,,Bombay Dry [House],24,2,230.17,1,47.94,79
14,,Grifter Pale - Schooner,24,2,231.36,1,59.58,74
15,,American Standard Burger,22,1,343.79,2,0,100
16,,Garlic Bread,18,1,90.65,0,0,100
17,,Geppetto Pinot Noir - Regular,18,1,271.27,1,59.75,78
18,,White Light Pure Vodka [House],17,1,166,1,25.57,85
19,,Espresso Martini,17,1,313.32,2,53.22,83
20,,Villa Fresco Sangiovese - Regular,17,1,196.41,1,41.01,79
21,,Sensei Calamari,16,1,292.38,2,0,100
22,,Negroni,15,1,268.38,1,56.36,79
23,,Version Two Sparkling - Regular,15,1,151.2,1,26.5,82
24,,Kirin - Schooner,14.4,1,161.2,1,35.14,78
25,,Trentham Estate Rosé - Regular,14,1,153.65,1,29.55,81
26,,Grifter Pale - Pint,14,1,155.14,1,46.61,70
27,,Fresh Lime Soda,14,1,42.05,0,0,100
28,,Casa Gheller Prosecco - Glass,14,1,224.56,1,46.84,79
29,,Rosemary Salted Fries,12,1,145.44,1,0,100
30,,Fish Tacos,12,1,243.4,1,0,100
31,,Coconut Margarita,12,1,254.16,1,47.75,81
32,,Petits Detours Rosé - Regular,12,1,192,1,62.03,68
33,,Tomato Dipping Sauce,12,1,0.51,0,0,100
34,,Holy Guacamole,12,1,194.22,1,0,100
35,,Mulled Wine,11,1,154.24,1,21.74,86
36,,Ottelia Chardonnay - Regular,11,1,176.27,1,37.47,79
37,,Status Quo - Pint,10,1,160,1,40.17,75
38,,Regular Margherita,10,1,161.22,1,0,100
39,,BBQ Dipping Sauce,10,1,1.52,0,0,100
40,,Chicken Shindig Burger,9,1,143.49,1,0,100
41,,Buffalo Wings,9,1,145.1,1,0,100
42,,Bang Bang Cauli,8,1,129.36,1,0,100
43,,A. Rodda Tempranillo - Regular,8,1,144.31,1,44.57,69
44,,Cheesy Garlic Bread,8,1,48,0,0,100
45,,Regular Pepperoni,8,1,144,1,0,100
46,,Sweet Potato Fries,7,0,92.34,0,0,100
47,,No Dipping Sauce,7,0,0,0,0,0
48,,Large Margherita,7,0,146.36,1,0,100
49,,Regular Hail Africa [Dine-in],7,0,163,1,0,100
