Position,Product Number,Product,Quantity,Percent of Quantity,Sale Amount,Percent of Sale Amount,Cost,Percent of Gross Profit
1,,Unlimited Dumplings,61,22,1209.36,35,0,100
2,,No Garnish,8,3,0,0,0,0
3,,Grifter Pale - Pint,7,3,98.96,3,23.31,76
4,,Katsu Curry,7,3,183.77,5,0,100
5,,Little Dragon - Schooner,7,3,77.94,2,0,100
6,,Pepsi Max Glass,7,3,28.49,1,0,100
7,,Fresh is Best Lager - Pint,7,3,84.2,2,16.4,81
8,,Kirin - Pint,6,2,91.04,3,19.64,78
9,,Kirin - Schooner,6,2,66.7,2,14.64,78
10,,Version Two Pinot Grigio - Regular,6,2,72.4,2,10.6,85
11,,Trentham Estate Rosé - Regular,6,2,72,2,12.66,82
12,,Kraken Rum,6,2,73.31,2,14.06,81
13,,Fresh is Best Summer Lager - Schooner,5,2,40.61,1,7.56,81
14,,"Lemon, Lime & Bitters",5,2,22.89,1,0,100
15,,Lime Wedge,5,2,0,0,0,0
16,,Pepsi Glass,5,2,20.2,1,0,100
17,,No Ice,4,1,0,0,0,0
18,,Popcorn Cauliflower,4,1,43.6,1,0,100
19,,Shredded Beef,4,1,96.82,3,0,100
20,,Sticky Chicken Wings,4,1,52.45,1,0,100
21,,Classic Margarita,4,1,76.64,2,14.94,81
22,,Padrillos Malbec - Regular,4,1,64.8,2,16.28,75
23,,Mie Goreng,3,1,66.74,2,0,100
24,,Grifter Pale - Schooner,3,1,30.63,1,7.45,76
25,,Pineapple Juice [mixer],3,1,0,0,0,0
26,,Jug of Water,3,1,0,0,0,0
27,,Stone & Wood - Pint,3,1,45.26,1,11.71,74
28,,Apple Juice [mixer],3,1,0,0,0,0
29,,Fresh is Best Summer Lager - Pint,3,1,36.41,1,6.08,83
30,,BBQ Pork Buns,3,1,42.72,1,0,100
31,,Status Quo - Schooner,3,1,35.21,1,8.98,74
32,,Status Quo - Pint,3,1,48.54,1,12.05,75
33,,Bombay Dry [House],2,1,17,0,4.02,76
34,,Stow Soda - Passionfruit,2,1,18.3,1,0,100
35,,Mother's Milk Shiraz - Regular,2,1,30,1,6.43,79
36,,Fresh Lime Soda,2,1,6.11,0,0,100
37,,Pineapple Juice Glass,2,1,8,0,0,100
38,,Jasmine Rice,2,1,8.14,0,0,100
39,,On The Rocks,2,1,0,0,0,0
40,,Pink Lemonade Glass,2,1,9.15,0,0.25,97
41,,Outback Prawn Toast,2,1,28.24,1,0,100
42,,Stone & Wood - Schooner,2,1,23.4,1,5.82,75
43,,Beetle Juice,2,1,42.71,1,7.31,83
44,,Pepsi [mixer],2,1,0,0,0,0
45,,Lemonade Glass,2,1,8.14,0,0,100
46,,Kuku Sauvignon Blanc - Regular,2,1,26.22,1,5.83,78
47,,Bad Bitch Martini,2,1,25.2,1,6.39,75
48,,Aperol Spritz,2,1,34.52,1,7.19,79
49,,Caffé Crema,2,1,42.72,1,4.69,89
50,,Fresh is Best Lager - Schooner,2,1,14.4,0,3.49,76
51,,Oceanside,1,0,21.36,1,3.35,84
52,,Petits Detours Rosé - Regular,1,0,16,0,3.92,75
53,,Monkey Shoulder Scotch [House],1,0,10.17,0,0,100
54,,White Light Pure Vodka [House],1,0,6.3,0,1.5,76
55,,Bundaberg Ginger Beer,1,0,4.58,0,0.9,80
56,,Corona,1,0,10.68,0,2.53,76
57,,Pornstar Martini,1,0,20,1,3.36,83
58,,Chicken,1,0,4.07,0,0,100
59,,Vegetarian Option,1,0,0,0,0,0
60,,Stow Soda - Grapefruit,1,0,9.15,0,0,100
61,,Carnaval Gypsy,1,0,13.8,0,3.54,74
62,,Version Two Sparkling - Regular,1,0,12,0,1.77,85
63,,Dumplings - Prawn Har Gow [GF],1,0,14.24,0,0,100
64,,Ice,1,0,0,0,0,0
65,,Sigurd GSM Red Blend - Regular,1,0,19,1,3.94,79
66,,Heaps Normal Tin,1,0,10.68,0,2.55,76
67,,Version Two Pinot Grigio - Bottle,1,0,49,1,8.83,82
68,,Fried Rice,1,0,22,1,0,100
69,,Johnnie Walker Black,1,0,13.23,0,2.34,82
70,,Hendricks Gin Tonica,1,0,21.36,1,5.59,74
71,,Coconut Margarita,1,0,21,1,4.07,81
72,,Duck Spring Rolls,1,0,13.22,0,0,100
73,,Geppetto Pinot Noir - Regular,1,0,15,0,3.51,77
74,,Edamame,1,0,13.23,0,0,100
75,,Young Henrys Cloudy Cider Can,1,0,12,0,2.8,77
76,,❄️Frozen❄️,1,0,0,0,0,0
77,,Glass of Ice on the Side,1,0,0,0,0,0
78,,Veg Spring Rolls,1,0,13,0,0,100
79,,Sunkissed Spritz,1,0,16.27,0,4.64,71
