Position,Product Number,Product,Quantity,Percent of Quantity,Sale Amount,Percent of Sale Amount,Cost,Percent of Gross Profit
1,,Fresh is Best Lager - Schooner,65,4,559.98,3,118.56,79
2,,Fresh is Best Lager - Pint,56,4,638.59,3,136.99,79
3,,White Light Pure Vodka [House],47,3,502.8,2,71.4,86
4,,Classic Margarita,39,3,667.02,3,146.45,78
5,,Fresh is Best Summer Lager - Schooner,38,3,291.33,1,60.34,79
6,,Stone & Wood - Pint,36,2,614.23,3,158.4,74
7,,Version Two Pinot Grigio - Regular,33,2,292.57,1,54.32,81
8,,Mulled Wine,28,2,423.42,2,56.67,87
9,,Bombay Dry [House],27,2,263.9,1,57.2,78
10,,Stone & Wood - Schooner,23,2,298.09,1,75.45,75
11,,Aperol Spritz,22,1,406.04,2,80.06,80
12,,Villa Fresco Sangiovese - Regular,21,1,206.03,1,45.28,78
13,,Grifter Pale - Pint,19,1,254.97,1,63.77,75
14,,Grifter Pale - Schooner,19,1,167.54,1,47.55,72
15,,Philter XPA - Schooner,18,1,181.59,1,41.27,77
16,,Casa Gheller Prosecco - Glass,17,1,272,1,58.59,78
17,,Rosemary Salted Fries,15,1,182.77,1,27.83,85
18,,Kirin - Schooner,15,1,210.91,1,56.45,73
19,,On The Rocks,14,1,0,0,0,0
20,,Coconut Margarita,14,1,310.45,2,53.64,83
21,,Buffalo Wings,13,1,199.98,1,50.73,75
22,,Side Aioli,13,1,6.74,0,0,100
23,,Version Two Sparkling - Regular,13,1,116.39,1,20.88,82
24,,Philter XPA - Pint,13,1,165,1,39.97,76
25,,Fresh Lime Soda,13,1,46.31,0,0,100
26,,Side Tomato Sauce,12,1,0,0,0,0
27,,Fireball,12,1,144,1,20.26,86
28,,Espresso Martini,12,1,235.03,1,38.33,84
29,,Brownie D,12,1,0,0,23.36,0
30,,BBQ Wings,11,1,167.95,1,34.55,79
31,,Kirin - Pint,11,1,204.11,1,55.51,73
32,,Status Quo - Pint,11,1,190.74,1,44.99,76
33,,Little Dragon Can,11,1,136.66,1,28.76,79
34,,Lemon Meringue Martini,11,1,253.3,1,38.4,85
35,,Buffalo Wings D,11,1,176,1,42.92,76
36,,Large Meatlovers,10,1,282.12,1,72.51,74
37,,Kuku Sauvignon Blanc - Regular,10,1,140.46,1,26.76,81
38,,Tommy's Margarita,10,1,205,1,46.97,77
39,,Jalapeño Marg,10,1,214.83,1,6.75,97
40,,Archie Rose Signature Gin,10,1,130.87,1,26.37,80
41,,Trentham Estate Rosé - Regular,10,1,111.57,1,20.56,82
42,,Fish Tacos,9,1,183.36,1,19.66,89
43,,"Lemon, Lime & Bitters",9,1,45.17,0,0,100
44,,Holy Guacamole,9,1,148.26,1,33.04,78
45,,American Standard Burger,8,1,213.96,1,46.75,78
46,,Ottelia Chardonnay - Regular,8,1,129.05,1,27.66,79
47,,Peroni,8,1,84,0,19.08,77
48,,Petits Detours Rosé - Regular,8,1,129.05,1,27.82,78
49,,"Grifter - ""Omen"" Nitro Stout - Pint",8,1,129.04,1,31.15,76
50,,Hendrick's Gin,8,1,112,1,22.43,80
51,,Garlic Bread,8,1,46.16,0,11.36,75
52,,Large Super House Special,8,1,237.95,1,59.04,75
53,,Fresh is Best Summer Lager - Pint,8,1,90.3,0,17.04,81
54,,Sweet Potato Fries,8,1,107.02,1,20.22,81
55,,Sensei Calamari,8,1,146.98,1,18.44,87
56,,BBQ Wings D,8,1,130.14,1,25.13,81
57,,Large Hawaiian,8,1,208,1,26.1,87
58,,Regular New Yorker [Dine-in],8,1,187.02,1,28.69,85
59,,Mother's Milk Shiraz - Regular,7,0,105,1,22.51,79
60,,Cheesy Garlic Bread,7,0,50.4,0,12.41,75
61,,Regular Super House Special,7,0,164,1,36.99,77
62,,Scorched As,7,0,138.76,1,28.19,80
63,,Lychee Martini,7,0,128.92,1,23.82,82
64,,Geppetto Pinot Noir - Regular,7,0,90.99,0,22.9,75
65,,Lime,7,0,0,0,0,0
66,,Hugo Spritz,6,0,122.22,1,7.6,94
67,,Large Margherita,6,0,132.65,1,13.78,90
68,,Large Pepperoni,6,0,152.65,1,27.39,82
69,,Regular Margherita,6,0,100.51,0,7.38,93
70,,Bang Bang Cauli,6,0,97.61,0,16.57,83
71,,Pepsi Glass,5,0,22.65,0,0,100
72,,Beetle Juice,5,0,106.38,1,18.21,83
73,,Fancy Pants Parmy - Classic,5,0,145.95,1,40.53,72
74,,Jack Daniels,5,0,60,0,10.59,82
75,,Amarretto Sour,5,0,105,1,19.86,81
76,,Delivery Fee - Freshwater / Queenscliff,5,0,25,0,0,100
77,,Crankshaft IPA - Pint,5,0,70,0,19.56,72
78,,Gluten-free Base,5,0,22.71,0,20.5,10
79,,Status Quo - Schooner,5,0,67.94,0,15.25,78
80,,❄️Frozen❄️,5,0,0,0,0,0
81,,Large Sanchez,5,0,144.79,1,27.45,81
82,,Caprioska,5,0,100,0,15.19,85
83,,Regular Pepperoni,5,0,88.4,0,10.64,88
84,,2 Glasses,5,0,0,0,0,0
85,,Regular Uber Margherita [Dine-in],4,0,94.26,0,12.77,86
86,,Asahi 3.5%,4,0,42,0,9.88,76
87,,San Pellegrino 500ml,4,0,36,0,8.93,75
88,,Belvedere Vodka,4,0,57.82,0,9.46,84
89,,Chicken Burrito,4,0,97.96,0,27.19,72
90,,Under the Bridge Pizza,4,0,83.96,0,17.02,80
91,,Petits Detours Rosé Mediterranee - Bottle,4,0,260.18,1,64.91,75
