Position,Product Number,Product,Quantity,Percent of Quantity,Sale Amount,Percent of Sale Amount,Cost,Percent of Gross Profit
1,,Lamb Roast,92,9,2531.82,16,0,100
2,,Fresh is Best Lager - Pint,31,3,410.99,3,70.78,83
3,,Cauliflower Cheese,24,2,120.42,1,0,100
4,,Classic Margarita,22,2,431.97,3,78.89,82
5,,Extra Yorkshire Pudding,20,2,44.6,0,0,100
6,,Aioli Dipping Sauce,20,2,3.86,0,0,100
7,,Villa Fresco Sangiovese - Regular,19,2,248.82,2,43.92,82
8,,Extra Gravy,19,2,37.88,0,0,100
9,,Stone & Wood - Schooner,19,2,228.14,1,55.29,76
10,,Stone & Wood - Pint,19,2,314.62,2,74.16,76
11,,Mulled Wine,19,2,295.22,2,36.85,88
12,,Grifter Pale - Schooner,18,2,190.57,1,42.83,78
13,,Grifter Pale - Pint,18,2,272.34,2,57.45,79
14,,Nut Roast,17,2,446.16,3,0,100
15,,Philter XPA - Schooner,15,1,161.54,1,33.96,79
16,,Fresh is Best Lager - Schooner,14,1,127.4,1,23.87,81
17,,Espresso Martini,13,1,262,2,41.14,84
18,,Pepsi Max Glass,12,1,53.47,0,0,100
19,,Kuku Sauvignon Blanc - Regular,11,1,157.3,1,32.06,80
20,,Philter XPA - Pint,11,1,170.71,1,33.49,80
21,,Jalapeño Marg,10,1,224.1,1,35.91,84
22,,White Light Pure Vodka [House],10,1,107.27,1,15.04,86
23,,"Lemon, Lime & Bitters",10,1,49.75,0,0,100
24,,Sigurd GSM Red Blend - Regular,10,1,210.42,1,39.38,81
25,,Fresh is Best Summer Lager - Schooner,9.7,1,79.48,1,14.21,82
26,,Mother's Milk Shiraz - Regular,9,1,149.34,1,31.25,79
27,,Rosemary Salted Fries,9,1,119.91,1,0,100
28,,Fresh Lime Soda,9,1,29.94,0,0,100
29,,Side Gravy,8,1,8.96,0,0,100
30,,Mother's Milk Shiraz - Bottle,8,1,525.8,3,138.89,74
31,,Fancy Pants Parmy,8,1,258.99,2,0,100
32,,Staff Dinner $5,8,1,39.6,0,0,100
33,,Buffalo Wings,7,1,124.4,1,0,100
34,,Heaps Normal Tin,7,1,76.62,0,15.92,79
35,,Regular Little Italy [Dine-in],7,1,171.86,1,0,100
36,,Regular New Yorker [Dine-in],7,1,155.85,1,0,100
37,,Fish Tacos,7,1,155.85,1,0,100
38,,Stow Schnitty,7,1,202.63,1,0,100
39,,Aperol Spritz,7,1,121.58,1,24.67,80
40,,American Standard Burger,6,1,173.55,1,0,100
41,,Kirin - Schooner,6,1,63.47,0,14.64,77
42,,Negroni,6,1,106.71,1,21.72,80
43,,Tomato Dipping Sauce,6,1,0,0,0,0
44,,No Glasses Needed,5,0,0,0,0,0
45,,Beetle Juice,5,0,117.47,1,17.5,85
46,,Large House Special,5,0,69.3,0,0,100
47,,Large Super House Special,5,0,72.48,0,0,100
48,,Version Two Pinot Grigio - Regular,5,0,66.44,0,8.83,87
49,,Send Kids Food ASAP,5,0,0,0,0,0
50,,Deal  - Garlic Bread,5,0,0,0,0,0
51,,Holy Guacamole,5,0,89.21,1,0,100
52,,Trutta Streamside Shiraz [Chilled] - Regular,5,0,88.66,1,20.55,77
53,,Deal  - BBQ Wings,5,0,55,0,0,100
54,,BBQ Dipping Sauce,4,0,0,0,0,0
55,,Two Tonne Riesling - Regular,4,0,75.12,0,15.47,79
56,,Fresh is Best Summer Lager - Pint,4,0,52.8,0,7.86,85
57,,Soda [mixer],4,0,0,0,0,0
58,,Spaghetti Bolognese D,4,0,49.43,0,0,100
59,,Truffle Fries,4,0,66.84,0,0,100
60,,Kids Nuggets & Chips,4,0,57.95,0,0,100
61,,Delivery Fee - Freshwater / Queenscliff,4,0,17.6,0,0,100
62,,San Pellegrino 500ml,4,0,26.62,0,8.69,67
