,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
1,Cocktails - Classic,15,Stowaway Bar,2026-07-28,,$25.46,$28.00
2,Amaro / Aperitif / Fortified Wine,18,Stowaway Bar,2026-07-28,,$9.09,$10.00
3,Mocktails,17,Stowaway Bar,2026-07-28,,$11.82,$13.00
4,Red Wine,18,Stowaway Bar,2026-07-28,,$202.73,$223.00
5,Kitchen Specials,18,Stowaway Bar,2026-07-28,,$27.27,$30.00
6,Tap Beer,16,Stowaway Bar,2026-07-28,,$88.16,$97.00
7,Cocktails - Classic,16,Stowaway Bar,2026-07-28,,$50.92,$56.00
8,Cocktails - Classic,18,Stowaway Bar,2026-07-28,,$75.45,$83.00
9,Cocktails - Classic,19,Stowaway Bar,2026-07-28,,$36.36,$40.00
10,Amaro / Aperitif / Fortified Wine,19,Stowaway Bar,2026-07-28,,$9.09,$10.00
11,Non-alcoholic,20,Stowaway Bar,2026-07-28,,$40.46,$44.50
12,Non-alcoholic,21,Stowaway Bar,2026-07-28,,$8.64,$9.50
13,Non-alcoholic,18,Stowaway Bar,2026-07-28,,$52.73,$58.00
14,Tap Beer,20,Stowaway Bar,2026-07-28,,$181.39,$199.50
15,Tap Beer,18,Stowaway Bar,2026-07-28,,$339.60,$373.50
16,Red Wine,19,Stowaway Bar,2026-07-28,,$170.91,$188.00
17,Delivery Kitchen,18,Stowaway Bar,2026-07-28,,$10.91,$12.00
18,White Wine,16,Stowaway Bar,2026-07-28,,$38.16,$42.00
19,Small Plates,18,Stowaway Bar,2026-07-28,,$123.09,$135.40
20,Modifiers,18,Stowaway Bar,2026-07-28,,$0.00,$0.00
21,Desserts,20,Stowaway Bar,2026-07-28,,$21.82,$24.00
22,None,20,Stowaway Bar,2026-07-28,,$0.00,$0.00
23,Dine-in Pizza,18,Stowaway Bar,2026-07-28,,$427.03,$469.80
24,Dine-in Pizza,21,Stowaway Bar,2026-07-28,,$32.72,$36.00
25,Bottles / Cans Alcoholic,20,Stowaway Bar,2026-07-28,,$11.36,$12.50
26,Bottles / Cans Alcoholic,19,Stowaway Bar,2026-07-28,,$11.36,$12.50
27,Tap Beer,21,Stowaway Bar,2026-07-28,,$12.27,$13.50
28,White Wine,20,Stowaway Bar,2026-07-28,,$99.13,$109.00
29,Rum,19,Stowaway Bar,2026-07-28,,$20.00,$22.00
30,Whisky,20,Stowaway Bar,2026-07-28,,$25.45,$28.00
31,Whisky,19,Stowaway Bar,2026-07-28,,$10.00,$11.00
32,Dine-in Pizza,20,Stowaway Bar,2026-07-28,,$16.36,$18.00
33,Bottles / Cans Alcoholic,18,Stowaway Bar,2026-07-28,,$34.08,$37.50
34,Marilyna's Pizza,17,Stowaway Bar,2026-07-28,,$16.35,$18.00
35,White Wine,19,Stowaway Bar,2026-07-28,,$89.10,$98.00
36,Sparkling Wine,18,Stowaway Bar,2026-07-28,,$69.11,$76.00
37,Gin,16,Stowaway Bar,2026-07-28,,$6.36,$7.00
38,Salads,19,Stowaway Bar,2026-07-28,,$16.36,$18.00
39,Mocktails,19,Stowaway Bar,2026-07-28,,$11.82,$13.00
40,Non-alcoholic,17,Stowaway Bar,2026-07-28,,$4.09,$4.50
41,Red Wine,17,Stowaway Bar,2026-07-28,,$30.00,$33.00
42,Add-ons - Kitchen,19,Stowaway Bar,2026-07-28,,$1.77,$2.00
43,Tap Beer,17,Stowaway Bar,2026-07-28,,$100.91,$111.00
44,Marilyna's Soft Drinks,20,Stowaway Bar,2026-07-28,,$6.36,$7.00
45,Small Plates,17,Stowaway Bar,2026-07-28,,$40.37,$44.40
46,Bottles / Cans Alcoholic,17,Stowaway Bar,2026-07-28,,$9.55,$10.50
47,Gin,17,Stowaway Bar,2026-07-28,,$19.09,$21.00
48,Amaro / Aperitif / Fortified Wine,20,Stowaway Bar,2026-07-28,,$9.09,$10.00
49,Modifiers,17,Stowaway Bar,2026-07-28,,$0.00,$0.00
50,Red Wine,20,Stowaway Bar,2026-07-28,,$119.99,$132.00
51,Marilyna's Pizza,19,Stowaway Bar,2026-07-28,,$69.55,$76.50
52,Add-ons - Pizza,18,Stowaway Bar,2026-07-28,,$12.96,$14.09
53,Add-ons - Pizza,21,Stowaway Bar,2026-07-28,,$3.64,$4.00
54,Dine-in Pizza,17,Stowaway Bar,2026-07-28,,$114.52,$126.00
55,Add-ons - Pizza,19,Stowaway Bar,2026-07-28,,$0.82,$0.82
56,Cocktails - Signature,17,Stowaway Bar,2026-07-28,,$13.64,$15.00
57,Vodka,17,Stowaway Bar,2026-07-28,,$20.00,$22.00
58,Marilyna's Pizza,22,Stowaway Bar,2026-07-28,,$4.55,$5.00
59,None,21,Stowaway Bar,2026-07-28,,$0.00,$0.00
60,None,18,Stowaway Bar,2026-07-28,,$0.00,$0.00
61,Add-ons - Kitchen,18,Stowaway Bar,2026-07-28,,$0.88,$1.00
62,Marilyna's Soft Drinks,19,Stowaway Bar,2026-07-28,,$5.45,$6.00
63,Small Plates,19,Stowaway Bar,2026-07-28,,$98.30,$108.10
64,Cocktails - Signature,19,Stowaway Bar,2026-07-28,,$114.56,$126.00
65,Cocktails - Signature,18,Stowaway Bar,2026-07-28,,$67.29,$74.00
66,Cocktails - Classic,17,Stowaway Bar,2026-07-28,,$129.99,$143.00
67,Modifiers,19,Stowaway Bar,2026-07-28,,$0.00,$0.00
68,None,19,Stowaway Bar,2026-07-28,,$0.00,$0.00
69,Dine-in Pizza,19,Stowaway Bar,2026-07-28,,$441.79,$486.00
70,Orange / Skins Wine,18,Stowaway Bar,2026-07-28,,$66.37,$73.00
