,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
71,White Wine,18,Stowaway Bar,2026-07-28,,$123.64,$136.00
72,Salads,18,Stowaway Bar,2026-07-28,,$16.36,$18.00
73,Add-ons - Pizza,20,Stowaway Bar,2026-07-28,,$4.55,$5.00
74,Marilyna's Pizza,18,Stowaway Bar,2026-07-28,,$85.01,$93.50
75,Marilyna's Pizza,20,Stowaway Bar,2026-07-28,,$66.36,$73.00
76,White Wine,17,Stowaway Bar,2026-07-28,,$50.92,$56.00
77,Delivery Alcohol,18,Stowaway Bar,2026-07-28,,$22.73,$25.00
78,Vodka,18,Stowaway Bar,2026-07-28,,$20.00,$22.00
79,Non-alcoholic,19,Stowaway Bar,2026-07-28,,$70.90,$78.00
80,Modifiers,16,Stowaway Bar,2026-07-28,,$0.00,$0.00
81,Tap Beer,19,Stowaway Bar,2026-07-28,,$298.64,$328.50
82,Rose Wine,19,Stowaway Bar,2026-07-28,,$29.10,$32.00
