,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
25,Bottles / Cans Alcoholic,19,Stowaway Bar,2026-07-29,,$19.10,$21.00
26,Bottles / Cans Alcoholic,20,Stowaway Bar,2026-07-29,,$20.91,$23.00
27,Marilyna's Pizza,17,Stowaway Bar,2026-07-29,,$142.27,$156.50
28,Dine-in Pizza,18,Stowaway Bar,2026-07-29,,$66.37,$73.00
29,Dine-in Pizza,20,Stowaway Bar,2026-07-29,,$51.82,$57.00
30,Sparkling Wine,20,Stowaway Bar,2026-07-29,,$61.83,$68.00
31,Delivery Kitchen,17,Stowaway Bar,2026-07-29,,$27.18,$29.90
32,Sides,19,Stowaway Bar,2026-07-29,,$10.92,$12.00
33,Sparkling Wine,19,Stowaway Bar,2026-07-29,,$14.55,$16.00
34,Small Plates,19,Stowaway Bar,2026-07-29,,$47.55,$52.30
35,Salads,16,Stowaway Bar,2026-07-29,,$16.36,$18.00
36,Bottles / Cans Alcoholic,18,Stowaway Bar,2026-07-29,,$16.36,$18.00
37,Whisky,19,Stowaway Bar,2026-07-29,,$10.92,$12.00
38,Modifiers,18,Stowaway Bar,2026-07-29,,$0.00,$0.00
39,None,16,Stowaway Bar,2026-07-29,,$0.00,$0.00
40,Dine-in Pizza,19,Stowaway Bar,2026-07-29,,$70.92,$78.00
41,Add-ons - Pizza,17,Stowaway Bar,2026-07-29,,$1.74,$1.74
42,Cocktails - Signature,20,Stowaway Bar,2026-07-29,,$159.10,$175.00
43,Cocktails - Signature,16,Stowaway Bar,2026-07-29,,$13.64,$15.00
44,Big Plates,17,Stowaway Bar,2026-07-29,,$94.36,$103.80
45,Modifiers,19,Stowaway Bar,2026-07-29,,$0.00,$0.00
46,None,19,Stowaway Bar,2026-07-29,,$0.00,$0.00
47,Add-ons - Kitchen,20,Stowaway Bar,2026-07-29,,$3.63,$4.00
48,White Wine,20,Stowaway Bar,2026-07-29,,$49.10,$54.00
49,Cocktails - Classic,17,Stowaway Bar,2026-07-29,,$54.54,$60.00
50,Gin,19,Stowaway Bar,2026-07-29,,$12.73,$14.00
51,Add-ons - Kitchen,18,Stowaway Bar,2026-07-29,,$2.73,$3.00
52,Vodka,17,Stowaway Bar,2026-07-29,,$12.73,$14.00
53,Non-alcoholic,17,Stowaway Bar,2026-07-29,,$4.55,$5.00
54,None,20,Stowaway Bar,2026-07-29,,$0.00,$0.00
55,Tap Beer,17,Stowaway Bar,2026-07-29,,$115.04,$126.50
56,Cocktails - Signature,18,Stowaway Bar,2026-07-29,,$40.93,$45.00
57,Big Plates,18,Stowaway Bar,2026-07-29,,$86.27,$94.90
58,Red Wine,18,Stowaway Bar,2026-07-29,,$64.54,$71.00
59,Marilyna's Pizza,19,Stowaway Bar,2026-07-29,,$170.91,$188.00
60,None,17,Stowaway Bar,2026-07-29,,$0.00,$0.00
61,Harry Gatos Food,18,Stowaway Bar,2026-07-29,,$14.55,$16.00
62,Small Plates,17,Stowaway Bar,2026-07-29,,$107.45,$118.20
63,Big Plates,20,Stowaway Bar,2026-07-29,,$192.27,$211.50
64,Marilyna's Soft Drinks,17,Stowaway Bar,2026-07-29,,$7.28,$8.00
65,Add-ons - Pizza,20,Stowaway Bar,2026-07-29,,$2.73,$3.00
66,Dine-in Pizza,17,Stowaway Bar,2026-07-29,,$20.92,$23.00
67,Delivery Kitchen,19,Stowaway Bar,2026-07-29,,$68.64,$75.50
68,Add-ons - Pizza,18,Stowaway Bar,2026-07-29,,$2.11,$2.25
69,Sides,17,Stowaway Bar,2026-07-29,,$9.09,$10.00
70,Big Plates,19,Stowaway Bar,2026-07-29,,$299.64,$329.60
71,Vodka,18,Stowaway Bar,2026-07-29,,$10.00,$11.00
72,Non-alcoholic,18,Stowaway Bar,2026-07-29,,$18.64,$20.50
73,Delivery Kitchen,18,Stowaway Bar,2026-07-29,,$87.28,$96.00
74,Marilyna's Pizza,21,Stowaway Bar,2026-07-29,,$24.55,$27.00
75,Kitchen Specials,16,Stowaway Bar,2026-07-29,,$36.27,$39.90
76,Red Wine,19,Stowaway Bar,2026-07-29,,$93.63,$103.00
77,Red Wine,20,Stowaway Bar,2026-07-29,,$21.82,$24.00
78,Cocktails - Classic,16,Stowaway Bar,2026-07-29,,$12.73,$14.00
79,Non-alcoholic,20,Stowaway Bar,2026-07-29,,$10.00,$11.00
80,Cocktails - Classic,20,Stowaway Bar,2026-07-29,,$36.36,$40.00
