,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
90,Non-alcoholic,20,Stowaway Bar,2026-07-26,,$8.18,$9.00
91,Cocktails - Classic,19,Stowaway Bar,2026-07-26,,$40.00,$44.00
92,Cocktails - Signature,16,Stowaway Bar,2026-07-26,,$37.00,$40.70
93,Desserts,19,Stowaway Bar,2026-07-26,,$16.00,$17.60
94,Rose Wine,14,Stowaway Bar,2026-07-26,,$16.00,$17.60
95,Big Plates,18,Stowaway Bar,2026-07-26,,$140.49,$154.55
96,Big Plates,14,Stowaway Bar,2026-07-26,,$55.90,$61.49
97,Kids Meals,12,Stowaway Bar,2026-07-26,,$26.00,$28.60
98,None,17,Stowaway Bar,2026-07-26,,$0.00,$0.00
99,Whisky,15,Stowaway Bar,2026-07-26,,$12.00,$13.20
100,Modifiers,12,Stowaway Bar,2026-07-26,,$0.00,$0.00
101,Marilyna's Pizza,19,Stowaway Bar,2026-07-26,,$411.68,$452.85
102,Sparkling Wine,16,Stowaway Bar,2026-07-26,,$97.00,$106.70
103,Big Plates,20,Stowaway Bar,2026-07-26,,$90.90,$99.99
104,Cocktails - Classic,16,Stowaway Bar,2026-07-26,,$22.00,$24.20
105,Cocktails - Classic,15,Stowaway Bar,2026-07-26,,$88.00,$96.80
106,Big Plates,19,Stowaway Bar,2026-07-26,,$44.00,$48.40
107,Rose Wine,19,Stowaway Bar,2026-07-26,,$79.99,$88.00
108,Small Plates,15,Stowaway Bar,2026-07-26,,$12.90,$14.19
109,Delivery Kitchen,17,Stowaway Bar,2026-07-26,,$45.46,$50.00
110,Add-ons - Kitchen,15,Stowaway Bar,2026-07-26,,$7.50,$8.25
111,Add-ons - Bar,18,Stowaway Bar,2026-07-26,,$0.00,$0.00
112,Tap Beer,18,Stowaway Bar,2026-07-26,,$319.30,$351.23
113,Kitchen Specials,19,Stowaway Bar,2026-07-26,,$79.80,$87.78
114,White Wine,18,Stowaway Bar,2026-07-26,,$81.99,$90.20
115,White Wine,14,Stowaway Bar,2026-07-26,,$14.00,$15.40
116,White Wine,19,Stowaway Bar,2026-07-26,,$12.00,$13.20
117,Small Plates,18,Stowaway Bar,2026-07-26,,$108.91,$119.79
118,Small Plates,16,Stowaway Bar,2026-07-26,,$17.00,$18.70
119,Add-ons - Kitchen,19,Stowaway Bar,2026-07-26,,$0.50,$0.55
120,Desserts,18,Stowaway Bar,2026-07-26,,$28.00,$30.80
121,None,18,Stowaway Bar,2026-07-26,,$0.00,$0.00
122,Non-alcoholic,17,Stowaway Bar,2026-07-26,,$41.50,$45.65
123,Marilyna's Soft Drinks,18,Stowaway Bar,2026-07-26,,$18.72,$20.60
124,Rose Wine,12,Stowaway Bar,2026-07-26,,$31.00,$34.10
125,Marilyna's Pizza,17,Stowaway Bar,2026-07-26,,$340.82,$374.90
126,Small Plates,20,Stowaway Bar,2026-07-26,,$17.50,$19.25
127,Add-ons - Kitchen,18,Stowaway Bar,2026-07-26,,$2.00,$2.20
128,None,15,Stowaway Bar,2026-07-26,,$2.00,$2.20
129,Add-ons - Kitchen,16,Stowaway Bar,2026-07-26,,$7.00,$7.70
130,Dine-in Pizza,19,Stowaway Bar,2026-07-26,,$26.00,$28.60
131,Sparkling Wine,14,Stowaway Bar,2026-07-26,,$68.00,$74.80
132,Bottles / Cans Alcoholic,14,Stowaway Bar,2026-07-26,,$12.50,$13.75
133,Cocktails - Classic,14,Stowaway Bar,2026-07-26,,$60.00,$66.00
134,Cocktails - Signature,15,Stowaway Bar,2026-07-26,,$30.00,$33.00
135,Bottles / Cans Alcoholic,12,Stowaway Bar,2026-07-26,,$37.50,$41.25
136,Non-alcoholic,12,Stowaway Bar,2026-07-26,,$56.00,$61.60
137,Tap Beer,17,Stowaway Bar,2026-07-26,,$349.99,$385.00
138,Marilyna's Pizza,16,Stowaway Bar,2026-07-26,,$131.41,$144.55
139,Add-ons - Kitchen,14,Stowaway Bar,2026-07-26,,$4.50,$4.95
140,Add-ons - Pizza,18,Stowaway Bar,2026-07-26,,$53.73,$56.43
141,Add-ons - Pizza,16,Stowaway Bar,2026-07-26,,$9.00,$9.90
142,Dine-in Pizza,17,Stowaway Bar,2026-07-26,,$76.00,$83.60
143,Kitchen Specials,12,Stowaway Bar,2026-07-26,,$681.99,$750.20
144,Sparkling Wine,17,Stowaway Bar,2026-07-26,,$60.00,$66.00
145,Add-ons - Pizza,15,Stowaway Bar,2026-07-26,,-$9.01,-$9.01
146,Sides,17,Stowaway Bar,2026-07-26,,$10.00,$11.00
147,Tap Beer,12,Stowaway Bar,2026-07-26,,$13.00,$14.30
148,Cocktails - Classic,12,Stowaway Bar,2026-07-26,,$123.00,$135.30
149,Cocktails - Classic,17,Stowaway Bar,2026-07-26,,$43.00,$47.30
150,Rose Wine,13,Stowaway Bar,2026-07-26,,$16.00,$17.60
