,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
1,Small Plates,17,Stowaway Bar,2026-07-26,,$315.32,$346.83
2,Small Plates,12,Stowaway Bar,2026-07-26,,$111.31,$122.43
3,Cocktails - Signature,17,Stowaway Bar,2026-07-26,,$104.00,$114.40
4,Vodka,16,Stowaway Bar,2026-07-26,,$25.00,$27.50
5,Non-alcoholic,13,Stowaway Bar,2026-07-26,,$50.50,$55.55
6,Tap Beer,13,Stowaway Bar,2026-07-26,,$148.50,$163.35
7,Red Wine,15,Stowaway Bar,2026-07-26,,$18.00,$19.80
8,White Wine,13,Stowaway Bar,2026-07-26,,$30.00,$33.00
9,Delivery Kitchen,19,Stowaway Bar,2026-07-26,,$44.32,$48.75
10,Delivery Kitchen,18,Stowaway Bar,2026-07-26,,$27.82,$30.60
11,Marilyna's Pizza,20,Stowaway Bar,2026-07-26,,$17.73,$19.50
12,None,12,Stowaway Bar,2026-07-26,,$0.00,$0.00
13,Kitchen Specials,13,Stowaway Bar,2026-07-26,,$362.47,$398.75
14,Kitchen Specials,16,Stowaway Bar,2026-07-26,,$253.00,$278.30
15,Bottles / Cans Alcoholic,13,Stowaway Bar,2026-07-26,,$25.00,$27.50
16,Gin,17,Stowaway Bar,2026-07-26,,$14.00,$15.40
17,Cocktails - Signature,12,Stowaway Bar,2026-07-26,,$60.00,$66.00
18,Rose Wine,18,Stowaway Bar,2026-07-26,,$32.00,$35.20
19,Desserts,13,Stowaway Bar,2026-07-26,,$44.00,$48.40
20,Modifiers,13,Stowaway Bar,2026-07-26,,$0.00,$0.00
21,Non-alcoholic,15,Stowaway Bar,2026-07-26,,$8.00,$8.80
22,Non-alcoholic,16,Stowaway Bar,2026-07-26,,$19.00,$20.90
23,Marilyna's Soft Drinks,17,Stowaway Bar,2026-07-26,,$6.36,$7.00
24,Marilyna's Pizza,18,Stowaway Bar,2026-07-26,,$512.22,$563.45
25,Marilyna's Pizza,15,Stowaway Bar,2026-07-26,,$45.50,$50.05
26,Delivery Kitchen,16,Stowaway Bar,2026-07-26,,$32.50,$35.75
27,Add-ons - Kitchen,17,Stowaway Bar,2026-07-26,,$17.51,$19.25
28,Add-ons - Kitchen,12,Stowaway Bar,2026-07-26,,$19.01,$20.90
29,Delivery Kitchen,20,Stowaway Bar,2026-07-26,,$240.00,$264.00
30,Tap Beer,16,Stowaway Bar,2026-07-26,,$402.50,$442.75
31,Delivery Kitchen,15,Stowaway Bar,2026-07-26,,$21.00,$23.10
32,White Wine,17,Stowaway Bar,2026-07-26,,$42.00,$46.20
33,Cocktails - Classic,13,Stowaway Bar,2026-07-26,,$123.00,$135.30
34,Rose Wine,16,Stowaway Bar,2026-07-26,,$16.00,$17.60
35,Big Plates,13,Stowaway Bar,2026-07-26,,$107.59,$118.36
36,Big Plates,16,Stowaway Bar,2026-07-26,,$55.90,$61.49
37,Big Plates,15,Stowaway Bar,2026-07-26,,$99.90,$109.89
38,Modifiers,17,Stowaway Bar,2026-07-26,,$0.00,$0.00
39,Bottles / Cans Alcoholic,17,Stowaway Bar,2026-07-26,,$87.50,$96.25
40,Vodka,17,Stowaway Bar,2026-07-26,,$11.00,$12.10
41,Red Wine,16,Stowaway Bar,2026-07-26,,$92.00,$101.20
42,Kitchen Specials,17,Stowaway Bar,2026-07-26,,$276.49,$304.15
43,Sparkling Wine,13,Stowaway Bar,2026-07-26,,$104.00,$114.40
44,Add-ons - Pizza,19,Stowaway Bar,2026-07-26,,-$7.67,-$7.67
45,Small Plates,14,Stowaway Bar,2026-07-26,,$21.90,$24.09
46,White Wine,12,Stowaway Bar,2026-07-26,,$74.00,$81.40
47,Small Plates,19,Stowaway Bar,2026-07-26,,$142.69,$156.97
48,Big Plates,17,Stowaway Bar,2026-07-26,,$26.90,$29.59
49,Salads,18,Stowaway Bar,2026-07-26,,$18.00,$19.80
50,Kids Meals,18,Stowaway Bar,2026-07-26,,$13.00,$14.30
51,Cocktails - Signature,19,Stowaway Bar,2026-07-26,,$165.00,$181.50
52,Modifiers,18,Stowaway Bar,2026-07-26,,$0.00,$0.00
53,Mocktails,20,Stowaway Bar,2026-07-26,,$15.00,$16.50
54,Red Wine,17,Stowaway Bar,2026-07-26,,$52.00,$57.20
55,Dine-in Pizza,18,Stowaway Bar,2026-07-26,,$52.01,$57.20
56,Big Plates,12,Stowaway Bar,2026-07-26,,$32.90,$36.19
57,Cocktails - Signature,18,Stowaway Bar,2026-07-26,,$74.00,$81.40
58,Sparkling Wine,12,Stowaway Bar,2026-07-26,,$32.00,$35.20
59,Cocktails - Signature,14,Stowaway Bar,2026-07-26,,$23.00,$25.30
60,Small Plates,13,Stowaway Bar,2026-07-26,,$85.40,$93.94
61,Kids Meals,17,Stowaway Bar,2026-07-26,,$13.00,$14.30
62,Bottles / Cans Alcoholic,18,Stowaway Bar,2026-07-26,,$33.50,$36.85
63,Modifiers,15,Stowaway Bar,2026-07-26,,$0.00,$0.00
64,Vodka,15,Stowaway Bar,2026-07-26,,$11.00,$12.10
65,Non-alcoholic,18,Stowaway Bar,2026-07-26,,$17.51,$19.25
66,Non-alcoholic,14,Stowaway Bar,2026-07-26,,$50.00,$55.00
67,Red Wine,19,Stowaway Bar,2026-07-26,,$109.00,$119.90
68,Kitchen Specials,15,Stowaway Bar,2026-07-26,,$106.40,$117.04
69,Add-ons - Kitchen,13,Stowaway Bar,2026-07-26,,$12.03,$13.20
70,Red Wine,18,Stowaway Bar,2026-07-26,,$123.00,$135.30
71,Tap Beer,15,Stowaway Bar,2026-07-26,,$196.50,$216.15
72,White Wine,15,Stowaway Bar,2026-07-26,,$28.00,$30.80
73,Sparkling Wine,18,Stowaway Bar,2026-07-26,,$60.00,$66.00
74,Cocktails - Classic,18,Stowaway Bar,2026-07-26,,$113.00,$124.30
75,Gin,16,Stowaway Bar,2026-07-26,,$22.00,$24.20
76,Non-alcoholic,19,Stowaway Bar,2026-07-26,,$14.00,$15.40
77,Tap Beer,14,Stowaway Bar,2026-07-26,,$139.00,$152.90
78,Add-ons - Pizza,17,Stowaway Bar,2026-07-26,,$6.00,$6.60
79,Orange / Skins Wine,15,Stowaway Bar,2026-07-26,,$19.00,$20.90
80,None,16,Stowaway Bar,2026-07-26,,$0.00,$0.00
81,None,13,Stowaway Bar,2026-07-26,,$36.00,$39.60
82,Kitchen Specials,20,Stowaway Bar,2026-07-26,,$30.00,$33.00
83,Kitchen Specials,18,Stowaway Bar,2026-07-26,,$179.69,$197.67
84,Kitchen Specials,14,Stowaway Bar,2026-07-26,,$90.00,$99.00
85,Tap Beer,20,Stowaway Bar,2026-07-26,,$232.41,$255.65
86,Tap Beer,19,Stowaway Bar,2026-07-26,,$123.00,$135.30
87,White Wine,20,Stowaway Bar,2026-07-26,,$45.46,$50.00
88,White Wine,16,Stowaway Bar,2026-07-26,,$48.00,$52.80
89,Tap Beer,21,Stowaway Bar,2026-07-26,,$11.50,$12.65
