,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
1,Small Plates,16,Stowaway Bar,2026-08-04,,$23.46,$25.80
2,Bottles / Cans Alcoholic,20,Stowaway Bar,2026-08-04,,$9.55,$10.50
3,White Wine,19,Stowaway Bar,2026-08-04,,$134.56,$148.00
4,Dine-in Pizza,18,Stowaway Bar,2026-08-04,,$329.93,$363.00
5,Dine-in Pizza,20,Stowaway Bar,2026-08-04,,$49.08,$54.00
6,Marilyna's Pizza,17,Stowaway Bar,2026-08-04,,$16.35,$18.00
7,Small Plates,20,Stowaway Bar,2026-08-04,,$22.64,$24.90
8,Sides,18,Stowaway Bar,2026-08-04,,$10.92,$12.00
9,Cocktails - Classic,16,Stowaway Bar,2026-08-04,,$87.30,$96.00
10,Non-alcoholic,20,Stowaway Bar,2026-08-04,,$50.94,$56.00
11,Non-alcoholic,18,Stowaway Bar,2026-08-04,,$26.35,$29.00
12,Red Wine,18,Stowaway Bar,2026-08-04,,$221.82,$244.00
13,Red Wine,19,Stowaway Bar,2026-08-04,,$110.02,$121.00
14,Red Wine,20,Stowaway Bar,2026-08-04,,$38.19,$42.00
15,Rose Wine,20,Stowaway Bar,2026-08-04,,$29.10,$32.00
16,Sparkling Wine,19,Stowaway Bar,2026-08-04,,$10.91,$12.00
17,Delivery Kitchen,20,Stowaway Bar,2026-08-04,,$14.55,$16.00
18,Delivery Alcohol,17,Stowaway Bar,2026-08-04,,$9.09,$10.00
19,Delivery Kitchen,18,Stowaway Bar,2026-08-04,,$8.18,$9.00
20,Gin,19,Stowaway Bar,2026-08-04,,$10.00,$11.00
21,Mocktails,21,Stowaway Bar,2026-08-04,,$23.64,$26.00
22,White Wine,21,Stowaway Bar,2026-08-04,,$25.46,$28.00
23,Cocktails - Signature,19,Stowaway Bar,2026-08-04,,$40.93,$45.00
24,Cocktails - Signature,18,Stowaway Bar,2026-08-04,,$27.28,$30.00
25,None,19,Stowaway Bar,2026-08-04,,$0.00,$0.00
26,Rose Wine,19,Stowaway Bar,2026-08-04,,$43.64,$48.00
27,Marilyna's Pizza,19,Stowaway Bar,2026-08-04,,$105.46,$116.00
28,Cocktails - Signature,17,Stowaway Bar,2026-08-04,,$20.00,$22.00
29,Kids Meals,19,Stowaway Bar,2026-08-04,,$11.82,$13.00
30,Cocktails - Classic,17,Stowaway Bar,2026-08-04,,$58.18,$64.00
31,Modifiers,19,Stowaway Bar,2026-08-04,,$0.00,$0.00
32,Non-alcoholic,17,Stowaway Bar,2026-08-04,,$16.36,$18.00
33,Tap Beer,17,Stowaway Bar,2026-08-04,,$127.72,$140.50
34,Add-ons - Kitchen,18,Stowaway Bar,2026-08-04,,$1.80,$2.00
35,Orange / Skins Wine,19,Stowaway Bar,2026-08-04,,$34.54,$38.00
36,Small Plates,19,Stowaway Bar,2026-08-04,,$77.00,$84.70
37,Small Plates,18,Stowaway Bar,2026-08-04,,$77.82,$85.60
38,Bottles / Cans Alcoholic,19,Stowaway Bar,2026-08-04,,$54.99,$60.50
39,Bottles / Cans Alcoholic,18,Stowaway Bar,2026-08-04,,$19.10,$21.00
40,Gin,18,Stowaway Bar,2026-08-04,,$20.00,$22.00
41,Tap Beer,21,Stowaway Bar,2026-08-04,,$67.73,$74.50
42,Rose Wine,17,Stowaway Bar,2026-08-04,,$6.36,$7.00
43,Cocktails - Signature,20,Stowaway Bar,2026-08-04,,$13.64,$15.00
44,None,18,Stowaway Bar,2026-08-04,,$9.09,$10.00
45,Dine-in Pizza,19,Stowaway Bar,2026-08-04,,$343.61,$378.00
46,Dine-in Pizza,21,Stowaway Bar,2026-08-04,,$16.36,$18.00
47,None,16,Stowaway Bar,2026-08-04,,$0.00,$0.00
48,Gin,16,Stowaway Bar,2026-08-04,,$6.36,$7.00
49,Tap Beer,20,Stowaway Bar,2026-08-04,,$186.80,$205.50
50,Tap Beer,16,Stowaway Bar,2026-08-04,,$30.90,$34.00
51,White Wine,16,Stowaway Bar,2026-08-04,,$31.80,$35.00
52,Sparkling Wine,18,Stowaway Bar,2026-08-04,,$36.37,$40.00
53,Dine-in Pizza,16,Stowaway Bar,2026-08-04,,$16.36,$18.00
54,Non-alcoholic,19,Stowaway Bar,2026-08-04,,$50.89,$56.00
55,Tap Beer,19,Stowaway Bar,2026-08-04,,$238.65,$262.50
56,Tap Beer,18,Stowaway Bar,2026-08-04,,$197.29,$217.00
57,White Wine,18,Stowaway Bar,2026-08-04,,$95.46,$105.00
58,White Wine,20,Stowaway Bar,2026-08-04,,$10.91,$12.00
59,Marilyna's Soft Drinks,21,Stowaway Bar,2026-08-04,,$3.64,$4.00
60,Marilyna's Pizza,18,Stowaway Bar,2026-08-04,,$165.47,$182.00
61,Cocktails - Signature,21,Stowaway Bar,2026-08-04,,$13.64,$15.00
62,Add-ons - Pizza,19,Stowaway Bar,2026-08-04,,$9.08,$10.00
63,Add-ons - Kitchen,19,Stowaway Bar,2026-08-04,,$2.24,$2.50
64,Small Plates,17,Stowaway Bar,2026-08-04,,$11.73,$12.90
65,Add-ons - Pizza,18,Stowaway Bar,2026-08-04,,$11.68,$12.68
66,Dine-in Pizza,17,Stowaway Bar,2026-08-04,,$84.56,$93.00
67,Add-ons - Kitchen,17,Stowaway Bar,2026-08-04,,$0.44,$0.50
