Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Unlimited Dumplings,86,"$2,068.80",$187.94,$0.00,29%,45%,0%
Pepsi Max Glass,16,$72.45,$6.60,$0.00,5%,2%,0%
Pepsi Glass,13,$58.50,$5.33,$0.00,4%,1%,0%
Trentham Estate Rosé - Regular,12,$118.00,$10.73,$25.32,4%,3%,79%
Stone & Wood - Schooner,10,$130.43,$11.85,$32.65,3%,3%,75%
"Lemon, Lime & Bitters",9,$45.00,$4.05,$0.00,3%,1%,0%
Fresh is Best Lager - Pint,7,$84.82,$7.74,$17.16,2%,2%,80%
Guinness Draught - Pint,6,$105.00,$9.54,$28.59,2%,2%,73%
Lemonade Glass,5,$22.50,$2.05,$0.00,2%,0%,0%
Grifter Pale - Pint,5,$58.50,$5.32,$16.65,2%,1%,72%
Version Two Pinot Grigio - Regular,5,$61.20,$5.56,$8.83,2%,1%,86%
Fresh Lime Soda,5,$17.50,$1.60,$0.00,2%,0%,0%
BBQ Pork Buns,4,$61.95,$5.61,$0.00,1%,1%,0%
Stone & Wood - Pint,4,$51.56,$4.71,$17.51,1%,1%,66%
Fresh is Best Lager - Schooner,4,$35.81,$3.25,$7.31,1%,1%,80%
Petits Detours Rosé - Regular,4,$64.00,$5.80,$13.87,1%,1%,78%
Duck Spring Rolls,3,$49.58,$4.51,$0.00,1%,1%,0%
Biscoff Espresso,3,$69.00,$6.27,$9.74,1%,1%,86%
Popcorn Cauliflower,3,$43.37,$3.92,$0.00,1%,1%,0%
Ottelia Chardonnay - Regular,3,$48.53,$4.40,$10.38,1%,1%,79%
Chicken,3,$12.00,$1.08,$0.00,1%,0%,0%
Dumplings - Beef & Cabbage,3,$40.29,$3.66,$0.00,1%,1%,0%
Fresh is Best Summer Lager - Schooner,3,$25.50,$2.31,$4.76,1%,1%,81%
Jalapeño Marg,3,$55.00,$4.99,$2.43,1%,1%,96%
Chashu Pork Belly,3,$0.00,$0.00,$0.00,1%,0%,0%
Fried Rice,3,$71.30,$6.48,$0.00,1%,2%,0%
Villa Fresco Sangiovese - Regular,3,$36.39,$3.30,$7.24,1%,1%,80%
Peroni 0%,3,$27.00,$2.46,$5.56,1%,1%,79%
Mie Goreng,3,$69.00,$6.27,$0.00,1%,1%,0%
Katsu Curry,2,$54.89,$4.98,$0.00,1%,1%,0%
Kuku Sauvignon Blanc - Regular,2,$28.00,$2.54,$5.83,1%,1%,79%
Aperol Spritz,2,$40.00,$3.63,$7.11,1%,1%,82%
Trentham Estate Rosé - Large,2,$39.24,$3.56,$7.03,1%,1%,82%
Status Quo - Schooner,2,$27.00,$2.46,$6.21,1%,1%,77%
Hugo Spritz,2,$42.00,$3.82,$2.69,1%,1%,94%
Seadrift Coast Non-alc G&T,2,$26.00,$2.36,$4.82,1%,1%,81%
Tonkotsu,2,$60.90,$5.54,$0.00,1%,1%,0%
Old Fashioned,2,$44.00,$4.00,$9.56,1%,1%,78%
Classic Margarita,2,$40.00,$3.64,$7.78,1%,1%,81%
Southside,2,$42.00,$3.82,$8.67,1%,1%,79%
Quiet Riot Negroni,2,$46.00,$4.18,$8.75,1%,1%,81%
Outback Prawn Toast,2,$32.52,$2.95,$0.00,1%,1%,0%
Jug of Water,1,$0.00,$0.00,$0.00,0%,0%,0%
Mulled Wine,1,$15.00,$1.36,$2.04,0%,0%,86%
