,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
26,White Wine,20,Stowaway Bar,2026-08-19,,$12.73,$14.00
27,White Wine,19,Stowaway Bar,2026-08-19,,$27.28,$30.00
28,White Wine,18,Stowaway Bar,2026-08-19,,$12.73,$14.00
29,Kitchen Specials,19,Stowaway Bar,2026-08-19,,$36.28,$39.90
30,Sides,18,Stowaway Bar,2026-08-19,,$9.09,$10.00
31,Small Plates,19,Stowaway Bar,2026-08-19,,$79.82,$87.80
32,Small Plates,20,Stowaway Bar,2026-08-19,,$53.55,$58.90
33,Gin,18,Stowaway Bar,2026-08-19,,$10.00,$11.00
34,Modifiers,20,Stowaway Bar,2026-08-19,,$0.00,$0.00
35,Marilyna's Soft Drinks,18,Stowaway Bar,2026-08-19,,$9.00,$9.90
36,Marilyna's Pizza,16,Stowaway Bar,2026-08-19,,$28.09,$30.90
37,Cocktails - Signature,18,Stowaway Bar,2026-08-19,,$13.64,$15.00
38,None,18,Stowaway Bar,2026-08-19,,$3.64,$4.00
39,None,20,Stowaway Bar,2026-08-19,,$0.00,$0.00
40,Add-ons - Kitchen,19,Stowaway Bar,2026-08-19,,$0.45,$0.50
41,Salads,20,Stowaway Bar,2026-08-19,,$16.36,$18.00
42,Red Wine,17,Stowaway Bar,2026-08-19,,$21.82,$24.00
43,Cocktails - Signature,19,Stowaway Bar,2026-08-19,,$13.64,$15.00
44,None,19,Stowaway Bar,2026-08-19,,$0.00,$0.00
45,Add-ons - Pizza,18,Stowaway Bar,2026-08-19,,$35.00,$36.41
46,Add-ons - Pizza,16,Stowaway Bar,2026-08-19,,$0.85,$0.85
47,Modifiers,17,Stowaway Bar,2026-08-19,,$0.00,$0.00
48,Cocktails - Classic,16,Stowaway Bar,2026-08-19,,$152.76,$168.00
49,Vodka,17,Stowaway Bar,2026-08-19,,$10.00,$11.00
50,Non-alcoholic,16,Stowaway Bar,2026-08-19,,$16.82,$18.50
51,White Wine,17,Stowaway Bar,2026-08-19,,$25.46,$28.00
52,Marilyna's Pizza,18,Stowaway Bar,2026-08-19,,$313.79,$345.16
53,Delivery Kitchen,20,Stowaway Bar,2026-08-19,,$43.64,$48.00
54,Functions & Misc.,18,Stowaway Bar,2026-08-19,,$76.36,$84.00
55,Cocktails - Classic,17,Stowaway Bar,2026-08-19,,$38.18,$42.00
56,Bottles / Cans Alcoholic,17,Stowaway Bar,2026-08-19,,$23.64,$26.00
57,Tap Beer,17,Stowaway Bar,2026-08-19,,$102.28,$112.50
58,Add-ons - Pizza,19,Stowaway Bar,2026-08-19,,$23.28,$23.64
59,Add-ons - Pizza,20,Stowaway Bar,2026-08-19,,$2.73,$3.00
60,Small Plates,17,Stowaway Bar,2026-08-19,,$11.82,$13.00
61,Big Plates,18,Stowaway Bar,2026-08-19,,$282.35,$310.60
62,Rose Wine,19,Stowaway Bar,2026-08-19,,$21.82,$24.00
63,Marilyna's Pizza,19,Stowaway Bar,2026-08-19,,$264.44,$290.90
64,None,17,Stowaway Bar,2026-08-19,,$0.00,$0.00
65,Add-ons - Kitchen,17,Stowaway Bar,2026-08-19,,$3.64,$4.00
66,Vodka,16,Stowaway Bar,2026-08-19,,$12.72,$14.00
67,Tap Beer,16,Stowaway Bar,2026-08-19,,$87.71,$96.50
68,White Wine,16,Stowaway Bar,2026-08-19,,$75.45,$83.00
69,Rose Wine,18,Stowaway Bar,2026-08-19,,$14.55,$16.00
70,Rose Wine,16,Stowaway Bar,2026-08-19,,$12.73,$14.00
71,Delivery Kitchen,18,Stowaway Bar,2026-08-19,,$27.18,$29.90
72,Small Plates,16,Stowaway Bar,2026-08-19,,$30.80,$33.90
73,Big Plates,19,Stowaway Bar,2026-08-19,,$132.63,$145.90
74,Cocktails - Classic,18,Stowaway Bar,2026-08-19,,$36.36,$40.00
75,Bottles / Cans Alcoholic,20,Stowaway Bar,2026-08-19,,$9.55,$10.50
76,Non-alcoholic,18,Stowaway Bar,2026-08-19,,$32.27,$35.50
77,Cocktails - Signature,17,Stowaway Bar,2026-08-19,,$13.64,$15.00
78,Dine-in Pizza,20,Stowaway Bar,2026-08-19,,$125.45,$138.00
79,Sparkling Wine,18,Stowaway Bar,2026-08-19,,$29.10,$32.00
80,Red Wine,20,Stowaway Bar,2026-08-19,,$27.28,$30.00
81,Red Wine,18,Stowaway Bar,2026-08-19,,$13.64,$15.00
82,Sides,16,Stowaway Bar,2026-08-19,,$9.09,$10.00
