,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
86,None,15,Stowaway Bar,2026-08-09,,$0.00,$0.00
87,Bottles / Cans Alcoholic,15,Stowaway Bar,2026-08-09,,$42.00,$46.20
88,White Wine,16,Stowaway Bar,2026-08-09,,$48.00,$52.80
89,Red Wine,14,Stowaway Bar,2026-08-09,,$35.00,$38.50
90,Bottles / Cans Alcoholic,18,Stowaway Bar,2026-08-09,,$22.99,$25.30
91,Tap Beer,19,Stowaway Bar,2026-08-09,,$126.00,$138.60
92,Sparkling Wine,14,Stowaway Bar,2026-08-09,,$32.00,$35.20
93,Small Plates,17,Stowaway Bar,2026-08-09,,$176.00,$193.60
94,Big Plates,16,Stowaway Bar,2026-08-09,,$88.80,$97.68
95,Bottles / Cans Alcoholic,17,Stowaway Bar,2026-08-09,,$21.50,$23.65
96,Modifiers,17,Stowaway Bar,2026-08-09,,$0.00,$0.00
97,Marilyna's Pizza,18,Stowaway Bar,2026-08-09,,$697.46,$767.20
98,Modifiers,12,Stowaway Bar,2026-08-09,,$0.00,$0.00
99,Add-ons - Pizza,20,Stowaway Bar,2026-08-09,,$3.50,$3.85
100,Dine-in Pizza,17,Stowaway Bar,2026-08-09,,$124.00,$136.40
101,Kitchen Specials,13,Stowaway Bar,2026-08-09,,$445.98,$490.60
102,Tap Beer,13,Stowaway Bar,2026-08-09,,$257.58,$283.36
103,Big Plates,15,Stowaway Bar,2026-08-09,,$58.00,$63.80
104,Sparkling Wine,17,Stowaway Bar,2026-08-09,,$72.01,$79.20
105,Cocktails - Signature,12,Stowaway Bar,2026-08-09,,$30.00,$33.00
106,White Wine,13,Stowaway Bar,2026-08-09,,$60.00,$66.00
107,Big Plates,12,Stowaway Bar,2026-08-09,,$26.90,$29.59
108,Kids Meals,16,Stowaway Bar,2026-08-09,,$13.00,$14.30
109,Modifiers,18,Stowaway Bar,2026-08-09,,$0.00,$0.00
110,Desserts,14,Stowaway Bar,2026-08-09,,$28.00,$30.80
111,None,18,Stowaway Bar,2026-08-09,,$0.00,$0.00
112,Modifiers,19,Stowaway Bar,2026-08-09,,$0.00,$0.00
113,Tequila,17,Stowaway Bar,2026-08-09,,$12.99,$14.30
114,Tap Beer,14,Stowaway Bar,2026-08-09,,$195.00,$214.50
115,White Wine,18,Stowaway Bar,2026-08-09,,$148.00,$162.80
116,Modifiers,20,Stowaway Bar,2026-08-09,,$0.00,$0.00
117,Dine-in Pizza,19,Stowaway Bar,2026-08-09,,$26.00,$28.60
118,Kitchen Specials,14,Stowaway Bar,2026-08-09,,$276.49,$304.15
119,Tap Beer,18,Stowaway Bar,2026-08-09,,$385.51,$424.05
120,Add-ons - Kitchen,15,Stowaway Bar,2026-08-09,,$14.02,$15.40
121,Red Wine,12,Stowaway Bar,2026-08-09,,$27.00,$29.70
122,Bottles / Cans Alcoholic,19,Stowaway Bar,2026-08-09,,$14.00,$15.40
123,Cocktails - Signature,19,Stowaway Bar,2026-08-09,,$52.01,$57.20
124,Cocktails - Signature,16,Stowaway Bar,2026-08-09,,$127.01,$139.70
125,Tap Beer,21,Stowaway Bar,2026-08-09,,$11.50,$12.65
126,White Wine,14,Stowaway Bar,2026-08-09,,$14.00,$15.40
127,Big Plates,19,Stowaway Bar,2026-08-09,,$82.79,$91.08
128,Big Plates,18,Stowaway Bar,2026-08-09,,$97.80,$107.58
129,Kids Meals,17,Stowaway Bar,2026-08-09,,$25.99,$28.60
130,Cocktails - Classic,15,Stowaway Bar,2026-08-09,,$227.00,$249.70
131,Non-alcoholic,15,Stowaway Bar,2026-08-09,,$50.50,$55.55
132,Mocktails,17,Stowaway Bar,2026-08-09,,$42.99,$47.30
133,Non-alcoholic,11,Stowaway Bar,2026-08-09,,$5.00,$5.50
134,White Wine,12,Stowaway Bar,2026-08-09,,$162.01,$178.20
135,Marilyna's Pizza,19,Stowaway Bar,2026-08-09,,$101.60,$111.76
136,None,17,Stowaway Bar,2026-08-09,,$0.00,$0.00
137,None,12,Stowaway Bar,2026-08-09,,$0.00,$0.00
138,Add-ons - Pizza,18,Stowaway Bar,2026-08-09,,$30.35,$32.75
139,Kitchen Specials,15,Stowaway Bar,2026-08-09,,$372.99,$410.30
140,Red Wine,18,Stowaway Bar,2026-08-09,,$119.49,$131.45
141,Sides,16,Stowaway Bar,2026-08-09,,$10.00,$11.00
142,Sides,13,Stowaway Bar,2026-08-09,,$10.00,$11.00
143,Cocktails - Classic,16,Stowaway Bar,2026-08-09,,$175.00,$192.50
144,Sparkling Wine,16,Stowaway Bar,2026-08-09,,$12.00,$13.20
145,Cocktails - Signature,17,Stowaway Bar,2026-08-09,,$90.00,$99.00
146,Red Wine,15,Stowaway Bar,2026-08-09,,$30.00,$33.00
147,Gin,17,Stowaway Bar,2026-08-09,,$11.00,$12.10
148,Salads,13,Stowaway Bar,2026-08-09,,$18.00,$19.80
149,Modifiers,16,Stowaway Bar,2026-08-09,,$0.00,$0.00
150,Whisky,15,Stowaway Bar,2026-08-09,,$17.00,$18.70
151,Mocktails,16,Stowaway Bar,2026-08-09,,$39.00,$42.90
152,Non-alcoholic,19,Stowaway Bar,2026-08-09,,$14.50,$15.95
153,Non-alcoholic,18,Stowaway Bar,2026-08-09,,$30.00,$33.00
154,Modifiers,13,Stowaway Bar,2026-08-09,,$0.00,$0.00
155,Red Wine,19,Stowaway Bar,2026-08-09,,$89.00,$97.90
156,White Wine,15,Stowaway Bar,2026-08-09,,$103.00,$113.30
157,Rose Wine,14,Stowaway Bar,2026-08-09,,$35.00,$38.50
158,Add-ons - Kitchen,17,Stowaway Bar,2026-08-09,,$18.53,$20.35
159,None,13,Stowaway Bar,2026-08-09,,$0.00,$0.00
160,Kitchen Specials,18,Stowaway Bar,2026-08-09,,$60.01,$66.00
161,Tap Beer,22,Stowaway Bar,2026-08-09,,$11.50,$12.65
162,Sparkling Wine,15,Stowaway Bar,2026-08-09,,$27.99,$30.80
163,Cocktails - Signature,13,Stowaway Bar,2026-08-09,,$157.00,$172.70
164,Vodka,16,Stowaway Bar,2026-08-09,,$11.01,$12.10
