,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
1,Small Plates,13,Stowaway Bar,2026-08-09,,$212.40,$233.64
2,Kids Meals,13,Stowaway Bar,2026-08-09,,$13.00,$14.30
3,Bottles / Cans Alcoholic,16,Stowaway Bar,2026-08-09,,$54.00,$59.40
4,Tap Beer,16,Stowaway Bar,2026-08-09,,$467.47,$514.25
5,Tap Beer,15,Stowaway Bar,2026-08-09,,$466.51,$513.15
6,Red Wine,16,Stowaway Bar,2026-08-09,,$209.01,$229.90
7,Delivery Kitchen,18,Stowaway Bar,2026-08-09,,$54.00,$59.40
8,Add-ons - Bar,16,Stowaway Bar,2026-08-09,,$0.00,$0.00
9,Kitchen Specials,16,Stowaway Bar,2026-08-09,,$246.47,$271.15
10,Orange / Skins Wine,17,Stowaway Bar,2026-08-09,,$19.00,$20.90
11,Add-ons - Kitchen,12,Stowaway Bar,2026-08-09,,$6.02,$6.60
12,Rose Wine,18,Stowaway Bar,2026-08-09,,$28.00,$30.80
13,Dine-in Pizza,16,Stowaway Bar,2026-08-09,,$27.00,$29.70
14,Desserts,13,Stowaway Bar,2026-08-09,,$64.00,$70.40
15,Sparkling Wine,13,Stowaway Bar,2026-08-09,,$44.00,$48.40
16,Tap Beer,11,Stowaway Bar,2026-08-09,,$15.00,$16.50
17,Vodka,15,Stowaway Bar,2026-08-09,,$22.00,$24.20
18,Small Plates,19,Stowaway Bar,2026-08-09,,$151.02,$166.10
19,Cocktails - Classic,13,Stowaway Bar,2026-08-09,,$65.01,$71.50
20,Non-alcoholic,16,Stowaway Bar,2026-08-09,,$124.49,$136.95
21,Non-alcoholic,13,Stowaway Bar,2026-08-09,,$63.50,$69.85
22,White Wine,17,Stowaway Bar,2026-08-09,,$132.00,$145.20
23,Red Wine,13,Stowaway Bar,2026-08-09,,$65.00,$71.50
24,Rose Wine,16,Stowaway Bar,2026-08-09,,$32.00,$35.20
25,Rose Wine,15,Stowaway Bar,2026-08-09,,$16.00,$17.60
26,Marilyna's Pizza,16,Stowaway Bar,2026-08-09,,$240.72,$264.79
27,Delivery Kitchen,16,Stowaway Bar,2026-08-09,,$15.36,$16.90
28,Marilyna's Pizza,20,Stowaway Bar,2026-08-09,,$193.53,$212.88
29,None,14,Stowaway Bar,2026-08-09,,$0.00,$0.00
30,Add-ons - Pizza,15,Stowaway Bar,2026-08-09,,$1.35,$1.35
31,Salads,18,Stowaway Bar,2026-08-09,,$24.90,$27.39
32,Sides,17,Stowaway Bar,2026-08-09,,$10.00,$11.00
33,Cocktails - Signature,14,Stowaway Bar,2026-08-09,,$60.00,$66.00
34,Small Plates,20,Stowaway Bar,2026-08-09,,$32.50,$35.75
35,Small Plates,14,Stowaway Bar,2026-08-09,,$71.91,$79.09
36,Small Plates,18,Stowaway Bar,2026-08-09,,$30.41,$33.44
37,Big Plates,13,Stowaway Bar,2026-08-09,,$379.11,$417.01
38,Add-ons - Bar,17,Stowaway Bar,2026-08-09,,$4.00,$4.40
39,Non-alcoholic,12,Stowaway Bar,2026-08-09,,$36.00,$39.60
40,Tap Beer,17,Stowaway Bar,2026-08-09,,$305.11,$335.61
41,Add-ons - Kitchen,18,Stowaway Bar,2026-08-09,,$7.90,$8.70
42,Orange / Skins Wine,19,Stowaway Bar,2026-08-09,,$19.00,$20.90
43,Add-ons - Kitchen,14,Stowaway Bar,2026-08-09,,$5.00,$5.50
44,Add-ons - Kitchen,19,Stowaway Bar,2026-08-09,,$3.99,$4.40
45,None,20,Stowaway Bar,2026-08-09,,$0.00,$0.00
46,Cocktails - Signature,20,Stowaway Bar,2026-08-09,,$46.00,$50.60
47,Marilyna's Pizza,15,Stowaway Bar,2026-08-09,,$53.80,$59.18
48,Vodka,17,Stowaway Bar,2026-08-09,,$22.00,$24.20
49,Small Plates,16,Stowaway Bar,2026-08-09,,$120.61,$132.66
50,Small Plates,15,Stowaway Bar,2026-08-09,,$98.10,$107.91
51,Big Plates,17,Stowaway Bar,2026-08-09,,$111.78,$122.98
52,Kids Meals,15,Stowaway Bar,2026-08-09,,$13.00,$14.30
53,Desserts,19,Stowaway Bar,2026-08-09,,$12.00,$13.20
54,Modifiers,15,Stowaway Bar,2026-08-09,,$0.00,$0.00
55,Whisky,14,Stowaway Bar,2026-08-09,,$28.00,$30.80
56,Mocktails,15,Stowaway Bar,2026-08-09,,$12.99,$14.30
57,Non-alcoholic,14,Stowaway Bar,2026-08-09,,$12.50,$13.75
58,Marilyna's Pizza,17,Stowaway Bar,2026-08-09,,$194.21,$213.63
59,Add-ons - Pizza,17,Stowaway Bar,2026-08-09,,$12.00,$13.20
60,None,16,Stowaway Bar,2026-08-09,,$4.00,$4.40
61,Marilyna's Soft Drinks,16,Stowaway Bar,2026-08-09,,$13.45,$14.80
62,Cocktails - Classic,19,Stowaway Bar,2026-08-09,,$41.00,$45.10
63,Cocktails - Classic,18,Stowaway Bar,2026-08-09,,$43.00,$47.30
64,Cocktails - Classic,20,Stowaway Bar,2026-08-09,,$45.00,$49.50
65,Bottles / Cans Alcoholic,14,Stowaway Bar,2026-08-09,,$10.50,$11.55
66,Cocktails - Signature,15,Stowaway Bar,2026-08-09,,$99.00,$108.90
67,Gin,18,Stowaway Bar,2026-08-09,,$11.00,$12.10
68,Tap Beer,20,Stowaway Bar,2026-08-09,,$22.00,$24.20
69,Non-alcoholic,17,Stowaway Bar,2026-08-09,,$37.00,$40.70
70,Red Wine,17,Stowaway Bar,2026-08-09,,$281.99,$310.20
71,Rose Wine,17,Stowaway Bar,2026-08-09,,$56.00,$61.60
72,Rose Wine,12,Stowaway Bar,2026-08-09,,$16.00,$17.60
73,Delivery Kitchen,17,Stowaway Bar,2026-08-09,,$0.00,$0.00
74,None,19,Stowaway Bar,2026-08-09,,$0.00,$0.00
75,Add-ons - Pizza,16,Stowaway Bar,2026-08-09,,-$23.92,-$22.87
76,Kitchen Specials,17,Stowaway Bar,2026-08-09,,$602.50,$662.75
77,Kitchen Specials,12,Stowaway Bar,2026-08-09,,$379.47,$417.45
78,Tap Beer,12,Stowaway Bar,2026-08-09,,$169.00,$185.90
79,Orange / Skins Wine,18,Stowaway Bar,2026-08-09,,$38.00,$41.80
80,Marilyna's Soft Drinks,18,Stowaway Bar,2026-08-09,,$19.72,$21.70
81,Add-ons - Kitchen,20,Stowaway Bar,2026-08-09,,$0.00,$0.00
82,Cocktails - Classic,17,Stowaway Bar,2026-08-09,,$182.00,$200.20
83,Add-ons - Kitchen,16,Stowaway Bar,2026-08-09,,$20.52,$22.55
84,Add-ons - Kitchen,13,Stowaway Bar,2026-08-09,,$18.00,$19.80
85,Big Plates,14,Stowaway Bar,2026-08-09,,$82.80,$91.08
