,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
84,Add-ons - Kitchen,16,Stowaway Bar,2026-07-31,,$4.08,$4.50
85,Small Plates,22,Stowaway Bar,2026-07-31,,$42.55,$46.80
86,Gin,22,Stowaway Bar,2026-07-31,,$25.46,$28.00
87,Gin,15,Stowaway Bar,2026-07-31,,$19.09,$21.00
88,Whisky,20,Stowaway Bar,2026-07-31,,$40.00,$44.00
89,Sparkling Wine,18,Stowaway Bar,2026-07-31,,$187.31,$206.00
90,Cocktails - Classic,20,Stowaway Bar,2026-07-31,,$337.26,$371.00
91,Cocktails - Classic,18,Stowaway Bar,2026-07-31,,$302.70,$333.00
92,Cocktails - Classic,16,Stowaway Bar,2026-07-31,,$380.08,$418.00
93,Vodka,22,Stowaway Bar,2026-07-31,,$60.00,$66.00
94,Vodka,21,Stowaway Bar,2026-07-31,,$10.00,$11.00
95,Non-alcoholic,21,Stowaway Bar,2026-07-31,,$7.27,$8.00
96,Non-alcoholic,20,Stowaway Bar,2026-07-31,,$44.55,$49.00
97,Non-alcoholic,18,Stowaway Bar,2026-07-31,,$39.54,$43.50
98,Tap Beer,20,Stowaway Bar,2026-07-31,,$780.29,$858.30
99,Tap Beer,16,Stowaway Bar,2026-07-31,,$343.06,$377.50
100,Tap Beer,15,Stowaway Bar,2026-07-31,,$164.94,$181.50
101,Red Wine,19,Stowaway Bar,2026-07-31,,$74.54,$82.00
102,Delivery Kitchen,18,Stowaway Bar,2026-07-31,,$95.46,$105.00
103,Add-ons - Pizza,17,Stowaway Bar,2026-07-31,,-$34.01,-$32.56
104,Dine-in Pizza,16,Stowaway Bar,2026-07-31,,$47.26,$52.00
105,Dine-in Pizza,22,Stowaway Bar,2026-07-31,,$38.18,$42.00
106,Gin,16,Stowaway Bar,2026-07-31,,$38.18,$42.00
107,Tap Beer,22,Stowaway Bar,2026-07-31,,$232.27,$255.50
108,Whisky,23,Stowaway Bar,2026-07-31,,$109.09,$120.00
109,Liqueurs,21,Stowaway Bar,2026-07-31,,$10.91,$12.00
110,Sparkling Wine,19,Stowaway Bar,2026-07-31,,$44.55,$49.00
111,Sparkling Wine,16,Stowaway Bar,2026-07-31,,$44.52,$49.00
112,Red Wine,21,Stowaway Bar,2026-07-31,,$10.91,$12.00
113,Rose Wine,20,Stowaway Bar,2026-07-31,,$156.37,$172.00
114,Rose Wine,18,Stowaway Bar,2026-07-31,,$14.55,$16.00
115,Small Plates,18,Stowaway Bar,2026-07-31,,$166.19,$182.80
116,Small Plates,16,Stowaway Bar,2026-07-31,,$75.27,$82.80
117,Cocktails - Classic,21,Stowaway Bar,2026-07-31,,$247.25,$272.00
118,Modifiers,20,Stowaway Bar,2026-07-31,,$0.00,$0.00
119,Bottles / Cans Alcoholic,19,Stowaway Bar,2026-07-31,,$19.10,$21.00
120,Gin,20,Stowaway Bar,2026-07-31,,$49.10,$54.00
121,Whisky,19,Stowaway Bar,2026-07-31,,$20.01,$22.00
122,Whisky,21,Stowaway Bar,2026-07-31,,$126.37,$139.00
123,Whisky,18,Stowaway Bar,2026-07-31,,$20.92,$23.00
124,Rum,21,Stowaway Bar,2026-07-31,,$25.46,$28.00
125,Modifiers,18,Stowaway Bar,2026-07-31,,$0.00,$0.00
126,Modifiers,15,Stowaway Bar,2026-07-31,,$0.00,$0.00
127,Tap Beer,21,Stowaway Bar,2026-07-31,,$313.91,$345.30
128,Marilyna's Pizza,17,Stowaway Bar,2026-07-31,,$735.47,$809.00
129,Delivery Kitchen,17,Stowaway Bar,2026-07-31,,$107.28,$118.00
130,Modifiers,22,Stowaway Bar,2026-07-31,,$0.00,$0.00
131,None,16,Stowaway Bar,2026-07-31,,$4.09,$4.50
132,Dine-in Pizza,21,Stowaway Bar,2026-07-31,,$116.37,$128.00
133,Dine-in Pizza,18,Stowaway Bar,2026-07-31,,$68.19,$75.00
134,Bottles / Cans Alcoholic,18,Stowaway Bar,2026-07-31,,$28.65,$31.50
135,Cocktails - Signature,20,Stowaway Bar,2026-07-31,,$220.03,$242.00
136,Cocktails - Signature,15,Stowaway Bar,2026-07-31,,$29.10,$32.00
137,Sparkling Wine,21,Stowaway Bar,2026-07-31,,$87.29,$96.00
138,Sparkling Wine,20,Stowaway Bar,2026-07-31,,$313.66,$345.00
139,White Wine,19,Stowaway Bar,2026-07-31,,$82.75,$91.00
140,Marilyna's Soft Drinks,18,Stowaway Bar,2026-07-31,,$28.18,$31.00
141,Tap Beer,17,Stowaway Bar,2026-07-31,,$581.87,$640.00
142,Marilyna's Pizza,23,Stowaway Bar,2026-07-31,,$30.00,$33.00
143,Add-ons - Pizza,19,Stowaway Bar,2026-07-31,,-$12.70,-$11.75
144,Add-ons - Pizza,23,Stowaway Bar,2026-07-31,,$3.64,$4.00
145,Add-ons - Kitchen,18,Stowaway Bar,2026-07-31,,$18.20,$20.00
146,Add-ons - Kitchen,19,Stowaway Bar,2026-07-31,,$1.83,$2.00
147,Marilyna's Soft Drinks,19,Stowaway Bar,2026-07-31,,$7.28,$8.00
148,Cocktails - Signature,21,Stowaway Bar,2026-07-31,,$109.12,$120.00
149,Rose Wine,22,Stowaway Bar,2026-07-31,,$14.55,$16.00
150,Small Plates,17,Stowaway Bar,2026-07-31,,$427.01,$469.70
151,Big Plates,20,Stowaway Bar,2026-07-31,,$161.42,$177.60
152,Add-ons - Pizza,18,Stowaway Bar,2026-07-31,,-$51.59,-$50.13
153,Vodka,16,Stowaway Bar,2026-07-31,,$6.36,$7.00
154,Tequila,22,Stowaway Bar,2026-07-31,,$10.00,$11.00
155,Marilyna's Soft Drinks,17,Stowaway Bar,2026-07-31,,$9.09,$10.00
156,Marilyna's Pizza,19,Stowaway Bar,2026-07-31,,$619.11,$681.00
157,Delivery Kitchen,19,Stowaway Bar,2026-07-31,,$42.73,$47.00
158,Marilyna's Pizza,20,Stowaway Bar,2026-07-31,,$378.17,$416.00
159,Add-ons - Pizza,20,Stowaway Bar,2026-07-31,,$3.51,$3.78
160,Dine-in Pizza,17,Stowaway Bar,2026-07-31,,$207.30,$228.00
161,Functions & Misc.,20,Stowaway Bar,2026-07-31,,"$2,181.82","$2,400.00"
162,Tap Beer,23,Stowaway Bar,2026-07-31,,$47.73,$52.50
163,Rose Wine,19,Stowaway Bar,2026-07-31,,$36.38,$40.00
