,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
1,Add-ons - Kitchen,20,Stowaway Bar,2026-07-31,,$204.54,$225.00
2,Modifiers,19,Stowaway Bar,2026-07-31,,$0.00,$0.00
3,Cocktails - Signature,19,Stowaway Bar,2026-07-31,,$352.78,$388.00
4,Bottles / Cans Alcoholic,17,Stowaway Bar,2026-07-31,,$44.55,$49.00
5,Mocktails,19,Stowaway Bar,2026-07-31,,$11.82,$13.00
6,Non-alcoholic,17,Stowaway Bar,2026-07-31,,$45.00,$49.50
7,Red Wine,17,Stowaway Bar,2026-07-31,,$91.81,$101.00
8,Cocktails - Classic,17,Stowaway Bar,2026-07-31,,$231.81,$255.00
9,Add-ons - Pizza,16,Stowaway Bar,2026-07-31,,-$3.63,-$3.49
10,Cocktails - Classic,23,Stowaway Bar,2026-07-31,,$36.36,$40.00
11,Vodka,20,Stowaway Bar,2026-07-31,,$260.00,$286.00
12,Vodka,18,Stowaway Bar,2026-07-31,,$50.00,$55.00
13,Whisky,22,Stowaway Bar,2026-07-31,,$93.64,$103.00
14,Non-alcoholic,19,Stowaway Bar,2026-07-31,,$8.18,$9.00
15,Modifiers,16,Stowaway Bar,2026-07-31,,$0.00,$0.00
16,Tap Beer,18,Stowaway Bar,2026-07-31,,$534.99,$588.50
17,White Wine,18,Stowaway Bar,2026-07-31,,$221.84,$244.00
18,Sides,15,Stowaway Bar,2026-07-31,,$9.09,$10.00
19,Cocktails - Classic,19,Stowaway Bar,2026-07-31,,$208.17,$229.00
20,Gin,23,Stowaway Bar,2026-07-31,,$76.38,$84.00
21,White Wine,20,Stowaway Bar,2026-07-31,,$218.19,$240.00
22,White Wine,16,Stowaway Bar,2026-07-31,,$185.21,$203.80
23,White Wine,15,Stowaway Bar,2026-07-31,,$25.44,$28.00
24,Rose Wine,21,Stowaway Bar,2026-07-31,,$14.55,$16.00
25,Salads,20,Stowaway Bar,2026-07-31,,$16.36,$18.00
26,Non-alcoholic,16,Stowaway Bar,2026-07-31,,$13.20,$14.50
27,Delivery Alcohol,19,Stowaway Bar,2026-07-31,,$11.81,$13.00
28,Marilyna's Pizza,18,Stowaway Bar,2026-07-31,,"$1,253.24","$1,378.50"
29,Delivery Kitchen,16,Stowaway Bar,2026-07-31,,$52.74,$58.00
30,Marilyna's Pizza,21,Stowaway Bar,2026-07-31,,$13.63,$15.00
31,Add-ons - Kitchen,17,Stowaway Bar,2026-07-31,,$18.61,$20.50
32,None,21,Stowaway Bar,2026-07-31,,$0.00,$0.00
33,Add-ons - Bar,16,Stowaway Bar,2026-07-31,,$0.91,$1.00
34,Salads,18,Stowaway Bar,2026-07-31,,$22.63,$24.90
35,Sides,17,Stowaway Bar,2026-07-31,,$10.92,$12.00
36,White Wine,17,Stowaway Bar,2026-07-31,,$94.56,$104.00
37,Rose Wine,16,Stowaway Bar,2026-07-31,,$19.08,$21.00
38,Small Plates,19,Stowaway Bar,2026-07-31,,$101.53,$111.70
39,Big Plates,17,Stowaway Bar,2026-07-31,,$26.27,$28.90
40,Kids Meals,20,Stowaway Bar,2026-07-31,,$23.64,$26.00
41,Modifiers,21,Stowaway Bar,2026-07-31,,$0.00,$0.00
42,Gin,18,Stowaway Bar,2026-07-31,,$62.36,$68.60
43,Gin,21,Stowaway Bar,2026-07-31,,$88.21,$97.00
44,Orange / Skins Wine,18,Stowaway Bar,2026-07-31,,$17.27,$19.00
45,Marilyna's Pizza,16,Stowaway Bar,2026-07-31,,$275.90,$303.50
46,None,19,Stowaway Bar,2026-07-31,,$0.00,$0.00
47,None,18,Stowaway Bar,2026-07-31,,$1.82,$2.00
48,None,20,Stowaway Bar,2026-07-31,,$0.00,$0.00
49,None,22,Stowaway Bar,2026-07-31,,$0.00,$0.00
50,Dine-in Pizza,19,Stowaway Bar,2026-07-31,,$158.20,$174.00
51,Add-ons - Kitchen,15,Stowaway Bar,2026-07-31,,$4.54,$5.00
52,Cocktails - Signature,18,Stowaway Bar,2026-07-31,,$206.41,$227.00
53,Cocktails - Signature,16,Stowaway Bar,2026-07-31,,$29.10,$32.00
54,Sparkling Wine,17,Stowaway Bar,2026-07-31,,$29.10,$32.00
55,White Wine,21,Stowaway Bar,2026-07-31,,$157.30,$173.00
56,Big Plates,18,Stowaway Bar,2026-07-31,,$99.62,$109.60
57,Big Plates,21,Stowaway Bar,2026-07-31,,$88.90,$97.80
58,Kids Meals,17,Stowaway Bar,2026-07-31,,$23.64,$26.00
59,Cocktails - Signature,17,Stowaway Bar,2026-07-31,,$245.49,$270.00
60,Cocktails - Classic,15,Stowaway Bar,2026-07-31,,$201.87,$222.00
61,Cocktails - Classic,22,Stowaway Bar,2026-07-31,,$98.18,$108.00
62,Gin,17,Stowaway Bar,2026-07-31,,$49.09,$54.00
63,Whisky,16,Stowaway Bar,2026-07-31,,$6.36,$7.00
64,Red Wine,20,Stowaway Bar,2026-07-31,,$147.29,$162.00
65,Delivery Kitchen,20,Stowaway Bar,2026-07-31,,$26.28,$28.90
66,None,17,Stowaway Bar,2026-07-31,,$0.00,$0.00
67,Harry Gatos Food,20,Stowaway Bar,2026-07-31,,$20.91,$23.00
68,Big Plates,19,Stowaway Bar,2026-07-31,,$79.07,$87.00
69,Sides,16,Stowaway Bar,2026-07-31,,$9.09,$10.00
70,Delivery Cocktails,17,Stowaway Bar,2026-07-31,,$23.64,$26.00
71,Red Wine,22,Stowaway Bar,2026-07-31,,$27.28,$30.00
72,Sparkling Wine,22,Stowaway Bar,2026-07-31,,$58.18,$64.00
73,Red Wine,16,Stowaway Bar,2026-07-31,,$82.61,$90.90
74,Red Wine,18,Stowaway Bar,2026-07-31,,$134.55,$148.00
75,Small Plates,15,Stowaway Bar,2026-07-31,,$97.92,$107.70
76,Small Plates,20,Stowaway Bar,2026-07-31,,$147.02,$161.70
77,None,15,Stowaway Bar,2026-07-31,,$0.00,$0.00
78,Vodka,19,Stowaway Bar,2026-07-31,,$20.01,$22.00
79,Marilyna's Soft Drinks,16,Stowaway Bar,2026-07-31,,$0.00,$0.00
80,Tap Beer,19,Stowaway Bar,2026-07-31,,$459.38,$505.30
81,Pet Nat Wine,15,Stowaway Bar,2026-07-31,,$14.55,$16.00
82,None,23,Stowaway Bar,2026-07-31,,$0.00,$0.00
83,Dine-in Pizza,20,Stowaway Bar,2026-07-31,,$227.46,$250.00
