,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
1,Small Plates,17,Stowaway Bar,2026-08-14,,$69.27,$76.20
2,Add-ons - Pizza,18,Stowaway Bar,2026-08-14,,$10.25,$12.24
3,Big Plates,15,Stowaway Bar,2026-08-14,,$24.45,$26.90
4,Salads,21,Stowaway Bar,2026-08-14,,$16.36,$18.00
5,Delivery Alcohol,21,Stowaway Bar,2026-08-14,,$5.91,$6.50
6,Red Wine,23,Stowaway Bar,2026-08-14,,$15.45,$17.00
7,Marilyna's Pizza,20,Stowaway Bar,2026-08-14,,$237.19,$260.90
8,Marilyna's Pizza,19,Stowaway Bar,2026-08-14,,$467.49,$514.20
9,Marilyna's Pizza,18,Stowaway Bar,2026-08-14,,"$1,126.72","$1,239.40"
10,Add-ons - Pizza,14,Stowaway Bar,2026-08-14,,$7.11,$7.65
11,Sparkling Wine,17,Stowaway Bar,2026-08-14,,$36.36,$40.00
12,Small Plates,15,Stowaway Bar,2026-08-14,,$64.74,$71.20
13,Cocktails - Classic,19,Stowaway Bar,2026-08-14,,$268.16,$295.00
14,Modifiers,15,Stowaway Bar,2026-08-14,,$0.00,$0.00
15,Tap Beer,19,Stowaway Bar,2026-08-14,,$501.36,$551.50
16,White Wine,19,Stowaway Bar,2026-08-14,,$203.64,$224.00
17,Rose Wine,19,Stowaway Bar,2026-08-14,,$77.30,$85.00
18,Marilyna's Pizza,21,Stowaway Bar,2026-08-14,,$117.64,$129.40
19,Add-ons - Bar,19,Stowaway Bar,2026-08-14,,$0.91,$1.00
20,Tap Beer,23,Stowaway Bar,2026-08-14,,$15.91,$17.50
21,Kitchen Specials,19,Stowaway Bar,2026-08-14,,$181.35,$199.50
22,Sparkling Wine,20,Stowaway Bar,2026-08-14,,$14.55,$16.00
23,Vodka,19,Stowaway Bar,2026-08-14,,$20.00,$22.00
24,Small Plates,20,Stowaway Bar,2026-08-14,,$110.17,$121.20
25,Small Plates,18,Stowaway Bar,2026-08-14,,$279.05,$306.90
26,Big Plates,23,Stowaway Bar,2026-08-14,,$54.36,$59.80
27,Add-ons - Kitchen,20,Stowaway Bar,2026-08-14,,$10.91,$12.00
28,Tap Beer,17,Stowaway Bar,2026-08-14,,$830.46,$913.50
29,Rose Wine,17,Stowaway Bar,2026-08-14,,$65.46,$72.00
30,Delivery Kitchen,17,Stowaway Bar,2026-08-14,,$176.38,$194.00
31,Add-ons - Kitchen,21,Stowaway Bar,2026-08-14,,$4.55,$5.00
32,Kitchen Specials,17,Stowaway Bar,2026-08-14,,$36.27,$39.90
33,Cocktails - Classic,17,Stowaway Bar,2026-08-14,,$115.45,$127.00
34,Whisky,21,Stowaway Bar,2026-08-14,,$10.91,$12.00
35,Marilyna's Soft Drinks,20,Stowaway Bar,2026-08-14,,$5.45,$6.00
36,Vodka,17,Stowaway Bar,2026-08-14,,$20.00,$22.00
37,Big Plates,18,Stowaway Bar,2026-08-14,,$332.40,$365.70
38,Big Plates,20,Stowaway Bar,2026-08-14,,$292.98,$322.30
39,Big Plates,16,Stowaway Bar,2026-08-14,,$26.27,$28.90
40,Kids Meals,17,Stowaway Bar,2026-08-14,,$11.82,$13.00
41,Cocktails - Classic,15,Stowaway Bar,2026-08-14,,$116.39,$128.00
42,Gin,17,Stowaway Bar,2026-08-14,,$30.00,$33.00
43,White Wine,17,Stowaway Bar,2026-08-14,,$76.37,$84.00
44,Delivery Kitchen,22,Stowaway Bar,2026-08-14,,$36.82,$40.50
45,None,17,Stowaway Bar,2026-08-14,,$5.45,$6.00
46,Add-ons - Pizza,20,Stowaway Bar,2026-08-14,,-$25.38,-$25.02
47,Add-ons - Pizza,19,Stowaway Bar,2026-08-14,,$4.56,$4.65
48,Dine-in Pizza,17,Stowaway Bar,2026-08-14,,$118.20,$130.00
49,Cocktails - Signature,17,Stowaway Bar,2026-08-14,,$94.55,$104.00
50,Bottles / Cans Alcoholic,17,Stowaway Bar,2026-08-14,,$9.55,$10.50
51,Tequila,22,Stowaway Bar,2026-08-14,,$60.00,$66.00
52,Rum,17,Stowaway Bar,2026-08-14,,$10.00,$11.00
53,Red Wine,16,Stowaway Bar,2026-08-14,,$19.08,$21.00
54,Add-ons - Kitchen,19,Stowaway Bar,2026-08-14,,$9.98,$11.00
55,Salads,18,Stowaway Bar,2026-08-14,,$32.73,$36.00
56,Marilyna's Soft Drinks,19,Stowaway Bar,2026-08-14,,$14.18,$15.60
57,Marilyna's Pizza,16,Stowaway Bar,2026-08-14,,$85.91,$94.50
58,Marilyna's Pizza,22,Stowaway Bar,2026-08-14,,$67.00,$73.70
59,Marilyna's Pizza,15,Stowaway Bar,2026-08-14,,$18.09,$19.90
60,Delivery Kitchen,16,Stowaway Bar,2026-08-14,,$0.00,$0.00
61,None,19,Stowaway Bar,2026-08-14,,$0.00,$0.00
62,None,20,Stowaway Bar,2026-08-14,,$0.00,$0.00
63,None,18,Stowaway Bar,2026-08-14,,$3.64,$4.00
64,Add-ons - Pizza,15,Stowaway Bar,2026-08-14,,$1.82,$2.00
65,Cocktails - Signature,20,Stowaway Bar,2026-08-14,,$47.27,$52.00
66,Marilyna's Soft Drinks,18,Stowaway Bar,2026-08-14,,$13.37,$14.70
67,Cocktails - Signature,18,Stowaway Bar,2026-08-14,,$74.56,$82.00
68,Rose Wine,16,Stowaway Bar,2026-08-14,,$19.08,$21.00
69,Add-ons - Kitchen,17,Stowaway Bar,2026-08-14,,$9.53,$10.50
70,Vodka,20,Stowaway Bar,2026-08-14,,$45.46,$50.00
71,Non-alcoholic,19,Stowaway Bar,2026-08-14,,$26.36,$29.00
72,Non-alcoholic,18,Stowaway Bar,2026-08-14,,$45.00,$49.50
73,Tap Beer,16,Stowaway Bar,2026-08-14,,$340.85,$375.00
74,Tap Beer,20,Stowaway Bar,2026-08-14,,$298.63,$328.50
75,Red Wine,18,Stowaway Bar,2026-08-14,,$146.35,$161.00
76,Rose Wine,18,Stowaway Bar,2026-08-14,,$127.27,$140.00
77,Marilyna's Pizza,14,Stowaway Bar,2026-08-14,,$63.46,$69.80
78,Delivery Kitchen,18,Stowaway Bar,2026-08-14,,$208.46,$229.30
79,Delivery Kitchen,19,Stowaway Bar,2026-08-14,,$95.19,$104.70
80,Kitchen Specials,18,Stowaway Bar,2026-08-14,,$72.53,$79.80
81,Liqueurs,21,Stowaway Bar,2026-08-14,,$20.00,$22.00
82,Marilyna's Soft Drinks,17,Stowaway Bar,2026-08-14,,$25.10,$27.60
83,Vodka,18,Stowaway Bar,2026-08-14,,$50.00,$55.00
84,Vodka,16,Stowaway Bar,2026-08-14,,$25.44,$28.00
85,White Wine,16,Stowaway Bar,2026-08-14,,$104.51,$115.00
86,White Wine,15,Stowaway Bar,2026-08-14,,$44.52,$49.00
87,Big Plates,19,Stowaway Bar,2026-08-14,,$226.68,$249.40
88,Modifiers,17,Stowaway Bar,2026-08-14,,$0.00,$0.00
89,Big Plates,21,Stowaway Bar,2026-08-14,,$52.63,$57.90
90,Bottles / Cans Alcoholic,16,Stowaway Bar,2026-08-14,,$32.28,$35.50
91,Non-alcoholic,16,Stowaway Bar,2026-08-14,,$12.28,$13.50
92,Non-alcoholic,15,Stowaway Bar,2026-08-14,,$9.10,$10.00
93,Modifiers,16,Stowaway Bar,2026-08-14,,$0.00,$0.00
94,Red Wine,19,Stowaway Bar,2026-08-14,,$151.83,$167.00
95,Red Wine,20,Stowaway Bar,2026-08-14,,$50.91,$56.00
96,Delivery Kitchen,20,Stowaway Bar,2026-08-14,,$28.00,$30.80
97,Add-ons - Bar,18,Stowaway Bar,2026-08-14,,$0.91,$1.00
98,Cocktails - Classic,16,Stowaway Bar,2026-08-14,,$97.29,$107.00
99,Tap Beer,15,Stowaway Bar,2026-08-14,,$75.42,$83.00
100,Tap Beer,22,Stowaway Bar,2026-08-14,,$117.71,$129.50
101,Vodka,15,Stowaway Bar,2026-08-14,,$6.36,$7.00
102,Orange / Skins Wine,17,Stowaway Bar,2026-08-14,,$14.55,$16.00
103,Small Plates,19,Stowaway Bar,2026-08-14,,$258.29,$284.10
104,Modifiers,18,Stowaway Bar,2026-08-14,,$0.00,$0.00
105,Modifiers,20,Stowaway Bar,2026-08-14,,$0.00,$0.00
106,Kids Meals,18,Stowaway Bar,2026-08-14,,$94.56,$104.00
107,None,15,Stowaway Bar,2026-08-14,,$0.00,$0.00
108,Bottles / Cans Alcoholic,18,Stowaway Bar,2026-08-14,,$9.55,$10.50
109,Mocktails,20,Stowaway Bar,2026-08-14,,$12.73,$14.00
110,Non-alcoholic,21,Stowaway Bar,2026-08-14,,$4.09,$4.50
111,Tap Beer,21,Stowaway Bar,2026-08-14,,$49.55,$54.50
112,Pet Nat Wine,19,Stowaway Bar,2026-08-14,,$14.55,$16.00
113,Add-ons - Pizza,17,Stowaway Bar,2026-08-14,,-$0.83,$0.21
114,None,22,Stowaway Bar,2026-08-14,,$0.00,$0.00
115,None,16,Stowaway Bar,2026-08-14,,$0.00,$0.00
116,Dine-in Pizza,18,Stowaway Bar,2026-08-14,,$275.47,$303.00
117,Dine-in Pizza,19,Stowaway Bar,2026-08-14,,$116.37,$128.00
118,Tap Beer,18,Stowaway Bar,2026-08-14,,$561.64,$617.80
119,Red Wine,17,Stowaway Bar,2026-08-14,,$68.19,$75.00
120,Harry Gatos Food,17,Stowaway Bar,2026-08-14,,$67.27,$74.00
121,Sides,19,Stowaway Bar,2026-08-14,,$9.09,$10.00
122,Whisky,19,Stowaway Bar,2026-08-14,,$10.91,$12.00
123,Gin,18,Stowaway Bar,2026-08-14,,$9.99,$11.00
124,Vodka,21,Stowaway Bar,2026-08-14,,$10.00,$11.00
125,Small Plates,16,Stowaway Bar,2026-08-14,,$169.64,$186.60
126,Desserts,20,Stowaway Bar,2026-08-14,,$21.82,$24.00
127,Cocktails - Classic,20,Stowaway Bar,2026-08-14,,$79.09,$87.00
128,Cocktails - Classic,21,Stowaway Bar,2026-08-14,,$77.26,$85.00
129,Cocktails - Classic,18,Stowaway Bar,2026-08-14,,$541.82,$596.00
130,Bottles / Cans Alcoholic,20,Stowaway Bar,2026-08-14,,$19.10,$21.00
131,Whisky,18,Stowaway Bar,2026-08-14,,$20.91,$23.00
132,Rum,18,Stowaway Bar,2026-08-14,,$30.00,$33.00
133,Pet Nat Wine,18,Stowaway Bar,2026-08-14,,$14.55,$16.00
134,Red Wine,21,Stowaway Bar,2026-08-14,,$71.81,$79.00
135,Marilyna's Pizza,17,Stowaway Bar,2026-08-14,,$629.37,$692.30
136,Add-ons - Kitchen,16,Stowaway Bar,2026-08-14,,$2.25,$2.50
137,Dine-in Pizza,20,Stowaway Bar,2026-08-14,,$71.84,$79.00
138,Sides,20,Stowaway Bar,2026-08-14,,$9.09,$10.00
139,Cocktails - Signature,15,Stowaway Bar,2026-08-14,,$14.55,$16.00
140,Rum,19,Stowaway Bar,2026-08-14,,$20.00,$22.00
141,Sparkling Wine,19,Stowaway Bar,2026-08-14,,$98.19,$108.00
142,Sparkling Wine,18,Stowaway Bar,2026-08-14,,$94.57,$104.00
143,Cocktails - Signature,22,Stowaway Bar,2026-08-14,,$13.64,$15.00
144,Sparkling Wine,21,Stowaway Bar,2026-08-14,,$14.55,$16.00
145,Gin,22,Stowaway Bar,2026-08-14,,$40.00,$44.00
146,Cocktails - Signature,16,Stowaway Bar,2026-08-14,,$14.55,$16.00
147,Add-ons - Kitchen,18,Stowaway Bar,2026-08-14,,$12.70,$14.00
148,Big Plates,17,Stowaway Bar,2026-08-14,,$50.72,$55.80
149,Modifiers,19,Stowaway Bar,2026-08-14,,$0.00,$0.00
150,Desserts,19,Stowaway Bar,2026-08-14,,$10.91,$12.00
151,Bottles / Cans Alcoholic,19,Stowaway Bar,2026-08-14,,$9.55,$10.50
152,Gin,19,Stowaway Bar,2026-08-14,,$12.73,$14.00
153,Mocktails,18,Stowaway Bar,2026-08-14,,$11.82,$13.00
154,Non-alcoholic,17,Stowaway Bar,2026-08-14,,$16.36,$18.00
155,White Wine,20,Stowaway Bar,2026-08-14,,$22.72,$25.00
156,White Wine,18,Stowaway Bar,2026-08-14,,$134.54,$148.00
157,Orange / Skins Wine,18,Stowaway Bar,2026-08-14,,$66.36,$73.00
158,Add-ons - Pizza,16,Stowaway Bar,2026-08-14,,$2.28,$2.28
159,Add-ons - Kitchen,22,Stowaway Bar,2026-08-14,,$0.91,$1.00
160,Add-ons - Kitchen,15,Stowaway Bar,2026-08-14,,$0.90,$1.00
161,Cocktails - Signature,19,Stowaway Bar,2026-08-14,,$27.28,$30.00
