,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
100,Dine-in Pizza,16,Stowaway Bar,2026-07-25,,$23.64,$26.00
101,Sparkling Wine,16,Stowaway Bar,2026-07-25,,$14.55,$16.00
102,Delivery Kitchen,14,Stowaway Bar,2026-07-25,,$23.55,$25.90
103,Add-ons - Pizza,12,Stowaway Bar,2026-07-25,,$0.91,$1.00
104,Red Wine,18,Stowaway Bar,2026-07-25,,$260.96,$287.00
105,Red Wine,22,Stowaway Bar,2026-07-25,,$44.55,$49.00
106,Rose Wine,18,Stowaway Bar,2026-07-25,,$95.48,$105.00
107,Tap Beer,15,Stowaway Bar,2026-07-25,,$138.14,$152.00
108,Cocktails - Classic,15,Stowaway Bar,2026-07-25,,$142.74,$157.00
109,Desserts,13,Stowaway Bar,2026-07-25,,$14.55,$16.00
110,Kitchen Specials,15,Stowaway Bar,2026-07-25,,$136.35,$150.00
111,Small Plates,14,Stowaway Bar,2026-07-25,,$114.28,$125.70
112,Small Plates,21,Stowaway Bar,2026-07-25,,$47.54,$52.30
113,Small Plates,20,Stowaway Bar,2026-07-25,,$162.65,$178.90
114,Add-ons - Kitchen,18,Stowaway Bar,2026-07-25,,$1.36,$1.50
115,Big Plates,13,Stowaway Bar,2026-07-25,,$40.82,$44.90
116,Big Plates,16,Stowaway Bar,2026-07-25,,$122.29,$134.50
117,Marilyna's Soft Drinks,18,Stowaway Bar,2026-07-25,,$17.27,$19.00
118,Tap Beer,12,Stowaway Bar,2026-07-25,,$169.54,$186.50
119,White Wine,12,Stowaway Bar,2026-07-25,,$31.81,$35.00
120,Delivery Kitchen,17,Stowaway Bar,2026-07-25,,$173.66,$191.00
121,Add-ons - Pizza,19,Stowaway Bar,2026-07-25,,-$1.67,-$1.12
122,Add-ons - Kitchen,14,Stowaway Bar,2026-07-25,,$131.29,$144.50
123,Kitchen Specials,12,Stowaway Bar,2026-07-25,,$611.33,$672.50
124,Add-ons - Kitchen,21,Stowaway Bar,2026-07-25,,$2.73,$3.00
125,Cocktails - Classic,17,Stowaway Bar,2026-07-25,,$144.54,$159.00
126,Kitchen Specials,17,Stowaway Bar,2026-07-25,,$81.81,$90.00
127,Small Plates,18,Stowaway Bar,2026-07-25,,$244.54,$269.00
128,Small Plates,15,Stowaway Bar,2026-07-25,,$31.29,$34.40
129,Modifiers,15,Stowaway Bar,2026-07-25,,$0.00,$0.00
130,Add-ons - Pizza,17,Stowaway Bar,2026-07-25,,$18.50,$19.37
131,Add-ons - Kitchen,16,Stowaway Bar,2026-07-25,,$6.36,$7.00
132,Kids Meals,18,Stowaway Bar,2026-07-25,,$23.64,$26.00
133,Kids Meals,15,Stowaway Bar,2026-07-25,,$4.55,$5.00
134,Desserts,20,Stowaway Bar,2026-07-25,,$10.91,$12.00
135,Desserts,18,Stowaway Bar,2026-07-25,,$21.82,$24.00
136,Cocktails - Classic,14,Stowaway Bar,2026-07-25,,$285.52,$314.00
137,Cocktails - Classic,20,Stowaway Bar,2026-07-25,,$269.08,$296.00
138,Modifiers,14,Stowaway Bar,2026-07-25,,$0.00,$0.00
139,Whisky,20,Stowaway Bar,2026-07-25,,$46.37,$51.00
140,Whisky,21,Stowaway Bar,2026-07-25,,$43.64,$48.00
141,Rum,20,Stowaway Bar,2026-07-25,,$86.38,$95.00
142,Mocktails,15,Stowaway Bar,2026-07-25,,$13.64,$15.00
143,Tap Beer,19,Stowaway Bar,2026-07-25,,$364.61,$401.00
144,Rose Wine,17,Stowaway Bar,2026-07-25,,$10.91,$12.00
145,Red Wine,14,Stowaway Bar,2026-07-25,,$23.63,$26.00
146,None,15,Stowaway Bar,2026-07-25,,$16.36,$18.00
147,Dine-in Pizza,20,Stowaway Bar,2026-07-25,,$212.75,$234.00
148,Sparkling Wine,18,Stowaway Bar,2026-07-25,,$47.28,$52.00
149,Sparkling Wine,14,Stowaway Bar,2026-07-25,,$39.99,$44.00
150,Add-ons - Kitchen,13,Stowaway Bar,2026-07-25,,$26.83,$29.50
151,Red Wine,21,Stowaway Bar,2026-07-25,,$40.91,$45.00
152,White Wine,19,Stowaway Bar,2026-07-25,,$104.56,$115.00
153,White Wine,23,Stowaway Bar,2026-07-25,,$44.55,$49.00
154,Gin,20,Stowaway Bar,2026-07-25,,$50.92,$56.00
155,Gin,22,Stowaway Bar,2026-07-25,,$30.00,$33.00
156,Gin,15,Stowaway Bar,2026-07-25,,$10.00,$11.00
157,Cocktails - Signature,20,Stowaway Bar,2026-07-25,,$170.03,$187.00
158,Cocktails - Signature,16,Stowaway Bar,2026-07-25,,$13.64,$15.00
159,Add-ons - Kitchen,19,Stowaway Bar,2026-07-25,,$4.55,$5.00
160,Cocktails - Signature,14,Stowaway Bar,2026-07-25,,$84.57,$93.00
161,Non-alcoholic,16,Stowaway Bar,2026-07-25,,$37.73,$41.50
162,Red Wine,16,Stowaway Bar,2026-07-25,,$98.18,$108.00
163,Delivery Kitchen,16,Stowaway Bar,2026-07-25,,$25.46,$28.00
164,Marilyna's Pizza,16,Stowaway Bar,2026-07-25,,$77.27,$85.00
165,None,21,Stowaway Bar,2026-07-25,,$0.00,$0.00
166,Sparkling Wine,13,Stowaway Bar,2026-07-25,,$29.10,$32.00
167,Kids Meals,14,Stowaway Bar,2026-07-25,,$18.17,$20.00
168,Tap Beer,17,Stowaway Bar,2026-07-25,,$335.45,$369.00
169,Red Wine,13,Stowaway Bar,2026-07-25,,$39.91,$43.90
170,White Wine,17,Stowaway Bar,2026-07-25,,$278.21,$306.00
171,Cocktails - Classic,13,Stowaway Bar,2026-07-25,,$114.56,$126.00
172,Cocktails - Signature,21,Stowaway Bar,2026-07-25,,$81.84,$90.00
173,Small Plates,19,Stowaway Bar,2026-07-25,,$186.81,$205.50
174,Big Plates,17,Stowaway Bar,2026-07-25,,$50.72,$55.80
175,Big Plates,12,Stowaway Bar,2026-07-25,,$115.34,$126.90
176,Kids Meals,16,Stowaway Bar,2026-07-25,,$16.38,$18.00
177,Modifiers,18,Stowaway Bar,2026-07-25,,$0.00,$0.00
178,Cocktails - Signature,18,Stowaway Bar,2026-07-25,,$283.67,$312.00
179,Cocktails - Classic,21,Stowaway Bar,2026-07-25,,$230.90,$254.00
180,Modifiers,20,Stowaway Bar,2026-07-25,,$0.00,$0.00
181,Bottles / Cans Alcoholic,19,Stowaway Bar,2026-07-25,,$9.55,$10.50
182,Bottles / Cans Alcoholic,14,Stowaway Bar,2026-07-25,,$33.63,$37.00
183,Gin,14,Stowaway Bar,2026-07-25,,$45.43,$50.00
184,Gin,18,Stowaway Bar,2026-07-25,,$27.73,$30.50
185,Rum,19,Stowaway Bar,2026-07-25,,$12.73,$14.00
186,Modifiers,21,Stowaway Bar,2026-07-25,,$0.00,$0.00
187,Mocktails,14,Stowaway Bar,2026-07-25,,$35.46,$39.00
188,Marilyna's Soft Drinks,19,Stowaway Bar,2026-07-25,,$3.64,$4.00
189,Tap Beer,21,Stowaway Bar,2026-07-25,,$60.01,$66.00
190,None,19,Stowaway Bar,2026-07-25,,$1.82,$2.00
191,None,20,Stowaway Bar,2026-07-25,,$49.10,$54.00
192,Add-ons - Pizza,15,Stowaway Bar,2026-07-25,,$3.64,$4.00
193,None,16,Stowaway Bar,2026-07-25,,$1.82,$2.00
194,Dine-in Pizza,18,Stowaway Bar,2026-07-25,,$120.92,$133.00
195,Kitchen Specials,14,Stowaway Bar,2026-07-25,,"$1,208.67","$1,329.50"
196,Delivery Alcohol,16,Stowaway Bar,2026-07-25,,$27.27,$30.00
197,Tap Beer,14,Stowaway Bar,2026-07-25,,$321.40,$353.50
198,Sides,19,Stowaway Bar,2026-07-25,,$9.09,$10.00
199,White Wine,18,Stowaway Bar,2026-07-25,,$270.04,$297.00
200,Sparkling Wine,19,Stowaway Bar,2026-07-25,,$36.36,$40.00
201,Gin,21,Stowaway Bar,2026-07-25,,$40.00,$44.00
202,Desserts,19,Stowaway Bar,2026-07-25,,$14.55,$16.00
203,Desserts,14,Stowaway Bar,2026-07-25,,$14.55,$16.00
204,Add-ons - Kitchen,15,Stowaway Bar,2026-07-25,,$5.43,$6.00
205,Desserts,15,Stowaway Bar,2026-07-25,,$25.46,$28.00
206,Cocktails - Signature,15,Stowaway Bar,2026-07-25,,$73.65,$81.00
207,Cocktails - Signature,13,Stowaway Bar,2026-07-25,,$41.82,$46.00
208,Tequila,21,Stowaway Bar,2026-07-25,,$20.00,$22.00
209,Liqueurs,12,Stowaway Bar,2026-07-25,,$10.00,$11.00
210,Mocktails,13,Stowaway Bar,2026-07-25,,$11.82,$13.00
211,Delivery Alcohol,17,Stowaway Bar,2026-07-25,,$5.45,$6.00
212,Marilyna's Pizza,17,Stowaway Bar,2026-07-25,,$821.40,$903.50
213,Small Plates,16,Stowaway Bar,2026-07-25,,$15.91,$17.50
214,Sparkling Wine,20,Stowaway Bar,2026-07-25,,$14.55,$16.00
215,White Wine,20,Stowaway Bar,2026-07-25,,$194.56,$214.00
216,Sides,14,Stowaway Bar,2026-07-25,,$9.09,$10.00
217,White Wine,22,Stowaway Bar,2026-07-25,,$10.91,$12.00
