Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Fresh is Best Lager - Pint,30,$341.45,$31.04,$73.54,4%,3%,78%
Pork Roast,26,$806.08,$73.31,$128.10,4%,7%,84%
Roast Turkey,21,$703.87,$64.01,$0.00,3%,6%,0%
Stone & Wood - Schooner,20,$264.53,$24.04,$64.95,3%,2%,75%
Fresh is Best Lager - Schooner,18.7,$172.03,$15.64,$34.18,3%,2%,80%
Cauliflower Cheese,17,$119.85,$10.90,$1.15,2%,1%,99%
Guinness Draught - Pint,16,$300.93,$27.36,$75.33,2%,3%,75%
Mulled Wine,15,$250.74,$22.80,$30.57,2%,2%,88%
Grifter Pale - Pint,13,$216.12,$19.65,$43.28,2%,2%,80%
Extra Gravy,13,$29.16,$2.60,$4.38,2%,0%,85%
"Lemon, Lime & Bitters",12,$67.29,$6.14,$0.00,2%,1%,0%
Kirin - Schooner,10.7,$165.28,$15.02,$40.16,1%,1%,76%
Beef Burger D,10,$198.00,$18.00,$0.00,1%,2%,0%
Pepsi Max Glass,10,$50.31,$4.57,$0.00,1%,0%,0%
Buffalo Wings,9,$157.17,$14.29,$35.12,1%,1%,78%
On The Rocks,9,$0.00,$0.00,$0.00,1%,0%,0%
Casa Gheller Prosecco - Glass,9,$158.40,$14.40,$30.11,1%,1%,81%
Nut Roast,9,$298.01,$27.09,$48.03,1%,3%,84%
Classic Margarita,9,$202.32,$18.39,$36.67,1%,2%,82%
Fish Tacos,9,$192.79,$17.53,$19.66,1%,2%,90%
Online Surcharge,8,$11.54,$0.00,$0.00,1%,0%,0%
Lemonade Glass,8,$39.92,$3.62,$0.00,1%,0%,0%
Negroni,7,$145.20,$13.20,$27.09,1%,1%,81%
Villa Fresco Sangiovese - Regular,7,$87.98,$8.00,$16.88,1%,1%,81%
Sensei Calamari,7,$154.39,$14.02,$16.14,1%,1%,90%
Grifter Pale - Schooner,7,$76.31,$6.93,$17.38,1%,1%,77%
Stow Schnitty,6,$182.39,$16.60,$31.96,1%,2%,82%
Large Margherita,6,$135.00,$12.27,$13.78,1%,1%,90%
Philter XPA - Schooner,6,$25.30,$2.30,$13.42,1%,0%,47%
Brownie D,6,$26.00,$2.36,$11.68,1%,0%,55%
Mother's Milk Shiraz - Regular,6,$100.62,$9.14,$19.30,1%,1%,81%
Beef Cheek,6,$251.53,$22.87,$0.00,1%,2%,0%
Petits Detours Rosé - Regular,6,$106.75,$9.71,$20.94,1%,1%,80%
Little Dragon Can,6,$83.85,$7.62,$21.21,1%,1%,75%
Ottelia Chardonnay - Regular,6,$106.17,$9.65,$20.75,1%,1%,80%
Aperol Spritz,6,$129.04,$11.73,$21.32,1%,1%,83%
Fancy Pants Parmy - Classic,5,$83.98,$7.63,$40.53,1%,1%,52%
Garlic Bread,5,$23.00,$2.09,$7.10,1%,0%,69%
Regular Meatlovers,5,$121.45,$11.03,$24.90,1%,1%,79%
Veuve Clicquot Yellow Label - Glass,5,$201.87,$18.35,$80.76,1%,2%,60%
Kuku Sauvignon Blanc - Regular,5,$77.51,$7.05,$14.57,1%,1%,81%
Large Pepperoni,5,$128.00,$11.65,$22.82,1%,1%,82%
Version Two Pinot Grigio - Regular,5,$66.00,$6.00,$8.83,1%,1%,87%
Grifter Omen Stout Tin,5,$71.97,$6.54,$17.53,1%,1%,76%
Stone & Wood - Pint,5,$94.73,$8.62,$21.78,1%,1%,77%
Delivery Fee - Freshwater / Queenscliff,5,$27.50,$2.50,$0.00,1%,0%,0%
Crankshaft IPA - Schooner,4,$59.40,$5.40,$12.83,1%,1%,78%
Extra Veg,4,$12.98,$1.18,$0.00,1%,0%,0%
Side Gravy,4,$6.76,$0.61,$1.35,1%,0%,80%
Baked Camembert,4,$111.36,$10.13,$0.00,1%,1%,0%
Bread & Butter Pud,4,$54.52,$4.95,$0.00,1%,0%,0%
Amalfi Olives,4,$52.26,$4.74,$0.00,1%,0%,0%
Extra Yorkshire Pudding,4,$8.87,$0.80,$0.00,1%,0%,0%
Coconut Margarita,4,$102.86,$9.36,$16.59,1%,1%,84%
Version Two Sparkling - Regular,4,$53.23,$4.84,$7.07,1%,0%,87%
Pepsi Glass,4,$17.82,$1.62,$0.00,1%,0%,0%
Status Quo - Pint,3,$58.38,$5.31,$12.49,0%,1%,79%
Stow Soda - Grapefruit,3,$30.34,$2.75,$0.25,0%,0%,99%
Fresh is Best Summer Lager - Schooner,3,$28.35,$2.58,$4.76,0%,0%,83%
Large Cosmopolitan,3,$55.00,$5.00,$19.83,0%,0%,64%
"Large No Chorizo, No Cry",3,$59.40,$5.40,$16.79,0%,1%,72%
Regular BBQ Chicken Pizza,3,$70.45,$6.41,$8.96,0%,1%,87%
Monteith's Apple Cider Bottle,3,$34.65,$3.15,$9.33,0%,0%,73%
Flower Child,3,$73.39,$6.67,$8.59,0%,1%,88%
Bang Bang Cauli,3,$57.95,$5.27,$8.28,0%,1%,86%
White Light Pure Vodka [House],3,$35.09,$3.19,$4.56,0%,0%,87%
San Pellegrino 500ml,3,$20.12,$1.83,$7.03,0%,0%,65%
Kids Nuggets & Chips,3,$43.84,$3.99,$6.74,0%,0%,85%
Regular Super House Special,3,$64.95,$5.90,$16.58,0%,1%,74%
Add Pepperoni,3,$9.90,$0.90,$0.00,0%,0%,0%
Beetle Juice,3,$75.00,$6.81,$11.01,0%,1%,85%
BBQ Wings D,3,$52.80,$4.80,$9.42,0%,0%,82%
Chicken Shindig Burger,3,$71.99,$6.55,$14.30,0%,1%,80%
Ottelia Chardonnay - Large,3,$27.50,$2.50,$17.30,0%,0%,37%
Large Super House Special,3,$63.80,$5.80,$23.16,0%,1%,64%
Large Tandoori Chicken,3,$82.50,$7.50,$9.64,0%,1%,88%
Large Sanchez,3,$89.10,$8.10,$16.47,0%,1%,82%
Pie,3,$88.04,$8.01,$0.00,0%,1%,0%
Add Mushrooms,3,$4.95,$0.45,$0.00,0%,0%,0%
Rosemary Salted Fries,3,$43.03,$3.91,$5.57,0%,0%,87%
