Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Unlimited Dumplings,56,"$1,344.00",$122.08,$392.58,31%,54%,71%
Pepsi Max Glass,22,$99.00,$9.02,$28.82,12%,4%,71%
Lemonade Glass,6,$27.00,$2.46,$0.00,3%,1%,0%
Sapporo - Schooner,6,$14.00,$1.28,$18.92,3%,1%,-35%
Lime,5,$0.00,$0.00,$0.00,3%,0%,0%
Asahi 3.5%,4,$44.00,$4.00,$9.30,2%,2%,79%
Tonkotsu,4,$116.00,$10.56,$16.66,2%,5%,86%
Soda,4,$0.00,$0.00,$0.00,2%,0%,0%
White Light Pure Vodka [House],4,$28.00,$2.56,$6.08,2%,1%,78%
Chicken Karaage,3,$51.00,$4.65,$0.00,2%,2%,0%
Apple Juice Glass [HG],3,$12.00,$1.08,$0.00,2%,0%,0%
Duck Spring Roll,3,$48.00,$4.35,$10.72,2%,2%,78%
Kuku Sauv Blanc - Regular,3,$39.00,$3.54,$8.74,2%,2%,78%
Pepsi Glass,3,$13.50,$1.23,$3.93,2%,1%,71%
Popcorn Cauliflower,3,$44.00,$3.99,$2.94,2%,2%,93%
Demon Slayer,3,$63.00,$5.73,$11.20,2%,3%,82%
Mie Goreng,3,$72.00,$6.54,$9.55,2%,3%,87%
Ginger Beer Glass [HG],2,$8.00,$0.72,$0.00,1%,0%,0%
Dumplings - Beef & Cabbage,2,$28.00,$2.54,$2.95,1%,1%,89%
Fried Rice,2,$46.00,$4.18,$5.36,1%,2%,88%
Tofu,2,$8.00,$0.72,$0.00,1%,0%,0%
Fried Egg,2,$7.00,$0.64,$0.00,1%,0%,0%
Chicken Katsu Curry,2,$55.00,$5.00,$5.71,1%,2%,90%
Harry's Lager - Schooner,2,$19.00,$1.72,$3.15,1%,1%,83%
Sapporo - 500ml,2,$0.00,$0.00,$7.42,1%,0%,
Swap for Chicken,2,$0.00,$0.00,$0.00,1%,0%,0%
Dumplings - Prawn Har Gow [GF],2,$37.00,$3.37,$8.83,1%,1%,76%
Palloncino Prosecco - Regular,2,$19.00,$1.73,$4.60,1%,1%,76%
Shredded Beef,2,$52.00,$4.72,$0.00,1%,2%,0%
Chicken,1,$3.50,$0.32,$0.00,1%,0%,0%
Coke Can,1,$4.00,$0.36,$0.00,1%,0%,0%
Serve Warm,1,$0.00,$0.00,$0.00,1%,0%,0%
Harry's Lager - Pint,1,$12.50,$1.14,$2.11,1%,1%,83%
Edamame,1,$11.00,$1.00,$0.00,1%,0%,0%
Soda & Lime Glass,1,$3.00,$0.27,$0.00,1%,0%,0%
Geppetto Chardonnay - Regular,1,$15.00,$1.36,$3.63,1%,1%,76%
Jasmine Rice,1,$5.00,$0.45,$0.00,1%,0%,0%
Pepsi,1,$0.00,$0.00,$0.80,1%,0%,
Devon's Prawn Toast,1,$16.00,$1.45,$3.89,1%,1%,76%
Yuzu Orange Soda,1,$9.00,$0.82,$0.00,1%,0%,0%
2 Glasses,1,$0.00,$0.00,$0.00,1%,0%,0%
Dumplings - Veg Gyoza,1,$14.00,$1.27,$1.96,1%,1%,86%
Asahi Zero,1,$10.50,$0.95,$2.10,1%,0%,80%
Classic Margarita,1,$19.00,$1.73,$3.27,1%,1%,83%
Chilli Bomb,1,$2.00,$0.18,$0.00,1%,0%,0%
Orange Juice Glass [HG],1,$4.00,$0.36,$0.00,1%,0%,0%
Virgin Margy,1,$13.00,$1.18,$0.00,1%,1%,0%
Kuromatsu Honjozo - 180ml,1,$38.00,$3.45,$12.32,1%,2%,68%
Appleton Rum [House],1,$7.00,$0.64,$2.36,1%,0%,66%
Dragon Soda,1,$9.00,$0.82,$0.00,1%,0%,0%
,180,"$2,489.00",$226.16,$589.87,100%,100%,76%
