Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Tonkotsu,15,$406.00,$36.95,$62.46,6%,11%,85%
Harry's Lager - Pint,14,$163.60,$14.96,$31.36,5%,4%,81%
Sapporo - 500ml,13,$166.05,$15.12,$49.39,5%,4%,70%
1/2 Marinated Egg,9,$14.00,$1.26,$0.00,3%,0%,0%
Dumplings - Prawn Har Gow [GF],8,$152.00,$13.83,$35.31,3%,4%,77%
Dumplings - Beef & Cabbage,8,$112.00,$10.16,$11.79,3%,3%,89%
Chicken Karaage,8,$136.00,$12.40,$0.00,3%,4%,0%
Duck Spring Roll,7,$110.40,$10.00,$25.00,3%,3%,77%
Devon's Prawn Toast,7,$108.80,$9.85,$27.22,3%,3%,75%
Pink Lemonade Glass,7,$28.35,$2.59,$0.00,3%,1%,0%
Chicken skewers,6,$129.80,$11.80,$0.00,2%,3%,0%
Classic Margarita,6,$82.60,$7.49,$19.95,2%,2%,76%
Margato,6,$87.20,$7.94,$23.42,2%,2%,73%
Sapporo - Schooner,5,$49.10,$4.46,$16.15,2%,1%,67%
BBQ Meat Platter,5,$188.00,$17.12,$0.00,2%,5%,0%
Chicken,5,$19.00,$1.72,$0.00,2%,0%,0%
Popcorn Cauliflower,5,$73.50,$6.66,$4.89,2%,2%,93%
Shredded Beef,5,$130.00,$11.80,$0.00,2%,3%,0%
Bintang,5,$55.00,$5.00,$13.65,2%,1%,75%
Harry's Lager - Schooner,5,$40.00,$3.63,$8.35,2%,1%,79%
Edamame,5,$52.80,$4.80,$0.00,2%,1%,0%
Lemonade Glass,5,$21.60,$1.97,$0.00,2%,1%,0%
Geppetto Chardonnay - Regular,5,$73.50,$6.66,$18.15,2%,2%,75%
Fried Rice,4,$78.20,$7.11,$10.72,2%,2%,86%
Mie Goreng,4,$94.00,$8.54,$12.73,2%,2%,86%
Miso,4,$113.10,$10.30,$0.00,2%,3%,0%
Rice Pudding,4,$38.00,$3.44,$0.00,2%,1%,0%
BBQ Pork Buns,4,$60.00,$5.44,$14.00,2%,2%,77%
Jasmine Rice,4,$19.50,$1.75,$0.00,2%,1%,0%
Shoyu,3,$84.10,$7.66,$0.00,1%,2%,0%
River Retreat Pinot Grigio - Regular,3,$32.40,$2.94,$6.03,1%,1%,81%
L'esprit Rosé - Regular,3,$43.20,$3.90,$15.13,1%,1%,65%
Chicken Katsu Curry,3,$82.00,$7.45,$8.57,1%,2%,90%
Dumplings - Veg Gyoza,3,$40.60,$3.68,$5.88,1%,1%,86%
Mochi Trio,3,$39.00,$3.55,$0.00,1%,1%,0%
Nuggets & Chips [HG],3,$39.00,$3.54,$0.00,1%,1%,0%
2 Glasses,2,$0.00,$0.00,$0.00,1%,0%,0%
Meat Platter,2,$80.00,$7.27,$0.00,1%,2%,0%
Jinro Strawberry - 360ml,2,$64.00,$5.82,$23.12,1%,2%,64%
Bamboo Shoots,2,$4.00,$0.36,$0.00,1%,0%,0%
Extra Pork.,2,$10.00,$0.90,$0.00,1%,0%,0%
Palloncino Prosecco - Regular,2,$19.00,$1.73,$4.60,1%,0%,76%
Remove Black Mushroom,2,$0.00,$0.00,$0.00,1%,0%,0%
From Sundays Shiraz - Regular,2,$27.00,$2.44,$5.60,1%,1%,79%
Uber Margherita Pizza [HG],2,$37.80,$3.44,$0.00,1%,1%,0%
Birdseye Chilli Marg,2,$42.00,$3.82,$6.65,1%,1%,84%
Little Dragon Ginger Beer Can,2,$28.00,$2.54,$6.76,1%,1%,76%
Drunken Koi,2,$42.00,$3.82,$5.31,1%,1%,87%
Aperol Spritz,2,$38.00,$3.46,$7.92,1%,1%,79%
Grifter Big Sur IPA Can [HG],2,$28.00,$2.54,$0.00,1%,1%,0%
Beef Burger [HG],1,$23.40,$2.12,$5.00,0%,1%,79%
Sensei Highball,1,$12.00,$1.09,$1.30,0%,0%,89%
Pepsi Glass,1,$4.50,$0.41,$1.31,0%,0%,71%
Pepsi Max Glass,1,$4.50,$0.41,$1.31,0%,0%,71%
Swap for Tofu,1,$0.00,$0.00,$0.00,0%,0%,0%
Black Garlic Oil,1,$2.00,$0.18,$0.00,0%,0%,0%
L'esprit Rosé - Large,1,$24.00,$2.18,$8.41,0%,1%,65%
Side Guac,1,$0.90,$0.08,$0.00,0%,0%,0%
Tomato Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
Beef Burrito [HG],1,$25.20,$2.29,$0.00,0%,1%,0%
Crouching Tiger,1,$21.00,$1.91,$4.20,0%,1%,80%
Azurescens Pinot Noir - Regular,1,$15.00,$1.36,$2.80,0%,0%,81%
Extra Tofu.,1,$4.00,$0.36,$0.00,0%,0%,0%
GFO [GF Ramen Noodles],1,$3.00,$0.27,$0.00,0%,0%,0%
Yuzu Chu-hi,1,$12.00,$1.09,$2.04,0%,0%,83%
Fried Egg,1,$4.00,$0.36,$0.00,0%,0%,0%
Swap for Chicken,1,$0.00,$0.00,$0.00,0%,0%,0%
Vegetarian Option,1,$0.00,$0.00,$0.00,0%,0%,0%
Monteith's Apple Cider [HG],1,$11.00,$1.00,$0.00,0%,0%,0%
Chilli Bomb,1,$2.00,$0.18,$0.00,0%,0%,0%
Hail Africa Pizza [HG],1,$23.40,$2.12,$0.00,0%,1%,0%
Kuku Sauv Blanc - Large,1,$22.00,$2.00,$4.86,0%,1%,78%
Virgin Margy,1,$13.00,$1.18,$0.00,0%,0%,0%
,260,"$3,809.10",$346.20,$511.33,100%,100%,87%
