Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Sapporo - Schooner,19,$0.00,$0.00,$61.36,18%,0%,
Harry's Lager - Schooner,13,$0.00,$0.00,$21.71,12%,0%,
Classic Margarita,13,$0.00,$0.00,$43.23,12%,0%,
Lemon Chu-hi,10,$0.00,$0.00,$15.19,9%,0%,
Sapporo - 500ml,9,$0.00,$0.00,$34.19,8%,0%,
Palloncino Prosecco - Regular,8,$0.00,$0.00,$18.40,8%,0%,
Birdseye Chilli Marg,6,$0.00,$0.00,$19.95,6%,0%,
Harry's Lager - Pint,5,$0.00,$0.00,$11.20,5%,0%,
Soda,4,$0.00,$0.00,$0.00,4%,0%,0%
Lime,4,$0.00,$0.00,$0.00,4%,0%,0%
Open Price,3,"$2,400.00",$218.18,$0.00,3%,100%,0%
Asahi Zero,3,$0.00,$0.00,$6.29,3%,0%,
Rooster Blanco Tequila [House],3,$0.00,$0.00,$6.27,3%,0%,
Diplomatico Mantuana,2,$0.00,$0.00,$0.00,2%,0%,0%
Pepsi,1,$0.00,$0.00,$0.80,1%,0%,
Margato,1,$0.00,$0.00,$3.90,1%,0%,
No Garnish,1,$0.00,$0.00,$0.00,1%,0%,0%
Angas & Bremer Grenache - Regular,1,$0.00,$0.00,$1.75,1%,0%,
,106,"$2,400.00",$218.18,$244.26,100%,100%,90%
