Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Tonkotsu,12,$264.00,$24.00,$49.97,13%,19%,81%
1/2 Marinated Egg,9,$18.00,$1.62,$0.00,9%,1%,0%
Dumplings - Beef & Cabbage,6,$84.00,$7.62,$8.84,6%,6%,89%
Shoyu,4,$95.00,$8.64,$0.00,4%,7%,0%
Miso,4,$88.00,$8.00,$0.00,4%,6%,0%
Duck Spring Roll,3,$48.00,$4.35,$10.72,3%,3%,78%
Sapporo - 500ml,3,$42.00,$3.82,$11.22,3%,3%,73%
Chicken Karaage,3,$51.00,$4.65,$0.00,3%,4%,0%
Sapporo - Schooner,3,$39.00,$3.54,$9.54,3%,3%,76%
Aperol Spritz,3,$42.00,$3.82,$11.11,3%,3%,74%
Black Garlic Oil,3,$6.00,$0.54,$0.00,3%,0%,0%
Pepsi Max Glass,3,$13.50,$1.23,$3.93,3%,1%,71%
Shredded Beef,3,$78.00,$7.08,$0.00,3%,6%,0%
Chicken Katsu Curry,3,$81.00,$7.35,$8.57,3%,6%,89%
Mie Goreng,3,$70.00,$6.36,$9.55,3%,5%,86%
BBQ Pork Buns,3,$45.00,$4.08,$10.50,3%,3%,77%
Edamame,2,$22.00,$2.00,$0.00,2%,2%,0%
Pepsi Glass,2,$9.00,$0.82,$2.62,2%,1%,71%
Harry's Lager - Schooner,2,$19.00,$1.72,$3.38,2%,1%,82%
Margato,2,$28.00,$2.53,$7.81,2%,2%,72%
Dumplings - Veg Gyoza,2,$28.00,$2.54,$3.92,2%,2%,86%
Dumplings - Prawn Har Gow [GF],2,$38.00,$3.46,$8.83,2%,3%,77%
Fried Rice,2,$46.00,$4.18,$5.36,2%,3%,88%
Palloncino Prosecco - Regular,2,$14.00,$1.28,$4.60,2%,1%,67%
Swap for Tofu,2,$0.00,$0.00,$0.00,2%,0%,0%
Harry's Lager - Pint,1,$12.50,$1.14,$2.27,1%,1%,82%
Rice Pudding,1,$9.50,$0.86,$0.00,1%,1%,0%
Jasmine Rice,1,$5.00,$0.45,$0.00,1%,0%,0%
Chicken,1,$3.50,$0.32,$0.00,1%,0%,0%
Extra Chicken.,1,$4.00,$0.36,$0.00,1%,0%,0%
Popcorn Cauliflower,1,$15.00,$1.36,$0.98,1%,1%,93%
From Sundays Shiraz - Bottle,1,$62.00,$5.64,$14.00,1%,4%,77%
2 Glasses,1,$0.00,$0.00,$0.00,1%,0%,0%
Asahi Zero,1,$10.50,$0.95,$2.10,1%,1%,80%
Angas & Bremer Grenache - Regular,1,$7.00,$0.64,$1.75,1%,1%,75%
,96,"$1,397.50",$126.95,$191.55,100%,100%,86%
