,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
1,Add-ons - Kitchen,12,Stowaway Bar,2026-08-01,,$38.67,$42.50
2,Tequila,23,Stowaway Bar,2026-08-01,,$127.30,$140.00
3,Liqueurs,21,Stowaway Bar,2026-08-01,,$41.82,$46.00
4,Non-alcoholic,16,Stowaway Bar,2026-08-01,,$41.36,$45.50
5,Delivery Kitchen,18,Stowaway Bar,2026-08-01,,$37.19,$40.90
6,Delivery Kitchen,16,Stowaway Bar,2026-08-01,,$23.64,$26.00
7,Functions & Misc.,19,Stowaway Bar,2026-08-01,,$10.00,$11.00
8,Functions & Misc.,20,Stowaway Bar,2026-08-01,,$1.36,$1.50
9,Harry Gatos Food,20,Stowaway Bar,2026-08-01,,$20.91,$23.00
10,Kitchen Specials,17,Stowaway Bar,2026-08-01,,$36.27,$39.90
11,Cocktails - Classic,13,Stowaway Bar,2026-08-01,,$33.64,$37.00
12,Cocktails - Classic,16,Stowaway Bar,2026-08-01,,$57.27,$63.00
13,White Wine,17,Stowaway Bar,2026-08-01,,$127.30,$140.00
14,Red Wine,16,Stowaway Bar,2026-08-01,,$28.18,$31.00
15,Rose Wine,16,Stowaway Bar,2026-08-01,,$83.64,$92.00
16,Red Wine,13,Stowaway Bar,2026-08-01,,$24.55,$27.00
17,Modifiers,17,Stowaway Bar,2026-08-01,,$0.00,$0.00
18,Modifiers,12,Stowaway Bar,2026-08-01,,$0.00,$0.00
19,Salads,19,Stowaway Bar,2026-08-01,,$16.36,$18.00
20,Bottles / Cans Alcoholic,17,Stowaway Bar,2026-08-01,,$10.91,$12.00
21,Vodka,17,Stowaway Bar,2026-08-01,,$38.19,$42.00
22,Liqueurs,22,Stowaway Bar,2026-08-01,,$20.00,$22.00
23,Non-alcoholic,17,Stowaway Bar,2026-08-01,,$65.90,$72.50
24,Delivery Alcohol,19,Stowaway Bar,2026-08-01,,$5.45,$6.00
25,Marilyna's Soft Drinks,21,Stowaway Bar,2026-08-01,,$6.36,$7.00
26,Cocktails - Classic,17,Stowaway Bar,2026-08-01,,$577.24,$635.00
27,Add-ons - Kitchen,14,Stowaway Bar,2026-08-01,,$48.21,$53.00
28,Add-ons - Pizza,18,Stowaway Bar,2026-08-01,,-$15.84,-$14.25
29,Add-ons - Pizza,21,Stowaway Bar,2026-08-01,,$1.36,$1.50
30,Add-ons - Pizza,19,Stowaway Bar,2026-08-01,,$5.46,$6.00
31,Sides,13,Stowaway Bar,2026-08-01,,$21.82,$24.00
32,Tap Beer,17,Stowaway Bar,2026-08-01,,$799.54,$879.50
33,Big Plates,18,Stowaway Bar,2026-08-01,,$103.44,$113.80
34,Big Plates,14,Stowaway Bar,2026-08-01,,$106.26,$116.90
35,Big Plates,20,Stowaway Bar,2026-08-01,,$24.36,$26.80
36,Cocktails - Signature,17,Stowaway Bar,2026-08-01,,$196.39,$216.00
37,Bottles / Cans Alcoholic,23,Stowaway Bar,2026-08-01,,$38.20,$42.00
38,Gin,17,Stowaway Bar,2026-08-01,,$21.82,$24.00
39,Vodka,23,Stowaway Bar,2026-08-01,,$50.00,$55.00
40,Tequila,19,Stowaway Bar,2026-08-01,,$13.64,$15.00
41,Tequila,21,Stowaway Bar,2026-08-01,,$27.28,$30.00
42,Tequila,20,Stowaway Bar,2026-08-01,,$60.00,$66.00
43,Non-alcoholic,19,Stowaway Bar,2026-08-01,,$30.46,$33.50
44,Marilyna's Pizza,19,Stowaway Bar,2026-08-01,,$279.11,$307.00
45,Marilyna's Pizza,21,Stowaway Bar,2026-08-01,,$22.73,$25.00
46,None,12,Stowaway Bar,2026-08-01,,$0.00,$0.00
47,Big Plates,21,Stowaway Bar,2026-08-01,,$26.36,$29.00
48,Kitchen Specials,13,Stowaway Bar,2026-08-01,,$36.27,$39.90
49,Red Wine,22,Stowaway Bar,2026-08-01,,$81.81,$90.00
50,Rose Wine,19,Stowaway Bar,2026-08-01,,$207.30,$228.00
51,Cocktails - Classic,23,Stowaway Bar,2026-08-01,,$36.36,$40.00
52,Red Wine,18,Stowaway Bar,2026-08-01,,$100.03,$110.00
53,Sparkling Wine,16,Stowaway Bar,2026-08-01,,$14.56,$16.00
54,White Wine,16,Stowaway Bar,2026-08-01,,$54.55,$60.00
55,White Wine,13,Stowaway Bar,2026-08-01,,$35.45,$39.00
56,Red Wine,15,Stowaway Bar,2026-08-01,,$44.55,$49.00
57,Small Plates,13,Stowaway Bar,2026-08-01,,$77.92,$85.70
58,Small Plates,16,Stowaway Bar,2026-08-01,,$23.65,$26.00
59,Big Plates,19,Stowaway Bar,2026-08-01,,$78.91,$86.80
60,Add-ons - Kitchen,13,Stowaway Bar,2026-08-01,,$55.01,$60.50
61,Kids Meals,12,Stowaway Bar,2026-08-01,,$11.82,$13.00
62,Desserts,20,Stowaway Bar,2026-08-01,,$10.91,$12.00
63,Cocktails - Signature,16,Stowaway Bar,2026-08-01,,$107.28,$118.00
64,Cocktails - Classic,18,Stowaway Bar,2026-08-01,,$379.98,$418.00
65,Modifiers,16,Stowaway Bar,2026-08-01,,$0.00,$0.00
66,Tequila,18,Stowaway Bar,2026-08-01,,$27.29,$30.00
67,Whisky,22,Stowaway Bar,2026-08-01,,$47.27,$52.00
68,Non-alcoholic,20,Stowaway Bar,2026-08-01,,$7.26,$8.00
69,Non-alcoholic,14,Stowaway Bar,2026-08-01,,$36.37,$40.00
70,None,17,Stowaway Bar,2026-08-01,,$9.10,$10.00
71,Dine-in Pizza,18,Stowaway Bar,2026-08-01,,$45.46,$50.00
72,Tap Beer,18,Stowaway Bar,2026-08-01,,$638.65,$702.55
73,Tap Beer,15,Stowaway Bar,2026-08-01,,$106.36,$117.00
74,Red Wine,21,Stowaway Bar,2026-08-01,,$68.18,$75.00
75,Red Wine,20,Stowaway Bar,2026-08-01,,$102.72,$113.00
76,Cocktails - Classic,21,Stowaway Bar,2026-08-01,,$192.72,$212.00
77,Cocktails - Classic,20,Stowaway Bar,2026-08-01,,$198.18,$218.00
