,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
78,Tap Beer,23,Stowaway Bar,2026-08-01,,$49.99,$55.00
79,Sparkling Wine,18,Stowaway Bar,2026-08-01,,$58.20,$64.00
80,White Wine,23,Stowaway Bar,2026-08-01,,$10.91,$12.00
81,Sparkling Wine,20,Stowaway Bar,2026-08-01,,$10.91,$12.00
82,Kids Meals,13,Stowaway Bar,2026-08-01,,$11.82,$13.00
83,Desserts,19,Stowaway Bar,2026-08-01,,$10.91,$12.00
84,Bottles / Cans Alcoholic,18,Stowaway Bar,2026-08-01,,$52.28,$57.50
85,Bottles / Cans Alcoholic,20,Stowaway Bar,2026-08-01,,$10.92,$12.00
86,Vodka,20,Stowaway Bar,2026-08-01,,$20.00,$22.00
87,Rum,19,Stowaway Bar,2026-08-01,,$10.00,$11.00
88,Modifiers,19,Stowaway Bar,2026-08-01,,$0.00,$0.00
89,Non-alcoholic,18,Stowaway Bar,2026-08-01,,$21.37,$23.50
90,Tap Beer,21,Stowaway Bar,2026-08-01,,$264.12,$290.50
91,Tap Beer,20,Stowaway Bar,2026-08-01,,$265.93,$292.50
92,Red Wine,19,Stowaway Bar,2026-08-01,,$200.01,$220.00
93,Add-ons - Pizza,17,Stowaway Bar,2026-08-01,,-$51.89,-$49.12
94,Cocktails - Classic,19,Stowaway Bar,2026-08-01,,$327.24,$360.00
95,Add-ons - Bar,18,Stowaway Bar,2026-08-01,,$0.91,$1.00
96,None,23,Stowaway Bar,2026-08-01,,$0.00,$0.00
97,Dine-in Pizza,19,Stowaway Bar,2026-08-01,,$402.74,$443.00
98,Dine-in Pizza,20,Stowaway Bar,2026-08-01,,$92.73,$102.00
99,None,16,Stowaway Bar,2026-08-01,,$0.00,$0.00
100,Kitchen Specials,18,Stowaway Bar,2026-08-01,,$36.27,$39.90
101,Sides,19,Stowaway Bar,2026-08-01,,$10.91,$12.00
102,Cocktails - Classic,22,Stowaway Bar,2026-08-01,,$90.90,$100.00
103,Gin,16,Stowaway Bar,2026-08-01,,$32.73,$36.00
104,Tap Beer,22,Stowaway Bar,2026-08-01,,$131.37,$144.50
105,Rose Wine,21,Stowaway Bar,2026-08-01,,$76.37,$84.00
106,Kitchen Specials,20,Stowaway Bar,2026-08-01,,$27.28,$30.00
107,White Wine,15,Stowaway Bar,2026-08-01,,$70.92,$78.00
108,Rose Wine,14,Stowaway Bar,2026-08-01,,$14.55,$16.00
109,Small Plates,18,Stowaway Bar,2026-08-01,,$279.99,$308.00
110,Small Plates,15,Stowaway Bar,2026-08-01,,$65.83,$72.40
111,Small Plates,20,Stowaway Bar,2026-08-01,,$23.46,$25.80
112,Gin,21,Stowaway Bar,2026-08-01,,$19.09,$21.00
113,Rum,20,Stowaway Bar,2026-08-01,,$10.00,$11.00
114,Non-alcoholic,12,Stowaway Bar,2026-08-01,,$29.54,$32.50
115,Marilyna's Soft Drinks,20,Stowaway Bar,2026-08-01,,$10.91,$12.00
116,Marilyna's Pizza,17,Stowaway Bar,2026-08-01,,$825.05,$907.50
117,Delivery Kitchen,17,Stowaway Bar,2026-08-01,,$177.29,$195.00
118,Add-ons - Kitchen,20,Stowaway Bar,2026-08-01,,$4.09,$4.50
119,Add-ons - Kitchen,18,Stowaway Bar,2026-08-01,,$6.35,$7.00
120,Marilyna's Pizza,12,Stowaway Bar,2026-08-01,,$0.00,$0.00
121,Add-ons - Pizza,13,Stowaway Bar,2026-08-01,,$1.82,$2.00
122,Add-ons - Kitchen,16,Stowaway Bar,2026-08-01,,$0.90,$1.00
123,Gin,18,Stowaway Bar,2026-08-01,,$42.73,$47.00
124,Rose Wine,17,Stowaway Bar,2026-08-01,,$210.00,$231.00
125,Desserts,21,Stowaway Bar,2026-08-01,,$14.55,$16.00
126,Small Plates,19,Stowaway Bar,2026-08-01,,$247.36,$272.10
127,Small Plates,14,Stowaway Bar,2026-08-01,,$72.00,$79.20
128,Big Plates,13,Stowaway Bar,2026-08-01,,$217.79,$239.60
129,Big Plates,12,Stowaway Bar,2026-08-01,,$134.33,$147.80
130,Big Plates,17,Stowaway Bar,2026-08-01,,$221.99,$244.20
131,Big Plates,15,Stowaway Bar,2026-08-01,,$24.45,$26.90
132,Kids Meals,14,Stowaway Bar,2026-08-01,,$23.64,$26.00
133,Cocktails - Signature,20,Stowaway Bar,2026-08-01,,$74.57,$82.00
134,Cocktails - Signature,18,Stowaway Bar,2026-08-01,,$272.75,$300.00
135,Modifiers,20,Stowaway Bar,2026-08-01,,$0.00,$0.00
136,Add-ons - Kitchen,19,Stowaway Bar,2026-08-01,,$8.64,$9.50
137,None,14,Stowaway Bar,2026-08-01,,$0.00,$0.00
138,None,20,Stowaway Bar,2026-08-01,,$0.00,$0.00
139,None,18,Stowaway Bar,2026-08-01,,$0.00,$0.00
140,Harry Gatos Food,13,Stowaway Bar,2026-08-01,,$11.82,$13.00
141,Gin,14,Stowaway Bar,2026-08-01,,$12.72,$14.00
142,Marilyna's Soft Drinks,19,Stowaway Bar,2026-08-01,,$6.36,$7.00
143,Red Wine,12,Stowaway Bar,2026-08-01,,$6.36,$7.00
144,Add-ons - Kitchen,15,Stowaway Bar,2026-08-01,,$1.35,$1.50
145,Modifiers,18,Stowaway Bar,2026-08-01,,$0.00,$0.00
146,Bottles / Cans Alcoholic,19,Stowaway Bar,2026-08-01,,$17.73,$19.50
147,Vodka,19,Stowaway Bar,2026-08-01,,$10.00,$11.00
148,Vodka,14,Stowaway Bar,2026-08-01,,$25.44,$28.00
149,Modifiers,23,Stowaway Bar,2026-08-01,,$0.00,$0.00
150,Mocktails,19,Stowaway Bar,2026-08-01,,$11.82,$13.00
151,Marilyna's Soft Drinks,18,Stowaway Bar,2026-08-01,,$24.56,$27.00
152,Pet Nat Wine,18,Stowaway Bar,2026-08-01,,$14.56,$16.00
153,Delivery Kitchen,12,Stowaway Bar,2026-08-01,,$29.55,$32.50
154,Add-ons - Bar,14,Stowaway Bar,2026-08-01,,$0.00,$0.00
155,None,13,Stowaway Bar,2026-08-01,,$1.82,$2.00
156,Orange / Skins Wine,23,Stowaway Bar,2026-08-01,,$17.27,$19.00
157,Orange / Skins Wine,18,Stowaway Bar,2026-08-01,,$17.27,$19.00
158,Tap Beer,14,Stowaway Bar,2026-08-01,,$169.52,$186.50
159,Harry Gatos Food,17,Stowaway Bar,2026-08-01,,$13.64,$15.00
160,Sides,20,Stowaway Bar,2026-08-01,,$9.09,$10.00
161,Tap Beer,19,Stowaway Bar,2026-08-01,,$481.81,$530.00
162,Gin,19,Stowaway Bar,2026-08-01,,$20.00,$22.00
163,White Wine,19,Stowaway Bar,2026-08-01,,$154.56,$170.00
164,White Wine,18,Stowaway Bar,2026-08-01,,$112.74,$124.00
165,White Wine,14,Stowaway Bar,2026-08-01,,$31.80,$35.00
166,White Wine,20,Stowaway Bar,2026-08-01,,$29.09,$32.00
167,Small Plates,17,Stowaway Bar,2026-08-01,,$329.54,$362.40
168,Small Plates,12,Stowaway Bar,2026-08-01,,$38.99,$42.90
169,Modifiers,13,Stowaway Bar,2026-08-01,,$0.00,$0.00
170,Bottles / Cans Alcoholic,13,Stowaway Bar,2026-08-01,,$9.55,$10.50
171,Vodka,22,Stowaway Bar,2026-08-01,,$10.00,$11.00
172,Vodka,15,Stowaway Bar,2026-08-01,,$10.00,$11.00
173,Tequila,22,Stowaway Bar,2026-08-01,,$40.92,$45.00
174,Tequila,15,Stowaway Bar,2026-08-01,,$20.00,$22.00
175,Marilyna's Soft Drinks,17,Stowaway Bar,2026-08-01,,$6.36,$7.00
176,Tap Beer,16,Stowaway Bar,2026-08-01,,$373.62,$411.00
177,Marilyna's Pizza,18,Stowaway Bar,2026-08-01,,$617.75,$679.50
178,Marilyna's Pizza,20,Stowaway Bar,2026-08-01,,$104.55,$115.00
179,Delivery Kitchen,19,Stowaway Bar,2026-08-01,,$123.65,$136.00
180,Add-ons - Bar,13,Stowaway Bar,2026-08-01,,$0.00,$0.00
181,Tap Beer,13,Stowaway Bar,2026-08-01,,$105.45,$116.00
182,Add-ons - Kitchen,17,Stowaway Bar,2026-08-01,,$9.42,$10.50
183,Rose Wine,20,Stowaway Bar,2026-08-01,,$185.45,$204.00
184,Red Wine,23,Stowaway Bar,2026-08-01,,$35.46,$39.00
185,Rose Wine,18,Stowaway Bar,2026-08-01,,$97.26,$107.00
186,Rose Wine,22,Stowaway Bar,2026-08-01,,$87.32,$96.00
187,Kids Meals,18,Stowaway Bar,2026-08-01,,$11.82,$13.00
188,Cocktails - Signature,14,Stowaway Bar,2026-08-01,,$72.75,$80.00
189,Modifiers,21,Stowaway Bar,2026-08-01,,$0.00,$0.00
190,Non-alcoholic,13,Stowaway Bar,2026-08-01,,$46.82,$51.50
191,Marilyna's Pizza,16,Stowaway Bar,2026-08-01,,$55.00,$60.50
192,None,19,Stowaway Bar,2026-08-01,,$0.00,$0.00
193,Add-ons - Pizza,20,Stowaway Bar,2026-08-01,,$4.42,$4.78
194,None,21,Stowaway Bar,2026-08-01,,$0.00,$0.00
195,Dine-in Pizza,17,Stowaway Bar,2026-08-01,,$71.83,$79.00
196,Salads,18,Stowaway Bar,2026-08-01,,$22.64,$24.90
197,Sides,17,Stowaway Bar,2026-08-01,,$20.00,$22.00
198,Sides,12,Stowaway Bar,2026-08-01,,$21.83,$24.00
199,Cocktails - Signature,19,Stowaway Bar,2026-08-01,,$151.82,$167.00
200,Cocktails - Signature,21,Stowaway Bar,2026-08-01,,$27.28,$30.00
201,Sparkling Wine,17,Stowaway Bar,2026-08-01,,$98.21,$108.00
202,Tap Beer,12,Stowaway Bar,2026-08-01,,$48.18,$53.00
203,Red Wine,17,Stowaway Bar,2026-08-01,,$79.09,$87.00
