,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
123,Desserts,19,Stowaway Bar,2026-08-21,,$14.55,$16.00
124,Big Plates,19,Stowaway Bar,2026-08-21,,$486.59,$535.30
125,Modifiers,15,Stowaway Bar,2026-08-21,,$0.00,$0.00
126,Cocktails - Classic,18,Stowaway Bar,2026-08-21,,$555.42,$611.00
127,Cocktails - Classic,20,Stowaway Bar,2026-08-21,,$130.90,$144.00
128,Cocktails - Classic,22,Stowaway Bar,2026-08-21,,$163.63,$180.00
129,Bottles / Cans Alcoholic,16,Stowaway Bar,2026-08-21,,$38.65,$42.50
130,Non-alcoholic,18,Stowaway Bar,2026-08-21,,$64.08,$70.50
131,Gin,16,Stowaway Bar,2026-08-21,,$6.36,$7.00
132,Modifiers,16,Stowaway Bar,2026-08-21,,$0.00,$0.00
133,Non-alcoholic,20,Stowaway Bar,2026-08-21,,$12.27,$13.50
134,Tap Beer,16,Stowaway Bar,2026-08-21,,$469.40,$516.50
135,Tap Beer,22,Stowaway Bar,2026-08-21,,$58.19,$64.00
136,Red Wine,18,Stowaway Bar,2026-08-21,,$225.47,$248.00
137,Red Wine,19,Stowaway Bar,2026-08-21,,$170.92,$188.00
138,Red Wine,21,Stowaway Bar,2026-08-21,,$41.82,$46.00
139,Sparkling Wine,18,Stowaway Bar,2026-08-21,,$25.46,$28.00
140,Orange / Skins Wine,17,Stowaway Bar,2026-08-21,,$14.55,$16.00
141,Delivery Kitchen,18,Stowaway Bar,2026-08-21,,$99.66,$109.60
142,Delivery Kitchen,21,Stowaway Bar,2026-08-21,,$114.00,$125.40
143,Add-ons - Pizza,17,Stowaway Bar,2026-08-21,,$20.09,$21.41
144,Dine-in Pizza,16,Stowaway Bar,2026-08-21,,$45.46,$50.00
145,Delivery Kitchen,20,Stowaway Bar,2026-08-21,,$22.64,$24.90
146,Big Plates,20,Stowaway Bar,2026-08-21,,$157.70,$173.50
147,Add-ons - Pizza,21,Stowaway Bar,2026-08-21,,$0.91,$1.00
148,Modifiers,17,Stowaway Bar,2026-08-21,,$0.00,$0.00
149,Cocktails - Classic,16,Stowaway Bar,2026-08-21,,$254.61,$280.00
150,Cocktails - Classic,15,Stowaway Bar,2026-08-21,,$25.46,$28.00
151,None,17,Stowaway Bar,2026-08-21,,$0.00,$0.00
152,Gin,17,Stowaway Bar,2026-08-21,,$19.09,$21.00
153,Vodka,23,Stowaway Bar,2026-08-21,,$30.00,$33.00
154,Tequila,18,Stowaway Bar,2026-08-21,,$20.00,$22.00
155,Non-alcoholic,23,Stowaway Bar,2026-08-21,,$8.18,$9.00
156,Tap Beer,23,Stowaway Bar,2026-08-21,,$96.47,$106.10
157,Tap Beer,15,Stowaway Bar,2026-08-21,,$92.72,$102.00
158,Red Wine,20,Stowaway Bar,2026-08-21,,$93.63,$103.00
159,White Wine,23,Stowaway Bar,2026-08-21,,$10.91,$12.00
160,Sparkling Wine,16,Stowaway Bar,2026-08-21,,$19.08,$21.00
161,Kids Meals,17,Stowaway Bar,2026-08-21,,$11.83,$13.00
162,Cocktails - Signature,17,Stowaway Bar,2026-08-21,,$61.82,$68.00
163,Non-alcoholic,19,Stowaway Bar,2026-08-21,,$26.36,$29.00
164,Gin,23,Stowaway Bar,2026-08-21,,$30.00,$33.00
165,Vodka,19,Stowaway Bar,2026-08-21,,$50.00,$55.00
166,Vodka,18,Stowaway Bar,2026-08-21,,$30.00,$33.00
167,Whisky,18,Stowaway Bar,2026-08-21,,$10.91,$12.00
168,Rum,22,Stowaway Bar,2026-08-21,,$10.00,$11.00
169,Rum,21,Stowaway Bar,2026-08-21,,$20.00,$22.00
170,White Wine,18,Stowaway Bar,2026-08-21,,$128.19,$141.00
171,White Wine,19,Stowaway Bar,2026-08-21,,$274.55,$302.00
172,White Wine,22,Stowaway Bar,2026-08-21,,$10.91,$12.00
173,Delivery Kitchen,17,Stowaway Bar,2026-08-21,,$51.64,$56.80
174,Add-ons - Bar,18,Stowaway Bar,2026-08-21,,$2.74,$3.00
175,Add-ons - Kitchen,16,Stowaway Bar,2026-08-21,,$0.89,$1.00
