,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
1,Add-ons - Kitchen,18,Stowaway Bar,2026-08-21,,$8.59,$9.50
2,Modifiers,19,Stowaway Bar,2026-08-21,,$0.00,$0.00
3,Salads,19,Stowaway Bar,2026-08-21,,$32.72,$36.00
4,Cocktails - Classic,17,Stowaway Bar,2026-08-21,,$323.62,$356.00
5,Tequila,16,Stowaway Bar,2026-08-21,,$31.80,$35.00
6,Mocktails,19,Stowaway Bar,2026-08-21,,$12.73,$14.00
7,Tap Beer,17,Stowaway Bar,2026-08-21,,$609.06,$670.00
8,White Wine,21,Stowaway Bar,2026-08-21,,$67.28,$74.00
9,Sparkling Wine,17,Stowaway Bar,2026-08-21,,$6.36,$7.00
10,Marilyna's Pizza,16,Stowaway Bar,2026-08-21,,$143.17,$157.50
11,None,19,Stowaway Bar,2026-08-21,,$0.00,$0.00
12,Add-ons - Pizza,22,Stowaway Bar,2026-08-21,,$3.63,$4.00
13,Add-ons - Pizza,16,Stowaway Bar,2026-08-21,,$3.10,$3.10
14,Small Plates,21,Stowaway Bar,2026-08-21,,$23.56,$25.90
15,Add-ons - Kitchen,20,Stowaway Bar,2026-08-21,,$2.27,$2.50
16,Add-ons - Kitchen,19,Stowaway Bar,2026-08-21,,$17.71,$19.50
17,Add-ons - Pizza,20,Stowaway Bar,2026-08-21,,$24.97,$27.17
18,Add-ons - Pizza,19,Stowaway Bar,2026-08-21,,$20.38,$21.79
19,Bottles / Cans Alcoholic,17,Stowaway Bar,2026-08-21,,$20.91,$23.00
20,Vodka,17,Stowaway Bar,2026-08-21,,$106.36,$117.00
21,Non-alcoholic,17,Stowaway Bar,2026-08-21,,$25.92,$28.50
22,Marilyna's Soft Drinks,20,Stowaway Bar,2026-08-21,,$7.28,$8.00
23,Red Wine,17,Stowaway Bar,2026-08-21,,$115.46,$127.00
24,Red Wine,16,Stowaway Bar,2026-08-21,,$32.72,$36.00
25,Orange / Skins Wine,19,Stowaway Bar,2026-08-21,,$115.46,$127.00
26,Marilyna's Soft Drinks,21,Stowaway Bar,2026-08-21,,$7.18,$7.90
27,Add-ons - Kitchen,21,Stowaway Bar,2026-08-21,,$1.35,$1.50
28,Delivery Kitchen,23,Stowaway Bar,2026-08-21,,$174.56,$192.00
29,Delivery Cocktails,19,Stowaway Bar,2026-08-21,,$45.45,$50.00
30,Small Plates,18,Stowaway Bar,2026-08-21,,$359.25,$395.20
31,Big Plates,17,Stowaway Bar,2026-08-21,,$182.26,$200.50
32,Salads,18,Stowaway Bar,2026-08-21,,$32.73,$36.00
33,Desserts,20,Stowaway Bar,2026-08-21,,$10.92,$12.00
34,Cocktails - Signature,19,Stowaway Bar,2026-08-21,,$89.10,$98.00
35,Cocktails - Signature,18,Stowaway Bar,2026-08-21,,$259.10,$285.00
36,Modifiers,21,Stowaway Bar,2026-08-21,,$0.00,$0.00
37,Bottles / Cans Alcoholic,19,Stowaway Bar,2026-08-21,,$21.37,$23.50
38,Modifiers,18,Stowaway Bar,2026-08-21,,$0.00,$0.00
39,Gin,21,Stowaway Bar,2026-08-21,,$35.46,$39.00
40,Gin,19,Stowaway Bar,2026-08-21,,$12.73,$14.00
41,Rum,19,Stowaway Bar,2026-08-21,,$10.00,$11.00
42,Mocktails,18,Stowaway Bar,2026-08-21,,$11.82,$13.00
43,Tap Beer,21,Stowaway Bar,2026-08-21,,$253.58,$278.95
44,Orange / Skins Wine,18,Stowaway Bar,2026-08-21,,$58.19,$64.00
45,Cocktails - Signature,20,Stowaway Bar,2026-08-21,,$90.02,$99.00
46,None,20,Stowaway Bar,2026-08-21,,$0.00,$0.00
47,None,16,Stowaway Bar,2026-08-21,,$0.00,$0.00
48,Small Plates,19,Stowaway Bar,2026-08-21,,$147.09,$161.80
49,Small Plates,20,Stowaway Bar,2026-08-21,,$23.47,$25.80
50,Small Plates,16,Stowaway Bar,2026-08-21,,$39.56,$43.50
51,Kids Meals,16,Stowaway Bar,2026-08-21,,$11.82,$13.00
52,Cocktails - Classic,21,Stowaway Bar,2026-08-21,,$120.91,$133.00
53,None,18,Stowaway Bar,2026-08-21,,$7.27,$8.00
54,Bottles / Cans Alcoholic,18,Stowaway Bar,2026-08-21,,$61.38,$67.50
55,Bottles / Cans Alcoholic,21,Stowaway Bar,2026-08-21,,$21.37,$23.50
56,Bottles / Cans Alcoholic,20,Stowaway Bar,2026-08-21,,$9.55,$10.50
57,Modifiers,20,Stowaway Bar,2026-08-21,,$0.00,$0.00
58,Gin,22,Stowaway Bar,2026-08-21,,$25.46,$28.00
59,Gin,18,Stowaway Bar,2026-08-21,,$53.16,$58.50
60,Whisky,20,Stowaway Bar,2026-08-21,,$21.82,$24.00
61,Whisky,19,Stowaway Bar,2026-08-21,,$21.82,$24.00
62,Rum,20,Stowaway Bar,2026-08-21,,$10.00,$11.00
63,Rum,18,Stowaway Bar,2026-08-21,,$20.00,$22.00
64,Mocktails,20,Stowaway Bar,2026-08-21,,$11.82,$13.00
65,Marilyna's Soft Drinks,19,Stowaway Bar,2026-08-21,,$9.00,$9.90
66,Marilyna's Soft Drinks,18,Stowaway Bar,2026-08-21,,$14.18,$15.60
67,Pet Nat Wine,18,Stowaway Bar,2026-08-21,,$14.55,$16.00
68,Rose Wine,17,Stowaway Bar,2026-08-21,,$137.28,$151.00
69,Marilyna's Pizza,17,Stowaway Bar,2026-08-21,,$878.57,$966.40
70,None,15,Stowaway Bar,2026-08-21,,$0.00,$0.00
71,Dine-in Pizza,21,Stowaway Bar,2026-08-21,,$71.82,$79.00
72,Dine-in Pizza,18,Stowaway Bar,2026-08-21,,$205.47,$226.00
73,Whisky,21,Stowaway Bar,2026-08-21,,$21.82,$24.00
74,Sides,18,Stowaway Bar,2026-08-21,,$9.09,$10.00
75,Sides,19,Stowaway Bar,2026-08-21,,$10.91,$12.00
76,Desserts,18,Stowaway Bar,2026-08-21,,$14.55,$16.00
77,Tequila,23,Stowaway Bar,2026-08-21,,$30.00,$33.00
78,White Wine,17,Stowaway Bar,2026-08-21,,$28.18,$31.00
79,Rose Wine,20,Stowaway Bar,2026-08-21,,$138.19,$152.00
80,Rose Wine,15,Stowaway Bar,2026-08-21,,$29.10,$32.00
81,Marilyna's Pizza,18,Stowaway Bar,2026-08-21,,"$1,205.34","$1,325.86"
82,Marilyna's Pizza,15,Stowaway Bar,2026-08-21,,$23.45,$25.80
83,Marilyna's Pizza,22,Stowaway Bar,2026-08-21,,$77.39,$85.13
84,None,21,Stowaway Bar,2026-08-21,,$0.00,$0.00
85,Delivery Kitchen,16,Stowaway Bar,2026-08-21,,$10.91,$12.00
86,Cocktails - Signature,21,Stowaway Bar,2026-08-21,,$62.73,$69.00
87,Small Plates,17,Stowaway Bar,2026-08-21,,$269.17,$296.10
88,Big Plates,18,Stowaway Bar,2026-08-21,,$270.15,$297.20
89,Add-ons - Pizza,18,Stowaway Bar,2026-08-21,,$6.12,$9.59
90,Big Plates,15,Stowaway Bar,2026-08-21,,$24.45,$26.90
91,Cocktails - Classic,23,Stowaway Bar,2026-08-21,,$209.10,$230.00
92,Vodka,16,Stowaway Bar,2026-08-21,,$82.68,$91.00
93,Tequila,20,Stowaway Bar,2026-08-21,,$10.00,$11.00
94,Mezcal,19,Stowaway Bar,2026-08-21,,$19.09,$21.00
95,Liqueurs,19,Stowaway Bar,2026-08-21,,$24.55,$27.00
96,Delivery Alcohol,19,Stowaway Bar,2026-08-21,,$12.72,$14.00
97,Marilyna's Soft Drinks,17,Stowaway Bar,2026-08-21,,$3.55,$3.90
98,Rose Wine,18,Stowaway Bar,2026-08-21,,$160.00,$176.00
99,Rose Wine,22,Stowaway Bar,2026-08-21,,$14.56,$16.00
100,Rose Wine,16,Stowaway Bar,2026-08-21,,$70.92,$78.00
101,Rose Wine,19,Stowaway Bar,2026-08-21,,$50.00,$55.00
102,Marilyna's Pizza,20,Stowaway Bar,2026-08-21,,$379.20,$417.13
103,Marilyna's Pizza,19,Stowaway Bar,2026-08-21,,$675.26,$742.80
104,Marilyna's Pizza,21,Stowaway Bar,2026-08-21,,$32.55,$35.80
105,Delivery Kitchen,19,Stowaway Bar,2026-08-21,,$30.72,$33.80
106,Add-ons - Kitchen,17,Stowaway Bar,2026-08-21,,$14.53,$16.00
107,Dine-in Pizza,17,Stowaway Bar,2026-08-21,,$47.27,$52.00
108,Cocktails - Classic,19,Stowaway Bar,2026-08-21,,$54.54,$60.00
109,Bottles / Cans Alcoholic,23,Stowaway Bar,2026-08-21,,$19.10,$21.00
110,Vodka,22,Stowaway Bar,2026-08-21,,$20.00,$22.00
111,Vodka,21,Stowaway Bar,2026-08-21,,$60.00,$66.00
112,Vodka,20,Stowaway Bar,2026-08-21,,$10.00,$11.00
113,Non-alcoholic,21,Stowaway Bar,2026-08-21,,$10.91,$12.00
114,Tap Beer,20,Stowaway Bar,2026-08-21,,$360.90,$397.00
115,Tap Beer,19,Stowaway Bar,2026-08-21,,$728.15,$801.00
116,Tap Beer,18,Stowaway Bar,2026-08-21,,$644.04,$708.45
117,White Wine,16,Stowaway Bar,2026-08-21,,$219.87,$241.90
118,White Wine,20,Stowaway Bar,2026-08-21,,$165.46,$182.00
119,Rose Wine,21,Stowaway Bar,2026-08-21,,$14.55,$16.00
120,White Wine,15,Stowaway Bar,2026-08-21,,$19.08,$21.00
121,Dine-in Pizza,19,Stowaway Bar,2026-08-21,,$346.40,$381.00
122,Sparkling Wine,19,Stowaway Bar,2026-08-21,,$87.29,$96.00
