item_id,item_name,base_unit,conflict,recipe_units_seen,note
lightspeed:22873831,"Regular Pizza Box 11""",each,false,eax48,
lightspeed:22873851,"Large Pizza Box 13""",each,false,eax47,
lightspeed:22873876,Pizza Box Inserts,each,false,eax95,
lightspeed:22874436,Roasted Red Peppers [A12],ml,false,mlx1,
lightspeed:22874477,Ginger Honey Syrup,ml,false,mlx1,
lightspeed:22874517,Yuzu Juice,ml,false,mlx1,
lightspeed:22874518,Massenez Apple [700ml],ml,false,mlx1,
lightspeed:22888608,Chicken Schnitzel Breast Crumbed 150g (6kg/Ctn),g,false,gx2,
lightspeed:22888614,Achiote Paste 1kg El Yucateco,g,false,gx1,
lightspeed:22888615,Aioli Garlic Mayonnaise 10kg Birch & Waite,g,false,gx2,
lightspeed:22888616,Almond Meal 1kg Natures Secret,g,false,gx1,
lightspeed:22888618,Barramundi Fillets Imp 200/300 S/Off 5kg Trading,g,false,gx1,
lightspeed:22888623,Butter Girgar 1.5kg Mainland,g,false,gx1,
lightspeed:22888625,Cheese Parmesan Block Grana 1/4 Avg 4.4kg R/W Emilgrana,g,false,gx2,
lightspeed:22888630,Farm Frites Crispy Coated 10mm [2.5kg],g,false,gx10,
lightspeed:22888632,Coriander Ground 400g Chefs Choice,g,false,gx3,
lightspeed:22888642,Honey Pure 3kg Wild Flower,g,false,gx1,
lightspeed:22888647,Mayonnaise Mild Japanese 1kg Kewpie,g,false,gx1,
lightspeed:22888649,Mayonnaise Whole Egg 20kg Plate & Platter,g,false,gx3,
lightspeed:22888650,Milk Fresh Full Cream 2L Norco,ml,false,mlx2,
lightspeed:22888658,Pepper White Ground 500g Galaxy,g,false,gx7,
lightspeed:22888660,Preserved Lemon 350g Chefs Choice,g,false,gx1,
lightspeed:22888666,Stock Powder Vegetable Tin 2.5kg Massel,g,false,gx5,
lightspeed:22888667,Sugar Brown 1kg CSR,g,false,gx1,
lightspeed:22888668,Sugar Caster 1kg CSR,g,false,gx1,
lightspeed:22888670,Tempeh 250g Nutrisoy,g,false,gx2,
lightspeed:22888673,Truffle Paste Black 500g Mazza,g,false,gx1,
lightspeed:22888695,Lamb Leg Boned & Rolled Netted [1kg],g,false,gx1,
lightspeed:22888703,Almond Slivered 1kg Natures Secret,g,false,gx1,
lightspeed:22888705,Apricot Dried 1kg Natures Secret,g,false,gx1,
lightspeed:22888719,Butter Unsalted 500Gm Devondale,g,false,gx1,
lightspeed:22888720,Cajun Spice 500Gm Windsor Farm,g,false,gx1,
lightspeed:22888728,Chicken Nuggets Dinosnacks 6X1Kg Steggles,g,false,gx2,
lightspeed:22888732,Chipotle Chillis A10 In Adobe Sce 3kg Faro,g,false,gx2,
lightspeed:22888733,Chocolate Dark 1kg Natures Secret,g,false,gx1,
lightspeed:22888746,Cranberries Dried 1kg Natures Secret,g,false,gx1,
lightspeed:22888747,Cream Pure Fresh 2L Norco,ml,false,mlx1,
lightspeed:22888748,Cumin Ground 450Gm Chefs Choice,g,false,gx6,
lightspeed:22888760,Frank's Hot Sauce 1Galln 3.8L Franks,ml,false,mlx4,
lightspeed:22888762,Garlic Powder 5kg Galaxy,g,false,gx1,
lightspeed:22888768,Gravy Mix Rich Brown G/Free 7kg Executive Chef,g,false,gx1,
lightspeed:22888778,Ichimi Togarashi Chilli Pepper 300Gm Best,g,false,gx2,
lightspeed:22888788,Linseed ( Flaxseed ) 1kg Natures Secret,g,false,gx1,
lightspeed:22888794,Medjool Dates 1kg Natures Secret,g,false,gx1,
lightspeed:22888802,Mousse Chocolate 1.9kg Nestle,g,false,gx1,
lightspeed:22888803,Mustard Dijon 2.5kg Masterfoods,g,false,gx1,
lightspeed:22888805,Nectar Agave Organic 4L Chefs Choice,ml,false,mlx1,
lightspeed:22888818,Paprika Hungarian 500Gm Galaxy,g,false,gx1,
lightspeed:22888819,Paprika Smoked Bulk 25kg Galaxy,g,false,gx4,
lightspeed:22888828,Pickles Whole Dill 20kg Westmont,g,false,gx4,
lightspeed:22888833,Quinoa Seeds Mix 1kg Galaxy,g,false,gx1,
lightspeed:22888836,Salt Cooking 10kg Olssons,g,false,gx1,
lightspeed:22888837,Salt Cooking 1kg Olssons,g,false,gx2,
lightspeed:22888841,Sea Salt Flakes 1.5kg Sandhurst,g,false,gx8,
lightspeed:22888856,Sugar Demerera 375Gm CSR,g,false,gx1,
lightspeed:22888868,Turmeric Ground 500Gm Chefs Choice,g,false,gx2,
lightspeed:22888875,Vinegar White 20L Edlyn,ml,false,mlx2,
lightspeed:22888898,Patties Wagyu Tajima Classic 150g Fresh (20/Pk),g,false,gx2,
lightspeed:22893390,Babys Breath [bunch],g,false,gx1,
lightspeed:22893540,Pork Belly Boneless S/Less [kg],g,false,gx2,
lightspeed:22893549,Oil Cottonseed [20L],ml,false,mlx1,
lightspeed:22893550,Rice Jasmine Fragrant [20kg],g,false,gx4,
lightspeed:22893557,Chicken Thigh Flt S/Off RSPCA [kg],g,false,gx2,
lightspeed:22893566,Cooking Sake Jun [18L],ml,false,mlx5,
lightspeed:22893567,Rice Vinegar Uchibori [20L],ml,false,mlx2,
lightspeed:22893568,Gyoza Vegetable Marumatsu Jun [800g],g,false,gx2,
lightspeed:22893698,Pineapple Frozen [1kg],g,false,gx1,
lightspeed:22893699,Mango Frozen [1kg],g,false,gx2,
lightspeed:22893714,Acai Berry Man Tub [1kg],g,false,gx1,
lightspeed:22893724,Dragonfruit Puree [10kg],g,false,gx1,
lightspeed:22898071,Oyster Sauce Megachef [5.4kg],g,false,gx3,
lightspeed:22898072,Soy Sauce Dark Pearl River [600mL],ml,false,mlx2,
lightspeed:22898073,Soy Sauce Sweet Megachef [4.5L],ml,false,mlx4,
lightspeed:22898074,Garlic Fried Royles [kg],g,false,gx1,
lightspeed:22898075,Onion Fried Heaven Dragon [kg],g,false,gx1,
lightspeed:22898076,Egg Whole Pulp Frozen [10kg],g,false,gx1,
lightspeed:22898077,Bamboo Shoot Sliced A10 [2.84kg],g,false,gx2,
lightspeed:22898078,Pepper White Ground Galaxy [500g],g,false,gx1,
lightspeed:22898079,Pepper Black Whole Windsor Farm [500g],g,false,gx1,
lightspeed:22898080,Spring Roll Veg Hakka [ea],each,false,eax2,
lightspeed:22898081,Sesame Seed Black Jun [kg],g,false,gx2,
lightspeed:22898082,Sesame Seed White Roasted Jun [kg],g,false,gx7,
lightspeed:22898083,BBQ Pork Buns Canton [ea],each,false,eax2,
lightspeed:22898084,Peking Duck Spring Rolls Canton [ea],each,false,eax2,
lightspeed:22898085,Choi Sum [bunch],g,false,gx1,
lightspeed:22898086,Cabbage Green Shredded [kg],g,false,gx2,
lightspeed:22898507,Sesame Oil Heaven Dragon [2L],ml,false,mlx8,
lightspeed:22898520,Salt Cooking [kg],g,false,gx2,
lightspeed:22898623,Beans Edamame Soy Frozen [350g],g,false,gx1,
lightspeed:22898695,Bean Green [kg],g,false,gx1,
lightspeed:22898787,Ramen Noodles Fresh [kg],g,false,gx1,
lightspeed:22900613,Nori [125g],g,false,gx1,
lightspeed:22902924,Cabbage Red/Green Shredded Mix [kg],g,false,gx1,
lightspeed:22902927,Caster Sugar [kg],g,false,gx8,
lightspeed:22902935,Prawn Meat Raw Vannamei [700g],g,false,gx1,
lightspeed:22902937,Sriracha [730mL],ml,false,mlx2,
lightspeed:22902950,Gochujang [kg],g,false,gx1,
lightspeed:22902953,Honey [kg],g,false,gx6,
lightspeed:22902956,Mirin [1.8L],ml,false,mlx4,
lightspeed:22902961,Soy Sauce Tamari Spiral [10L],ml,false,mlx15,
lightspeed:22902964,Chilli Powder Korean Coarse [kg],g,false,gx3,
lightspeed:22902975,Rice Wine Vinegar [500mL],ml,false,mlx3,
lightspeed:22902977,MSG Sasa [1kg],g,false,gx6,
lightspeed:22902997,Curry Block Mid Hot [kg],g,false,gx1,
lightspeed:22902999,Curry Flake [kg],g,false,gx1,
lightspeed:22903010,Potato Brushed Sebago [kg],g,false,gx2,
lightspeed:22903011,Carrot [kg],g,false,gx1,
lightspeed:22903033,Tonkatsu Sauce Bulldog [1.8L],ml,false,mlx1,
lightspeed:22918950,Quandong Halves Frozen [1kg],g,false,gx1,
lightspeed:22918951,Egg Fresh [ea],each,false,eax2,
lightspeed:22918953,Kutjera Bush Tomato Powder [100g],g,false,gx3,
lightspeed:22918956,Chilli Red Long [kg],g,false,gx2,
lightspeed:22918959,Carrot Diced 5mm [kg],g,false,gx2,
lightspeed:22918962,Pork Skin Frozen [kg],g,false,gx1,
lightspeed:22918966,Ponzu Dashi Vinegar Uchibori [360mL],ml,false,mlx1,
lightspeed:22918967,Sweet Chilli Jam Knorr [920g],g,false,gx1,
lightspeed:22918968,Hoi Sin Sauce LKK [2.27kg],g,false,gx1,
lightspeed:22918970,Garlic Chilli Sauce LKK [1.05kg],g,false,gx1,
lightspeed:22918981,Tomato Sauce Heinz [4L],ml,false,mlx1,
lightspeed:22918985,Mayonnaise Japanese Kewpie [1kg],g,false,gx1,
lightspeed:22918987,Mushroom Shiitake Dried [1kg],g,false,gx2,
lightspeed:22918993,Dumpling Pork Chive Sun Circle [600g],g,false,gx1,
lightspeed:22918996,Dumpling Chicken Corn Sun Circle [600g],g,false,gx2,
lightspeed:22918997,Dumpling Beef Cabbage Sun Circle [600g],g,false,gx2,
lightspeed:22918998,Prawn Har Gao Sun Circle - 50pcs [1kg],g,false,gx1,
lightspeed:22920840,Star Anise [200g],g,false,gx1,
lightspeed:22920842,Cloves [400g],g,false,gx1,
lightspeed:22920844,Cinnamon Quills [200g],g,false,gx1,
lightspeed:22920846,Vegetable Stock Powder [2.5kg],g,false,gx1,
lightspeed:22920848,Brown Sugar [1kg],g,false,gx2,
lightspeed:22920854,Wattleseed [100g],g,false,gx1,
lightspeed:22931792,Hahn Super Dry GF,each,false,eax1,
lightspeed:22931826,Cauliflower [ea],g,false,gx1,
lightspeed:22931827,Noodles Instant Ayam [700g],g,false,gx1,
lightspeed:22931830,Turkish Bread [loaf],g,false,gx2,
lightspeed:22931833,Pork Bones [kg],g,false,gx1,
lightspeed:22931835,Ginger [kg],g,false,gx8,
lightspeed:22947356,Davidson Plum Puree,ml,false,mlx1,
lightspeed:22947363,Potato Starch,g,false,gx1,
lightspeed:22962728,White Miso,g,false,gx1,
lightspeed:22962975,bicarb,g,false,gx2,
lightspeed:22962978,White Pepper,g,false,gx4,
lightspeed:22973738,Pickled Ginger,g,false,gx1,
lightspeed:22975143,Roma Tomatoes [kg],g,false,gx3,
lightspeed:22975185,Corn Kernels [Tin],ml,false,mlx1,
lightspeed:22975375,Chicken Thigh Flt S/Off [Kg],g,false,gx1,
lightspeed:22975376,Coriander Ground 500Gm Chefs Choice,g,false,gx1,
lightspeed:22988218,Cheese Mexican Blend Shredded [2kg],g,false,gx8,
lightspeed:22989447,Heinz BBQ Sauce [4L],ml,false,mlx1,
lightspeed:22989451,Sunshine Smokey BBQ Sauce [3L],,true,mlx5|gx2,"consumed in g, ml — two things under one id, or a recipe typo"
lightspeed:22992669,Chicken Whole Bird [No.8],each,false,eax1,
lightspeed:22992677,Pork Leg Roast [1KG],g,false,gx1,
lightspeed:22993651,Sweet Potato Chips [1.5KG],g,false,gx2,
lightspeed:22995162,Cheese Blue Danish 10X100GM,g,false,gx1,
lightspeed:22995320,Broccolini [Bunch],,true,bunchx5,"only ever consumed in bunch, which has no declared conversion"
lightspeed:22995324,Carrot Large [kg],g,false,gx6,
lightspeed:22995325,Carrot Shredded [kg],g,false,gx6,
lightspeed:22995328,Chicken Wing Nibble [15kg],g,false,gx6,
lightspeed:22995331,Corn Baby Sweet [Pack],ml,false,mlx1,
lightspeed:22995335,Eggs 700 Grams [12x],each,false,eax2,
lightspeed:22995336,"Flour Tortillas 12"" Plain Mission [72's]",each,false,eax8,
lightspeed:22995337,"Flour Tortillas 6"" Plain Mission [24x12]",each,false,eax3,
lightspeed:22995341,Ham Soccerball Sliced Pendle [1kg],g,false,gx12,
lightspeed:22995343,Herb Chives [Market],ml,false,mlx2,
lightspeed:22995344,Herb Coriander [Bunch],ml,false,mlx1,
lightspeed:22995345,Herb Thyme [Bunch],,true,bunchx1,"only ever consumed in bunch, which has no declared conversion"
lightspeed:22995348,Lettuce Cos Baby Twin Pack [Each],each,false,eax2,
lightspeed:22995349,Lettuce Mesculin [1.5kg],g,false,gx4,
lightspeed:22995350,Lettuce Rocket Wild [Box],g,false,gx2,
lightspeed:22995352,Onion Brown [10kg],g,false,gx4,
lightspeed:22995353,Pears Green [kg],each,false,eax2,
lightspeed:22995356,Potato Desiree [10kg],g,false,gx5,
lightspeed:22995357,Potato Peeled [kg],g,false,gx3,
lightspeed:22995358,Radish Red [Bunch],,true,bunchx4,"only ever consumed in bunch, which has no declared conversion"
lightspeed:22995361,Sour Cream Dairy Farmers [2L],ml,false,mlx3,
lightspeed:22995363,Sundried Tomato Strips Mezzat [2kg],g,false,gx4,
lightspeed:22995366,Vegetable Oil Simply [20L],ml,false,mlx1,
lightspeed:22995367,White Truffle Oil Sandhurst [250ml],ml,false,mlx1,
lightspeed:22995936,Cauliflower Florets [kg],g,false,gx3,
lightspeed:22995937,Dry Slaw [kg],g,false,gx8,
lightspeed:22995939,Garlic Peeled [kg],g,false,gx9,
lightspeed:22995943,Pizza Flour Gem West Manildra [12.5kg],g,false,gx2,
lightspeed:22995947,T2 Milk Bun Sliced White Sesame [85g],g,false,gx2,
lightspeed:22996486,Corn Flour Maize Gluten Free 5kg Edlyn,g,false,gx1,
lightspeed:22996505,Cheese Burger Sliced Hi Melt Thick [2.25kg] Pure Dairy,g,false,gx2,
lightspeed:22996509,Shallot [bunch],g,false,gx10,
lightspeed:22996511,Pizza Base Gluten Free 11in [10x2 CTN] Letizza,each,false,eax47,
lightspeed:23007639,Beef Brisket YG Point End [1kg],g,false,gx2,
lightspeed:23007804,Burger Sauce Birch & Waite [1L],ml,false,mlx2,
lightspeed:23013739,Dairy Farmers Shaved Parmesan [1kg],g,false,gx4,
lightspeed:23035273,Celery Diced [1kg],g,false,gx1,
lightspeed:23036620,Garlic Minced [kg],g,false,gx5,
lightspeed:23036632,Chia Seeds Chefs Choice [1kg],g,false,gx1,
lightspeed:23036892,Nacho Cheese A10 [3kg],g,false,gx1,
lightspeed:23040879,Ice Cream Gold Label Vanilla [4L],ml,false,mlx2,
lightspeed:23102996,Omen Stout Nitro [Keg],ml,false,mlx2,
lightspeed:23114865,Aether Vodka [Bottle],ml,false,mlx1,
lightspeed:23120129,La Petite Mort Albarino 2025 - Bottle,ml,false,mlx2,
lightspeed:23120216,La Petite Mort Rosso 2025 - Bottle,ml,false,mlx2,
lightspeed:23216243,Guinness [Keg],ml,false,mlx2,
lightspeed:23217497,Seppeltsfield Para Grand 10yo Tawny [Bottle],ml,false,mlx1,
lightspeed:23244215,400 Conejos Mezcal [Bottle],ml,false,mlx4,
lightspeed:23253690,Xocolatl Mole Bitters [Bottle],ml,false,mlx2,
lightspeed:23358927,San Giorgio Ciampoleto Rosso di Montalcino 2023 - Regular Glass,each,false,eax1,
lightspeed:23358931,San Giorgio Ciampoleto Rosso di Montalcino 2023 - Large Glass,each,false,eax1,
lightspeed:23358932,San Giorgio Ciampoleto Rosso di Montalcino 2023 - Bottle,each,false,eax1,
lightspeed:23358946,Tiziano Grasso Barolo Briccolina 2019 - Regular Glass,each,false,eax1,
lightspeed:23358951,Tiziano Grasso Barolo Briccolina 2019 - Large Glass,each,false,eax1,
lightspeed:23358952,Tiziano Grasso Barolo Briccolina 2019 - Bottle,each,false,eax1,
