,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
1,Cocktails - Classic,17,Stowaway Bar,2026-08-17,,$203.68,$224.00
2,None,19,Stowaway Bar,2026-08-17,,$0.00,$0.00
3,Cocktails - Classic,19,Stowaway Bar,2026-08-17,,$38.18,$42.00
4,Modifiers,19,Stowaway Bar,2026-08-17,,$0.00,$0.00
5,Vodka,20,Stowaway Bar,2026-08-17,,$10.00,$11.00
6,White Wine,18,Stowaway Bar,2026-08-17,,$10.91,$12.00
7,Orange / Skins Wine,20,Stowaway Bar,2026-08-17,,$17.27,$19.00
8,Harry Gatos Food,17,Stowaway Bar,2026-08-17,,$240.02,$264.00
9,Kids Meals,19,Stowaway Bar,2026-08-17,,$11.82,$13.00
10,None,18,Stowaway Bar,2026-08-17,,$0.00,$0.00
11,Modifiers,17,Stowaway Bar,2026-08-17,,$0.00,$0.00
12,Tap Beer,17,Stowaway Bar,2026-08-17,,$57.25,$63.00
13,White Wine,17,Stowaway Bar,2026-08-17,,$25.45,$28.00
14,Harry Gatos Food,20,Stowaway Bar,2026-08-17,,$65.47,$72.00
15,Harry Gatos Food,18,Stowaway Bar,2026-08-17,,$720.99,$793.00
16,Non-alcoholic,19,Stowaway Bar,2026-08-17,,$86.82,$95.50
17,Non-alcoholic,20,Stowaway Bar,2026-08-17,,$12.27,$13.50
18,Non-alcoholic,18,Stowaway Bar,2026-08-17,,$46.37,$51.00
19,Tap Beer,22,Stowaway Bar,2026-08-17,,$10.45,$11.50
20,Rose Wine,20,Stowaway Bar,2026-08-17,,$21.82,$24.00
21,Harry Gatos Food,19,Stowaway Bar,2026-08-17,,$567.35,$624.00
22,Rose Wine,19,Stowaway Bar,2026-08-17,,$10.91,$12.00
23,Small Plates,20,Stowaway Bar,2026-08-17,,$11.73,$12.90
24,Cocktails - Signature,20,Stowaway Bar,2026-08-17,,$40.00,$44.00
25,Cocktails - Signature,18,Stowaway Bar,2026-08-17,,$13.64,$15.00
26,Delivery Kitchen,17,Stowaway Bar,2026-08-17,,$14.55,$16.00
27,Non-alcoholic,17,Stowaway Bar,2026-08-17,,$16.36,$18.00
28,Tap Beer,19,Stowaway Bar,2026-08-17,,$334.57,$368.00
29,White Wine,19,Stowaway Bar,2026-08-17,,$101.82,$112.00
30,Rose Wine,17,Stowaway Bar,2026-08-17,,$6.36,$7.00
31,Add-ons - Kitchen,20,Stowaway Bar,2026-08-17,,$0.45,$0.50
32,Cocktails - Classic,18,Stowaway Bar,2026-08-17,,$38.18,$42.00
33,Red Wine,18,Stowaway Bar,2026-08-17,,$92.74,$102.00
34,Sparkling Wine,18,Stowaway Bar,2026-08-17,,$10.91,$12.00
35,Cocktails - Classic,20,Stowaway Bar,2026-08-17,,$92.72,$102.00
36,Cocktails - Classic,21,Stowaway Bar,2026-08-17,,$18.18,$20.00
37,Bottles / Cans Alcoholic,18,Stowaway Bar,2026-08-17,,$9.55,$10.50
38,Bottles / Cans Alcoholic,19,Stowaway Bar,2026-08-17,,$20.91,$23.00
39,Vodka,18,Stowaway Bar,2026-08-17,,$20.00,$22.00
40,Whisky,19,Stowaway Bar,2026-08-17,,$10.00,$11.00
41,Tap Beer,20,Stowaway Bar,2026-08-17,,$150.00,$165.00
42,Tap Beer,18,Stowaway Bar,2026-08-17,,$152.28,$167.50
43,Tap Beer,21,Stowaway Bar,2026-08-17,,$29.09,$32.00
44,Pet Nat Wine,18,Stowaway Bar,2026-08-17,,$14.55,$16.00
45,Marilyna's Pizza,17,Stowaway Bar,2026-08-17,,$60.63,$66.70
46,Add-ons - Pizza,17,Stowaway Bar,2026-08-17,,$1.77,$1.77
