Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Azurescens Pinot Noir - Regular,1,$15.00,$1.36,$2.80,0%,0%,81%
Margato,1,$14.00,$1.27,$3.90,0%,0%,72%
Dragon Juice,1,$17.00,$1.55,$2.59,0%,0%,85%
L'esprit Rosé - Regular,1,$16.00,$1.45,$5.04,0%,0%,68%
Matcha Sando,1,$14.00,$1.27,$0.00,0%,0%,0%
Tsingtao Longneck,1,$17.00,$1.55,$4.58,0%,0%,73%
Kids Margherita Pizza [HG],1,$11.70,$1.06,$0.00,0%,0%,0%
Bamboo Shoots,1,$2.00,$0.18,$0.00,0%,0%,0%
Kids Miso,1,$13.00,$1.18,$0.00,0%,0%,0%
Fried Egg,1,$4.00,$0.36,$0.00,0%,0%,0%
Geppetto Chardonnay - Regular,1,$15.00,$1.36,$3.63,0%,0%,76%
Sensei Highball,1,$12.00,$1.09,$1.30,0%,0%,89%
Carafe Sparkling Water,1,$5.00,$0.45,$0.00,0%,0%,0%
Kids Tonkotsu,1,$13.00,$1.18,$0.00,0%,0%,0%
Zagara Orange [HG] - Regular,1,$15.00,$1.36,$2.69,0%,0%,82%
Aioli,1,$0.00,$0.00,$0.00,0%,0%,0%
Make it Gluten-free [gf/vg bun w sweet pot. fries],1,$2.00,$0.18,$0.00,0%,0%,0%
Swap for Tofu,1,$0.00,$0.00,$0.00,0%,0%,0%
From Sundays Shiraz - Bottle,1,$62.00,$5.64,$14.00,0%,1%,77%
Mochi Trio,1,$13.00,$1.18,$0.00,0%,0%,0%
Kids Fried Rice,1,$13.00,$1.18,$0.00,0%,0%,0%
Two Bays GF Pale Can [HG],1,$14.00,$1.27,$0.00,0%,0%,0%
Hendrick's Gin,1,$14.00,$1.27,$2.77,0%,0%,80%
Vegan,1,$0.00,$0.00,$0.00,0%,0%,0%
Extra Pork.,1,$5.00,$0.45,$0.00,0%,0%,0%
Gluten-Free,1,$0.00,$0.00,$0.00,0%,0%,0%
,292,"$4,281.13",$389.01,$590.91,100%,100%,86%
