Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Stone & Wood - Schooner,54,$712.58,$64.74,$176.30,4%,4%,75%
$2 Buffalo Wing,43,$75.28,$6.78,$20.98,3%,0%,72%
Guinness Draught - Pint,41,$687.05,$62.42,$195.34,3%,4%,72%
Mulled Wine,31,$468.42,$42.48,$63.17,2%,3%,87%
Version Two Pinot Grigio - Regular,28,$302.19,$27.48,$49.47,2%,2%,84%
Fresh is Best Lager - Schooner,27,$245.84,$22.28,$49.35,2%,1%,80%
Classic Margarita,24,$484.00,$44.07,$97.77,2%,3%,80%
Fresh is Best Lager - Pint,23,$292.42,$26.68,$56.38,2%,2%,81%
Side Aioli,20,$8.76,$0.98,$0.00,1%,0%,0%
American Standard Burger,20,$442.91,$40.31,$116.88,1%,3%,74%
Grifter Pale - Schooner,18.7,$211.69,$19.33,$46.42,1%,1%,78%
Aperol Spritz,17,$347.89,$31.66,$60.39,1%,2%,83%
Jalapeño Marg,17,$387.76,$35.23,$13.77,1%,2%,96%
Pepsi Max Glass,16,$72.90,$6.66,$0.00,1%,0%,0%
Stone & Wood - Pint,16,$274.24,$24.99,$70.06,1%,2%,74%
Philter XPA - Schooner,15,$177.44,$16.18,$33.55,1%,1%,81%
Petits Detours Rosé - Regular,15,$244.20,$22.10,$52.00,1%,1%,79%
Kirin - Schooner,15,$211.40,$19.18,$56.30,1%,1%,73%
White Light Pure Vodka [House],14,$135.80,$12.36,$21.27,1%,1%,84%
Side Blue Cheese Dip,14,$11.24,$0.99,$0.00,1%,0%,0%
Grifter Pale - Pint,14,$156.60,$14.23,$46.61,1%,1%,70%
Lime,14,$0.00,$0.00,$0.00,1%,0%,0%
Kirin - Pint,13,$242.32,$22.01,$65.44,1%,1%,73%
Trentham Estate Rosé - Regular,13,$154.80,$14.05,$27.43,1%,1%,82%
Sweet Potato Fries,12,$159.88,$14.50,$30.33,1%,1%,81%
$2 BBQ Wing,12,$14.48,$1.32,$4.71,1%,0%,67%
Rosemary Salted Fries,12,$145.73,$13.22,$22.26,1%,1%,85%
Arancini Balls [5pc],12,$270.67,$24.57,$0.00,1%,2%,0%
Mother's Milk Shiraz - Regular,12,$182.94,$16.60,$38.60,1%,1%,79%
Casa Gheller Prosecco - Glass,11,$177.05,$16.04,$36.81,1%,1%,79%
Regular Margherita,11,$48.00,$4.37,$13.53,1%,0%,72%
Online Surcharge,11,$11.91,$0.00,$0.00,1%,0%,0%
Patron Reposado,11,$165.00,$14.96,$41.59,1%,1%,75%
Beetle Juice,11,$226.16,$20.56,$40.37,1%,1%,82%
Bombay Dry [House],10,$102.00,$9.28,$21.19,1%,1%,79%
Garlic Bread,10,$44.00,$3.99,$14.20,1%,0%,68%
Negroni,10,$218.52,$19.87,$38.69,1%,1%,82%
Online Discount,10,-$122.50,$0.00,$0.00,1%,-1%,0%
Espresso Martini,9,$180.00,$16.38,$29.12,1%,1%,84%
Rooster Rojo Blanco Tequila [House],9,$99.00,$9.00,$21.17,1%,1%,79%
Side Tomato Sauce,9,$0.00,$0.00,$0.00,1%,0%,0%
Side BBQ Sauce,9,$0.00,$0.00,$0.00,1%,0%,0%
Crankshaft IPA - Pint,9,$158.07,$14.36,$38.71,1%,1%,76%
Pepsi Glass,8,$36.00,$3.28,$0.00,1%,0%,0%
Bang Bang Cauli,8,$137.68,$12.56,$22.09,1%,1%,84%
Soda [mixer],8,$0.00,$0.00,$0.00,1%,0%,0%
Villa Fresco Sangiovese - Regular,8,$91.39,$8.30,$19.30,1%,1%,79%
Fish Tacos,7,$141.96,$12.91,$15.29,1%,1%,89%
Chicken Shindig Burger,7,$126.59,$11.53,$33.37,1%,1%,74%
Side Chipotle Mayo,7,$4.13,$0.37,$0.00,1%,0%,0%
Brownie D,7,$52.00,$4.72,$13.63,1%,0%,74%
Fresh is Best Summer Lager - Schooner,7,$61.44,$5.58,$11.12,1%,0%,82%
Lemonade Glass,7,$31.50,$2.87,$0.00,1%,0%,0%
Sensei Calamari,7,$139.70,$12.68,$16.14,1%,1%,88%
Crankshaft IPA - Schooner,6,$81.00,$7.38,$19.24,0%,0%,76%
Side Spicy Salsa,6,$2.06,$0.18,$0.00,0%,0%,0%
Kuku Sauvignon Blanc - Regular,6,$84.47,$7.66,$17.49,0%,1%,79%
Biscoff Espresso,6,$141.03,$12.82,$19.47,0%,1%,86%
2 Glasses,6,$0.00,$0.00,$0.00,0%,0%,0%
Onion Rings,6,$49.21,$4.47,$0.00,0%,0%,0%
Buffalo Wings,6,$107.88,$9.81,$23.41,0%,1%,78%
Ottelia Chardonnay - Regular,6,$64.54,$5.85,$20.75,0%,0%,68%
Side Gravy,6,$2.55,$0.24,$2.02,0%,0%,21%
Fresh Lime Soda,5,$17.61,$1.61,$0.00,0%,0%,0%
Fresh is Best Summer Lager - Pint,5,$61.98,$5.64,$10.65,0%,0%,83%
No Onion,5,$0.00,$0.00,$0.00,0%,0%,0%
Tommy's Margarita,5,$115.00,$10.45,$24.86,0%,1%,78%
Status Quo - Pint,5,$88.07,$8.00,$20.82,0%,1%,76%
Large Meatlovers,5,$87.00,$7.92,$34.78,0%,1%,60%
Kids Nuggets & Chips,5,$65.43,$5.94,$11.23,0%,0%,83%
Corona,5,$50.40,$4.56,$12.88,0%,0%,74%
Gin Martini,5,$111.44,$10.14,$20.03,0%,1%,82%
Heaps Normal Tin,5,$56.08,$5.09,$13.35,0%,0%,76%
Large Margherita,5,$89.00,$8.09,$11.48,0%,1%,87%
Trutta Streamside Shiraz [Chilled] - Regular,5,$90.00,$8.20,$19.84,0%,1%,78%
Send Kids Food ASAP,4,$0.00,$0.00,$0.00,0%,0%,0%
Amalfi Olives,4,$46.75,$4.26,$0.00,0%,0%,0%
Large Bubba Gump,4,$107.00,$9.72,$22.13,0%,1%,79%
Large BBQ Chicken Pizza,4,$105.50,$9.58,$16.68,0%,1%,84%
Coke Zero 1.25L,4,$21.00,$1.92,$15.92,0%,0%,24%
Young Henrys Cloudy Cider Can,4,$49.19,$4.46,$11.29,0%,0%,77%
Baileys Irish Cream,4,$44.00,$4.00,$6.60,0%,0%,85%
Chicken Burrito,4,$119.40,$10.87,$27.19,0%,1%,77%
Regular Hail Africa [Dine-in],4,$81.89,$7.43,$11.65,0%,0%,86%
Beef Burrito,4,$88.60,$8.07,$27.09,0%,1%,69%
BBQ Wings,4,$69.27,$6.29,$12.56,0%,0%,82%
Extra Sauce,4,$0.00,$0.00,$0.00,0%,0%,0%
Geppetto Pinot Noir - Regular,4,$60.00,$5.44,$14.05,0%,0%,77%
Glass of Ice on the Side,4,$0.00,$0.00,$0.00,0%,0%,0%
Petits Detours Rosé Mediterranee - Bottle,4,$260.29,$23.67,$64.71,0%,2%,75%
Regular Little Italy,4,$94.50,$8.58,$19.22,0%,1%,80%
Sprite Can,4,$8.00,$0.72,$7.59,0%,0%,5%
Bundaberg Ginger Beer,4,$20.16,$1.81,$3.83,0%,0%,81%
No Tomato,4,$0.00,$0.00,$0.00,0%,0%,0%
Large Super House Special,4,$120.00,$10.92,$30.88,0%,1%,74%
Large Cosmopolitan,4,$100.00,$9.08,$26.44,0%,1%,74%
2x Aioli,3,$0.00,$0.00,$0.00,0%,0%,0%
Regular Meatlovers,3,$75.00,$6.81,$14.94,0%,0%,80%
Tonic [mixer],3,$0.00,$0.00,$2.41,0%,0%,
Grey Goose,3,$42.91,$3.89,$8.04,0%,0%,81%
Dry,3,$0.00,$0.00,$0.00,0%,0%,0%
"Lemon, Lime & Bitters",3,$15.33,$1.38,$0.00,0%,0%,0%
Flower Child,3,$67.46,$6.14,$8.59,0%,0%,87%
"Large No Chorizo, No Cry",3,$54.00,$4.90,$16.79,0%,0%,69%
No Mayo,3,$0.00,$0.00,$0.00,0%,0%,0%
Fancy Pants Parmy - Classic,3,$71.50,$6.50,$24.32,0%,0%,66%
Add Anchovies,3,$6.00,$0.54,$0.00,0%,0%,0%
Regular Hawaiian,3,$59.00,$5.36,$3.74,0%,0%,94%
No Pickle,3,$0.00,$0.00,$0.00,0%,0%,0%
Rocket Man D,3,$44.00,$3.99,$0.00,0%,0%,0%
Make It A Burrito Bowl [gluten-free],3,$0.00,$0.00,$0.00,0%,0%,0%
Add Prawns,3,$11.13,$1.00,$0.00,0%,0%,0%
Large New Yorker,3,$84.00,$7.63,$15.03,0%,0%,82%
Lemon Twist,3,$0.00,$0.00,$0.00,0%,0%,0%
Side Guacamole,3,$0.00,$0.00,$0.00,0%,0%,0%
BBQ Wings D,3,$48.00,$4.35,$9.42,0%,0%,80%
Philter Pale - Pint,3,$42.92,$3.89,$0.00,0%,0%,0%
Beef Cheek,3,$121.01,$11.01,$0.00,0%,1%,0%
Cheesy Garlic Bread,3,$24.00,$2.19,$5.32,0%,0%,78%
Fries D,3,$39.00,$3.54,$0.00,0%,0%,0%
Regular Sanchez [Dine-in],3,$79.72,$7.24,$10.18,0%,0%,87%
1800 Coconut,3,$39.00,$3.54,$8.09,0%,0%,79%
Sweet Potato Fries D,3,$41.90,$3.80,$7.58,0%,0%,82%
Lemon,3,$0.00,$0.00,$0.00,0%,0%,0%
Stow Schnitty,3,$82.46,$7.51,$15.98,0%,0%,81%
