Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Garlic Bread,11,$11.50,$1.04,$15.62,10%,1%,-36%
Online Surcharge,6,$7.29,$0.00,$0.00,6%,1%,0%
Online Discount,6,-$18.75,$0.00,$0.00,6%,-2%,0%
Sprite Can,6,$12.00,$1.08,$11.39,6%,1%,5%
Large Super House Special,5,$149.00,$13.56,$38.60,5%,13%,74%
Regular Margherita,4,$56.00,$5.08,$4.92,4%,5%,91%
Regular Pepperoni,3,$44.00,$4.00,$6.38,3%,4%,85%
"Large No Chorizo, No Cry",3,$54.00,$4.90,$16.79,3%,5%,69%
Coke Can,3,$0.00,$0.00,$5.67,3%,0%,
Large Pepperoni,3,$48.00,$4.37,$13.69,3%,4%,71%
Add Pepperoni,3,$8.10,$0.73,$0.00,3%,1%,0%
Regular Jimmy Jury [Dine-in],3,$66.58,$6.06,$10.01,3%,6%,85%
Large Bubba Gump,3,$25.00,$2.27,$16.60,3%,2%,34%
Less Cheese,2,$0.00,$0.00,$0.00,2%,0%,0%
Coke Zero 1.25L,2,$0.00,$0.00,$7.96,2%,0%,
Large Little Italy,2,$27.00,$2.45,$17.68,2%,2%,35%
Large Hawaiian,2,$28.00,$2.55,$6.53,2%,2%,77%
WINGS DEAL,2,$60.00,$5.46,$0.00,2%,5%,0%
Add Mushrooms,2,$3.00,$0.28,$0.00,2%,0%,0%
Large Meatlovers,2,$0.00,$0.00,$13.91,2%,0%,
Add Anchovies,2,$4.00,$0.36,$0.00,2%,0%,0%
Large Margherita,2,$20.00,$1.82,$4.59,2%,2%,77%
Regular Cosmopolitan,1,$19.50,$1.77,$4.73,1%,2%,76%
Add Olives,1,$1.50,$0.14,$0.00,1%,0%,0%
Gluten-free Roma Special,1,$30.00,$2.73,$8.47,1%,3%,72%
Regular El Patron [Dine-in],1,$26.85,$2.43,$3.64,1%,2%,86%
Add Calabrese,1,$4.00,$0.36,$0.00,1%,0%,0%
Large El Patron,1,$31.00,$2.82,$5.85,1%,3%,81%
Add Cherry Tomatoes,1,$1.50,$0.14,$0.00,1%,0%,0%
Regular Super House Special,1,$24.00,$2.18,$5.53,1%,2%,77%
Add Prawns,1,$0.00,$0.00,$0.00,1%,0%,0%
Large Sanchez,1,$31.00,$2.82,$5.49,1%,3%,82%
Add Ham,1,$3.00,$0.27,$0.00,1%,0%,0%
Regular Truffalo Soldier [Dine-in],1,$26.85,$2.43,$3.27,1%,2%,88%
Regular Sanchez,1,$25.00,$2.27,$3.39,1%,2%,86%
Regular Little Italy,1,$19.50,$1.77,$4.80,1%,2%,75%
Large Sorrento.,1,$30.00,$2.73,$0.00,1%,3%,0%
Regular Little Italy [Dine-in],1,$23.40,$2.12,$4.80,1%,2%,79%
Regular Bubba Gump,1,$26.00,$2.36,$3.96,1%,2%,85%
Gluten-free New Yorker,1,$30.00,$2.73,$8.02,1%,3%,73%
$45 FEAST,1,$45.00,$4.09,$0.00,1%,4%,0%
"Regular No Chorizo, No Cry [Dine-in]",1,$26.85,$2.43,$2.50,1%,2%,91%
Sprite 1.25L,1,$6.00,$0.55,$4.27,1%,1%,29%
Coke 1.25L,1,$0.00,$0.00,$3.69,1%,0%,
Add Chilli,1,$1.00,$0.09,$0.00,1%,0%,0%
Add Pineapple,1,$1.55,$0.15,$0.00,1%,0%,0%
Add Chicken,1,$4.00,$0.36,$0.00,1%,0%,0%
Vegan Cheese [Pizza],1,$3.00,$0.27,$0.00,1%,0%,0%
Add Rocket,1,$1.50,$0.14,$0.00,1%,0%,0%
$90 PIZZA PARTY,1,$90.00,$8.18,$0.00,1%,8%,0%
Coke Zero Can,1,$0.00,$0.00,$1.89,1%,0%,
Gluten-free Uber Margherita [Dine-in],1,$25.20,$2.29,$7.63,1%,2%,70%
,107,"$1,161.92",$106.63,$272.29,100%,100%,77%
