,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
1,Cocktails - Classic,18,Stowaway Bar,2026-08-18,,$76.35,$84.00
2,Cocktails - Classic,16,Stowaway Bar,2026-08-18,,$38.19,$42.00
3,Non-alcoholic,19,Stowaway Bar,2026-08-18,,$56.38,$62.00
4,Non-alcoholic,20,Stowaway Bar,2026-08-18,,$7.27,$8.00
5,Tap Beer,22,Stowaway Bar,2026-08-18,,$21.50,$23.65
6,Tap Beer,20,Stowaway Bar,2026-08-18,,$59.10,$65.00
7,Tap Beer,16,Stowaway Bar,2026-08-18,,$77.25,$85.00
8,Red Wine,19,Stowaway Bar,2026-08-18,,$24.55,$27.00
9,Rose Wine,20,Stowaway Bar,2026-08-18,,$10.91,$12.00
10,White Wine,16,Stowaway Bar,2026-08-18,,$19.08,$21.00
11,Add-ons - Kitchen,17,Stowaway Bar,2026-08-18,,$0.91,$1.00
12,Kitchen Specials,22,Stowaway Bar,2026-08-18,,$93.55,$102.90
13,Small Plates,18,Stowaway Bar,2026-08-18,,$45.82,$50.40
14,Bottles / Cans Alcoholic,19,Stowaway Bar,2026-08-18,,$38.20,$42.00
15,Gin,19,Stowaway Bar,2026-08-18,,$31.82,$35.00
16,Gin,20,Stowaway Bar,2026-08-18,,$20.00,$22.00
17,Gin,16,Stowaway Bar,2026-08-18,,$6.36,$7.00
18,Modifiers,20,Stowaway Bar,2026-08-18,,$0.00,$0.00
19,Mocktails,18,Stowaway Bar,2026-08-18,,$14.55,$16.00
20,Modifiers,22,Stowaway Bar,2026-08-18,,$0.00,$0.00
21,Modifiers,18,Stowaway Bar,2026-08-18,,$0.00,$0.00
22,Tap Beer,21,Stowaway Bar,2026-08-18,,$27.28,$30.00
23,None,22,Stowaway Bar,2026-08-18,,$0.00,$0.00
24,Dine-in Pizza,18,Stowaway Bar,2026-08-18,,$100.89,$111.00
25,Dine-in Pizza,22,Stowaway Bar,2026-08-18,,$72.74,$80.00
26,Sparkling Wine,19,Stowaway Bar,2026-08-18,,$43.65,$48.00
27,Add-ons - Pizza,17,Stowaway Bar,2026-08-18,,$2.46,$2.46
28,White Wine,17,Stowaway Bar,2026-08-18,,$59.08,$65.00
29,Sparkling Wine,17,Stowaway Bar,2026-08-18,,$21.82,$24.00
30,Marilyna's Pizza,20,Stowaway Bar,2026-08-18,,$68.93,$75.83
31,Marilyna's Pizza,18,Stowaway Bar,2026-08-18,,$357.17,$392.86
32,Delivery Kitchen,22,Stowaway Bar,2026-08-18,,$9.09,$10.00
33,Add-ons - Pizza,18,Stowaway Bar,2026-08-18,,-$45.77,-$45.00
34,Small Plates,17,Stowaway Bar,2026-08-18,,$29.55,$32.50
35,Big Plates,22,Stowaway Bar,2026-08-18,,$78.79,$86.70
36,Add-ons - Pizza,20,Stowaway Bar,2026-08-18,,$8.19,$9.00
37,Gin,17,Stowaway Bar,2026-08-18,,$22.73,$25.00
38,Red Wine,16,Stowaway Bar,2026-08-18,,$6.36,$7.00
39,Marilyna's Pizza,19,Stowaway Bar,2026-08-18,,$115.85,$127.43
40,Delivery Kitchen,19,Stowaway Bar,2026-08-18,,$0.00,$0.00
41,Dine-in Pizza,17,Stowaway Bar,2026-08-18,,$148.89,$163.80
42,Delivery Alcohol,22,Stowaway Bar,2026-08-18,,$26.37,$29.00
43,Tap Beer,17,Stowaway Bar,2026-08-18,,$198.17,$218.00
44,None,20,Stowaway Bar,2026-08-18,,$0.00,$0.00
45,None,18,Stowaway Bar,2026-08-18,,$0.00,$0.00
46,Add-ons - Pizza,19,Stowaway Bar,2026-08-18,,$17.21,$18.70
47,Marilyna's Soft Drinks,18,Stowaway Bar,2026-08-18,,$7.18,$7.90
48,Add-ons - Kitchen,18,Stowaway Bar,2026-08-18,,$6.35,$7.00
49,Cocktails - Signature,18,Stowaway Bar,2026-08-18,,$20.00,$22.00
50,Small Plates,19,Stowaway Bar,2026-08-18,,$138.67,$152.50
51,Gin,18,Stowaway Bar,2026-08-18,,$24.55,$27.00
52,Red Wine,17,Stowaway Bar,2026-08-18,,$32.72,$36.00
53,White Wine,18,Stowaway Bar,2026-08-18,,$36.38,$40.00
54,Orange / Skins Wine,18,Stowaway Bar,2026-08-18,,$17.27,$19.00
55,None,19,Stowaway Bar,2026-08-18,,$0.00,$0.00
56,Dine-in Pizza,19,Stowaway Bar,2026-08-18,,$229.02,$252.00
57,Small Plates,20,Stowaway Bar,2026-08-18,,$11.83,$13.00
58,Add-ons - Kitchen,20,Stowaway Bar,2026-08-18,,$1.36,$1.50
59,Cocktails - Classic,17,Stowaway Bar,2026-08-18,,$57.27,$63.00
60,Marilyna's Soft Drinks,20,Stowaway Bar,2026-08-18,,$6.27,$6.90
61,Delivery Kitchen,17,Stowaway Bar,2026-08-18,,$14.55,$16.00
62,Add-ons - Kitchen,19,Stowaway Bar,2026-08-18,,$3.15,$3.50
63,Tap Beer,19,Stowaway Bar,2026-08-18,,$154.56,$170.00
64,Tap Beer,18,Stowaway Bar,2026-08-18,,$173.18,$190.50
65,Add-ons - Bar,18,Stowaway Bar,2026-08-18,,$1.83,$2.00
66,Cocktails - Classic,22,Stowaway Bar,2026-08-18,,$44.00,$48.40
67,Modifiers,17,Stowaway Bar,2026-08-18,,$0.00,$0.00
68,Non-alcoholic,18,Stowaway Bar,2026-08-18,,$16.36,$18.00
69,Red Wine,18,Stowaway Bar,2026-08-18,,$102.72,$113.00
70,Red Wine,22,Stowaway Bar,2026-08-18,,$69.00,$75.90
71,Red Wine,20,Stowaway Bar,2026-08-18,,$50.00,$55.00
72,Rose Wine,22,Stowaway Bar,2026-08-18,,$16.00,$17.60
73,Sparkling Wine,16,Stowaway Bar,2026-08-18,,$12.72,$14.00
74,Delivery Kitchen,20,Stowaway Bar,2026-08-18,,$16.27,$17.90
75,Harry Gatos Food,22,Stowaway Bar,2026-08-18,,$115.45,$127.00
76,Small Plates,22,Stowaway Bar,2026-08-18,,$87.61,$96.36
77,White Wine,19,Stowaway Bar,2026-08-18,,$33.64,$37.00
78,Marilyna's Pizza,17,Stowaway Bar,2026-08-18,,$125.99,$138.60
79,Add-ons - Bar,19,Stowaway Bar,2026-08-18,,$0.91,$1.00
80,Dine-in Pizza,20,Stowaway Bar,2026-08-18,,$81.79,$90.00
