Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
GFO [GF Ramen Noodles],3,$9.00,$0.81,$0.00,1%,0%,0%
Tonic,3,$0.00,$0.00,$2.41,1%,0%,
Azurescens Pinot Noir - Regular,3,$42.00,$3.81,$8.40,1%,1%,80%
Padrillos Malbec - Regular,3,$52.20,$4.76,$10.69,1%,1%,80%
Black Garlic Oil,3,$6.00,$0.54,$0.00,1%,0%,0%
Fried Egg,3,$11.00,$1.00,$0.00,1%,0%,0%
No Garnish,3,$0.00,$0.00,$0.00,1%,0%,0%
Kraken Black Rum,3,$25.20,$2.29,$0.00,1%,0%,0%
Salmon Sashimi Special,3,$66.00,$6.00,$0.00,1%,1%,0%
Swap for Tofu,3,$0.00,$0.00,$0.00,1%,0%,0%
Duck Spring Roll,3,$48.00,$4.35,$10.72,1%,1%,78%
Nuggets & Chips [HG],3,$39.00,$3.54,$0.00,1%,1%,0%
Corona,3,$33.00,$3.00,$7.97,1%,1%,76%
Mochi Trio,2,$26.00,$2.36,$0.00,1%,0%,0%
Lemonade Glass,2,$9.00,$0.82,$0.00,1%,0%,0%
Angas & Bremer Rosé - Bottle,2,$98.00,$8.90,$19.30,1%,2%,80%
Dragon Soda,2,$18.00,$1.64,$0.00,1%,0%,0%
Yuzu Orange Soda,2,$18.00,$1.64,$0.00,1%,0%,0%
Philter Old Ale [HG],2,$22.00,$2.01,$6.42,1%,0%,71%
Pink Lemonade Glass,2,$9.00,$0.82,$0.00,1%,0%,0%
Asahi 3.5%,2,$22.00,$2.00,$4.65,1%,0%,79%
Asahi Zero,2,$21.00,$1.90,$4.19,1%,0%,80%
River Retreat Pinot Grigio - Bottle,2,$98.00,$8.90,$20.10,1%,2%,79%
Angas & Bremer Rosé - Large,2,$42.00,$3.82,$6.43,1%,1%,85%
Palloncino Prosecco - Regular,2,$19.00,$1.73,$4.60,1%,0%,76%
Extra BBQ Wagyu,1,$15.00,$1.36,$0.00,0%,0%,0%
Jasmine Rice,1,$5.00,$0.45,$0.00,0%,0%,0%
Apple Juice Glass,1,$4.00,$0.36,$0.00,0%,0%,0%
Swap for Tofu [Make it Vegan],1,$0.00,$0.00,$0.00,0%,0%,0%
Drunken Koi,1,$14.00,$1.27,$2.65,0%,0%,81%
Kuku Sauv Blanc - Regular,1,$13.00,$1.18,$2.91,0%,0%,78%
Demon Slayer,1,$21.00,$1.91,$4.09,0%,0%,81%
Kuku Sauv Blanc - Bottle,1,$51.00,$4.64,$14.57,0%,1%,71%
Geppetto Chardonnay - Regular,1,$15.00,$1.36,$3.63,0%,0%,76%
Bintang,1,$11.00,$1.00,$2.73,0%,0%,75%
Kids Miso,1,$13.00,$1.18,$0.00,0%,0%,0%
Bamboo Shoots,1,$2.00,$0.18,$0.00,0%,0%,0%
Lychee Martini,1,$14.00,$1.27,$3.14,0%,0%,78%
Kids Dumplings - Beef,1,$7.20,$0.66,$0.00,0%,0%,0%
Ottelia Cab Sav - Regular,1,$18.00,$1.64,$4.73,0%,0%,74%
Corn,1,$1.00,$0.09,$0.00,0%,0%,0%
Trutta Streamside Shiraz - Regular [HG],1,$16.00,$1.45,$3.61,0%,0%,77%
Crouching Tiger,1,$12.60,$1.14,$4.20,0%,0%,67%
BBQ Veg Platter,1,$30.00,$2.73,$0.00,0%,1%,0%
Extra Tofu.,1,$4.00,$0.36,$0.00,0%,0%,0%
Octopus Karaage,1,$18.00,$1.64,$0.00,0%,0%,0%
Swap for Chicken,1,$0.00,$0.00,$0.00,0%,0%,0%
From Sundays Shiraz - Bottle,1,$62.00,$5.64,$14.00,0%,1%,77%
Yuzu Chu-hi,1,$12.00,$1.09,$2.04,0%,0%,83%
Grifter Big Sur IPA Can [HG],1,$14.00,$1.27,$0.00,0%,0%,0%
Lemon Lime Bitters,1,$4.50,$0.41,$0.00,0%,0%,0%
Pepsi Max Glass,1,$4.50,$0.41,$1.31,0%,0%,71%
Kids Mie Goreng,1,$13.00,$1.18,$0.00,0%,0%,0%
No Glasses Needed,1,$0.00,$0.00,$0.00,0%,0%,0%
Aperol Spritz,1,$14.00,$1.27,$3.96,0%,0%,72%
,343,"$5,229.60",$475.29,$697.54,100%,100%,87%
