,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
1,Add-ons - Pizza,17,Stowaway Bar,2026-07-27,,$3.64,$4.00
2,Non-alcoholic,18,Stowaway Bar,2026-07-27,,$65.91,$72.50
3,Harry Gatos Food,19,Stowaway Bar,2026-07-27,,$253.68,$279.00
4,Tap Beer,18,Stowaway Bar,2026-07-27,,$183.63,$202.00
5,White Wine,22,Stowaway Bar,2026-07-27,,$10.91,$12.00
6,Red Wine,19,Stowaway Bar,2026-07-27,,$10.91,$12.00
7,Cocktails - Classic,20,Stowaway Bar,2026-07-27,,$60.00,$66.00
8,Modifiers,17,Stowaway Bar,2026-07-27,,$0.00,$0.00
9,Harry Gatos Food,20,Stowaway Bar,2026-07-27,,$54.54,$60.00
10,Cocktails - Signature,17,Stowaway Bar,2026-07-27,,$28.19,$31.00
11,Non-alcoholic,19,Stowaway Bar,2026-07-27,,$14.54,$16.00
12,Tap Beer,20,Stowaway Bar,2026-07-27,,$61.37,$67.50
13,Rose Wine,18,Stowaway Bar,2026-07-27,,$6.36,$7.00
14,Tap Beer,19,Stowaway Bar,2026-07-27,,$146.36,$161.00
15,White Wine,18,Stowaway Bar,2026-07-27,,$52.73,$58.00
16,None,18,Stowaway Bar,2026-07-27,,$0.00,$0.00
17,Modifiers,18,Stowaway Bar,2026-07-27,,$0.00,$0.00
18,Mocktails,18,Stowaway Bar,2026-07-27,,$11.82,$13.00
19,Bottles / Cans Alcoholic,18,Stowaway Bar,2026-07-27,,$20.91,$23.00
20,Cocktails - Signature,18,Stowaway Bar,2026-07-27,,$74.55,$82.00
21,Bottles / Cans Alcoholic,16,Stowaway Bar,2026-07-27,,$8.64,$9.50
22,Harry Gatos Food,18,Stowaway Bar,2026-07-27,,$561.88,$618.00
23,Red Wine,18,Stowaway Bar,2026-07-27,,$34.54,$38.00
24,White Wine,19,Stowaway Bar,2026-07-27,,$81.83,$90.00
25,Cocktails - Classic,18,Stowaway Bar,2026-07-27,,$109.10,$120.00
26,Small Plates,18,Stowaway Bar,2026-07-27,,$11.73,$12.90
27,Tap Beer,17,Stowaway Bar,2026-07-27,,$254.49,$280.00
28,Add-ons - Kitchen,18,Stowaway Bar,2026-07-27,,$0.45,$0.50
29,White Wine,21,Stowaway Bar,2026-07-27,,$10.91,$12.00
30,Modifiers,19,Stowaway Bar,2026-07-27,,$0.00,$0.00
31,Orange / Skins Wine,18,Stowaway Bar,2026-07-27,,$17.27,$19.00
32,Harry Gatos Food,17,Stowaway Bar,2026-07-27,,$292.77,$322.00
33,Sparkling Wine,17,Stowaway Bar,2026-07-27,,$44.55,$49.00
34,Red Wine,17,Stowaway Bar,2026-07-27,,$12.72,$14.00
35,Cocktails - Classic,17,Stowaway Bar,2026-07-27,,$43.64,$48.00
36,Vodka,17,Stowaway Bar,2026-07-27,,$12.72,$14.00
37,Non-alcoholic,17,Stowaway Bar,2026-07-27,,$12.27,$13.50
38,Marilyna's Soft Drinks,19,Stowaway Bar,2026-07-27,,$5.45,$6.00
39,Bottles / Cans Alcoholic,17,Stowaway Bar,2026-07-27,,$11.36,$12.50
40,White Wine,17,Stowaway Bar,2026-07-27,,$50.91,$56.00
