,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
40,Small Plates,17,Stowaway Bar,2026-08-13,,$132.63,$145.90
41,Big Plates,18,Stowaway Bar,2026-08-13,,$156.90,$172.60
42,Kids Meals,17,Stowaway Bar,2026-08-13,,$11.82,$13.00
43,Add-ons - Pizza,19,Stowaway Bar,2026-08-13,,$9.94,$10.67
44,Red Wine,20,Stowaway Bar,2026-08-13,,$44.54,$49.00
45,Marilyna's Pizza,18,Stowaway Bar,2026-08-13,,$371.62,$408.80
46,Dine-in Pizza,17,Stowaway Bar,2026-08-13,,$48.19,$53.00
47,Non-alcoholic,19,Stowaway Bar,2026-08-13,,$20.45,$22.50
48,Non-alcoholic,18,Stowaway Bar,2026-08-13,,$24.56,$27.00
49,Red Wine,19,Stowaway Bar,2026-08-13,,$272.71,$300.00
50,Delivery Kitchen,18,Stowaway Bar,2026-08-13,,$26.27,$28.90
51,Add-ons - Kitchen,17,Stowaway Bar,2026-08-13,,$1.36,$1.50
52,Kitchen Specials,20,Stowaway Bar,2026-08-13,,$36.27,$39.90
53,Rose Wine,18,Stowaway Bar,2026-08-13,,$10.91,$12.00
54,Tap Beer,22,Stowaway Bar,2026-08-13,,$25.91,$28.50
55,White Wine,16,Stowaway Bar,2026-08-13,,$31.80,$35.00
56,Small Plates,20,Stowaway Bar,2026-08-13,,$31.73,$34.90
57,Non-alcoholic,17,Stowaway Bar,2026-08-13,,$29.56,$32.50
58,Red Wine,17,Stowaway Bar,2026-08-13,,$42.73,$47.00
59,Add-ons - Kitchen,20,Stowaway Bar,2026-08-13,,$0.91,$1.00
60,Cocktails - Classic,17,Stowaway Bar,2026-08-13,,$140.01,$154.00
61,Marilyna's Soft Drinks,18,Stowaway Bar,2026-08-13,,$3.55,$3.90
62,Rose Wine,17,Stowaway Bar,2026-08-13,,$10.91,$12.00
63,Orange / Skins Wine,19,Stowaway Bar,2026-08-13,,$14.55,$16.00
64,Orange / Skins Wine,18,Stowaway Bar,2026-08-13,,$14.55,$16.00
65,Delivery Kitchen,19,Stowaway Bar,2026-08-13,,$12.73,$14.00
66,None,17,Stowaway Bar,2026-08-13,,$0.00,$0.00
67,Tap Beer,19,Stowaway Bar,2026-08-13,,$150.45,$165.50
68,Kitchen Specials,19,Stowaway Bar,2026-08-13,,$72.54,$79.80
69,Salads,17,Stowaway Bar,2026-08-13,,$22.64,$24.90
70,Vodka,18,Stowaway Bar,2026-08-13,,$10.00,$11.00
71,Small Plates,16,Stowaway Bar,2026-08-13,,$59.01,$64.90
72,Cocktails - Classic,18,Stowaway Bar,2026-08-13,,$288.27,$317.00
73,White Wine,19,Stowaway Bar,2026-08-13,,$40.00,$44.00
74,Marilyna's Pizza,17,Stowaway Bar,2026-08-13,,$39.36,$43.30
75,Add-ons - Kitchen,16,Stowaway Bar,2026-08-13,,$1.81,$2.00
76,Add-ons - Pizza,17,Stowaway Bar,2026-08-13,,-$7.79,-$6.84
77,Salads,19,Stowaway Bar,2026-08-13,,$32.72,$36.00
78,None,18,Stowaway Bar,2026-08-13,,$0.00,$0.00
79,Non-alcoholic,16,Stowaway Bar,2026-08-13,,$8.18,$9.00
80,Delivery Alcohol,18,Stowaway Bar,2026-08-13,,$5.91,$6.50
81,Marilyna's Pizza,16,Stowaway Bar,2026-08-13,,$31.73,$34.90
82,Marilyna's Pizza,19,Stowaway Bar,2026-08-13,,$143.01,$157.30
83,Marilyna's Pizza,20,Stowaway Bar,2026-08-13,,$59.73,$65.70
84,Add-ons - Pizza,18,Stowaway Bar,2026-08-13,,$8.46,$8.82
85,Marilyna's Soft Drinks,19,Stowaway Bar,2026-08-13,,$7.09,$7.80
86,Sparkling Wine,17,Stowaway Bar,2026-08-13,,$6.35,$7.00
87,Rose Wine,16,Stowaway Bar,2026-08-13,,$25.44,$28.00
88,Cocktails - Signature,19,Stowaway Bar,2026-08-13,,$46.35,$51.00
